k,j,q0,mu_bkg,sig_frac
0,5,0.0,0.09126714014644499,1.2336579277745796e-08
0,6,0.0,0.11847920981221231,1.433874164871027e-07
0,7,0.0,0.15379986524762249,1.3031327180139762e-06
0,8,0.0,0.1996680502040763,9.262174693995122e-06
0,9,0.0,0.25922167782628813,5.149508157119035e-05
0,10,0.0,0.3542135041959844,0.00022398735116365933
0,11,0.0,0.5003463940032417,0.0007623524093891822
0,12,0.0,0.7199002890376408,0.002030596458612248
0,13,0.0,1.0732806854263373,0.00423328953429876
0,14,0.0,1.6711642731721266,0.006908095372781254
1,4,0.0,3.008300807532718e-05,1.202094853941137e-09
1,5,0.0,2.6950938988886236e-05,1.7872330951584797e-08
1,6,0.0,2.623973138915131e-05,2.0772916900660408e-07
1,7,0.0,4.075461965295741e-05,1.887883074054195e-06
1,8,0.0,3.7649076484221596e-05,1.3418359152531799e-05
1,9,0.0,0.00011002908114486222,7.460229610645666e-05
1,10,0.123555810232574,0.0002102477818122295,0.0003244964409370085
1,11,2.0194604965290637,0.0001632383119625053,0.0011044402387070107
1,12,1.7677429353771004,0.000500152568888531,0.0029417791691170917
1,13,3.6563655057216238,0.0003586229920879393,0.006132879290724462
1,14,6.086689869463953,0.0001589440260760943,0.010007941745259718
1,15,2.7902302197799145,0.0011940590982723637,0.012784333795425975
1,16,1.501953022521775,0.002552112079833369,0.012784333795425975
1,17,0.22196419783540478,0.005562700300841286,0.010007941745259718
1,18,0.0,0.005690150185931785,0.00613287929072446
1,19,0.0,0.007953386993586407,0.0029417791691170926
1,20,0.0,0.010855896690531967,0.0011044402387070096
1,21,0.0,0.043014061847686844,0.0003244964409370095
1,22,0.0,0.05963880379229102,7.460229610645635e-05
1,23,0.0,0.07368011536763246,1.34183591525328e-05
1,24,0.0,0.15599649357989662,1.8878830740536248e-06
1,25,0.0,0.3563270755206886,1.570599624811757e-07
2,4,0.0,2.8107023067369494e-05,1.821266501032118e-09
2,5,0.0,2.5256307858015427e-05,2.707796107001283e-08
2,6,0.0,2.451246825648064e-05,3.1472572697453117e-07
