k,j,q0,mu_bkg,sig_frac
10,5,0.0,1.5991454819711237e-05,1.0812741799984897e-09
10,6,0.0,1.5071197310169583e-05,1.2567593308776907e-08
10,7,0.0,1.4293004354724658e-05,1.142167313463926e-07
10,8,0.0,1.488626335273659e-05,8.118093453440947e-07
10,9,0.0,1.4284279013129425e-05,4.513431223214932e-06
10,10,0.7082002166098391,1.4263645995648435e-05,1.9632001222284858e-05
10,11,2.798091917642523,1.3126434295314803e-05,6.6818520577998e-05
10,12,4.44385732799492,1.4610506501102867e-05,0.00017797733644483928
10,13,5.891401631459303,1.4419099155849772e-05,0.000371038564811256
10,14,6.882860500307288,1.4153750554815804e-05,0.0006054794438057782
10,15,7.189882146010859,1.551560336365265e-05,0.000773450876604903
10,16,6.726901449657817,1.904046075140464e-05,0.000773450876604903
10,17,5.876995757300392,2.238997829180747e-05,0.0006054794438057782
10,18,5.015063008449943,2.1319588024028585e-05,0.0003710385648112559
10,19,3.6108583486111456,2.122477738625252e-05,0.00017797733644483933
10,20,1.7484504423064209,2.2787473480914893e-05,6.681852057799793e-05
10,21,0.0,4.0527517279413334e-05,1.963200122228492e-05
10,22,0.0,5.0609130632606975e-05,4.513431223214913e-06
10,23,0.0,5.838549393639494e-05,8.11809345344155e-07
10,24,0.0,0.000104319078850275,7.497209083203885e-08
11,6,0.0,1.1044103177232344e-05,1.066473053826409e-08
11,7,0.0,1.1892220325403672e-05,9.692314453873144e-08
11,8,0.0,1.1566476789540704e-05,6.888930683723663e-07
11,9,0.0,1.1867482731506298e-05,3.830051356368997e-06
11,10,0.8256335108926578,1.1812609044868073e-05,1.6659514500387296e-05
11,11,3.1256748220221198,9.698240468913171e-06,5.670150994082047e-05
11,12,4.791743653027879,1.0676000240961193e-05,0.00015102973882649478
11,13,5.908718943670465,1.2811277102729124e-05,0.0003148595133367968
11,14,7.02081212797566,1.1776357420139167e-05,0.0005138036341561937
11,15,7.686113020790799,1.0534125280045353e-05,0.0006563424659687851
11,16,7.291917641248801,1.2578613270334445e-05,0.0006563424659687851
11,17,6.558949045745976,1.3948077774983486e-05,0.0005138036341561937
11,18,2.02699544852112,9.515500567802151e-05,0.00031485951333679675
11,19,0.038470142551886966,0.0002396333586009398,0.00015102973882649484
11,20,0.0,0.00025115151754349685,5.670150994082042e-05
11,21,0.0,0.0001181544460630353,1.665951450038735e-05
11,22,0.0,0.00014633081179611554,3.830051356368981e-06
11,23,0.0,0.0002649736592048772,6.888930683724177e-07
11,24,0.0,0.0006391725861097193,4.56904450498073e-08
12,6,0.0,1.039700800133449e-05,9.014789211159539e-09
12,7,0.0,1.116326460078172e-05,8.192815698104199e-08
12,8,0.0,1.0887321438942464e-05,5.823143658551963e-07
12,9,0.0,1.1169718116557068e-05,3.2375038001852983e-06
12,10,0.6738997817064956,1.1137539557819808e-05,1.4082119659977138e-05
12,11,2.9028914484570123,9.181114875178122e-06,4.792921473608695e-05
12,12,4.560965260750891,1.0088390814763744e-05,0.00012766391567535482
