k,j,q0,mu_bkg,sig_frac
0,10,0.0,0.3542135041959844,0.00617258102443214
0,11,0.0,0.5003463940032417,0.016989598334564426
0,12,0.0,0.7199002890376408,0.03720562833568884
0,13,0.0,1.0732806854263373,0.07387219163126595
0,14,0.0,1.6711642731721266,0.11861913225429908
1,5,0.0,2.6950938988886236e-05,5.07703902134358e-07
1,6,0.0,2.623973138915131e-05,2.4053233677644767e-06
1,7,0.0,4.075461965295741e-05,9.225572376973101e-06
1,8,0.32220744516598643,3.7649076484221596e-05,3.153344857209748e-05
1,9,0.34747414586854575,0.00011002908114486222,9.981331577509225e-05
1,10,0.5807028412109503,0.0002102477818122295,0.00024145796005259294
1,11,2.246131026375224,0.0001632383119625053,0.0005729995591415763
1,12,1.3129512485429586,0.000500152568888531,0.0010000518356344794
1,13,2.6568618099463492,0.0003586229920879393,0.001616328387855397
1,14,4.591773239635586,0.0001589440260760943,0.0021149181805361237
1,15,1.2365783172317606,0.0011940590982723637,0.002283782311156007
1,16,0.22355665645591216,0.002552112079833369,0.0020746903503613677
1,17,0.0,0.005562700300841286,0.001616328387855397
1,18,0.0,0.005690150185931785,0.0009440644861545808
1,19,0.0,0.007953386993586407,0.0005205385164361834
1,20,0.0,0.010855896690531967,0.00020313229492434923
1,21,0.0,0.043014061847686844,6.929838207623763e-05
1,22,0.0,0.05963880379229102,2.0274256968429685e-05
1,23,0.0,0.07368011536763246,3.8136451110090294e-06
1,24,0.0,0.15599649357989662,7.746343297643167e-07
2,5,0.0,2.5256307858015427e-05,4.440480040616018e-07
2,6,0.0,2.451246825648064e-05,2.1037440052920677e-06
2,7,0.0,3.0122685723659716e-05,8.068870424471616e-06
2,8,0.44777744579914724,2.9214100568114378e-05,2.7579785856980653e-05
2,9,0.9236815860258503,5.9926521488951667e-05,8.72987256201368e-05
2,10,1.3794804766730522,0.00010363411201104712,0.000211183969190305
2,11,3.234507202720124,8.340446744486331e-05,0.0005011568938023649
2,12,2.3498092581230594,0.0002338778417194754,0.0008746653703167982
2,13,3.72450997739179,0.00017728961805195926,0.001413673189270382
2,14,5.371123307362723,9.646554927978396e-05,0.0018497498106132967
2,15,2.278276957640628,0.0005513887037965469,0.0019974417622491405
2,16,0.9754744381316414,0.001143112084085595,0.0018145657444248464
2,17,0.029615269955684198,0.002447546154950807,0.001413673189270382
2,18,0.0,0.0024958928185919932,0.0008256977128205019
2,19,0.0,0.00347315249124021,0.00045527341485649043
2,20,0.0,0.004731629437053369,0.00017766357465919064
2,21,0.0,0.018705931881268425,6.0609753276050655e-05
2,22,0.0,0.02593110098039607,1.7732271315655065e-05
2,23,0.0,0.03203317937492571,3.3354904160155452e-06
2,24,0.0,0.06780797760823104,6.775107037062176e-07
3,5,0.0,2.3706326861891855e-05,3.909867618077462e-07
3,6,0.0,2.293278402054561e-05,1.8523584134554406e-06
3,7,0.0,2.4718228529492838e-05,7.104685731844413e-06
3,8,0.4888994205848576,2.4741943026964574e-05,2.4284156363589906e-05
3,9,1.451755449645134,3.739518270034107e-05,7.686701826819849e-05
3,10,2.191617176940781,5.642919190392553e-05,0.0001859486710990135
3,11,4.0874006152243965,4.744294124177954e-05,0.00044127146000690526
3,12,3.4120018256890035,0.00011571256712464173,0.0007701477715866404
3,13,4.71969523028929,9.41359130544605e-05,0.0012447471837990225
3,14,6.0328686743705475,6.265573710532807e-05,0.0016287150983474588
3,15,3.389890828915668,0.0002637214213395224,0.0017587586913531243
3,16,1.996071580262651,0.0005224089280993221,0.0015977353304385301
3,17,0.5627642652434588,0.0010871123028277356,0.0012447471837990225
