family,s,z_b,edge,M,b_wall,b_rfr,b_uni,b_leak_lowE,b_total,P_ge1_bkg,d_reco,d_reco_min,feasible,s_L10,Z_L10,Zlo_L10,P5_L10,N5_L10,Zmed_L10,P5lo_L10,s_inel300,Z_inel300,Zlo_inel300,s_inel350,Z_inel350,Zlo_inel350,s_inel366,Z_inel366,Zlo_inel366,P5_inel366,N5_inel366,Zmed_inel366,P5lo_inel366,b_total_220d,FoM_M_sqrtb,reach_MA_L10,reach_MA_inel366
A,0.0,10.0,600,5.963085981930297,0.0029205086237032133,7.523498672443426e-06,0.0006084307612091236,2317.9698516813364,0.0035364628835847806,0.0035302169637119185,-0.7263098757695031,-1.7925737333449803,False,3.016674969255288,5.893999748692654,2.876184049187967,0.5813228373394672,3,5.664982453274766,0.06427028477762702,3.016674969255288,5.893999748692654,2.876184049187967,3.016674969255288,5.893999748692654,2.876184049187967,3.016674969255288,5.893999748692654,2.876184049187967,0.5813228373394672,3,5.664982453274766,0.06427028477762702,0.0014841942644908976,100.27357971623861,1.266047979178407,1.266047979178407
A,0.0,11.0,600,5.921033592403285,0.002913797721355669,5.231087497109392e-06,0.0006041400353252249,2461.0442097334812,0.0035231688441780032,0.003516969767094369,-0.7562000978835841,-1.7925737333449803,False,2.995401019614461,5.871504932060895,2.865008766986937,0.5765688488993413,3,5.6669178158098,0.06321034243393828,2.995401019614461,5.871504932060895,2.865008766986937,2.995401019614461,5.871504932060895,2.865008766986937,2.995401019614461,5.871504932060895,2.865008766986937,0.5765688488993413,3,5.6669178158098,0.06321034243393828,0.0014786149787217636,99.75410963089062,1.2571196586843494,1.2571196586843494
A,0.0,12.0,600,5.878652937383113,0.002906649468601667,3.635847451340862e-06,0.000599815815571795,2608.3777942930037,0.003510101131624803,0.0035039479282085173,-0.7852163606972264,-1.7925737333449803,False,2.97396100322573,5.8487052810660005,2.8536767273366586,0.5717436005028028,3,5.668826753757602,0.062150494207985595,2.97396100322573,5.8487052810660005,2.8536767273366586,2.97396100322573,5.8487052810660005,2.8536767273366586,2.97396100322573,5.8487052810660005,2.8536767273366586,0.5717436005028028,3,5.668826753757602,0.062150494207985595,0.0014731306785438934,99.22429148238209,1.2481216427564996,1.2481216427564996
A,0.0,13.0,600,5.835957068718133,0.0028990562928317525,2.526163145191441e-06,0.0005954594336663457,2759.7657790463304,0.00349704188964329,0.0034909343601574605,-0.813371540206415,-1.7925737333449803,False,2.9523615229092375,5.825636902653087,2.842209350430745,0.5668480043785394,3,5.670740963135566,0.061091262605498714,2.9523615229092375,5.825636902653087,2.842209350430745,2.9523615229092375,5.825636902653087,2.842209350430745,2.9523615229092375,5.825636902653087,2.842209350430745,0.5668480043785394,3,5.670740963135566,0.061091262605498714,0.0014676499333231452,98.68739178428075,1.2390567024879264,1.2390567024879264
A,0.0,14.0,600,5.792964051643784,0.0028910201172494955,1.754608458258228e-06,0.0005910727328566493,2915.2339955290176,0.0034838474585644034,0.0034777859032283365,-0.840721726748791,-1.7925737333449803,False,2.9306117177154216,5.802328263324479,2.8306231254656264,0.5618836336054495,3,5.672681644354593,0.06003329827851789,2.9306117177154216,5.802328263324479,2.8306231254656264,2.9306117177154216,5.802328263324479,2.8306231254656264,2.9306117177154216,5.802328263324479,2.8306231254656264,0.5618836336054495,3,5.672681644354593,0.06003329827851789,0.0014621124515015764,98.14569799096081,1.229928673385092,1.229928673385092
A,0.0,15.0,600,5.749685424462403,0.002882535519642746,1.2183188431874174e-06,0.0005866568904287778,3074.518275852385,0.003470410728914711,0.0034643958136882924,-0.8672703684252864,-1.7925737333449803,False,2.908717424774246,5.77879883363628,2.8189294693950866,0.5568513902206257,3,5.674664889802249,0.05897708820118317,2.908717424774246,5.77879883363628,2.8189294693950866,2.908717424774246,5.77879883363628,2.8189294693950866,2.908717424774246,5.77879883363628,2.8189294693950866,0.5568513902206257,3,5.674664889802249,0.05897708820118317,0.0014564732810264226,97.60086027730124,1.2207400051937163,1.2207400051937163
A,0.0,16.0,600,5.706137825934683,0.002873607226962403,8.457192274413694e-07,0.0005822136040831945,3237.6122733518505,0.0034566665502730387,0.0034506991561971123,-0.8930653084960517,-1.7925737333449803,False,2.8866870614945896,5.755065114961075,2.807137692336451,0.5517528472312246,3,5.676700799445448,0.057923242186809214,2.8866870614945896,5.755065114961075,2.807137692336451,2.8866870614945896,5.755065114961075,2.807137692336451,2.8866870614945896,5.755065114961075,2.807137692336451,0.5517528472312246,3,5.676700799445448,0.057923242186809214,0.001450705079356671,97.05401669028203,1.2114942305593808,1.2114942305593808
A,0.0,17.0,600,5.662333004591928,0.0028642345240709978,5.869231172533491e-07,0.000577744072556236,3404.332208405037,0.003442565519744487,0.003436646685005762,-0.9181240566131582,-1.7925737333449803,False,2.8645265713594776,5.7311385316985834,2.7952543126875127,0.5465890837499111,3,5.678797285002076,0.05687224472571678,2.8645265713594776,5.7311385316985834,2.7952543126875127,2.8645265713594776,5.7311385316985834,2.7952543126875127,2.8645265713594776,5.7311385316985834,2.7952543126875127,0.5465890837499111,3,5.678797285002076,0.05687224472571678,0.0014447871129244394,96.50599650668785,1.2021938438624051,1.2021938438624051
A,0.0,18.0,600,5.618283198719963,0.002854419263708792,4.07230007011722e-07,0.0005732495445552968,3574.548011762875,0.0034280760382711007,0.0034222068941486272,-0.9424727756019022,-1.7925737333449803,False,2.8422421456146227,5.707028290055594,2.78328447138242,0.5413613076326937,3,5.680959729054351,0.055824587070395636,2.8422421456146227,5.707028290055594,2.78328447138242,2.8422421456146227,5.707028290055594,2.78328447138242,2.8422421456146227,5.707028290055594,2.78328447138242,0.5413613076326937,3,5.680959729054351,0.055824587070395636,0.0014387061201341382,95.95738484676457,1.1928414434649603,1.1928414434649603
A,0.0,19.0,600,5.57399808843652,0.002844160642247978,2.8249194301575253e-07,0.0005687310077705458,3747.9748331823694,0.0034131741419615395,0.003407355884557539,-0.9661163207404964,-1.7925737333449803,False,2.8198386813500464,5.6827410258992685,2.771231901795414,0.5360704913425274,3,5.683192468879681,0.05478069337340164,2.8198386813500464,5.6827410258992685,2.771231901795414,2.8198386813500464,5.6827410258992685,2.771231901795414,2.8198386813500464,5.6827410258992685,2.771231901795414,0.5360704913425274,3,5.683192468879681,0.05478069337340164,0.0014324520437417772,95.40861513055442,1.183439084593741,1.183439084593741
A,0.0,20.0,600,5.52948245274457,0.002833449522299782,1.9591417889288297e-07,0.0005641889498173592,3924.142510615054,0.003397834386296035,0.0033920682796449997,-0.9890388840626696,-1.7925737333449803,False,2.797318596223096,5.6582806869285465,2.7590990034472562,0.5307170785176561,3,5.685500154564366,0.053740867347384876,2.797318596223096,5.6582806869285465,2.7590990034472562,2.797318596223096,5.6582806869285465,2.7590990034472562,2.797318596223096,5.6582806869285465,2.7590990034472562,0.5307170785176561,3,5.685500154564366,0.053740867347384876,0.0014260142051084035,94.86005686299569,1.1739877818990594,1.1739877818990594
A,0.5,0.0,600,6.2898668279858265,0.0026367693513099054,0.00029457489527869935,0.0006417731479391851,529.2161574037499,0.00357311739452779,0.003566741406881735,0.010814988233302495,-1.2925737333449803,False,3.1819906466939476,6.075750550633606,2.9675227258889945,0.6170752312129115,3,5.659680524644579,0.07277039691289046,3.1819906466939476,6.075750550633606,2.9675227258889945,3.1819906466939476,6.075750550633606,2.9675227258889945,3.1819906466939476,6.075750550633606,2.9675227258889945,0.6170752312129115,3,5.659680524644579,0.07277039691289046,0.001499577549060871,105.22472705143814,1.335428201270876,1.335428201270876
A,0.5,1.0,600,6.248700280282256,0.002631118438864721,0.0002034464950498788,0.0006375728070365828,547.4373543166272,0.003472137740951183,0.0034661168411853627,-0.006078457933016058,-1.2925737333449803,False,3.161164836969867,6.0672744192204515,2.9647269751031704,0.6126670598591255,3,5.674409591632416,0.07165633528457648,3.161164836969867,6.0672744192204515,2.9647269751031704,3.161164836969867,6.0672744192204515,2.9647269751031704,3.161164836969867,6.0672744192204515,2.9647269751031704,0.6126670598591255,3,5.674409591632416,0.07165633528457648,0.0014571980790643538,106.04525028340844,1.326687957597082,1.326687957597082
A,0.5,2.0,600,6.207533732578685,0.002625467526419536,0.000140524289352585,0.0006333724661339807,568.1490089277152,0.0033993642819061015,0.0033935929845783086,-0.0246111004066328,-1.2925737333449803,False,3.140339027245785,6.054762134799395,2.9594925284744718,0.6082308194307438,3,5.685269572012406,0.07055493328163694,3.140339027245785,6.054762134799395,2.9594925284744718,3.140339027245785,6.054762134799395,2.9594925284744718,3.140339027245785,6.054762134799395,2.9594925284744718,0.6082308194307438,3,5.685269572012406,0.07055493328163694,0.0014266562766823117,106.46827920316737,1.3179477139232876,1.3179477139232876
A,0.5,3.0,600,6.166367184875114,0.0026198166139743506,9.707785596989512e-05,0.0006291721252313785,591.5155268790268,0.003346066595175624,0.0033404747529768297,-0.044724998761815876,-1.2925737333449803,False,3.119513217521704,6.039344874545693,2.9525056541704977,0.6037649029424227,3,5.693359064139731,0.06946462602298366,3.119513217521704,6.039344874545693,2.9525056541704977,3.119513217521704,6.039344874545693,2.9525056541704977,3.119513217521704,6.039344874545693,2.9525056541704977,0.6037649029424227,3,5.693359064139731,0.06946462602298366,0.0014042881298757426,106.60119954854204,1.3092074702494934,1.3092074702494934
A,0.5,4.0,600,6.125200637171542,0.002614165701529165,6.707902562441512e-05,0.0006249717843287764,617.7468522980512,0.0033062165114823563,0.003300756996109322,-0.06637927480222991,-1.2925737333449803,False,3.0986874077976223,6.021850866745768,2.9442685384876834,0.599268242765904,3,5.69948495581226,0.06838435297506734,3.0986874077976223,6.021850866745768,2.9442685384876834,3.0986874077976223,6.021850866745768,2.9442685384876834,3.0986874077976223,6.021850866745768,2.9442685384876834,0.599268242765904,3,5.69948495581226,0.06838435297506734,0.001387563716923025,106.5257679657952,1.300467226575699,1.300467226575699
A,0.5,5.0,600,6.084034089467971,0.00260851478908398,4.636547673145936e-05,0.000620771443426174,647.0827622783189,0.0032756517092416134,0.003270292615286885,-0.08953302136868715,-1.2925737333449803,False,3.0778615980735413,6.002875844415521,2.9351422707667414,0.5947401508663772,3,5.704229484203247,0.06731339946850094,3.0778615980735413,6.002875844415521,2.9351422707667414,3.0778615980735413,6.002875844415521,2.9351422707667414,3.0778615980735413,6.002875844415521,2.9351422707667414,0.5947401508663772,3,5.704229484203247,0.06731339946850094,0.0013747361811409938,106.30232899678963,1.2917269829019047,1.2917269829019047
A,0.5,6.0,600,6.042867541764399,0.0026028638766387954,3.206321551661452e-05,0.0006165711025235719,679.7846039345899,0.003251498194678982,0.0032462177990399965,-0.11413717885110347,-1.2925737333449803,False,3.05703578834946,5.982842936782565,2.9253832743580372,0.5901802075885199,3,5.708007573287936,0.06625128798090338,3.05703578834946,5.982842936782565,2.9253832743580372,3.05703578834946,5.982842936782565,2.9253832743580372,3.05703578834946,5.982842936782565,2.9253832743580372,0.5901802075885199,3,5.708007573287936,0.06625128798090338,0.0013645993554591653,105.9744853397315,1.2829867392281102,1.2829867392281102
A,0.5,7.0,600,6.001700994060826,0.00259721296419361,2.2187810924443487e-05,0.0006123707616209694,716.1650993067045,0.003231771536739023,0.0032265549841880015,-0.14015512642431296,-1.2925737333449803,False,3.0362099786253776,5.962049990643941,2.9151720420574994,0.5855881842782269,3,5.711112338816574,0.06519770354963539,3.0362099786253776,5.962049990643941,2.9151720420574994,3.0362099786253776,5.962049990643941,2.9151720420574994,3.0362099786253776,5.962049990643941,2.9151720420574994,0.5855881842782269,3,5.711112338816574,0.06519770354963539,0.0013563204073870786,105.57328353294162,1.2742464955543156,1.2742464955543156
A,0.5,8.0,600,5.960534446357256,0.0025915620517484245,1.5369055876266248e-05,0.0006081704207183675,756.5849429246549,0.0032151015283430583,0.003209938623993658,-0.16755512285287671,-1.2925737333449803,False,3.015384168901297,5.940705312036333,2.904634817194568,0.5809639894804661,3,5.71374958735765,0.06415244259625581,3.015384168901297,5.940705312036333,2.904634817194568,3.015384168901297,5.940705312036333,2.904634817194568,3.015384168901297,5.940705312036333,2.904634817194568,0.5809639894804661,3,5.71374958735765,0.06415244259625581,0.0013493242839539305,105.12060608528388,1.2655062518805216,1.2655062518805216
A,0.5,9.0,600,5.919367898653682,0.0025859111393032397,1.066085177454235e-05,0.0006039700798157649,801.4375186980394,0.003200542070893547,0.003195425795859741,-0.19629662984023857,-1.2925737333449803,False,2.9945583591772142,5.918953887224427,2.893859488916205,0.5763076315618819,3,5.7160632110013,0.06311537781263689,2.9945583591772142,5.918953887224427,2.893859488916205,2.9945583591772142,5.918953887224427,2.893859488916205,2.9945583591772142,5.918953887224427,2.893859488916205,0.5763076315618819,3,5.7160632110013,0.06311537781263689,0.001343213923417993,104.63176775032439,1.2567660082067267,1.2567660082067267
A,0.5,10.0,600,5.878191682901735,0.002580249523637495,7.409288655002658e-06,0.0005997687524544649,851.1152303908846,0.0031874275647469624,0.003182353110423697,-0.22630987576950312,-1.2925737333449803,False,2.9737276584688965,5.896892516406448,2.882905329847109,0.5716180858060523,3,5.718155490964397,0.06208619182963084,2.9737276584688965,5.896892516406448,2.882905329847109,2.9737276584688965,5.896892516406448,2.882905329847109,2.9737276584688965,5.896892516406448,2.882905329847109,0.5716180858060523,3,5.718155490964397,0.06208619182963084,0.0013377099847524014,104.11746411894359,1.2480237118687336,1.2480237118687336
A,0.5,11.0,600,5.836782620982227,0.00257432441499039,5.151951738911672e-06,0.0005955436671310287,903.6494620713593,0.0031750200338603305,0.003169984987952734,-0.25620009788358405,-1.2925737333449803,False,2.9527791628457485,5.874504332187581,2.871775331955005,0.5668697392735791,3,5.720142256195127,0.06105930205972243,2.9527791628457485,5.874504332187581,2.871775331955005,2.9527791628457485,5.874504332187581,2.871775331955005,2.9527791628457485,5.874504332187581,2.871775331955005,0.5668697392735791,3,5.720142256195127,0.06105930205972243,0.0013325027517671747,103.58581424913663,1.2392319789771182,1.2392319789771182
A,0.5,12.0,600,5.795047809339184,0.002568012949037499,3.581024601224519e-06,0.0005912853446292499,957.7476021639632,0.0031628793182679736,0.0031578826847814545,-0.28521636069722645,-1.2925737333449803,False,2.9316658731813594,5.851801241650288,2.8604824214387246,0.5620514449263619,3,5.722093197352388,0.06003253741752441,2.9316658731813594,5.851801241650288,2.8604824214387246,2.9316658731813594,5.851801241650288,2.8604824214387246,2.9316658731813594,5.851801241650288,2.8604824214387246,0.5620514449263619,3,5.722093197352388,0.06003253741752441,0.0013274074966939118,103.04233999244619,1.2303710847853895,1.2303710847853895
A,0.5,13.0,600,5.753000190630735,0.002561308424599523,2.4881904890774966e-06,0.0005869951055256488,1013.3344422724656,0.0031507917206142493,0.0031458331855184207,-0.31337154020641506,-1.2925737333449803,False,2.9103943370574563,5.828821643410798,2.849049389194482,0.5571641731291114,3,5.724042433610005,0.059006408193732374,2.9103943370574563,5.828821643410798,2.849049389194482,2.9103943370574563,5.828821643410798,2.849049389194482,2.9103943370574563,5.828821643410798,2.849049389194482,0.5571641731291114,3,5.724042433610005,0.059006408193732374,0.0013223345343301883,102.49071918483409,1.2214437772039777,1.2214437772039777
A,0.5,14.0,600,5.710657684047228,0.002554212529925537,1.7283111390302775e-06,0.000582674778166598,1070.4194672541958,0.0031386156192311655,0.0031336953142233614,-0.34072172674879103,-1.2925737333449803,False,2.888973619641498,5.805595658444787,2.837493714603838,0.5522095574305627,3,5.726012884144053,0.05798154939541173,2.888973619641498,5.805595658444787,2.837493714603838,2.888973619641498,5.805595658444787,2.837493714603838,2.888973619641498,5.805595658444787,2.837493714603838,0.5522095574305627,3,5.726012884144053,0.05798154939541173,0.001317224428432989,101.93352947774046,1.2124538607318955,1.2124538607318955
A,0.5,15.0,600,5.668031732776112,0.002546720464490879,1.2001099937651883e-06,0.000578325530133325,1128.9056795950223,0.003126246104617969,0.003121364485637046,-0.36727036842528643,-1.2925737333449803,False,2.8674095099456243,5.782143882408913,2.825827486955589,0.5471885551062928,3,5.728021822761411,0.05695843615966547,2.8674095099456243,5.782143882408913,2.825827486955589,2.8674095099456243,5.782143882408913,2.825827486955589,2.8674095099456243,5.782143882408913,2.825827486955589,0.5471885551062928,3,5.728021822761411,0.05695843615966547,0.0013120331502412515,101.37262469601762,1.2034037649206182,1.2034037649206182
A,0.5,16.0,600,5.62513884287333,0.0025388363948344703,8.331127003032047e-07,0.000573949045586047,1188.7907489182649,0.0031136185531208207,0.003108776269851732,-0.39306530849605187,-1.2925737333449803,False,2.8457103582445016,5.758483657849663,2.814060519745289,0.5421027963761399,3,5.730080199630056,0.055937663181228454,2.8457103582445016,5.758483657849663,2.814060519745289,2.8457103582445016,5.758483657849663,2.814060519745289,2.8457103582445016,5.758483657849663,2.814060519745289,0.5421027963761399,3,5.730080199630056,0.055937663181228454,0.001306733578289394,100.80928702627563,1.194296994240622,1.194296994240622
A,0.5,17.0,600,5.581990668250882,0.0025305596801717236,5.781963579274769e-07,0.0005695465136068213,1250.0071947795545,0.0031006843901364724,0.0030958822328996938,-0.4181240566131582,-1.2925737333449803,False,2.8238820601540455,5.734626978408567,2.8021996712477977,0.5369534134924808,3,5.732196505661826,0.05491970274262593,2.8238820601540455,5.734626978408567,2.8021996712477977,2.8238820601540455,5.734626978408567,2.8021996712477977,2.8238820601540455,5.734626978408567,2.8021996712477977,0.5369534134924808,3,5.732196505661826,0.05491970274262593,0.0013013053266296732,100.24444706485258,1.1851360229832022,1.1851360229832022
A,0.5,18.0,600,5.538599349664804,0.002521891948889258,4.0118965738569257e-07,0.0005651191729517987,1312.5072581802895,0.0030874123114984424,0.003082651155252414,-0.44247277560190224,-1.2925737333449803,False,2.801930757580469,5.710583465672166,2.7902503303577713,0.53174166660871,3,5.734376532245301,0.05390503352980048,2.801930757580469,5.710583465672166,2.7902503303577713,2.801930757580469,5.710583465672166,2.7902503303577713,2.801930757580469,5.710583465672166,2.7902503303577713,0.53174166660871,3,5.734376532245301,0.05390503352980048,0.0012957352574275137,99.67876178940021,1.1759234288035678,1.1759234288035678
A,0.5,19.0,600,5.494974489705772,0.0025128324829031645,2.7831147585692286e-07,0.0005606680034008402,1376.1863474321794,0.003073778797779862,0.003069059576250366,-0.46611632074049636,-1.2925737333449803,False,2.7798613083935098,5.6863600373132,2.778216398069303,0.5264685781064188,3,5.736624891924894,0.052894068644057074,2.7798613083935098,5.6863600373132,2.778216398069303,2.7798613083935098,5.6863600373132,2.778216398069303,2.7798613083935098,5.6863600373132,2.778216398069303,0.5264685781064188,3,5.736624891924894,0.052894068644057074,0.0012900134999732223,99.11271552624844,1.1666612504683167,1.1666612504683167
A,0.5,20.0,600,5.451120827026371,0.002503373200876458,1.9302127483040345e-07,0.0005561934884522567,1440.8718278135523,0.003059759710603545,0.003055083416521498,-0.48903888406266965,-1.2925737333449803,False,2.757676109837596,5.66196079292508,2.766100362774166,0.521134638562356,3,5.738946393986301,0.05188710366916413,2.757676109837596,5.66196079292508,2.766100362774166,2.757676109837596,5.66196079292508,2.766100362774166,2.757676109837596,5.66196079292508,2.766100362774166,0.521134638562356,3,5.738946393986301,0.05188710366916413,0.0012841299237940217,98.54671403226497,1.1573504940608008,1.1573504940608008
A,1.0,0.0,600,6.199216508931618,0.002329397557922245,0.00029002160000208665,0.000632523835956575,194.3182873619158,0.003251942993880906,0.0032466611542282253,0.5108149882333026,-0.7925737333449803,False,3.136131413861401,6.072787135028667,2.9708835947964745,0.6073020882986705,3,5.707937765800294,0.07031033420606964,3.136131413861401,6.072787135028667,2.9708835947964745,3.136131413861401,6.072787135028667,2.9708835947964745,3.136131413861401,6.072787135028667,2.9708835947964745,0.6073020882986705,3,5.707937765800294,0.07031033420606964,0.0013647860302373484,108.708960392352,1.3161818490300674,1.3161818490300674
A,1.0,1.0,600,6.15868645104182,0.002324408797887832,0.00020030216656127245,0.0006283884379347345,201.00877050053512,0.003153099402383839,0.0031481336050518394,0.4939215420669837,-0.7925737333449803,False,3.115627598972748,6.065313672994768,2.96867013358513,0.6028885841696141,3,5.723669769946732,0.06923054198579591,3.115627598972748,6.065313672994768,2.96867013358513,3.115627598972748,6.065313672994768,2.96867013358513,3.115627598972748,6.065313672994768,2.96867013358513,0.6028885841696141,3,5.723669769946732,0.06923054198579591,0.0013233030297334887,109.67793445988278,1.3075767411978387,1.3075767411978387
A,1.0,2.0,600,6.118156393152024,0.0023194200378534196,0.00013835282220943162,0.000624253039912894,208.61370318475682,0.003082025899975745,0.0030772813336953364,0.47538889959336744,-0.7925737333449803,False,3.0951237840840955,6.053552025290226,2.9638670068937216,0.5984483561599787,3,5.735263737956972,0.06816311311023919,3.0951237840840955,6.053552025290226,2.9638670068937216,3.0951237840840955,6.053552025290226,2.9638670068937216,3.0951237840840955,6.053552025290226,2.9638670068937216,0.5984483561599787,3,5.735263737956972,0.06816311311023919,0.001293474670691178,110.20528760223061,1.29897163336561,1.29897163336561
A,1.0,3.0,600,6.0776263352622255,0.0023144312778190074,9.557812871836534e-05,0.0006201176418910534,217.19345209526944,0.003030127048428426,0.003025540846890884,0.45527500123818415,-0.7925737333449803,False,3.0746199691954423,6.038696466783098,2.9571983054485074,0.5939798109317231,3,5.743885710101454,0.06710652830587827,3.0746199691954423,6.038696466783098,2.9571983054485074,3.0746199691954423,6.038696466783098,2.9571983054485074,3.0746199691954423,6.038696466783098,2.9571983054485074,0.5939798109317231,3,5.743885710101454,0.06710652830587827,0.0012716935915915678,110.40877114323588,1.2903665255333812,1.2903665255333812
