alpha_D,m_Ap_GeV,eps,Gamma_GeV,tau_s,gamma,decay_length_cm,decay_length_over_Rsun,eps_for_L_eq_Rsun
0.1,1.0,8.26854438608585e-07,6.6506135521467e-15,9.896831244803642e-11,1000.0,2966.9953652908835,4.260842929159439e-08,1.706777167543429e-10
0.1,3.0,7.441689947477265e-06,2.0059568653519983e-12,3.281227086029596e-13,333.3333333333333,3.278957111256633,4.70884497696044e-11,5.106563867720011e-11
0.1,9.0,6.697520952729539e-05,6.380245605546255e-10,1.031621728523799e-15,111.11111111111111,0.003436360152448427,4.934888348290242e-14,1.4878280649154546e-11
0.1,30.0,0.0007441689947477266,2.693768437574449e-07,2.443417150557541e-18,33.333333333333336,2.441726778283338e-06,3.506515176901137e-17,4.406658879564324e-12
0.0245,1.0,1.670498230269504e-06,2.714536143733348e-14,2.4247236549768916e-11,1000.0,726.9138644962662,1.0439065176440622e-08,1.706777167543429e-10
0.0245,3.0,1.5034484072425535e-05,8.187579042253052e-12,8.039006360772512e-14,333.3333333333333,0.8033444922578753,1.1536670193553082e-11,5.106563867720012e-11
0.0245,9.0,0.00013531035665182982,2.604181879814799e-09,2.5274732348833065e-16,111.11111111111111,0.0008419082373498643,1.2090476453311089e-14,1.4878280649154546e-11
0.0245,30.0,0.0015034484072425534,1.0994973214589586e-06,5.986372018865977e-19,33.333333333333336,5.982230606794179e-07,8.590962183407788e-18,4.406658879564324e-12
