delta_keV,r_thr_24Mg,w_need_24Mg,Mfrac_24Mg,r_thr_28Si,w_need_28Si,Mfrac_28Si,r_thr_32S,w_need_32S,Mfrac_32S,r_thr_40Ar,w_need_40Ar,Mfrac_40Ar,r_thr_40Ca,w_need_40Ca,Mfrac_40Ca,r_thr_56Fe,w_need_56Fe,Mfrac_56Fe,r_thr_58Ni,w_need_58Ni,Mfrac_58Ni
250,0.0,1433.9825507560852,0.0,0.10584135161754679,1330.1551536198103,0.08387840919072768,0.18035457231608457,1246.5298428101835,0.270374216861711,0.2772217592241837,1118.9902516839024,0.5465725822844865,0.2772217592241837,1118.987552078902,0.5465725822844865,0.4411508447609668,952.5841552133265,0.8352964771470408,0.4635048109705281,936.8226918590456,0.8573939472866888
280,0.0,1517.584485482663,0.0,0.0,1407.703896643574,0.0,0.12074399575725435,1319.2031863584723,0.11461852849071111,0.22506250473520722,1184.2279701844723,0.4020194305063311,0.22506250473520722,1184.2251131910846,0.4020194305063311,0.38154026820213655,1008.1203110220055,0.7590950653857245,0.3964429123418441,991.4399460884515,0.7807969563146765
300,0.0,1570.8491802358092,0.0,0.0,1457.1119652386392,0.0,0.07603606333813169,1365.505027021013,0.036356912787447355,0.19525721645579214,1225.792404951313,0.31401732200094157,0.19525721645579214,1225.7894476822028,0.31401732200094157,0.3442836578528677,1043.5036594646824,0.6958869109348949,0.366637624062429,1026.2378414278212,0.7354053923105134
330,0.0,1647.5205193721458,0.0,0.0,1528.231921916883,0.0,0.0,1432.1537545604601,0.0,0.15054928403666948,1285.6219203327066,0.18729158294590212,0.15054928403666948,1285.6188187226971,0.18729158294590212,0.29957572543374505,1094.4358711444918,0.6014964739163949,0.31447836957345254,1076.327328416536,0.6352849193630247
350,0.0,1696.7110355691389,0.0,0.0,1573.8608025431847,0.0,0.0,1474.9140004159337,0.0,0.11329267368740056,1324.0071210945373,0.09871830183396778,0.11329267368740056,1324.003926878824,0.09871830183396778,0.2697704371543299,1127.1127724717176,0.5271965219065065,0.2921244033638912,1108.4635575312523,0.5837413494194105
366,0.0,1735.0596299257172,0.0,0.0,1609.4327698523985,0.0,0.0,1508.2495994231133,0.0,0.08348738540798546,1353.9319644813454,0.046360449244635844,0.08348738540798546,1353.9286980708505,0.046360449244635844,0.25486779301462237,1152.5874641543455,0.4869984672692395,0.2697704371543299,1133.516744806926,0.5271965219065065
380,0.0,1767.9324231787964,0.0,0.0,1639.9254110190618,0.0,0.0,1536.8252036275624,0.0,0.05368209712857035,1379.5838353332053,0.014180246616441254,0.05368209712857035,1379.5805070366318,0.014180246616441254,0.232513826805061,1174.4246210806803,0.4237125994530899,0.24741647094476857,1154.9925839989983,0.4662548259753703
