,NR,WALL,RFR,ER,ACC,NEU,ART,NU
NR,1.0,27144.03957636922,7757083.415890628,4318.424890617405,12684.563758389262,38070.84688210411,315.0,5851.393188854489
WALL,3.684050036791759e-05,1.0,285.7748344370861,0.15909293377161499,0.46730567580781374,1.4025490485670906,0.011604757615894041,0.2155682529268243
RFR,1.2891443167305237e-07,0.0034992584352984794,1.0,0.000556707290496706,0.0016352233279333488,0.004907881589118248,4.060804597701149e-05,0.0007543290274367461
ER,0.00023156591241697618,6.285634291184451,1796.2760988953078,1.0,2.9373125803227182,8.815910394741431,0.07294326241134749,1.3549832026875697
ACC,7.883597883597884e-05,2.139926929565616,611.537264004076,0.34044725328147796,1.0,3.00135247906535,0.02483333333333333,0.4613003095975232
NEU,2.6266817838246414e-05,0.7129875429466417,203.75389704128136,0.11343127994999658,0.333183125599233,1.0,0.00827404761904762,0.15369747899159666
ART,0.003174603174603175,86.17155421069594,24625.661637748028,13.709285367039381,40.26845637583893,120.85983137175907,1.0,18.575851393188856
NU,0.00017089947089947088,4.638902001675798,1325.6814514987686,0.73801652892562,2.1677852348993287,6.506287588846363,0.05383333333333332,1.0
