z,r_min47,r_max47,r_mean47,r_wall_reco,r_min54,r_max54
92.0,62.10690877242323,64.04672195125423,63.076815361838726,69.35977634084638,64.27032171340146,66.2174845013239
92.25,62.10609725673003,64.04331420455479,63.07470573064241,69.36214718101292,64.26998695221624,66.21602669788076
92.5,62.10528574103683,64.03990645785537,63.0725960994461,69.36451802117946,64.26965219103103,66.21456889443763
92.75,62.10447422534363,64.03649871115593,63.07048646824978,69.36688868743629,64.26931742984583,66.21311109099452
93.0,62.103662709650436,64.03309096445649,63.068376837053464,69.36925907209174,64.26898266866061,66.21165328755139
93.25,62.102851193957235,64.02968321775705,63.066267205857145,69.37162945674717,64.2686479074754,66.21019548410825
93.5,62.102039678264035,64.02627547105762,63.064157574660825,69.37399984140262,64.2683131462902,66.20873768066512
93.75,62.09959934592495,64.02286772435819,63.06123353514157,69.37637022605807,64.26797838510498,66.20727987722199
94.0,62.096457950367984,64.01945997765876,63.057958964013366,69.37874061071352,64.26764362391978,66.20582207377888
94.25,62.093316554811025,64.01605223095932,63.05468439288517,69.38111890187656,64.26730886273457,66.20436427033574
94.5,62.09017515925406,64.01264448425988,63.05140982175697,69.38350513151725,64.26697410154935,66.20240173256407
94.75,62.0870337636971,64.00923673756044,63.048135250628775,69.38589136115796,64.26663934036415,66.19957799522055
95.0,62.083892368140134,64.005828990861,63.04486067950057,69.38827759079867,64.26630457917894,66.19675425787702
95.25,62.080750972583175,64.00115718760526,63.04095408009422,69.39066382043936,64.26596981799372,66.1939305205335
95.5,62.07760957702621,63.99562445700332,63.03661701701476,69.39305005008006,64.26563505680852,66.19110678318997
95.75,62.07446818146925,63.99009172640138,63.032279953935316,69.3954580783992,64.2653002956233,66.18828304584645
96.0,62.071326785912284,63.984558995799446,63.02794289085587,69.39787968748257,64.2649655344381,66.18545930850293
96.25,62.068185390355325,63.979026265197504,63.023605827776414,69.40030129656593,64.26463077325289,66.1826355711594
96.5,62.06504399479836,63.97349353459557,63.01926876469696,69.40272290564928,64.26429601206767,66.17981183381588
96.75,62.0619025992414,63.96796080399363,63.01493170161751,69.40514451473264,64.26396125088247,66.17698809647234
97.0,62.05876120368443,63.962428073391685,63.01059463853806,69.40756612381601,64.26362648969726,66.17416435912882
97.25,62.055619808127474,63.95689534278975,63.00625757545861,69.4100321795166,64.26329172851204,66.1713406217853
97.5,62.05247841257051,63.95136261218781,63.00192051237916,69.41251439702718,64.26295696732684,66.16851688444177
97.75,62.04933701701355,63.94582988158587,62.99758344929971,69.41499661453777,64.26262220614163,66.16569314709825
98.0,62.04619562145658,63.94029715098393,62.99324638622026,69.41747883204836,64.26228744495643,66.16286940975472
98.25,62.043054225899624,63.934764420381995,62.98890932314081,69.41996104955894,64.26195268377121,66.1600456724112
98.5,62.03991283034266,63.92923168978005,62.984572260061356,69.42244326706953,64.261617922586,66.15722193506767
98.75,62.0367714347857,63.92369895917811,62.98023519698191,69.42500033638296,64.2612831614008,66.15439819772415
99.0,62.03363003922873,63.918166228576176,62.975898133902454,69.42757056419944,64.26094840021558,66.15157446038063
99.25,62.030488643671774,63.912633497974234,62.971561070823,69.43014079201592,64.26061363903037,66.1487507230371
99.5,62.02734724811481,63.9071007673723,62.96722400774355,69.43271101983241,64.26027887784517,66.14592698569358
99.75,62.02420585255785,63.90156803677036,62.962886944664106,69.43528124764889,64.25994411665995,66.14310324835004
100.0,62.02106445700088,63.896035306168415,62.958549881584645,69.43785147546537,64.25960935547475,66.14027951100653
100.25,62.01792306144392,63.89050257556648,62.9542128185052,69.44054041043606,64.25927459428954,66.137455773663
100.5,62.01478166588696,63.88496984496454,62.94987575542575,69.44323330890347,64.25893983310432,66.13463203631947
100.75,62.01164027033,63.8794371143626,62.945538692346304,69.44592620737087,64.25860507191912,66.13180829897595
101.0,62.00849887477303,63.87390438376066,62.94120162926684,69.44861910583829,64.2582703107339,66.12898456163242
101.25,62.00535747921607,63.86837165315872,62.936864566187396,69.45131200430569,64.25793554954869,66.1261608242889
101.5,62.00221608365911,63.86283892255678,62.93252750310795,69.45401847888542,64.25760078836349,66.12333708694538
101.75,61.99907468810215,63.85730619195484,62.928190440028494,69.45687140045406,64.25726602717828,66.12051334960185
102.0,61.99593329254518,63.851773461352906,62.92385337694904,69.45972432202271,64.25693126599307,66.11768961225833
102.25,61.99279189698822,63.846240730750964,62.91951631386959,69.46257724359135,64.25659650480786,66.1148658749148
102.5,61.989650501431264,63.84070800014903,62.915179250790146,69.46543016516,64.25626174362264,66.11204213757128
102.75,61.9865091058743,63.835175269547086,62.91084218771069,69.46828308672865,64.25592698243744,66.10921840022775
103.0,61.98336771031734,63.829642538945144,62.90650512463124,69.47117734660443,64.25559222125223,66.10639466288423
103.25,61.98022631476037,63.82410980834321,62.90216806155179,69.4742348734291,64.25525746006703,66.10357092554071
103.5,61.97708491920341,63.81857707774127,62.897830998472344,69.47729240025376,64.25492269888181,66.1007240138215
103.75,61.97394352364645,63.81304434713933,62.89349393539289,69.48034992707842,64.2545879376966,66.09787313848571
104.0,61.97080212808949,63.80751161653739,62.889156872313436,69.48340745390308,64.2542531765114,66.09502226314993
104.25,61.96766073253252,63.80197888593545,62.88481980923399,69.48646498072775,64.25391841532618,66.09217138781415
104.5,61.96451933697556,63.79644615533351,62.88048274615454,69.4896033956848,64.25358365414097,66.08932051247835
104.75,61.961495051205155,63.79091342473157,62.876204237968366,69.49291434109993,64.25363251500184,66.08646963714257
105.0,61.958738096986096,63.785380694129636,62.87205939555787,69.49622528651507,64.25374406205079,66.08361876180678
105.25,61.95598114276704,63.77984796352769,62.867914553147365,69.4995362319302,64.25385560909972,66.080767886471
105.5,61.95322418854798,63.77431523292576,62.86376971073687,69.50284717734533,64.25396715614866,66.0779170111352
105.75,61.95046723432892,63.768782502323816,62.859624868326364,69.50615812276045,64.2540787031976,66.07506613579942
106.0,61.94771028010986,63.763249771721874,62.85548002591587,69.50960367071518,64.25419025024655,66.07221526046362
106.25,61.94495332589081,63.757777108275626,62.85136521708321,69.51322309956814,64.2543017972955,66.06936438512784
106.5,61.94219637167175,63.75254414545238,62.847370258562066,69.51684252842108,64.25441334434444,66.06651350979205
106.75,61.93943941745269,63.74731118262915,62.84337530004092,69.52046195727404,64.25452489139339,66.06366263445626
107.0,61.93668246323363,63.742078219805904,62.83938034151977,69.52408138612698,64.25463643844233,66.06081175912047
107.25,61.93392550901457,63.73684525698266,62.835385382998616,69.52770081497994,64.25474798549128,66.05796088378469
107.5,61.93116855479551,63.73161229415942,62.83139042447746,69.53152458122199,64.25485953254021,66.05511000844889
107.75,61.92841160057646,63.72637933133618,62.82739546595632,69.53551315848871,64.25497107958915,66.05225913311311
108.0,61.9256546463574,63.72114636851294,62.82340050743517,69.53950173575544,64.2550826266381,66.04940825777732
108.25,61.92289769213834,63.7159134056897,62.81940554891402,69.54349031302216,64.25519417368704,66.04655738244153
108.5,61.921790075281585,63.71068044286646,62.81623525907402,69.54747889028889,64.25680564012247,66.04370650710574
108.75,61.92091507737901,63.70544748004322,62.81318127871111,69.55146746755561,64.25862865192575,66.04085563176996
109.0,61.92004007947643,63.700214517219976,62.810127298348206,69.5557492667634,64.26045166372901,66.03880236542066
109.25,61.91916508157385,63.69498155439674,62.8070733179853,69.56017504124739,64.2622746755323,66.03716604661473
109.5,61.91829008367127,63.6897485915735,62.804019337622385,69.56460081573138,64.26409768733558,66.0355297278088
109.75,61.91741508576869,63.684515628750255,62.80096535725947,69.56902659021539,64.26592069913886,66.03389340900286
110.0,61.91654008786611,63.67928266592702,62.797911376896565,69.57345236469938,64.26774371094214,66.03225709019692
110.25,61.91566508996353,63.67422962696758,62.794947358465556,69.57787813918337,64.26956672274541,66.03062077139099
110.5,61.914790092060954,63.67067215990804,62.792731125984496,69.58270631196305,64.27138973454869,66.02898445258505
110.75,61.91391509415838,63.6671146928485,62.79051489350344,69.5876428176727,64.27321274635197,66.02734813377911
111.0,61.9130400962558,63.663557225788956,62.78829866102238,69.59257932338235,64.27503575815525,66.02571181497318
111.25,61.9140830277267,63.65999975872941,62.78704139322805,69.597515829092,64.27734345696781,66.02407549616724
111.5,61.915673860991895,63.65644229166987,62.78605807633088,69.60245233480167,64.2813411174378,66.0224391773613
111.75,61.91726469425709,63.652884824610325,62.78507475943371,69.60738884051132,64.2853387779078,66.02080285855537
112.0,61.91885552752229,63.64932735755078,62.784091442536536,69.61286124395438,64.2893364383778,66.01916653974942
112.25,61.92044636078749,63.64576989049124,62.78310812563936,69.61838987886982,64.2933340988478,66.01753022094348
112.5,61.92203719405268,63.642212423431694,62.78212480874218,69.62391851378527,64.29733175931779,66.01589390213755
112.75,61.923628027317875,63.63865495637215,62.78114149184501,69.6294471487007,64.30132941978779,66.01539768903562
113.0,61.92521886058307,63.63509748931261,62.78015817494784,69.63497578361616,64.30532708025778,66.01545403160455
113.25,61.92680969384827,63.63251118900917,62.77966044142872,69.64051951416366,64.30932474072777,66.01551037417347
113.5,61.929407241185984,63.63109371098923,62.7802504760876,69.64672703161126,64.31332240119777,66.0155667167424
113.75,61.93392478157783,63.629676232969274,62.78180050727355,69.65293454905887,64.3179199165443,66.01562305931132
114.0,61.93844232196968,63.62825875494932,62.7833505384595,69.65914206650648,64.32447962041395,66.01567940188025
114.25,61.942959862361526,63.626841276929376,62.78490056964545,69.66534958395408,64.33103932428361,66.01573574444917
114.5,61.94747740275338,63.625423798909424,62.7864506008314,69.67155710140169,64.33759902815325,66.0157920870181
114.75,61.95199494314522,63.62400632088947,62.788000632017344,69.67787264202947,64.3441587320229,66.01584842958702
115.0,61.956512483537075,63.622588842869526,62.7895506632033,69.68485516075938,64.35071843589256,66.01590477215595
115.25,61.96103002392892,63.62117136484957,62.79110069438924,69.69183767948931,64.3572781397622,66.01596111472487
