sample,r2,r,z,d_true_wall,d_reco_wall,d_edge47_mean
science,1172.3759329476404,34.23997565635292,129.7927730297561,38.56002434364708,36.200867391310986,29.627188562903854
science,202.51520169164132,14.230783593732333,128.52058702683343,58.569216406267664,56.10716374637472,49.4383532660939
science,2335.020030984845,48.32204497933469,58.095692368342924,24.477955020665306,20.72065704988958,13.929412211732746
science,1255.9404280348908,35.43924982325234,75.28884449351706,37.36075017674766,33.75389749603616,27.478001440695202
science,3046.7995327367316,55.197821811523795,98.44610847808615,17.602178188476202,14.224086373628268,7.7876853722575134
science,2455.554022377899,49.5535470211558,101.79511543575512,23.246452978844196,19.903839222497233,13.373860744909784
science,3575.338744581657,59.794136372905804,112.66760373112282,13.005863627094193,9.833488620238846,2.9873292055130136
science,2650.5385616163085,51.4833814120276,24.207450051417993,21.3166185879724,17.289047277495484,8.218297932882876
science,3171.119721532951,56.3126959178208,12.341638673682922,16.4873040821792,11.869863945164589,1.262745267909267
science,159.3732545406042,12.624312042270034,25.214646178402518,60.17568795772996,56.173922113626375,47.20776233278035
science,1089.2349720211034,33.00355999011475,106.51479065340624,39.796440009885245,36.5134966731771,29.843573916259885
science,1811.413442597009,42.560703032222214,97.03935721432141,30.239296967777783,26.84724432274458,20.44920882743127
science,3305.062399858549,57.48967211472465,134.01023585240443,15.310327885275349,13.36716437471086,7.167030701127537
science,3672.4442810266737,60.6006953840191,95.07350752873452,12.1993046159809,8.788283830155088,2.44320247295628
science,420.595265315779,20.508419376338562,120.14806063481367,52.29158062366143,49.348496275464115,42.41005094524546
science,1700.0276169070055,41.23139115900658,16.708938558057923,31.56860884099342,27.243682562390376,17.266442775206272
science,3496.2514876445493,59.12910863225108,80.07096149972338,13.670891367748915,10.113141784172576,3.893392104996657
science,3569.3726805555916,59.74422717347335,33.640151895526344,13.055772826526649,9.182358282108424,0.9361716996780558
science,996.4383791562714,31.566412199619254,14.57522503260327,41.23358780038075,36.78002658326179,26.508443006305352
science,1762.542378122623,41.982643772428425,29.964842094211406,30.817356227571572,26.903067848546165,18.370669269305417
science,3654.479373709749,60.45229006174827,67.53921126091929,12.347709938251725,8.664843623711164,2.2090586010725346
science,1646.552340118442,40.577732072140776,64.62026377846587,32.22226792785922,28.513635092022128,21.964856542122263
science,706.3433043213277,26.577119940304435,23.591460694859734,46.22288005969556,42.17901745665163,33.04223972004882
science,1468.5459682950925,38.32161228726021,116.50215907053155,34.47838771273979,31.406308312194923,24.488196743605243
science,3403.9322315523095,58.343227812251776,34.24612910195994,14.456772187748221,10.588345782893605,2.383616311899509
science,3672.0099863435844,60.59711202972947,127.596616079774,12.202887970270524,9.671307251852852,2.9443296299288164
science,3174.5605061678525,56.34323833582742,29.454300964521593,16.456761664172575,12.53559985369705,3.9597887193366432
science,989.6317031222052,31.458412279105968,76.80656211852448,41.341587720894026,37.75029502373931,31.496457838182497
science,1855.4222574306443,43.07461267882329,91.96837331729634,29.725387321176704,26.28486373478433,20.002469565561306
science,1879.4982806152605,43.353180743923055,54.03774174726394,29.446819256076942,25.666197668782182,18.698779691320993
science,3596.674708348487,59.97228283422674,35.128467827389926,12.827717165773258,8.96612532897452,0.822165063508514
science,3499.4086249096226,59.15579958811835,27.856100049067663,13.644200411881648,9.697189831937031,0.9809021745715327
science,1643.937533181111,40.54549954287295,115.97497028730113,32.254500457127044,29.166586611055216,22.254942183870234
science,3367.9167631603486,58.03375537702475,78.42972797040035,14.76624462297525,11.191643806776725,4.957589062187495
science,991.9884727329634,31.495848499968428,10.25506732437077,41.304151500031566,36.50734446945816,25.556472925134404
science,3343.438296438876,57.82247224426569,113.4333827062127,14.977527755734307,11.82260067529159,4.957365196290333
science,3550.765585263277,59.588300741532116,91.00862038534694,13.211699258467881,9.762065519430642,3.4961535277655287
science,1401.9945047153994,37.443217072193455,21.02489508957143,35.35678292780654,31.228869560021558,21.80173281502966
science,1776.7260378766748,42.15122818942142,28.424907966149604,30.64877181057858,26.711167808853872,18.045692469768404
science,2251.492121673673,47.44989063921721,74.09572993699554,25.35010936078279,21.731109980710066,15.434295850008304
