model,mu_SR3,P0_SR3,mu_untouched,P0_untouched,P0_SR3_plus_untouched
L10,0.2815,0.7546509156752821,0.6700492957746479,0.511683353337541,0.3861423111319742
d300,0.155,0.8564151774836135,0.36894366197183104,0.6914643650918627,0.5921805769537417
d350,1.062,0.34576359115930777,2.5278591549295775,0.07982974058444255,0.027602217785792794
d366,3.81,0.022148178957037315,9.06887323943662,0.00011519626415520402,2.5513874736916003e-06
d380,30.6,5.1355723714802096e-14,72.83661971830986,2.3305475908548844e-32,1.1968695818014194e-45
