model,mu_unexamined_17p9,P0_unexamined,mu_XENONnT_PandaX_10p1,Pge1_XP,mu_LZ_untouched,Pge1_LZ
L10,2.1658999999999997,0.11464670611592577,1.2269400000000001,0.7068116371791541,0.8179599999999999,0.5586689478451177
d300,1.1277,0.3237770879904218,0.63882,0.47208500365115935,0.42588,0.3468052792156442
d350,3.1861999999999995,0.04132862168643285,1.80492,0.8355123849399866,1.20328,0.6997920866889147
d366,4.9046,0.0074124074529823385,2.77836,0.9378596659955314,1.85224,0.8431146507566898
d380,4.9762,0.006900233688871761,2.8189200000000003,0.9403296480982315,1.87928,0.8472999898061218
posterior_unexamined_17.9,2.426584507042253,0.39470557961739433,,,,
posterior_XP_10.1,1.3746126760563382,0.5018520741253437,,,,
posterior_LZ_6.76,0.9164084507042254,0.5829134104876476,,,,
