b,P_ge1,Z_one_sided_exact,s_hat,LR_at_s1,LR_max,q0,Z_profile_asymptotic,ratio_sb_over_b_at_shat
0.0002,0.0001999800013332666,3.540110189392879,0.9998,1839.7650852983832,1839.7651220887797,15.034786382832475,3.877471648230645,5000.0
0.001,0.0009995001666250082,3.090380786917045,0.999,368.24732061261375,368.2475046136629,11.817510557964274,3.4376606228603013,1000.0
0.0106,0.010544017977747818,2.3064045864986884,0.9894,35.07348709885468,35.07544376734359,7.115002555728231,2.667396212737851,94.33962264150944
