E_keV,dRdE_per_t_yr_keV (colour-digitised from inputs/figures_png/Fig1_combined_recoils.png, brown curve)
3.474837384457377443e+00,1.010683986308356236e-03
3.714481342006162645e+00,1.065840718603524749e-03
3.954125299554946960e+00,1.108192954178190050e-03
4.193769257103731718e+00,1.156317033159948984e-03
4.433413214652516032e+00,1.206530935009749459e-03
4.673057172201300347e+00,1.250037601535517427e-03
4.912701129750085549e+00,1.365792159866807947e-03
5.152345087298869863e+00,1.471269756533337371e-03
5.391989044847655066e+00,1.579288738210306341e-03
5.631633002396439380e+00,1.701254279852589153e-03
5.871276959945223695e+00,1.813266084165405774e-03
6.110920917494008897e+00,1.932652826166255614e-03
6.350564875042794100e+00,2.045357514907427277e-03
6.590208832591578414e+00,2.164634696489665770e-03
6.829852790140362728e+00,2.282766751700330762e-03
7.069496747689147931e+00,2.415888703421705148e-03
7.309140705237932245e+00,2.529746030266537792e-03
7.548784662786716559e+00,2.639602077722300825e-03
7.788428620335501762e+00,2.764002691077487549e-03
8.028072577884286076e+00,2.884031503126605490e-03
8.267716535433070391e+00,3.009272652981482589e-03
8.507360492981856481e+00,3.139952490173844330e-03
8.747004450530639019e+00,3.253176993527041871e-03
8.986648408079425110e+00,3.370484293737738540e-03
9.226292365628209424e+00,3.492021613621543001e-03
9.465936323176995515e+00,3.617941484746424810e-03
9.705580280725778053e+00,3.735146946488414506e-03
9.945224238274564144e+00,3.869833748053348038e-03
1.018486819582334846e+01,3.981071705534973415e-03
1.042451215337213277e+01,4.081024770133186326e-03
1.066415611092091709e+01,4.198333390972491634e-03
1.090380006846970318e+01,4.319014035579926518e-03
1.114344402601848572e+01,4.443163632418307800e-03
1.138308798356727181e+01,4.538612207549982437e-03
1.162273194111605612e+01,4.652563483166742911e-03
1.186237589866484043e+01,4.769375741969743634e-03
1.210201985621362653e+01,4.871832044843022944e-03
1.234166381376241084e+01,4.976489326327844694e-03
1.258130777131119338e+01,5.083394868111251047e-03
1.282095172885997947e+01,5.174235053812895231e-03
1.306059568640876378e+01,5.285388593079247410e-03
1.330023964395754810e+01,5.379838403443686946e-03
1.353988360150633419e+01,5.475976030421944064e-03
1.377952755905511850e+01,5.573831635270148563e-03
1.401917151660390104e+01,5.673435918225599832e-03
1.425881547415268713e+01,5.774820128138351445e-03
1.449845943170147144e+01,5.857230398944192513e-03
1.473810338925025576e+01,5.940816715511394730e-03
1.497774734679904185e+01,6.025595860743580487e-03
1.521739130434782616e+01,6.111584857046831708e-03
1.545703526189661225e+01,6.176880945981871006e-03
1.569667921944539657e+01,6.265028874436560230e-03
1.593632317699417911e+01,6.331964357152496635e-03
1.617596713454296520e+01,6.422325422229356075e-03
