E_keV,O1s_d250,O1s_d300,O1s_d350,L10_1000,O4_1000,O6_1000,O1s_el,L10_flip,L10_fig1dig
1.015000000000000000e+02,6.783235996940009639e-05,5.035624272927617618e-06,0.000000000000000000e+00,1.016394533524976260e-03,6.940637746797574887e-04,1.735392085767084721e-03,9.078246655972316222e-07,1.669972942025934942e-03,7.588641143695750530e-04
1.020000000000000000e+02,7.030413943853504202e-05,6.330122771129728476e-06,0.000000000000000000e+00,1.022037617121721942e-03,6.880304709771988209e-04,1.735480736771884136e-03,8.917608339199033937e-07,1.670566971975349663e-03,7.647291593478378925e-04
1.025000000000000000e+02,7.513652920066295291e-05,7.905192095179592953e-06,0.000000000000000000e+00,1.027651719605256978e-03,6.823851429100716683e-04,1.736511621490400637e-03,9.096186335051967932e-07,1.672014868102085538e-03,7.749181882034740553e-04
1.030000000000000000e+02,8.232991950042751713e-05,9.757349204625932707e-06,0.000000000000000000e+00,1.033193802965544274e-03,6.764703138340651600e-04,1.736492695615734789e-03,9.574661704678771112e-07,1.672501919558431202e-03,7.821163247025232418e-04
1.035000000000000000e+02,9.054685658282978292e-05,1.194780970697557913e-05,0.000000000000000000e+00,1.041994219440169024e-03,6.724457808390464468e-04,1.740994818761213390e-03,1.036607091637794579e-06,1.677395129806034122e-03,7.881601892802016359e-04
1.040000000000000000e+02,1.025775605339599502e-04,1.452863187702993120e-05,0.000000000000000000e+00,1.047473830354939909e-03,6.666424994296458106e-04,1.740888646373496291e-03,1.142891484659991048e-06,1.677797188857538301e-03,7.985429732690887614e-04
1.045000000000000000e+02,1.170093388405466487e-04,1.753064415924135538e-05,0.000000000000000000e+00,1.056304875675168975e-03,6.630308432988419980e-04,1.746347820398073134e-03,1.275977756312801996e-06,1.683563157991888352e-03,8.060782738349042990e-04
1.050000000000000000e+02,1.339095333408324168e-04,2.101876731038785346e-05,0.000000000000000000e+00,1.061734142921593555e-03,6.573352045844555987e-04,1.746157382476086093e-03,1.431527726041291550e-06,1.683884037944418299e-03,8.143185272979919101e-04
1.055000000000000000e+02,1.503848599400530199e-04,2.505024983861730580e-05,0.000000000000000000e+00,1.067125875272950620e-03,6.516972173933334965e-04,1.745913026397500484e-03,1.610563906823634110e-06,1.684152490397637170e-03,8.244024739447258169e-04
1.060000000000000000e+02,1.717833594652154114e-04,2.968545808425947054e-05,0.000000000000000000e+00,1.075970237285787468e-03,6.482200164060233742e-04,1.751299809211080520e-03,1.811777084374811707e-06,1.689853866591858661e-03,8.307715519207838203e-04
1.065000000000000000e+02,1.955866707296935003e-04,3.498754092327623218e-05,0.000000000000000000e+00,1.081327124231188904e-03,6.426869584335231445e-04,1.750971902366800677e-03,2.030464619571112347e-06,1.690043199814539278e-03,8.377260263311582912e-04
1.070000000000000000e+02,2.201797735202739366e-04,4.102210751504496396e-05,0.000000000000000000e+00,1.086699736759550285e-03,6.375193005566889316e-04,1.751608299533133307e-03,2.268041483563193429e-06,1.691110529120474658e-03,8.496551888312172058e-04
1.075000000000000000e+02,2.457690736221676184e-04,4.785691897282785844e-05,0.000000000000000000e+00,1.095535751035051552e-03,6.338638947782289671e-04,1.755905305271902254e-03,2.523815992047510789e-06,1.695820523820028378e-03,8.562219322213232477e-04
1.080000000000000000e+02,2.762650710344006231e-04,5.556159236608322665e-05,0.000000000000000000e+00,1.100843334439380273e-03,6.284892416449300648e-04,1.755440900379069084e-03,2.792498678616152962e-06,1.695881292526057625e-03,8.653820545104809166e-04
1.085000000000000000e+02,3.070099841889793518e-04,6.420731788795330970e-05,0.000000000000000000e+00,1.106184630710468735e-03,6.234735347969422303e-04,1.755948954045815236e-03,3.076093472280679726e-06,1.696829106511435481e-03,8.748958819749723219e-04
1.090000000000000000e+02,3.379524660339429691e-04,7.386658707742608870e-05,0.000000000000000000e+00,1.115071380214504660e-03,6.199506345411390056e-04,1.760166224316443533e-03,3.374345561423394952e-06,1.701471236828129780e-03,8.824568364002986255e-04
1.095000000000000000e+02,3.748828403122798220e-04,8.445273251537107056e-05,0.000000000000000000e+00,1.120352354035030048e-03,6.147301837938197542e-04,1.759566011129465573e-03,3.681406279329391668e-06,1.701406132859552061e-03,8.910760341946823279e-04
1.100000000000000000e+02,4.114011978544679848e-04,9.331337149339860343e-05,0.000000000000000000e+00,1.125686713972935552e-03,6.098627312178621623e-04,1.759946829081815217e-03,3.999968476836219963e-06,1.702237656762388722e-03,9.008720822186607434e-04
1.105000000000000000e+02,4.472539022590617296e-04,1.061025811720963096e-04,0.000000000000000000e+00,1.134645854082965690e-03,6.064682960934997431e-04,1.764083638644779479e-03,4.333330318634583268e-06,1.706813233792977549e-03,9.094925100751725553e-04
1.110000000000000000e+02,4.903473811630017958e-04,1.201761519904755263e-04,0.000000000000000000e+00,1.139922217891551617e-03,6.013978090146705107e-04,1.763348049490074234e-03,4.668778185508649262e-06,1.706624651806577363e-03,9.175321170172165376e-04
1.115000000000000000e+02,5.322547463425224149e-04,1.335657890740043650e-04,0.000000000000000000e+00,1.145273432968820990e-03,5.966748630317215540e-04,1.763602492302929724e-03,5.013254252390485994e-06,1.707342832606220228e-03,9.301672785608166389e-04
1.120000000000000000e+02,5.725633185766956226e-04,1.502596221929321035e-04,0.000000000000000000e+00,1.154325760671019111e-03,5.934048182464934148e-04,1.767657846066822240e-03,5.365851097938219966e-06,1.711852844046375579e-03,9.373533122281861585e-04
1.125000000000000000e+02,6.215300294000528341e-04,1.663293410146564539e-04,0.000000000000000000e+00,1.159618534138636380e-03,5.884800147587785669e-04,1.766787080071516173e-03,5.720070782485646954e-06,1.711542877559804696e-03,9.447728859887697360e-04
1.130000000000000000e+02,6.603405121487056434e-04,1.857273199405840957e-04,0.000000000000000000e+00,1.165009532749741944e-03,5.838977732105006145e-04,1.766915784463523199e-03,6.081333885404594292e-06,1.712150380218722999e-03,9.518928608837765645e-04
1.135000000000000000e+02,7.127464221796354308e-04,2.068622909582259225e-04,0.000000000000000000e+00,1.174174715591966376e-03,5.807480053939825327e-04,1.770888440417796609e-03,6.448647446974832355e-06,1.716595486547554429e-03,9.622453282616891257e-04
1.140000000000000000e+02,7.639322148880512992e-04,2.260632404258621419e-04,0.000000000000000000e+00,1.179503679884903733e-03,5.759645628623729112e-04,1.769882488112991831e-03,6.813831572526027425e-06,1.716165926774551164e-03,9.735362860185194133e-04
1.145000000000000000e+02,8.089160081424206757e-04,2.471205866233893832e-04,0.000000000000000000e+00,1.188877414822324353e-03,5.731797430025230549e-04,1.774863283260277218e-03,7.189386804216482277e-06,1.721546420583787429e-03,9.810597839320230832e-04
1.150000000000000000e+02,8.666506195922178690e-04,2.696616944253926013e-04,0.000000000000000000e+00,1.194252609188761532e-03,5.684855256645044135e-04,1.773774383173576516e-03,7.559391723061158888e-06,1.721045666482934854e-03,9.921494624471150024e-04
1.155000000000000000e+02,9.096141282373844655e-04,2.971755906431959192e-04,0.000000000000000000e+00,1.199769609424956298e-03,5.641265439280099183e-04,1.773701356541166957e-03,7.937594537698022926e-06,1.721481257397406090e-03,1.003364119325123646e-03
1.160000000000000000e+02,9.703731059447557499e-04,3.223263499891594564e-04,0.000000000000000000e+00,1.209173702502993946e-03,5.611650070456097265e-04,1.777538700982675933e-03,8.315216292114009620e-06,1.725825101378570311e-03,1.011116987703094498e-03
1.165000000000000000e+02,1.029054133263151765e-03,3.487323343589330453e-04,0.000000000000000000e+00,1.214614933433568432e-03,5.566049182104433743e-04,1.776314075690068120e-03,8.684318273728717393e-06,1.725206979689572918e-03,1.021541123429151607e-03
1.170000000000000000e+02,1.078032858856751378e-03,3.816277530561360009e-04,0.000000000000000000e+00,1.220227072137340316e-03,5.523763088366891172e-04,1.776115981936422566e-03,9.057325754020264963e-06,1.725537539240957086e-03,1.028804315884558011e-03
1.175000000000000000e+02,1.139298420653849821e-03,4.065049840819609625e-04,0.000000000000000000e+00,1.229789476614197991e-03,5.495239886234671656e-04,1.779866231216281538e-03,9.432363757729301536e-06,1.729816616769386988e-03,1.042091554524584652e-03
1.180000000000000000e+02,1.189224986315186652e-03,4.429206155774003274e-04,0.000000000000000000e+00,1.235312189207696514e-03,5.450936079969612288e-04,1.778505431640584489e-03,9.796299054763677152e-06,1.729082124572117653e-03,1.050142093942444321e-03
1.185000000000000000e+02,1.252834901382610241e-03,4.758370303814967481e-04,0.000000000000000000e+00,1.245174491633742981e-03,5.425928505607874363e-04,1.783288440998164045e-03,1.017098676008003270e-05,1.734327281543847615e-03,1.058254432158379187e-03
1.190000000000000000e+02,1.303554688534252787e-03,5.099299380625713085e-04,0.000000000000000000e+00,1.250771686993996327e-03,5.382440428751305347e-04,1.781843490069746688e-03,1.053832583152628504e-05,1.733523071573265595e-03,1.066432786239355709e-03
1.195000000000000000e+02,1.374102512907588456e-03,5.475884820741042710e-04,0.000000000000000000e+00,1.256389373814233591e-03,5.339389266226197495e-04,1.780345949215978623e-03,1.089279388526453757e-05,1.732672921104214375e-03,1.081713520921199828e-03
1.200000000000000000e+02,1.420637440238300660e-03,5.832843171478358738e-04,0.000000000000000000e+00,1.266461164242430396e-03,5.315389060464563052e-04,1.785049988888152061e-03,1.126196212046286342e-05,1.737865354175197529e-03,1.090680180886242521e-03
1.205000000000000000e+02,1.493439258670601266e-03,6.223338857243372775e-04,0.000000000000000000e+00,1.272161477499133501e-03,5.273124476428500294e-04,1.783467725392390854e-03,1.160818287082013203e-05,1.736945707588061433e-03,1.099108790270434278e-03
1.210000000000000000e+02,1.557557718556765083e-03,6.630400078417913925e-04,0.000000000000000000e+00,1.278122476744215311e-03,5.234095183497518636e-04,1.782942423395637811e-03,1.195752075255841766e-05,1.737010572097389630e-03,1.112189860217882575e-03
1.215000000000000000e+02,1.614982969218375095e-03,7.133712335798826198e-04,0.000000000000000000e+00,1.288180395344949367e-03,5.208250038415939689e-04,1.786456178686871574e-03,1.230656654284022112e-05,1.741119758567595197e-03,1.120097568303678875e-03
1.220000000000000000e+02,1.680552325838179225e-03,7.489669609689219481e-04,0.000000000000000000e+00,1.293993804432160433e-03,5.167164315692426542e-04,1.784735887789249418e-03,1.264425452951954621e-05,1.740084933428061005e-03,1.132782170564045239e-03
1.225000000000000000e+02,1.738372102767102951e-03,7.869114344667319612e-04,0.000000000000000000e+00,1.304456265745857022e-03,5.144730909841689756e-04,1.789309949262484368e-03,1.298103515583861475e-05,1.745194760390854491e-03,1.141534424592566656e-03
1.230000000000000000e+02,1.805227613154059821e-03,8.419934455734243758e-04,0.000000000000000000e+00,1.310362893506476951e-03,5.104383506188360422e-04,1.787503787671942393e-03,1.331209349518492233e-05,1.744090359291200314e-03,1.151322543422922309e-03
1.235000000000000000e+02,1.863256021140901513e-03,8.858721430532308328e-04,0.000000000000000000e+00,1.316596218180073573e-03,5.067236565970277724e-04,1.786775260412186601e-03,1.363353763476871367e-05,1.743995267278772819e-03,1.160487507729573422e-03
1.240000000000000000e+02,1.931236597904438870e-03,9.305823656182363179e-04,0.000000000000000000e+00,1.327001033467778424e-03,5.042903840743609770e-04,1.790135054027433992e-03,1.395649802224885229e-05,1.747996063473254789e-03,1.168738613747156724e-03
1.245000000000000000e+02,1.983298824107987239e-03,9.830484091348777077e-04,0.000000000000000000e+00,1.333032706690465965e-03,5.003661562450472007e-04,1.788189410910341701e-03,1.426362353443981184e-05,1.746776249258739965e-03,1.185417239838181674e-03
1.250000000000000000e+02,2.048978684246868277e-03,1.039357777909047376e-03,0.000000000000000000e+00,1.343915140778571956e-03,4.982690193626187905e-04,1.792628219912050696e-03,1.457077822584391968e-05,1.751801341808184066e-03,1.193845597106853998e-03
1.255000000000000000e+02,2.109933056764914418e-03,1.090674567168253579e-03,0.000000000000000000e+00,1.350046443672213046e-03,4.944138122318076072e-04,1.790595467046134700e-03,1.487005230629710585e-05,1.750511408630011723e-03,1.203988651805869498e-03
1.260000000000000000e+02,2.160745263783253860e-03,1.136712470874550731e-03,0.000000000000000000e+00,1.356578829322619036e-03,4.908762635397447222e-04,1.789662397023789302e-03,1.515861120785549619e-05,1.750257595047728394e-03,1.216387052156178662e-03
1.265000000000000000e+02,2.237082315212591752e-03,1.197787217150730627e-03,0.000000000000000000e+00,1.367343248372916232e-03,4.885826697794841455e-04,1.792861365083378870e-03,1.544871178330324549e-05,1.754144917781522888e-03,1.228162561197985309e-03
1.270000000000000000e+02,2.287224259619763216e-03,1.252776317888144560e-03,0.000000000000000000e+00,1.373605104603335507e-03,4.848306590329312595e-04,1.790687612751308468e-03,1.572006755582640663e-05,1.752738692803853995e-03,1.236894839168902003e-03
1.275000000000000000e+02,2.364440667966011267e-03,1.302290051878436878e-03,0.000000000000000000e+00,1.384926678489078588e-03,4.828692346883164434e-04,1.794985583161112525e-03,1.599281837794463705e-05,1.757675717023980330e-03,1.248073171852688481e-03
1.280000000000000000e+02,2.413765005538365781e-03,1.368307556361022604e-03,0.000000000000000000e+00,1.391290263233053732e-03,4.791814834158004640e-04,1.792723458238932232e-03,1.625588517979866080e-05,1.756198416109559183e-03,1.257331797835302151e-03
1.285000000000000000e+02,2.484703069348261507e-03,1.416485349110317574e-03,0.000000000000000000e+00,1.397682622897303967e-03,4.755283025760194339e-04,1.790407907248582403e-03,1.649553776583267866e-05,1.754675168315544907e-03,1.269863345974694838e-03
1.290000000000000000e+02,2.533136187619789998e-03,1.479693964680187535e-03,0.000000000000000000e+00,1.409264024971996609e-03,4.736446722669695845e-04,1.794615536302564046e-03,1.676114451990909902e-05,1.759553711916665665e-03,1.281496406964369129e-03
1.295000000000000000e+02,2.611357640538618588e-03,1.538698010010262820e-03,0.000000000000000000e+00,1.415757136960017672e-03,4.700529127355500009e-04,1.792210928709784016e-03,1.699349861467394120e-05,1.757958677589342928e-03,1.290083052152387472e-03
1.300000000000000000e+02,2.658749369843441211e-03,1.585433266038417666e-03,0.000000000000000000e+00,1.427526538930510821e-03,4.682167768204163467e-04,1.796362319727186265e-03,1.722891085329190852e-05,1.762803205533300518e-03,1.299652835106682256e-03
1.305000000000000000e+02,2.705046538693675617e-03,1.668070210528570284e-03,0.000000000000000000e+00,1.434119147689247959e-03,4.646846008498611152e-04,1.793868116185987592e-03,1.745315038087476907e-05,1.761135780161435932e-03,1.309564155797515337e-03
1.310000000000000000e+02,2.783603194356410251e-03,1.731034299430659089e-03,0.000000000000000000e+00,1.440737838225566959e-03,4.611845615280903100e-04,1.791320297647738379e-03,1.765226643209521725e-05,1.759421991131192471e-03,1.323688700113494470e-03
1.315000000000000000e+02,2.828639099469247489e-03,1.779869837900411060e-03,0.000000000000000000e+00,1.452766767160774443e-03,4.594199597686146543e-04,1.795377964132557989e-03,1.789033368822840568e-05,1.764204935695769466e-03,1.337146313482072326e-03
1.320000000000000000e+02,2.899642248501597356e-03,1.856093486783569682e-03,0.000000000000000000e+00,1.459481413525401958e-03,4.559767352879409664e-04,1.792739921298478704e-03,1.807245124200860853e-05,1.762417862266451012e-03,1.346653469672961286e-03
1.325000000000000000e+02,2.943539971803135584e-03,1.891895646144982780e-03,0.000000000000000000e+00,1.471696765710502368e-03,4.542556124444301654e-04,1.796738986378265939e-03,1.828661155060605815e-05,1.767164499386623738e-03,1.356228222070732800e-03
1.330000000000000000e+02,2.997829126952800734e-03,1.982887143976787541e-03,0.000000000000000000e+00,1.478504430323688851e-03,4.508674149117909919e-04,1.794010222410479969e-03,1.846210997141049470e-05,1.765303422645547217e-03,1.370629632417487030e-03
1.335000000000000000e+02,3.056389573343031973e-03,2.050215028896424513e-03,0.000000000000000000e+00,1.485992263037570456e-03,4.477956923838520933e-04,1.792455528226894390e-03,1.862604225152979042e-05,1.764571477253030433e-03,1.378396310593331267e-03
1.340000000000000000e+02,3.097764668316788442e-03,2.101538670727992695e-03,0.000000000000000000e+00,1.497801677259744156e-03,4.458532800444914095e-04,1.795129762638433650e-03,1.881165354234308652e-05,1.768076890629323265e-03,1.391892007759387142e-03
1.345000000000000000e+02,3.175531022332849212e-03,2.183996813186970132e-03,0.000000000000000000e+00,1.504717642731058297e-03,4.425472079866362178e-04,1.792256013596094620e-03,1.895244463293933765e-05,1.766093874439908550e-03,1.402645780122099188e-03
1.350000000000000000e+02,3.215345500602094595e-03,2.220036960920756478e-03,0.000000000000000000e+00,1.517366647234749547e-03,4.409310500323001722e-04,1.796097139682698756e-03,1.912863191067290758e-05,1.770736399449810870e-03,1.413482108122710414e-03
1.355000000000000000e+02,3.253648352840544586e-03,2.305027236105059406e-03,0.000000000000000000e+00,1.524365080485333424e-03,4.376755991940888772e-04,1.793131696053560818e-03,1.926332776215270351e-05,1.768677535115389032e-03,1.424792611103032356e-03
1.360000000000000000e+02,3.322514211989863100e-03,2.376263490197000165e-03,0.000000000000000000e+00,1.537191561711999865e-03,4.360974875075763362e-04,1.796910993533176607e-03,1.940565949645627717e-05,1.773280005096990446e-03,1.435405574634525568e-03
1.365000000000000000e+02,3.359524969269341889e-03,2.440590511201325488e-03,0.000000000000000000e+00,1.544267303839839348e-03,4.328909592688179276e-04,1.793853451126685688e-03,1.954332590521691242e-05,1.771144455811970737e-03,1.446010589809586114e-03
1.370000000000000000e+02,3.408670364226800559e-03,2.499272530278802504e-03,0.000000000000000000e+00,1.551354398802216959e-03,4.297110675733277312e-04,1.790742163440934729e-03,1.963457579483552948e-05,1.768961084303826824e-03,1.456738284683720781e-03
1.375000000000000000e+02,3.462456009496704679e-03,2.566507570417208249e-03,0.000000000000000000e+00,1.564414692500256656e-03,4.281901264032219874e-04,1.794419999287739367e-03,1.978370536282171658e-05,1.773492598103915780e-03,1.468944024965967684e-03
1.380000000000000000e+02,3.496537091602746738e-03,2.623374166377840256e-03,0.000000000000000000e+00,1.571569886919035918e-03,4.250566295073551965e-04,1.791216243321990583e-03,1.986827363979216786e-05,1.771231367828413842e-03,1.480295638392585935e-03
1.385000000000000000e+02,3.556048625297325658e-03,2.691051100079082034e-03,0.000000000000000000e+00,1.584796433472788991e-03,4.235699903387213448e-04,1.794830117756146710e-03,1.999249362157032344e-05,1.775719866629742617e-03,1.489400417351265625e-03
1.390000000000000000e+02,3.594926422949108052e-03,2.762882682495935559e-03,0.000000000000000000e+00,1.592013119142224927e-03,4.204812665821795639e-04,1.791533578045711441e-03,2.007209767303826724e-05,1.773379889567071755e-03,1.503261016239108025e-03
1.395000000000000000e+02,3.625974952445583030e-03,2.816333737889830258e-03,0.000000000000000000e+00,1.600199552044384663e-03,4.177136046902763162e-04,1.789479232102744646e-03,2.014266467531191919e-05,1.772257317287592206e-03,1.514876116904221616e-03
1.400000000000000000e+02,3.683467220123451315e-03,2.908700906418359815e-03,0.000000000000000000e+00,1.612671580249425965e-03,4.159819556531159411e-04,1.791693045577998859e-03,2.024657254644662309e-05,1.775404490858222516e-03,1.522793595987001220e-03
1.405000000000000000e+02,3.719558883759486578e-03,2.942124476945639621e-03,0.000000000000000000e+00,1.619940584035449611e-03,4.129601238010533154e-04,1.788249940461226475e-03,2.028387362294775545e-05,1.772936044125052700e-03,1.534089923252103223e-03
1.410000000000000000e+02,3.747493616566358477e-03,3.036593379343277901e-03,0.000000000000000000e+00,1.633531660212624069e-03,4.115557322694663356e-04,1.791693593381394603e-03,2.038318019982052399e-05,1.777302976601016988e-03,1.550259190373357498e-03
1.415000000000000000e+02,3.802827869125244373e-03,3.068191985773539247e-03,0.000000000000000000e+00,1.640842982440291007e-03,4.085747369708688068e-04,1.788157276819356788e-03,2.041504590892573615e-05,1.774753649826388670e-03,1.562235092254569144e-03
1.420000000000000000e+02,3.836046703634179642e-03,3.163761444795895172e-03,0.000000000000000000e+00,1.654578696964036479e-03,4.071996932205480379e-04,1.791534243079490572e-03,2.049018744215013141e-05,1.779073123386474371e-03,1.573795003182007187e-03
1.425000000000000000e+02,3.860806634789461494e-03,3.194305239024843035e-03,0.000000000000000000e+00,1.661923936768464711e-03,4.042580342390711097e-04,1.787904547844935532e-03,2.051851293716469281e-05,1.776442000192430095e-03,1.580120593078537415e-03
1.430000000000000000e+02,3.913861639578361876e-03,3.290841452521165583e-03,0.000000000000000000e+00,1.670436441469314416e-03,4.016419414545931025e-04,1.785560171566172782e-03,2.053956741007904679e-05,1.775085454616527614e-03,1.591843161884762877e-03
1.435000000000000000e+02,3.944139628623092968e-03,3.320234118724381053e-03,0.000000000000000000e+00,1.683167318970197864e-03,4.000072127051845414e-04,1.787490899848237893e-03,2.059500350519321803e-05,1.777998851771342512e-03,1.603652547238675280e-03
1.440000000000000000e+02,3.965682646336894483e-03,3.401673153432505439e-03,0.000000000000000000e+00,1.690519344166412953e-03,3.971244478235479397e-04,1.783714750518472720e-03,2.058305180879518523e-05,1.775235217222220687e-03,1.615549391071352146e-03
1.445000000000000000e+02,4.002109728561888992e-03,3.445749997459315352e-03,0.000000000000000000e+00,1.704556067854371077e-03,3.958195361977967747e-04,1.786915563599196207e-03,2.063624624289693644e-05,1.779421952982889864e-03,1.627534340053370804e-03
1.450000000000000000e+02,4.043640489493726189e-03,3.527651029349690350e-03,0.000000000000000000e+00,1.711918797385381889e-03,3.929724985130778818e-04,1.783046020407622794e-03,2.062030441868621135e-05,1.776574396113087375e-03,1.639608045629756998e-03
1.455000000000000000e+02,4.061942077632644046e-03,3.570626295365396993e-03,0.000000000000000000e+00,1.726072238991544590e-03,3.916923371572630626e-04,1.786177858010924366e-03,2.066117589860702795e-05,1.780709052007317618e-03,1.649735705265930556e-03
1.460000000000000000e+02,4.084765499709062941e-03,3.627867747788396206e-03,0.000000000000000000e+00,1.733435801662550546e-03,3.888796607637343790e-04,1.782214925596726065e-03,2.063262469260152281e-05,1.777776678887447569e-03,1.662481668091262592e-03
1.465000000000000000e+02,4.134401951289569908e-03,3.694639013212749033e-03,0.000000000000000000e+00,1.747697056195964211e-03,3.876230183293082575e-04,1.785277193536640317e-03,2.065094954332413385e-05,1.781857904557372771e-03,1.670440362847428568e-03
1.470000000000000000e+02,4.139819617915464767e-03,3.751450945378802509e-03,0.000000000000000000e+00,1.755051219451024503e-03,3.848433769415762610e-04,1.781220928317520753e-03,2.062086403345772271e-05,1.778839835446394515e-03,1.682831732471171257e-03
1.475000000000000000e+02,4.153724550933620904e-03,3.800000419416975535e-03,0.000000000000000000e+00,1.762368609175897494e-03,3.820823330211147047e-04,1.777112605263698065e-03,2.056530737776937636e-05,1.775771099167635465e-03,1.695314863138021409e-03
1.480000000000000000e+02,4.198320925710763429e-03,3.873847156671475413e-03,0.000000000000000000e+00,1.776745163307683496e-03,3.808611618428859604e-04,1.780063586763186781e-03,2.058589693134764827e-05,1.779761654690743822e-03,1.707892208564549229e-03
1.485000000000000000e+02,4.218433145695405125e-03,3.917715202828569478e-03,0.000000000000000000e+00,1.784036997754370139e-03,3.781312240502817204e-04,1.775862321638996049e-03,2.051900447697674684e-05,1.776606107636822000e-03,1.720562779217430080e-03
1.490000000000000000e+02,4.229118995016527098e-03,3.963088396568766568e-03,0.000000000000000000e+00,1.798497050409879642e-03,3.769306039243302338e-04,1.778742557788741668e-03,2.052861626585679021e-05,1.780539951936031340e-03,1.727197845557848326e-03
1.495000000000000000e+02,4.245112124723379732e-03,4.020599909266226249e-03,0.000000000000000000e+00,1.805752342918390827e-03,3.742305492220969194e-04,1.774448544160806343e-03,2.045088424555753875e-05,1.777296770422745822e-03,1.737901208279265175e-03
1.500000000000000000e+02,4.288190890543484325e-03,4.057047388740070773e-03,0.000000000000000000e+00,1.820285657982952457e-03,3.730493663554166239e-04,1.777257599341991803e-03,2.044121403174211756e-05,1.781172576165428439e-03,1.750257745529418653e-03
1.505000000000000000e+02,4.285967383466784270e-03,4.112322058151072351e-03,0.000000000000000000e+00,1.827493164648545361e-03,3.703780130249264440e-04,1.772871086340564555e-03,2.036185777938402533e-05,1.777840963610837540e-03,1.762702138183600302e-03
1.510000000000000000e+02,4.292379314858370959e-03,4.155088474589702097e-03,0.000000000000000000e+00,1.842089179447344884e-03,3.692151878950126944e-04,1.775608572618891240e-03,2.033061610294745121e-05,1.781657417097633851e-03,1.772732964573517150e-03
1.515000000000000000e+02,4.306802258283459056e-03,4.226463980589270121e-03,0.000000000000000000e+00,1.849237429197527665e-03,3.665713958233288096e-04,1.771129865719937553e-03,2.025284428211123554e-05,1.778236607469581895e-03,1.783917131281919245e-03
1.520000000000000000e+02,4.343690172712464000e-03,4.248204959337331145e-03,0.000000000000000000e+00,1.856322911598290654e-03,3.639434888228747916e-04,1.766600755202070265e-03,2.015025858272661695e-05,1.774764269288795979e-03,1.794201597447283095e-03
1.525000000000000000e+02,4.337281370281319617e-03,4.306364367966941664e-03,0.000000000000000000e+00,1.870962605908896726e-03,3.628085544770234317e-04,1.769224905622152587e-03,2.012476752915082719e-05,1.778481673212246742e-03,1.806068436373795688e-03
1.530000000000000000e+02,4.339538523553636631e-03,4.359966245683812545e-03,0.000000000000000000e+00,1.877971177030195822e-03,3.602065692237689369e-04,1.764604382542849089e-03,2.001311967702585736e-05,1.774919241892388734e-03,1.813031882115963712e-03
1.535000000000000000e+02,4.350223382304056752e-03,4.390217958310909004e-03,0.000000000000000000e+00,1.892645724315473793e-03,3.590874227944099552e-04,1.767156336633758174e-03,1.997855262046739966e-05,1.778574189539013171e-03,1.826481524628187055e-03
1.540000000000000000e+02,4.383179120470987421e-03,4.441766431547130266e-03,0.000000000000000000e+00,1.899565502717448810e-03,3.565103253953061727e-04,1.762444851693793996e-03,1.985834270579586231e-05,1.774920993721292679e-03,1.839248750936764735e-03
1.545000000000000000e+02,4.372755354841882311e-03,4.461866587671749033e-03,0.000000000000000000e+00,1.914263431369813600e-03,3.554060118276582158e-04,1.764924397828973720e-03,1.981512300563043364e-05,1.778512248957126720e-03,1.847127867077093775e-03
1.550000000000000000e+02,4.371000037801759004e-03,4.512374922116523315e-03,7.294981248333842988e-06,1.921082414796724484e-03,3.528528102781635918e-04,1.760122459605454421e-03,1.968684778535883295e-05,1.774767658900486701e-03,1.854250935946594094e-03
1.555000000000000000e+02,4.378052011985705295e-03,4.562468534092044108e-03,7.245849261828325392e-06,1.935792048647891469e-03,3.517624100145799976e-04,1.762529437742471053e-03,1.962722510860503554e-05,1.778294013869945048e-03,1.868006891590384168e-03
1.560000000000000000e+02,4.388617280539286285e-03,4.568984664615545650e-03,2.167851451020432675e-05,1.942498143913859963e-03,3.492321541100907299e-04,1.757637612851474258e-03,1.949954937965912621e-05,1.774457444318108899e-03,1.881864720683976274e-03
1.565000000000000000e+02,4.392859511727196901e-03,4.636028231146558862e-03,2.152414360243272613e-05,1.954999113189033032e-03,3.478174340153891058e-04,1.758451463729937981e-03,1.941109559778866176e-05,1.776334666380424004e-03,1.889121213382355304e-03
1.570000000000000000e+02,4.387253735008207756e-03,4.647429174464407127e-03,4.292334402535798095e-05,1.963788682001575171e-03,3.456465643447505275e-04,1.754990828222656365e-03,1.929735394368654265e-05,1.773988635331472325e-03,1.896405509501960466e-03
1.575000000000000000e+02,4.388425151980123416e-03,4.698063917078612421e-03,4.260139805770802565e-05,1.970273765998330987e-03,3.431515386818951327e-04,1.749962177866754400e-03,1.915120851117895157e-05,1.770007580534504891e-03,1.910473476989038751e-03
1.580000000000000000e+02,4.389371663195627306e-03,4.715546543847114191e-03,7.077534343511611968e-05,1.984929838653783432e-03,3.420943254293114634e-04,1.752182733071025239e-03,1.908115778683976913e-05,1.773359601209134303e-03,1.924645623732955044e-03
1.585000000000000000e+02,4.398141315647463405e-03,4.728402719112609343e-03,7.021804175472929677e-05,1.991271658268473771e-03,3.396200513899644453e-04,1.747066091182568250e-03,1.892865784085637920e-05,1.769285525790882403e-03,1.932066356596229620e-03
1.590000000000000000e+02,4.379472784340522791e-03,4.772037868538177817e-03,1.049557624619170358e-04,2.005897296979459662e-03,3.385737984494798718e-04,1.749214065423269470e-03,1.885184514295498151e-05,1.772568800315971888e-03,1.939515519807846885e-03
