frac_below_55,frac_below_70,frac_below_100,frac_below_150,model,label,N_LZ,E_first_nonzero,E_peak,E_median_LZ
1.0243687857686517e-06,0.0286444559593842,0.1147914586573366,0.39881151980389035,O1s_d250,"O1 inelastic, delta=250 keV",1.0,55.0,158.5,159.0
0.0,0.0,9.461394532872682e-06,0.19697371310883816,O1s_d300,"O1 inelastic, delta=300 keV",0.9999999999999999,91.5,170.0,173.5
0.0,0.0,0.0,0.0,O1s_d350,"O1 inelastic, delta=350 keV",0.9999999999999999,155.0,206.0,208.0
0.07139348855085699,0.08721068371292207,0.14952025703116156,0.3362833376546026,L10_1000,L10 magnetic dipole (q^2 O4 - m_N^2 O6),0.9999999999999999,0.5,196.0,179.0
0.7364420276820697,0.7924581412181327,0.86718506178654,0.9367485278958237,O4_1000,O4 elastic (SD-like proxy),1.0,0.5,0.5,24.5
0.10104860542595254,0.1601592543140792,0.29475909305617415,0.5370508532566469,O6_1000,O6 elastic (q^4 Sigma'' proxy),1.0,0.5,136.0,142.5
0.9704844462980565,0.9909109033529715,0.9960624472858378,0.9978035015199345,O1s_el,O1 elastic (SI reference),1.0,0.5,0.5,16.5
0.09835038712539955,0.15352191179325025,0.2815443049653266,0.5187836993271701,L10_flip,L10 with flipped O6 sign (check),0.9999999999999999,0.5,146.5,146.5
0.06308821113498164,0.07928167009239423,0.12460535881593274,0.2903766318086605,L10_fig1dig,L10 1000 GeV digitised from LZ Fig. 1 (check),0.9999999999999999,3.5,203.5,187.0
