mu_GeV,delta_keV,tau_nunu_s,tau_gamma_s,tau_gamma_lo_s,tau_gamma_hi_s,T_at_tau_nunu_keV,T_at_tau_gamma_MeV,BR_gamma_if_dipole
300,310,1047991.2996666204,0.009416384954594063,0.001046264994954896,0.941638495459406,1.1227951220268528,8.853869462235956,0.9999999910148253
500,342,641262.1637298925,0.019479978235356785,0.002164442026150754,1.9479978235356776,1.435362341294917,6.156346174994892,0.9999999696224434
1000,366,456836.41985416354,0.06357458305920632,0.007063842562134035,6.3574583059206295,1.7005875531161458,3.4081303583307103,0.9999998608373338
2000,375,404585.02838252677,0.23642476441373425,0.0262694182681927,23.642476441373418,1.8070678191429543,1.76960840410785,0.9999994156367398
4000,376,399233.4499744929,0.9381736364022573,0.10424151515580637,93.81736364022571,1.8191390428798122,0.8921155977736228,0.9999976500680697
1000,300,1234695.521186911,0.11544177949889373,0.01282686438876597,11.544177949889367,1.0344259797903208,2.5294389113126705,0.9999999065018323
1000,250,3072317.559279813,0.1994833949740883,0.02216482166378759,19.948339497408824,0.6557620870376641,1.9260733461254125,0.999999935070715
1000,200,9375969.114013106,0.38961600580876626,0.04329066731208515,38.96160058087661,0.37538012254293773,1.37977724287262,0.9999999584452568
