f_tpc,f_rfr,f_shell,f_keep,eps,eps_err,untagged,f_skin_veto,f_od_veto,silent_side,silent_top,silent_bottom,silent_subthr_skin,silent_subthr_od,silent_any_subthr,neff,E0,ordering,E_out,theta_wall_deg,theta_fv_deg,f_exit_top,f_exit_top_up
0.15921819816419677,1.8214211953570447e-05,0.15944455369278074,0.6813190339310689,0.9877553018170905,0.0031555477141253802,0.01224469818290952,0.9253624161431107,0.062392885673979784,0.012243208700995266,1.4623306108293033e-06,2.7151303350078198e-08,0.008414464207582663,0.03883405971348041,0.04724852392106307,1214.6410414909012,609.0,A,520.0,29.160954324146484,,,
0.04121667945087724,0.9563984307488472,8.36288198070776e-05,0.0023012609804685604,0.9959753978948985,0.030783602756750714,0.004024602105101471,0.9806891200373309,0.015286277857567587,0.0033515940093913907,2.5612444921605815e-10,0.0006730078395857716,0.08301902968121473,0.31955732516332547,0.37567143871466696,4.229925015641772,609.0,B,520.0,,12.086102772941091,0.9994074958973418,1.8639451082789915e-14
0.12296182121817578,0.0001263790073221936,0.07487951860514108,0.8020322811693611,0.9764727778535015,0.0032688510054328965,0.023527222146498494,0.8420292230295228,0.1344435548239788,0.02281338849379715,0.000657464224983101,5.636942771818117e-05,0.0008470815797024796,0.16793108940017626,0.1687398718174444,2150.0103074199947,1120.0,A,1031.0,15.081631278957955,,,
0.06634787303676501,0.8998376277878869,0.0011268186687812321,0.03268768050656694,0.9914606848107244,0.013331254701072819,0.008539315189275642,0.9399167679999365,0.05154391681078777,0.007275946995778178,5.2384933118215736e-06,0.0012581297001856679,0.005862519416233172,0.17602218755187404,0.18188470696810718,47.63832570652335,1120.0,B,1031.0,,6.121718915386855,0.9871403401411503,8.635585927073025e-11
0.12380699111553291,0.00015868462735900792,0.0829411139661267,0.7930932102909815,0.9746850515646239,0.0032563890672722257,0.025314948435376072,0.8180343408642785,0.15665071070034534,0.024597434501269277,0.0005965629769468583,0.00012095095716000654,0.005999016353920605,0.15714154069747444,0.16314049933816618,2326.852084668257,1250.0,A,1161.0,13.43731007270109,,,
0.06463294718565667,0.8875946988439912,0.0013213378025388797,0.04645101616781333,0.9924705953512769,0.011505737793770496,0.0075294046487230926,0.9346121033108218,0.057858492040455095,0.006825635171846667,3.239053761133082e-05,0.0006713789392651565,0.0002562302196308229,0.09074572981668537,0.09100196003631618,56.44810164039322,1250.0,B,1161.0,,5.43921535968006,0.9834862146125162,1.555618015593729e-10
0.10269000341000106,0.00021897515481124365,0.07567368888808788,0.8214173325470996,0.9765050410052255,0.002956149072767174,0.023494958994774495,0.8032612898725279,0.1732437511326976,0.02241013859508775,0.001032558217662067,5.226218202478504e-05,0.0007366835609829604,0.18144905006720602,0.18218117992046703,2625.4062767147675,1461.0,A,1372.0,11.41827969318906,,,
0.06404921921205786,0.8733907218957065,0.0016746005740232133,0.060885458318212515,0.991093448735997,0.009555570832596925,0.008906551264002971,0.9053612220402412,0.08573222669575584,0.007836438927728919,1.665727961459613e-06,0.0010684466083125507,0.00019592590698340278,0.1932831849694486,0.19330391853749823,96.67427082980389,1461.0,B,1372.0,,4.605853497841716,0.9762727531841561,3.0030688757984615e-10
0.09979953314787568,0.00020776701470463638,0.06238132420221297,0.8376113756352066,0.9748578976807425,0.0028775873172785784,0.02514210231925751,0.7740907787267335,0.20076711895400892,0.02275145224251428,0.001827655417872912,0.0005629946588704463,0.012789308472748636,0.21408354515610903,0.22686332343110346,2959.9602748177954,1764.0,A,1675.0,9.393014827203306,,,
0.07018889546698504,0.8511426104395067,0.0021963313120758952,0.07647216278143243,0.9916987489075474,0.007549962706010699,0.00830125109245261,0.9046128278686915,0.08708592103885586,0.007340577474211008,4.791290283270748e-05,0.0009127607154089443,0.009512939851109736,0.23140483274163343,0.24091777259274313,144.42211573724077,1764.0,B,1675.0,,3.7753037521890804,0.968276903318994,8.644980856625836e-10
0.0860839053109618,0.00030711341595421527,0.05592764065741835,0.8576813406156655,0.9700976066208499,0.0028341406093074593,0.029902393379150127,0.732689563112872,0.23740804350797795,0.026636270421477055,0.002098159181291809,0.0011679637763813099,0.00034499899759816554,0.23634365513863032,0.2366886541362285,3611.4249801337887,2615.0,A,2526.0,6.2712782845550175,,,
0.05422127994801911,0.8182021052383466,0.004074267220354098,0.12350234759328024,0.9776336088555333,0.007895210578569707,0.022366391144466702,0.8213227373944366,0.1563108714610966,0.01401524531727192,0.00016167790943933047,0.008189467917755499,0.001985440832380607,0.22008561332987736,0.22207105416225797,350.78789886460316,2615.0,B,2526.0,,2.5061693749958134,0.9348328041814069,1.1048051678754534e-09
