window,model,s_low_per284_LZROI,rate_in_window_per_tyr,E_90_CLs,E_95_CLs,E_90_P0,yr_90_LZ alone,yr_90_present generation,yr_90_40 t,yr_90_60 t
LZ,L10,0.105,0.03697183098591549,62.27944442002942,81.02742530374604,28.98629039595175,22.29846929147936,9.097201931058928,,
LZ,L10,0.3,0.1056338028169014,21.7978055470103,28.359598856311113,15.54760611466849,7.804464252017777,3.184020675870625,,
LZ,L10,0.38,0.13380281690140847,17.208793852902865,22.38915699182456,13.06297661492678,6.1614191463298225,2.513700533582072,,
LZ,inel300,0.105,0.03697183098591549,62.27944442002942,81.02742530374604,28.98629039595175,22.29846929147936,9.097201931058928,,
LZ,inel300,0.3,0.1056338028169014,21.7978055470103,28.359598856311113,15.54760611466849,7.804464252017777,3.184020675870625,,
LZ,inel300,0.38,0.13380281690140847,17.208793852902865,22.38915699182456,13.06297661492678,6.1614191463298225,2.513700533582072,,
LZ,inel350,0.105,0.03697183098591549,62.27944442002942,81.02742530374604,28.98629039595175,22.29846929147936,9.097201931058928,,
LZ,inel350,0.3,0.1056338028169014,21.7978055470103,28.359598856311113,15.54760611466849,7.804464252017777,3.184020675870625,,
LZ,inel350,0.38,0.13380281690140847,17.208793852902865,22.38915699182456,13.06297661492678,6.1614191463298225,2.513700533582072,,
LZ,inel366,0.105,0.03697183098591549,62.27944442002942,81.02742530374604,28.98629039595175,22.29846929147936,9.097201931058928,,
LZ,inel366,0.3,0.1056338028169014,21.7978055470103,28.359598856311113,15.54760611466849,7.804464252017777,3.184020675870625,,
LZ,inel366,0.38,0.13380281690140847,17.208793852902865,22.38915699182456,13.06297661492678,6.1614191463298225,2.513700533582072,,
LZ,inel380,0.105,0.03697183098591549,62.27944442002942,81.02742530374604,52.06432806534921,22.29846929147936,9.097201931058928,,
LZ,inel380,0.3,0.1056338028169014,21.7978055470103,28.359598856311113,20.397122119008156,7.804464252017777,3.184020675870625,,
LZ,inel380,0.38,0.13380281690140847,17.208793852902865,22.38915699182456,16.32381978683595,6.1614191463298225,2.513700533582072,,
ext300,L10,0.105,0.03971032882205683,57.984538564563344,75.4396239572318,27.991097687768598,,,,
ext300,L10,0.3,0.1134580823487338,20.29458849759717,26.40386838503113,14.759300880508505,,,,
ext300,L10,0.38,0.14371357097506282,16.022043550734608,20.845159251340366,12.361905389335321,,,,
ext300,inel300,0.105,0.03752757562740212,61.35715016220578,79.82749280948883,28.754068955861943,,,,
ext300,inel300,0.3,0.10722164464972032,21.475002556772026,27.939622483321095,15.373868755718654,,,,
ext300,inel300,0.38,0.1358140832229791,16.953949386925277,22.057596697358754,12.909393241216085,,,,
ext300,inel350,0.105,0.040661603247922666,56.62799567824913,73.67472097173241,27.671107541641298,,,,
ext300,inel350,0.3,0.11617600927977904,19.819798487387196,25.786152340106344,14.506573259011489,,,,
ext300,inel350,0.38,0.14715627842105347,15.647209332147783,20.357488689557638,12.137568070990536,,,,
ext300,inel366,0.105,0.051516505220839476,44.69606552547363,58.150921936803975,24.47800556559811,,,,
ext300,inel366,0.3,0.14719001491668424,15.643622933915768,20.352822677881388,12.135409976722936,,,,
ext300,inel366,0.38,0.18644068556113338,12.350228632038762,16.06801790359057,10.055321505595156,,,,
ext300,inel380,0.105,0.14134538388699971,16.290486676486548,21.19441181007344,15.486317923529258,,,,
ext300,inel380,0.3,0.40384395396285633,5.701670336770293,7.418044133525704,5.5998939865029405,,,,
ext300,inel380,0.38,0.511535675019618,4.501318686923915,5.856350631730819,4.437645392452931,,,,
ext400,L10,0.105,0.046918691870772085,49.076071842242406,63.849441536117865,25.545014727277024,,,1.5336272450700752,1.0224181633800502
ext400,L10,0.3,0.1340534053450631,17.17662514478484,22.347304537641254,12.988918021467505,,,0.5367695357745262,0.3578463571830175
ext400,L10,0.38,0.16980098010374664,13.56049353535645,17.64260884550625,10.809212079682206,,,0.42376542297988906,0.2825102819865927
ext400,inel300,0.105,0.042130563429157754,54.65355565125128,71.10591527196861,26.978084623713265,,,1.7079236141016025,1.1386157427344017
ext400,inel300,0.3,0.12037303836902215,19.12874447793795,24.887070345189017,14.075110653168094,,,0.5977732649355609,0.3985155099570406
ext400,inel300,0.38,0.15247251526742808,15.101640377319432,19.647687114622904,11.766363623430339,,,0.47192626179123226,0.3146175078608215
ext400,inel350,0.105,0.07218725697525877,31.89739005851443,41.499461249521346,19.951884094699675,,,0.9967934393285759,0.6645289595523839
ext400,inel350,0.3,0.20624930564359648,11.164086520480051,14.524811437332472,9.229946673002374,,,0.3488777037650016,0.2325851358433344
ext400,inel350,0.38,0.2612491204818889,8.81375251616846,11.466956397894055,7.562631602330129,,,0.2754297661302644,0.18361984408684293
