halo,m_chi_GeV,delta_keV,peak_keV,peak_rate,onset_keV,R_total_1_420,R_roi_5.4_270,R_5.4_55,R_200_270,R_above_270,f_200_270_of_roi,f_5.4_55_of_roi,ratio_200_270_over_5.4_55,f_above_270_of_total,q16_keV,q50_keV,q84_keV,peak_in_roi_keV,contains_248_68,cdf_at_248,cdf_at_216,cdf_at_280,Emin_kin_keV,Emax_kin_keV
June167,400,300,169.0,10.510138128815322,103.0,769.366556766744,715.6004148239543,0.0,137.10813061854137,53.69606882534967,0.19159872993124452,0.0,inf,0.06979256942361378,149.8574656767729,174.8877765336923,203.60653071403618,169.0,0,0.996090849286322,0.9223132499934639,1.0,111.12851449281942,474.84580021216703
June167,400,310,176.0,4.378413351125949,116.0,306.3260605628457,279.9997845315064,0.0,68.95139683649332,26.285678771123244,0.24625517820259143,0.0,inf,0.0858094760949354,158.094255030514,181.57540338370478,208.47927329676298,176.0,0,0.9948032040035176,0.8979940426101245,1.0,127.00204877468848,443.6579431657554
June167,400,320,187.0,1.3126139389868328,132.0,85.79994912429703,75.81132518415019,0.0,26.77165402652653,9.968330264622189,0.35313528633745156,0.0,inf,0.11618107430554797,169.69265657646488,191.00103878049703,215.2181484272589,187.0,0,0.9920674934291789,0.8476454133096742,1.0,147.0477537514553,408.297915424446
June167,400,325,195.0,0.5806757033942669,142.0,36.57843823887838,31.298410027754993,0.0,13.854292218701024,5.266903410783687,0.4426516301120482,0.0,inf,0.14398929162551333,176.7022163086768,196.83113618138356,219.31382877832272,195.0,0,0.9894884285059186,0.8021639614870351,1.0,159.56171724429075,388.12679054933926
June167,400,330,199.0,0.20117596340471802,153.0,12.495809686934829,10.105534620597666,0.0,5.633897707093219,2.38258700887422,0.5575061506998248,0.0,inf,0.19067087836375804,183.8920631727659,202.92131936247316,223.62026699016062,199.0,0,0.9856654134420595,0.7357934177948275,1.0,174.84170289903412,365.18964351232455
June167,400,340,214.0,0.008224575208663714,181.0,0.5427612421402039,0.3082278288451803,0.0,0.2582927046716952,0.23292998134989348,0.8379928108354973,0.0,inf,0.4291573591942734,199.8961670328701,214.12520737131337,230.39422535772889,214.0,0,0.9644225601055392,0.5477295221730757,1.0,229.90458287297952,294.81244077383656
June167,400,350,280.0,1.3380554245766194e-05,240.0,0.00020213053098004847,4.274689655483589e-05,0.0,4.274689655483589e-05,0.0001524113899728603,1.0,0.0,inf,0.7540245861616236,261.5356317864891,266.1013157545405,268.9148820196801,270.0,0,0.016705581293012903,0.0,1.0,nan,nan
June167,400,360,1.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,inf,nan,nan,nan,nan,nan,0,nan,nan,,nan,nan
June167,400,370,1.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,inf,nan,nan,nan,nan,nan,0,nan,nan,,nan,nan
June167,400,375,1.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,inf,nan,nan,nan,nan,nan,0,nan,nan,,nan,nan
June167,400,380,1.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,inf,nan,nan,nan,nan,nan,0,nan,nan,,nan,nan
June167,400,390,1.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,inf,nan,nan,nan,nan,nan,0,nan,nan,,nan,nan
June167,400,400,1.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,inf,nan,nan,nan,nan,nan,0,nan,nan,,nan,nan
June167,1000,0,1.0,11043319.14748608,1.0,189025922.55249158,140569275.31488305,136059576.27621058,50509.03410446546,23157.984836074316,0.00035931773846967907,0.9679183162282761,0.0003712273364862503,0.0001225122169666621,8.885743296502,17.19559718693574,34.04135373489308,6.0,0,0.9999932720237449,0.9998627630827561,1.0,0.0,1415.3487250305886
June167,1000,25,6.0,5230742.189309849,1.0,126148232.3070829,105425165.2593725,101744822.89312252,40949.88749701776,18536.81040755267,0.00038842611625289564,0.965090475720902,0.0004024763750390859,0.0001469446703179199,9.308652650195786,18.07777746135162,35.11820309652569,6.0,0,0.99999276654661,0.9998518915503644,1.0,0.36202226393142345,1370.4387802646654
June167,1000,50,13.0,2152678.7794378856,2.0,62260102.27580135,59576406.71809684,56786500.69789939,32255.549658042637,14543.330905818417,0.0005414148223250386,0.9531709585407071,0.0005680143918294972,0.0002335898974497987,11.121180817524454,21.213936853703284,38.765030325358694,13.0,0,0.9999899404536373,0.9997936734623396,1.0,1.4980261392665672,1324.7548538873389
June167,1000,75,19.0,831404.2885445233,4.0,26928637.14746582,26823939.751735494,24872693.383107685,24650.017451334446,11173.093085982797,0.0009189558908750384,0.9272572788826979,0.0009910473735858269,0.00041491491102193655,14.895115889503153,26.30504522914407,44.323764817496794,19.0,0,0.9999828990577071,0.9996494765921018,1.0,3.4932900880592266,1278.2116674365545
June167,1000,100,26.0,302793.0605615835,7.0,10599297.400520394,10590895.960263109,9340212.90912129,18244.301161417654,8395.130265433563,0.0017226400136371855,0.8819096084189323,0.001953306775651867,0.0007920459204231204,19.916966924108387,32.24371299171124,50.69738580297732,26.0,0,0.9999677674556241,0.9993412463282826,1.0,6.450007531978752,1230.7070274906437
June167,1000,125,32.0,103838.13759913365,11.0,3848383.9654422873,3842217.0261317687,3110066.6899453127,13057.20144195285,6162.321634367617,0.0033983508357669366,0.8094458664862136,0.004198367026715574,0.0016012751559366279,25.46879488702259,38.526195462344496,57.69847649956094,32.0,0,0.9999358338481573,0.9986956750278716,1.0,10.4923934713032,1182.1167190493275
June167,1000,150,39.0,33282.76622160096,16.0,1295202.8293441592,1290789.7327538554,900438.8465296641,9014.691302495992,4409.81596053377,0.006983857303593095,0.6975875494520776,0.010011442017677334,0.0034047300242285067,31.670613295484614,45.38307490819918,66.43807406319225,39.0,0,0.9998663056091609,0.9973051173949281,1.0,15.773962792950423,1132.2872272256889
June167,1000,175,46.0,9761.478884824595,22.0,406576.87772521115,403505.8997814598,214128.09470290365,5983.807330935252,3068.7185215834043,0.014829541114952972,0.5306690554434921,0.027944989373008742,0.0075476956258624895,38.936359837727416,53.56405317640504,86.38613927788391,46.0,0,0.9997108123073059,0.9942364484338553,1.0,22.488228546388953,1081.0250389702587
June167,1000,200,53.0,2533.6462808967467,30.0,121670.29920192795,119599.54131975894,36290.44741277281,3803.6889490571893,2069.254106924265,0.03180354127686596,0.30343299825663544,0.10481240161614652,0.01700706023160233,48.050876197428856,65.30054013808929,157.08344903240373,53.0,0,0.9993650103529137,0.9875272025421635,1.0,30.885016979740083,1028.0803280349162
June167,1000,225,62.0,536.5539942994275,40.0,37279.662287842526,35934.28839550994,2805.0205674411473,2297.5412897071305,1344.412248289568,0.06393729755879103,0.07805972213969431,0.819081797964512,0.036062886994767694,60.902282274549165,129.23343308592808,178.75163333565038,62.0,0,0.9986857701323537,0.9746260146596089,1.0,41.296488364906395,973.1209341477579
June167,1000,250,157.0,139.06206244631707,52.0,13073.97270730387,12238.50532607046,3.391671631418663,1305.6083495797998,834.8815169449272,0.10668037597684361,0.00027713119707467257,384.94538724955873,0.06385828819104958,102.14139151408351,156.1795559008511,191.2560527405878,157.0,0,0.9977253866442737,0.9570811182979726,1.0,54.18101899229924,915.6884810183735
June167,1000,275,161.0,62.92292876635706,67.0,5270.00220731384,4781.190604740041,0.0,682.7867071187,488.4760707564523,0.14280683695014998,0.0,inf,0.09268991767755488,137.66204566682399,165.6809793719711,197.6072059792857,161.0,0,0.9968095760474375,0.9414620921846583,1.0,70.20269656655769,855.1188809421238
June167,1000,300,166.0,24.03715110776049,85.0,2029.0794138996139,1766.1691350483013,0.0,315.7319984045204,262.73397600157057,0.1787665700521291,0.0,inf,0.12948432387701952,144.58161921234168,171.57625577119958,202.33120789145494,166.0,0,0.9957388282980115,0.924817600661113,1.0,90.38978256482434,790.3838724418655
June167,1000,310,169.0,15.181334815349103,94.0,1296.2495216546254,1097.7690763197281,0.0,220.1908422647814,198.34893337356942,0.20058029235344413,0.0,inf,0.15301755569435635,147.96858812728857,174.61459428250694,204.74774126714786,169.0,0,0.9950474872764062,0.9143917499646634,1.0,99.98401169572108,762.9704743101719
June167,1000,320,174.0,9.012525532113935,103.0,780.0657264528535,633.9449069593873,0.0,147.10128151617099,146.02470863978533,0.23204111256562995,0.0,inf,0.18719539096249596,152.6053626537652,178.56386811914612,207.76803557301278,174.0,0,0.9940111487037541,0.8991461027977188,1.0,110.67409758902977,734.4612194160668
June167,1000,325,176.0,6.7458904416719765,108.0,588.9549696466264,465.01608410593695,0.0,117.70746591212891,123.85786130084466,0.25312557981395234,0.0,inf,0.21030107170189855,155.51767615390162,180.97161913192093,209.5630545669578,176.0,0,0.9932870980954772,0.8887353742687826,1.0,116.49637332180808,719.7293591828899
June167,1000,330,182.0,4.923108968926306,114.0,435.58652436160776,331.43354452813946,0.0,92.58203990059366,104.08535982265076,0.27933817028811103,0.0,inf,0.23895449928162368,158.87406555042878,183.7067925101494,211.56965627963828,182.0,0,0.9923576947522155,0.8756357442337073,1.0,122.68140092314934,704.6347470811504
June167,1000,340,185.0,2.3944168105835595,126.0,222.29681400549464,151.16469586623646,0.0,53.358796804493764,71.0863677203103,0.35298451466280345,0.0,inf,0.3197813159776245,166.95522634193728,190.22248207259207,216.29368120043037,185.0,0,0.9895077755773,0.8372941392233821,1.0,136.31366461322762,673.1833143902757
June167,1000,350,195.0,0.9869032085276129,139.0,102.71083581229624,56.84595935135407,0.0,26.78856648413086,45.83580916731623,0.4712483840505853,0.0,inf,0.4462606968857798,176.99253722086368,198.31111082459458,222.101203078001,195.0,0,0.9840893514065882,0.7704854028011516,1.0,152.02117359171712,639.6566364109894
June167,1000,360,205.0,0.31069368541297654,154.0,43.172803725095875,15.987144763780433,0.0,10.464702434235384,27.168791355220833,0.6545698177415407,0.0,inf,0.6293033810872911,188.8330554172538,208.02090589743727,229.05797834172913,205.0,0,0.9723265121312881,0.6480838761270058,1.0,170.51093614659737,603.3477048553126
June167,1000,370,347.0,0.1443986514242029,172.0,16.866020711147264,2.7740122742069957,0.0,2.3968315435072274,14.083378540212244,0.864030619400344,0.0,inf,0.8350148966023807,201.7145507162787,218.96480710423094,237.22313148026953,217.0,0,0.9413732728292844,0.43463358778153494,1.0,193.0150116734212,563.0244603276919
June167,1000,375,342.0,0.09729934498390458,183.0,10.269580995492746,0.8629009567733382,0.0,0.8099821017871699,9.401008510887202,0.9386733152040428,0.0,inf,0.915422792323586,208.03760217423286,224.45475148907943,241.77541777951438,221.0,0,0.9067916139683044,0.30616931683002063,1.0,206.46717748233152,540.6627100183835
June167,1000,380,343.0,0.06035403546021393,194.0,5.9849720123552705,0.20511308861741026,0.0,0.2034158823673362,5.776455106488786,0.9917255097589613,0.0,inf,0.9651599196393859,214.31211984152307,229.44162465719955,247.40858876625194,226.0,0,0.8460929510984062,0.1922689669969742,1.0,222.0843749840373,516.1359280162794
June167,1000,390,343.0,0.016297311119765952,221.0,1.4938977682109695,0.005628847752273693,0.0,0.005628847752273693,1.4874771861661946,1.0,0.0,inf,0.9957021275609348,235.54428198845355,264.29119362222093,268.6425845326946,270.0,1,0.3075744861956642,0.0,1.0,265.29846008438494,455.102673915135
June167,1000,400,344.0,0.0021005548907146185,259.0,0.1704509083365692,5.49473711436002e-05,0.0,5.49473711436002e-05,0.17037485543816783,1.0,0.0,inf,0.9995538134754248,265.6293799654873,268.1082881752774,269.46818665574705,270.0,0,0.0,0.0,1.0,nan,nan
June167,4000,0,1.0,2762226.2687108316,1.0,47704644.153006375,35567536.455515854,34386593.09529269,14613.406355612511,7500.509297803716,0.0004108636079951567,0.9667971561173441,0.0004249739517699704,0.0001572280735130697,8.91060847212881,17.292812338174326,34.27590993129054,6.0,0,0.9999920579328,0.9998414549428296,1.0,0.0,1678.6921579619654
June167,4000,25,6.0,1332496.68581462,1.0,32379923.414009377,27103661.700697646,26122941.900790215,12104.179543993627,6151.5519668235065,0.0004465883494879242,0.963815966612283,0.0004633543798383396,0.0001899804359686039,9.338330431087746,18.1857024676784,35.36954718391456,6.0,0,0.9999914064647656,0.9998279050787019,1.0,0.3610472755384695,1629.8155273840507
June167,4000,50,13.0,560939.0331124215,2.0,16346800.247552225,15645653.130540002,14887121.75247219,9753.04209566606,4950.4891813386575,0.0006233707224806305,0.9515180752290121,0.0006551328227060712,0.0003028414800676325,11.158979529169741,21.32992127556037,39.023130396969414,13.0,0,0.9999880205856496,0.9997598301418369,1.0,1.489561055233134,1580.17143030198
June167,4000,75,19.0,222404.37622598367,4.0,7257142.803073262,7227799.651068776,6685331.684700771,7634.457025666444,3904.902826599633,0.0010562629561179848,0.9249470111850998,0.001141971316567243,0.0005380771651545814,14.935503217962395,26.427527853379868,44.604611871245304,19.0,0,0.9999796551407881,0.9995926022868763,1.0,3.4621311365850427,1529.683276918252
June167,4000,100,26.0,83260.78728204114,7.0,2942148.66986304,2939128.103118561,2582409.5132323224,5794.772077287992,3018.465767504369,0.0019715956140664475,0.8786311527191542,0.0022439400287194784,0.0010259392390408611,19.94332301624827,32.36987262164065,51.01278554369654,26.0,0,0.9999617957987841,0.9992376203151019,1.0,6.3690027854158595,1478.260821967045
June167,4000,125,32.0,29533.127374297266,10.0,1105017.822527348,1102733.5382606338,887918.1889428183,4259.176060029841,2282.7034491647055,0.003862380087530424,0.8051974100138021,0.004796811365133698,0.002065761657982861,25.466275300320454,38.64942561512024,58.10144486901593,32.0,0,0.9999243687553404,0.9985003444809846,1.0,10.317749749308918,1425.7964917007757
June167,4000,150,39.0,9830.389065434367,15.0,387495.2998508175,385807.30669080716,267426.5574685334,3025.9218468372055,1686.8355302078808,0.00784309108293336,0.6931609454531502,0.011314963911889152,0.004353176750420711,31.58747009142248,45.47639270670922,67.08820941892292,39.0,0,0.9998441819737208,0.9969377337073871,1.0,15.438324434877222,1372.160333712831
June167,4000,175,45.0,3017.9234075850763,21.0,128198.27733159094,126981.3493951761,67224.82079545305,2072.150717738555,1216.1043650576746,0.016318543846071887,0.5294070437560404,0.030824191023781967,0.009486120955527061,38.682261582651265,53.59074033943105,93.62602885065981,45.0,0,0.9996694632169855,0.9935800540899525,1.0,21.890174419022504,1317.19290042631
June167,4000,200,53.0,833.2467115564311,29.0,41081.15027253317,40227.08353155283,12548.967357896985,1363.8407097732984,853.4988236739291,0.03390354432986785,0.3119531980998319,0.10868150907373603,0.020775923215679233,47.47641671763384,65.14990996924338,158.44850285506237,53.0,0,0.9992961195478327,0.9865389165870309,1.0,29.872563401387648,1260.6949281415687
June167,4000,225,62.0,194.05019824343776,38.0,13627.917759696205,13046.348963297474,1237.7715682529165,858.5317058294238,581.1906525079776,0.06580628099437479,0.09487493947425954,0.6936107823523687,0.04264706191776531,59.63174949357491,127.7888038372499,179.11707416322542,62.0,0,0.9985922576369031,0.9735611690151015,1.0,39.64005923477756,1202.4118490058024
June167,4000,250,157.0,51.9675627986643,49.0,5136.386237416671,4754.055001091048,9.260640812393321,512.7124986334229,382.08930559433713,0.107847405744308,0.0019479456611814583,55.36468901237056,0.07438874102008881,84.25844424346228,155.4037591946269,191.3627818710055,157.0,0,0.9976049199525433,0.9560633647722445,1.0,51.526753405645486,1142.0095715325585
June167,4000,275,160.0,25.491568434845092,63.0,2221.2063132479184,1980.2798412413358,0.0,286.96666264951807,240.77894097484617,0.14491217689194544,0.0,inf,0.10840007951479823,136.44311846024874,165.46802446260642,197.88783181246976,160.0,0,0.99662723601233,0.9398854590434681,1.0,65.98610728932552,1079.0346343465023
June167,4000,300,167.0,11.033498667038302,79.0,969.9486309289534,826.1812266667129,0.0,146.95168912383357,143.68289335410753,0.1778685890948172,0.0,inf,0.1481345390595556,143.57440473127392,171.03239610388633,202.25433209726768,167.0,0,0.9955982051270083,0.9244296770205177,1.0,83.660860634363,1012.8442976990887
June167,4000,310,169.0,7.549287518850769,87.0,672.7880700586467,558.0682050901903,0.0,108.65757745487728,114.65379067580673,0.19470304250233528,0.0,inf,0.17041590922653013,146.1419816580291,173.40695874380003,204.17885211700298,169.0,0,0.9950244899530857,0.9162662821857935,1.0,91.83152120198167,985.2674038105195
June167,4000,320,171.0,4.949200798602326,96.0,451.2387223910698,360.9750049862658,0.0,78.28389434064519,90.21261264356707,0.2168679084681326,0.0,inf,0.19992214357300558,149.4052729055063,176.32611208176093,206.4672420217469,171.0,0,0.994253594199812,0.9053279786035828,1.0,100.7477903268452,956.9449013647055
June167,4000,325,175.0,3.9393288881324584,99.0,364.09635910317616,284.4831405451329,0.0,65.69511635478611,79.56872044456159,0.230927977766625,0.0,inf,0.21853753396642378,151.39420161708628,178.04209950516983,207.7833747136002,175.0,0,0.9937454277949422,0.8983806540233326,1.0,105.51647228937267,942.4731027417027
June167,4000,330,176.0,3.103578498568127,103.0,290.5209839107565,220.62809971604113,0.0,54.60207546630415,69.85433648462529,0.2474846836671286,0.0,inf,0.2404450637069419,153.69003226236228,179.96563980365974,209.23814987635222,176.0,0,0.9931384492200196,0.8900438630788013,1.0,110.51157672594323,927.774881644657
June167,4000,340,181.0,1.831957910605512,113.0,178.4296241325797,125.33507913319673,0.0,36.462997840207294,53.066038204073166,0.2909241219009177,0.0,inf,0.29740598548054537,159.24543055102046,184.51029206483554,212.59510424775118,181.0,0,0.9914637769666905,0.8678135346590795,1.0,121.25036311619519,897.6298619334548
June167,4000,350,187.0,1.0029468082409285,124.0,104.11601592840854,64.75622525382856,0.0,22.944310058569425,39.339320404885676,0.35431821371047095,0.0,inf,0.3778412000698901,166.20847706919864,190.1064852671931,216.6513543022922,187.0,0,0.9887931085055505,0.8339924580826916,1.0,133.127209169825,866.3467825588746
June167,4000,360,194.0,0.4933588949541214,135.0,57.86959703913016,29.55732984311516,0.0,13.235264525301824,28.29812153040462,0.4477828205576133,0.0,inf,0.48899807460677575,174.6030463003493,196.80137165632422,221.4455158458094,194.0,0,0.9842599362020455,0.780684353709028,1.0,146.3564288896662,833.7113295180826
June167,4000,370,203.0,0.20837246240747198,148.0,30.93433473321037,11.3575013287983,0.0,6.650026708613256,19.567512534724294,0.5855184618602086,0.0,inf,0.6325499708812898,184.44555126436734,204.6917823825879,227.09207942083444,203.0,0,0.9757873982596577,0.6931707436204884,1.0,161.22945573199618,799.4320693548023
June167,4000,375,355.0,0.1569192615445919,155.0,22.456288035558785,6.473442508833433,0.0,4.359203998682622,15.975434806095528,0.673398117421172,0.0,inf,0.7114014026182314,189.81601642893435,209.09112377107346,230.18884162166933,207.0,0,0.9686639359595905,0.6280372289861218,1.0,169.40507743031804,781.5533309960051
June167,4000,380,351.0,0.12647391914814002,162.0,16.25954942152301,3.4132732441468465,0.0,2.622920154523653,12.84054385475206,0.7684471669596017,0.0,inf,0.7897232279853241,195.4744288319708,213.73506896247557,233.6096423390065,212.0,0,0.9580022887337764,0.5459141049850791,1.0,178.16038589812612,763.094905867722
June167,4000,390,355.0,0.078007245246611,179.0,8.514930675539526,0.697806103944526,0.0,0.6490690425926632,7.813953006392956,0.930156728242467,0.0,inf,0.9176766440201047,207.30302590328193,223.7912549036519,241.1688979889433,223.0,0,0.9144159230827157,0.3229622490483191,1.0,197.77333253642678,724.0757259084708
June167,4000,400,360.0,0.04295662857233275,197.0,4.315462012954553,0.07515279729898545,0.0,0.07507699682145931,4.2388323635173055,0.99899138182143,0.0,inf,0.9822430022075936,218.84366194913852,233.9039994248999,252.14396734540037,234.0,1,0.7908537579709621,0.1139739821381755,1.0,221.09100068306603,681.351824440881
June167,100,0,1.0,109365826.47133921,1.0,1593784065.618512,1125430873.3455553,1106737876.6121309,18564.17263749545,237.90276739908447,1.6495169163353363e-05,0.9833903643696428,1.6773775461921303e-05,1.4926913408860046e-07,8.462218129182808,15.564113916009994,30.12525619150267,6.0,0,0.9999998733826024,0.9999952197597352,1.0,0.0,360.52099459342736
June167,100,100,24.0,754790.5713057726,8.0,22830082.462273892,22830082.462273892,21270502.609785043,727.9102785828966,0.0,3.188382169822422e-05,0.9316875068206164,3.422158337941845e-05,0.0,19.19243596673762,29.85618438129206,45.531533070102505,24.0,0,0.9999999783320758,0.9999937249643907,1.0,7.691259562035762,262.8963380367425
June167,100,200,78.0,0.22150271751064782,67.0,3.2374705131020516,3.2374705131020516,0.0,0.0,0.0,0.0,0.0,inf,0.0,73.94502813091412,79.4435323911686,86.21009075130094,78.0,0,1.0,1.0,1.0,81.90278110214715,98.75141950198213
June167,200,0,1.0,55021371.69816773,1.0,887237925.018669,647966252.7891482,631556882.8100976,85915.95912100218,16667.657188313446,0.0001325932619965622,0.9746755793092355,0.00013603835451641525,1.878600623160099e-05,8.723271903086895,16.57002047976826,32.54464479021344,6.0,0,0.9999980566672206,0.9999531994086133,1.0,0.0,686.2052797222468
June167,200,100,25.0,862095.0070618133,7.0,28614409.408776317,28611620.579061158,25828897.478737503,17375.907361597896,2784.8522826393414,0.0006073024529870254,0.9027415069819521,0.0006727312838614905,9.732342341426066e-05,19.649389215953722,31.349128237611012,48.636125713306946,25.0,0,0.9999914902928853,0.9997882017072248,1.0,6.931975590605659,555.1987436610393
June167,200,200,58.0,1909.599245728466,37.0,76712.80659542861,76621.41795870947,15992.275136793669,1329.4324839195172,91.1102233808518,0.017350664074579452,0.20871807861101904,0.08312966557590494,0.001187679442643168,52.911657078267346,67.4314166283738,146.93251332524662,58.0,0,0.9997849147819455,0.9940931185250249,1.0,38.53208772996537,399.52407105107767
June167,200,300,1.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,inf,nan,nan,nan,nan,nan,0,nan,nan,,nan,nan
Dec336,400,200,58.0,1779.477849790613,36.0,85182.6966681338,84268.34923089815,16099.93079164546,2768.6747111097884,913.4148710478244,0.03285545209297414,0.19105549044910208,0.17196811259254002,0.010723009563860474,53.451262366131374,71.39142578384701,161.38534772392697,58.0,0,0.9994249631308172,0.9876201258948604,1.0,37.42349207961819,626.6878602286234
Dec336,400,225,69.0,214.54703711989268,49.0,19568.344100902046,19114.706067542225,73.01272519704612,1377.9557860180807,453.14985953505084,0.07208877715142699,0.003819714775579289,18.872816790487757,0.02315729206306025,73.17618408436415,145.20726490784347,183.01387387501416,69.0,0,0.9987192013366283,0.9726043596885692,1.0,51.70042163509738,574.1251237617877
Dec336,400,250,156.0,71.30387800996023,66.0,5435.2322798222085,5249.247309479484,0.0,587.066450586959,185.7617463147405,0.1118382152669375,0.0,inf,0.03417733350686108,134.15599922489815,161.36374298646263,192.75039930721795,156.0,0,0.9979830499475079,0.9570792556541033,1.0,70.93436757489944,516.6053709106291
Dec336,400,275,165.0,17.807839944698674,91.0,1293.2730434428834,1242.2131129033903,0.0,184.70515849012295,50.980460389232874,0.14869039504696316,0.0,inf,0.03941971932973672,143.34408046768968,168.88829878791134,198.54648006984553,165.0,0,0.9972852430053585,0.9420823269129931,1.0,98.33337753414442,450.9205540400277
Dec336,400,300,185.0,1.391562596877084,127.0,85.9664521523226,81.5665888154078,0.0,23.854650707732663,4.3849633501168634,0.2924561521350095,0.0,inf,0.05100784364518401,165.10324486424412,186.66164195842273,211.2870345183752,185.0,0,0.9946872552712509,0.8814559813482966,1.0,143.66636375633234,367.30176090648325
Dec336,400,325,228.0,4.666237328980282e-05,215.0,0.0008061198365879757,0.0007366890788042045,0.0,0.0007366890788042046,6.105301698191369e-05,1.0000000000000002,0.0,inf,0.07573689941725022,223.8384619299369,231.0050835356599,241.71815983845056,228.0,0,0.8714173308129106,0.004919447787268016,1.0,nan,nan
