halo,m_chi_GeV,delta_keV,peak_keV,peak_rate,onset_keV,R_total_1_420,R_roi_5.4_270,R_5.4_55,R_200_270,R_above_270,f_200_270_of_roi,f_5.4_55_of_roi,ratio_200_270_over_5.4_55,f_above_270_of_total,q16_keV,q50_keV,q84_keV,peak_in_roi_keV,contains_248_68,cdf_at_248,cdf_at_216,cdf_at_280,Emin_kin_keV,Emax_kin_keV
Dec336,400,350,1.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,inf,nan,nan,nan,nan,nan,0,nan,nan,,nan,nan
Dec336,400,375,1.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,inf,nan,nan,nan,nan,nan,0,nan,nan,,nan,nan
Dec336,400,400,1.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,inf,nan,nan,nan,nan,nan,0,nan,nan,,nan,nan
Dec336,1000,200,56.0,1459.5906906048103,33.0,73923.43996458652,72492.23870564342,16569.782504471634,2753.6263220976202,1430.1194172147752,0.037985119114320495,0.22857319349390845,0.16618361293242734,0.01934595329843799,51.47769260350916,70.34620516230751,163.70432020495267,56.0,0,0.9992505069195179,0.9851498344145422,1.0,34.40058765944733,923.015580496199
Dec336,1000,225,66.0,253.81223502415835,44.0,21545.82550406173,20662.83264492198,538.7594002995288,1576.6280927931527,882.3333212986793,0.07630261154830671,0.026073840385671048,2.9264047957522603,0.04095147438803612,67.52693866442321,142.24012439897086,183.4571475485672,66.0,0,0.9984473411471122,0.9697862199100006,1.0,46.37847886369947,866.4897667899553
Dec336,1000,250,157.0,86.99290915266563,58.0,7482.535538423728,6970.1983146582015,0.0,834.696136836112,511.95930889030353,0.11975213604478958,0.0,inf,0.06842056496241553,129.40635524275658,160.75218527713733,193.87101925490848,157.0,0,0.9974648905980683,0.9518623859351382,1.0,61.49125903838346,806.8290641132797
Dec336,1000,275,163.0,34.39446243774475,76.0,2822.2248298823188,2550.0608312130894,0.0,393.1193908691797,271.9652781883373,0.1541607894436655,0.0,inf,0.09636556071249566,140.92794522512517,167.99796793090832,199.22414664308445,163.0,0,0.9965586999511269,0.936659328984538,1.0,80.7992167526686,742.9731838970032
Dec336,1000,300,172.0,10.294966413950176,98.0,857.7312535931273,732.0905569498382,0.0,151.75430848007838,125.54927525459071,0.20728898500254303,0.0,inf,0.14637367442150612,149.5813634725609,175.7603785436779,205.3855635425162,172.0,0,0.9949734403854009,0.9118736842029146,1.0,106.14253969952058,673.0819384481596
Dec336,1000,325,189.0,1.6847185681085026,129.0,147.92943883734256,103.36844055664623,0.0,37.82635193633539,44.52807131522133,0.36593714418673495,0.0,inf,0.3010088570955958,168.66433757822026,191.32975380935164,216.8393068308481,189.0,0,0.9894039705706112,0.8319496573706043,1.0,141.30387726439497,593.3726783812937
Dec336,1000,350,338.0,0.08628918660777794,172.0,10.017225787050084,2.009025616420043,0.0,1.7017621698434369,8.001755440167896,0.8470584724926853,0.0,inf,0.7987995489242424,200.48066051570427,217.89992439045747,236.2960753977681,217.0,0,0.9461430679603757,0.45858971732369436,1.0,197.32119487656294,492.8074382671341
Dec336,1000,375,336.0,0.000921826650665266,256.0,0.0686072118838183,7.51532587697988e-05,0.0,7.51532587697988e-05,0.06850778384728876,1.0,0.0,inf,0.9985507640698486,264.77322599394654,267.6587035638191,269.36878265644805,270.0,0,0.0,0.0,1.0,nan,nan
Dec336,1000,400,1.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,inf,nan,nan,nan,nan,nan,0,nan,nan,,nan,nan
Dec336,4000,200,56.0,497.64086016834057,32.0,26029.851710514507,25408.1098843967,6162.490787257686,1022.4289364554099,621.3164806450183,0.04024025955127385,0.24254030761422812,0.16591163731546799,0.023869382259832216,50.683281759114436,69.98618525221447,164.74632019034175,56.0,0,0.999170683760215,0.9840517936380004,1.0,33.1223760555522,1137.001436960737
Dec336,4000,225,64.0,98.70185488427116,42.0,8303.265341730417,7896.387871008057,323.15703886768335,615.1345458805295,406.60525423031424,0.07790075106860234,0.04092466633435889,1.9035158511041943,0.048969319598496285,65.52764575894128,140.97444660137208,183.6390291356427,64.0,0,0.9983416351375859,0.9687252761386991,1.0,44.240877371645276,1077.3673523422678
Dec336,4000,250,158.0,34.368102676068766,55.0,3115.5687896552026,2860.7137678307963,0.0032419773508119633,347.2571750976428,254.68896566867042,0.12138829791453017,1.1332756835963597e-06,107112.7702390244,0.08174718096879402,126.00245909505638,160.16604562929493,194.065145230109,158.0,0,0.9973073895955158,0.9505088142134891,1.0,57.9672687472768,1015.1253776642601
Dec336,4000,275,165.0,15.264722815795327,71.0,1303.4440710018916,1152.5518644631484,0.0,180.13233381429797,150.79693904214054,0.15629000253121147,0.0,inf,0.11569114655317013,140.11950789455778,167.80785428597545,199.50684190359158,165.0,0,0.9963428884584896,0.9349340132377199,1.0,74.98058009307096,949.5964830160899
Dec336,4000,300,170.0,5.659190372840906,90.0,498.2915502549879,415.7070418859403,0.0,82.18671596155687,82.5343842892605,0.19770344901712505,0.0,inf,0.16563472578859836,146.97500768689633,173.98941130899777,204.47958945084827,170.0,0,0.9950117177717159,0.9151924076184079,1.0,96.31837418520395,879.7431056215809
Dec336,4000,325,180.0,1.5190537835213294,114.0,142.87909608601666,102.8015607797982,0.0,29.870224612286766,40.05440040671502,0.29056197576872433,0.0,inf,0.2803377226196987,159.6480928719654,184.62464371782468,212.49010926674777,180.0,0,0.9916668240176959,0.868791189668204,1.0,123.71573174060354,803.8301647638049
Dec336,4000,350,201.0,0.20785399176637703,146.0,27.17771201451753,11.467263082736991,0.0,6.354463283580952,15.702088385503007,0.5541394871411877,0.0,inf,0.5777560810533063,182.49176617849534,203.00179758145745,225.69391698348906,201.0,0,0.9785705867360648,0.7161410239273046,1.0,160.5183043845519,718.5120088174804
Dec336,4000,375,350.0,0.03800950546200137,189.0,3.940880857794497,0.1560904505847028,0.0,0.15265297349365875,3.783111919450665,0.9779776592471382,0.0,inf,0.9599660725515748,212.98780850891671,228.67936921384094,245.93879280831865,229.0,0,0.8639918150395048,0.21165338735399197,1.0,215.15844793183555,615.3562819678207
Dec336,4000,400,360.0,0.0017485468604880195,259.0,0.15281240323701734,2.7823279122941944e-05,0.0,2.7823279122941944e-05,0.15277405181147433,1.0,0.0,inf,0.9997490293671808,265.5320897526027,268.09206304488697,269.4796722118794,270.0,0,0.0,0.0,1.0,343.6718896784645,438.32725691881546
annual_avg,1000,0,1.0,11423780.376410332,1.0,194407935.58750856,144328472.32778627,139785084.45871487,48742.73446412091,21553.78277464696,0.0003377208507647795,0.9685205019093333,0.00034869767867484416,0.00011086884241381694,8.870171805174033,17.135541709531864,33.90811993370478,6.0,0,0.9999937495136578,0.9998715038041539,1.0,0.0,1364.8446468072932
annual_avg,1000,25,6.0,5173779.297927515,1.0,125525912.8577519,105406152.37028275,101760009.49819726,38995.54130951985,17048.982213953976,0.00036995507788323273,0.9654086332714535,0.0003832108654648925,0.00013582042006955307,9.3297461384388,18.099765208403568,35.08955306762019,6.0,0,0.9999931868661565,0.9998594475041302,1.0,0.375878107569953,1319.9208461977319
annual_avg,1000,50,13.0,2054480.914351679,2.0,59725963.09046994,57344664.759875655,54636009.52793901,30287.57218846159,13210.638818775973,0.00052816722035585,0.9527653489077172,0.0005543518359072975,0.0002211875394753392,11.251418392526595,21.404037363510355,38.930328335773865,13.0,0,0.9999902896943386,0.9997994109051599,1.0,1.5574720632012282,1274.191329740109
annual_avg,1000,75,19.0,765822.2565159748,4.0,24960061.572797634,24879597.945424147,23028568.123179007,22805.84429319073,10017.155791327721,0.0009166484258796143,0.9256004929699605,0.0009903283682773094,0.0004013273670063689,15.16491340450026,26.637267603620693,44.646841240197446,19.0,0,0.9999831098762115,0.9996514648474957,1.0,3.63742022073719,1227.5634590805817
annual_avg,1000,100,26.0,270397.7205883426,7.0,9502939.117930679,9495510.84092278,8338674.8563506575,16617.25658309765,7422.586359425925,0.0017500118594443912,0.8781702212811437,0.001992793443725906,0.0007810832277585124,20.301662141546725,32.68229565459934,51.133561333565424,26.0,0,0.9999675541000236,0.9993327081527916,1.0,6.72760321051643,1179.9253535888106
annual_avg,1000,125,33.0,89753.6123289465,11.0,3334833.0275495066,3329461.403504387,2670457.1386014856,11696.433709010644,5367.522663089457,0.003513010752039262,0.8020688078230089,0.004379936880445888,0.0016095326568819567,26.00127199732043,39.087566146382166,58.30005195286662,33.0,0,0.9999342265933162,0.9986551763694326,1.0,10.965252879466638,1131.1397814178688
annual_avg,1000,150,40.0,27750.419926104943,16.0,1081706.5529000429,1077925.1240419855,736859.0698391306,7931.484155834409,3778.562665869391,0.007358103062013308,0.683590217357648,0.010763909247349011,0.003493149464371005,32.41476263071293,46.15464953517866,67.46004708168606,40.0,0,0.9998602204820884,0.9971672507220908,1.0,16.521806931589563,1081.0353048637542
annual_avg,1000,175,47.0,7781.668694069699,23.0,325916.2610486302,323332.95415723464,163341.62623450594,5161.32787007072,2581.3684019520106,0.015962888421081883,0.5051808797536734,0.03159836221209599,0.007920342463571779,40.043748267181435,54.76028643878077,113.98880483852017,47.0,0,0.9996908593807741,0.9938082926079308,1.0,23.6161874991972,1029.393001794155
annual_avg,1000,200,56.0,1896.158041191219,32.0,93546.03886595,91841.1285688221,24277.03655343081,3207.1869363674446,1703.6464435645967,0.03492103141964448,0.2643373065177282,0.13210784311787047,0.01821185016723044,49.80482954200179,67.77750965740265,160.67455642196853,56.0,0,0.9993070120730179,0.9863269054973831,1.0,32.53554833890998,975.9257184524508
annual_avg,1000,225,64.0,364.0012406246002,42.0,27881.17613211984,26802.09372369622,1273.477169768585,1884.7788247261283,1078.2937502751497,0.07032207424376555,0.047514092850241794,1.4800256097787983,0.038674614914574114,64.16971673345537,136.99982753732675,181.32904587040568,64.0,0,0.9985619176593415,0.9721238102347569,1.0,43.66937311572667,920.2439711736425
annual_avg,1000,250,157.0,108.90694853984145,55.0,9726.380934144972,9078.486226345125,0.011242357288392724,1033.5702982492296,647.4288463858097,0.11384830823996644,1.238351527787551e-06,91935.37189183169,0.0665642082876866,123.85209316012889,158.81398994529056,192.74030265343444,157.0,0,0.9975811709693081,0.9542163575950481,1.0,57.56921980754715,861.7962019798304
annual_avg,1000,275,161.0,46.1393007347544,71.0,3815.4666196140274,3453.7091493995845,0.0,513.5209079675288,361.5016477454441,0.14868678448409667,0.0,inf,0.09474637935163316,139.53027145355227,166.92944757955632,198.46399955254552,161.0,0,0.9966794957815155,0.9389826816851342,1.0,75.0625575323441,799.754941753042
annual_avg,1000,300,168.0,15.726116701547815,92.0,1320.8730207315311,1139.6975785925665,0.0,218.17398714184588,181.04926780390554,0.19143147378734712,0.0,inf,0.137067882349233,146.84233044565076,173.50526341801097,203.75133404547023,168.0,0,0.995400867374809,0.9190903612779141,1.0,97.496210507563,732.7733662758314
annual_avg,1000,325,183.0,3.4744030509165182,118.0,303.45324135232056,228.08349565503826,0.0,68.33920524411197,75.31780264271566,0.2996236314593786,0.0,inf,0.24820233360193006,161.59107168187245,185.74544247853606,212.92616623693644,183.0,0,0.9917587756517224,0.8658847772014718,1.0,127.35419938229595,658.3674548991071
annual_avg,1000,350,207.0,0.2647115570389125,155.0,34.70843145259787,13.58122980771769,0.0,8.883237595270767,21.11259911482662,0.6540819735060197,0.0,inf,0.6082844493753801,188.82096911968992,207.98394704449794,228.93158420977676,207.0,0,0.9728595640152634,0.6494931317005558,1.0,170.35382014793558,570.8199116314759
annual_avg,1000,375,340.0,0.0175990125939178,212.0,1.5759102425259046,0.01447198656915489,0.0,0.014471986569154889,1.560303704858329,0.9999999999999999,0.0,inf,0.9900968105629157,226.01053928935133,240.17273755681867,267.36200624452897,270.0,1,0.5891599596655592,0.007527167874535872,1.0,249.8610086162811,446.7648006611386
annual_avg,1000,400,1.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,inf,nan,nan,nan,nan,nan,0,nan,nan,,nan,nan
