m_chi_GeV,dmax_E216_June_vesc544,dmax_E248_June_vesc544,dmax_E280_June_vesc544,dabs_June_vesc544,dmax_E216_avg_vesc544,dmax_E248_avg_vesc544,dmax_E280_avg_vesc544,dabs_avg_vesc544,dmax_E216_Dec_vesc544,dmax_E248_Dec_vesc544,dmax_E280_Dec_vesc544,dabs_Dec_vesc544,dmax_E216_June_vesc500,dmax_E248_June_vesc500,dmax_E280_June_vesc500,dabs_June_vesc500,dmax_E216_June_vesc600,dmax_E248_June_vesc600,dmax_E280_June_vesc600,dabs_June_vesc600
164.14289852189026,243.53279208856833,232.055442005026,217.79575114713722,255.35303615892286,232.36001098470416,220.08361989450512,205.07498027045506,246.2412395503185,220.85543344493732,207.7562723449191,191.9764425334379,237.0318336370305,209.78532912040984,195.89447012341898,179.37257431260778,228.3359192329901,286.4841085934973,278.0784971270712,266.6979762092656,291.92271427774824
167.39336451293516,246.66012133187516,235.64607928437837,221.84969646253504,257.4886880806045,235.48734022801102,223.6742571738575,209.12892558585287,248.30068471828443,223.98276268824418,211.34690962427146,196.03038784883572,239.01425569326014,212.91265836371667,199.48510740277135,183.4265196280056,230.2456127774028,289.61143783680416,281.6691344064236,270.75192152466343,294.3642176767593
170.7081983764504,249.7267236916659,239.16699310487886,225.82492174374525,259.6178458644691,238.55394258780177,227.19517099435797,213.10415086706308,250.3538674796232,227.04936504803493,214.86782344477194,200.00561313004593,240.99064955645227,215.97926072350745,203.00602122327183,187.4017449092158,232.1494992832528,292.6780401965949,285.1900482269241,274.72714680587364,296.79829689798504
174.0886747675213,252.7337783704144,242.61953736566414,229.72295558656737,261.7401316643497,241.56099726655026,230.64771525514325,217.00218470988517,252.40042347090343,230.05641972678342,218.32036770555723,203.90364697286805,242.96066449034348,218.9863154022559,206.45856548405712,191.29977875203792,234.0472408816306,295.6850948753434,288.64259248770935,278.6251806486958,299.2245199830659
177.53609358279488,255.68244167268927,246.00503967568346,233.54529690433108,263.8551727024267,244.50966056882513,234.03321756516257,220.82452602764891,254.4399932161864,233.00508302905828,221.70587001557655,207.72598829063176,244.9239544633711,221.9349787045308,209.84406779407644,195.12212006980164,235.93850423572778,298.63375817761823,292.02809479772867,282.4475219664595,301.64246076783894
181.0517804603291,258.57384744978697,249.324801864203,237.2934155042725,265.9626015171799,247.4010663459228,237.35297975368212,224.57264462759034,256.4722223661304,235.89648880615596,225.0256322040961,211.47410689057318,246.88017837883518,224.82638448162845,213.16382998259598,198.87023866974306,237.8229607625547,301.52516395471594,295.34785698624825,286.1956405664009,304.05169916579945
184.6370872893415,261.4091075357331,252.5801004814004,240.96875265272124,268.062056203196,250.23632643186892,240.60827837087953,228.24798177603904,258.4967619292417,238.73174889210208,228.2809308212935,215.1494440390219,248.82900029750053,227.6616445675746,216.4191285997934,202.5455758181918,239.7002868473761,304.36042404066205,298.60315560344566,289.87097771484963,306.4518214422525
188.2933927300523,264.18931217481645,255.77218728923683,244.5727216293107,270.1531806425277,253.0165310709523,243.80036517871596,231.8519507526285,260.5132684949773,241.51195353118547,231.4730176291299,218.7534130156114,250.77008965235552,230.44184920665796,219.6112154076298,206.14954479478126,241.57016405059133,307.1406286797454,301.79524241128206,293.47494669143913,308.84242047880485
192.0221027438204,266.91553044082104,258.90228974279773,248.10670827042782,272.2356247273198,255.7427493369569,246.93046763227684,235.38593739374565,262.5214044484277,244.23817179719006,234.60312008269082,222.2873996567285,252.70312145526566,233.16806747266256,222.7413178611907,209.68353143589837,243.4322793068062,309.86684694575,304.92534486484294,297.00893333255624,311.22309602787413
195.82465113378,269.5888106481183,261.9716114622871,251.5720715021094,274.30904457344485,258.4160295442541,249.99978935176622,238.85130062542723,264.52083817632865,246.91145200448727,237.6724418021802,225.75276288841007,254.62777649528078,235.84134767995977,225.8106395806801,213.14889466757995,245.286325115865,312.54012715304725,307.9946665843323,300.4742965642378,313.5934549569197
199.70250009618107,272.2101807547754,264.98133269585645,254.97014386259087,276.37310272490794,261.03739965091125,253.00951058533556,242.2493729859087,266.51124426417283,249.5328221111444,240.68216303574954,229.15083524889155,256.5437415283743,238.46271778661693,228.82036081424943,216.54696702806143,247.131999725629,315.1614972597044,311.00438781790166,303.8723689247193,315.95311148212033
203.65714078264799,274.78064875783707,267.9326107734458,258.3022320147079,278.427468348807,263.60786765397296,255.9607886629249,245.5814611380257,268.49230368421286,252.1032901142061,243.63344111333888,232.48292340100855,258.4507094584153,241.0331857896786,231.77163889183876,219.87905518017843,248.96900730630918,317.73196526276604,313.955665895491,307.20445707683626,318.3016873912561
207.69009387357417,277.30120308093103,270.82658055181287,261.56961724834815,280.4718174206564,266.12842197706686,258.85475844129195,248.84884637166599,270.4637039741724,254.62384443730002,246.52741089170593,235.75030863464883,260.3483795091957,243.55374011277254,234.6656086702058,223.1464404138187,250.7970581161822,320.25251958586,316.8496356738581,310.4718423104766,320.6388122555716
211.80291016286947,279.77281295434705,273.6643548509201,264.77355597314676,282.5058328999047,268.6000318504829,261.69253274039926,252.05278509646456,272.42513940650036,257.09545431071604,249.36518519081324,238.95424735944744,262.23645738735445,246.02534998618856,237.50338296931312,226.3503791386173,252.6158686585375,322.724129459276,319.6874099729654,313.6757810352752,322.96412363043055
215.99717115428828,282.19642878773647,276.44702488184873,267.9152802016145,284.52920489550127,271.0236476838723,264.4752027713279,255.1945093249323,274.3763111480301,259.51907014410546,252.14785522174182,242.09597158791516,264.1146554360653,248.44896581957798,240.2860530002417,229.49210336708506,254.425161829727,325.14774529266543,322.47008000389394,316.8175052637429,325.27726724459353
220.2744896695653,284.5729825355722,279.17566066640086,270.995998022883,286.5416308213881,273.40020143170807,267.20383855588,258.2752271462008,276.31692740992236,261.8956238919412,254.87649100629397,245.17668940918367,265.98269277937214,250.82551956741372,243.01468878479386,232.57282118835354,256.22466705820483,327.52429904050115,325.1987157884461,319.8982230850114,327.57789717797795
224.63651046859613,286.9033880555155,281.85131144855796,274.016894067254,288.5428155418211,275.73060695165134,269.8794893380371,261.2961231905718,278.24670358780133,264.2260294118845,257.5521417884511,248.19758545355464,267.84029545708387,253.155925087357,245.69033956695097,235.59371723272452,258.01412043447357,329.8547045604445,327.87436657060323,322.91911912938235,329.865676027791
229.0849108818972,289.18854145982124,284.475006097946,276.9791299617243,290.53247150643966,278.01576035595707,272.50318398742513,264.2583590850422,280.16536239200474,266.5111828161902,260.1758364378391,251.15982134802502,269.68719655015286,255.44107849166275,248.314034216339,238.5559531271949,259.79326483186327,332.1398579647502,330.49806121999126,325.88135502385273,332.14027506294366
233.62140145558993,291.42932145992035,287.0477535054673,279.88384477666773,292.5103188750357,280.25654035605623,275.0759313949464,267.16307389998553,282.0726339678998,268.7519628162894,262.7485838453604,254.06453616296838,271.5231362964918,257.6818584917619,250.8867816238603,241.46066794213826,261.56185001809877,334.38063796484937,333.0708086275125,328.7860698387961,334.4013743666868
238.2477266091595,293.626589704312,289.5705429712503,282.732155463842,294.47608563198827,282.4538086004478,277.5987208607294,270.0113845871598,283.96825600623555,270.949231060681,265.27137331114335,256.91284685014267,273.3478621971981,259.8791267361535,253.40957108964326,244.30897862931255,263.3196327576275,336.57790620924095,335.5935980932955,331.6343805259704,336.64866296743565
242.96566530623667,295.78119110989326,292.0443445850658,285.52515728589185,296.42950769035644,284.60841000602915,280.07252247454494,272.80438640920966,285.85197384352085,273.1038324662623,267.7451749249589,259.70584867219253,275.16112911317816,262.0337281417348,255.8833727034588,247.1019804513624,265.06637690469887,338.7325076148223,338.06739970711106,334.4273823480203,338.88183895776916
247.77703173866385,297.89395418685586,294.4701095993562,288.26392423750997,298.37032898564246,286.7211730829917,282.49828748883533,275.5431533608278,287.7235405524416,275.21659554322486,270.1709399392493,262.44461562381065,276.962699352183,264.1464912186974,258.3091377177492,249.84074740298053,266.8018534872067,340.84527069178483,340.49316472140146,337.1661492996384,341.10060960162133
252.68367602410768,299.96569135727316,296.84877079502047,290.9495094584213,300.29830155925873,288.792910253409,284.8769486844996,278.2287385817391,289.5827170223498,277.28833271364215,272.5496011349136,265.13020084472197,278.7523427462868,266.2182283891147,260.6877989134135,252.52633262389185,268.5258407813256,342.9170078622021,342.87182591706573,339.8517345205497,343.3046914297021
257.687484917485,301.9971992675019,299.1812428400979,293.58294563834744,302.2131856317549,290.82441816363774,287.20942072957706,280.86217476166524,291.42927202987744,279.3198406238709,274.88207317999104,267.7636370246481,280.5298367198601,268.2497362993434,263.0202709584909,255.159768803818,270.23812437699013,344.9485157724309,345.2042979621432,342.48517070047586,345.4938103232109
262.7903825364796,303.9892590945169,301.4684226414856,296.16524541410763,304.1147496658775,292.81647799065274,289.49660053096466,283.44447453742544,293.26298229974566,281.3119004508859,277.16925298137863,270.3459368004083,282.2949663481046,270.2417961263584,265.3074507598785,257.7420685795782,271.93849723428224,346.9405755994459,347.4914777635308,345.06747047623605,347.6677015859273
267.9943311014222,305.94263684629743,303.71118968982614,298.69740175900836,306.0027704195565,294.7698557424333,291.7393675793053,285.97663088232616,295.0836325558612,283.2652782026665,279.41202002971926,272.87809314530904,284.04752440623855,272.195173878139,267.55021780821914,260.2742249244789,273.6267597308125,348.89395335122646,349.7342448118714,347.5996268211367,349.82611000478647
273.3013316898261,307.8580836563808,305.9104063976996,301.1803883646719,307.8770329889318,296.68530255251665,293.93858428717874,288.45961748798976,296.8910155628073,285.1807250127498,281.6112367375927,275.3610797509726,285.7873114094359,274.1106206882223,269.7494345160926,262.7572115301425,275.3027197001936,350.8094001613098,351.93346151974487,350.0826134268003,351.9687898990671
278.7134250058619,309.73633607269625,308.066918431247,303.6151600154513,309.7373308415498,298.56355496883214,296.09509632072616,290.8943891387691,298.68493215785566,287.0589774290653,283.76774877114013,277.795851401752,287.514135643641,275.9888731045378,271.90594654964,265.19198318092185,276.96619246172503,352.6876525776253,354.0899735532923,352.51738507757966,354.0955051583419
284.2326921650706,311.5781163407901,310.18155503535473,306.00265295557284,311.5834658398759,300.40533523692596,298.2097329248339,293.28188207889065,300.4651912736396,288.9007576971591,285.88238537524785,280.1833443418735,289.22781318739413,277.8306533726316,274.02058315374774,267.5794761210434,278.6170008414171,354.5294328457191,356.20461015739994,354.90487801770126,356.20602926935766
289.86125549461684,313.38413268155136,312.25512935252505,308.34378524915223,313.4152482552881,302.2113515776872,300.2833072420042,295.6230143724701,302.23160995164915,290.70677403792035,287.95595969241816,282.5244766354529,290.9281679248212,279.63666971339285,276.09415747091805,269.9206084146228,280.2549751845052,356.33544918648033,358.2781844745703,357.24601031128066,358.30014533203325
295.60127934938737,315.15507956354384,314.28843873555354,310.6394571332167,315.2324967727294,303.9822984596797,302.3166166250327,297.9186862565345,303.9840133467168,292.4777209199129,289.98926907544666,284.8201485195174,292.6150315499524,281.4076165953854,278.12746685394654,272.21628029868725,281.8799533596091,358.10639606847286,360.3114938575988,359.54168219534506,360.3776460647777
301.4549709442535,316.89163797005165,316.2822650541366,312.8905513638749,317.03503848621386,305.7188568661875,304.3104429436157,300.1697804871928,305.72223472268405,294.21427932642064,291.9830953940297,287.0712427501756,294.2882435625503,283.1441750018932,280.1212931725296,274.4673745293455,283.4917807547145,359.8429544749806,362.30532017618185,361.79277642600334,362.43833379935296
307.4245812028118,318.59447566093723,318.2373749955237,315.0979335557636,318.8227088853911,307.42169455707307,306.2655528850028,302.37716267908144,307.44611543944535,295.9171170173062,293.9382053354168,289.27862494206425,295.9476512556388,284.8470126927788,282.0764031139167,276.67475672123413,285.09031026515936,361.5457921658662,364.26043011756894,364.000158617892,364.48202046551427
313.51240562293253,320.26424742941526,320.15452035933185,317.26245251490184,320.5953518333899,309.09146632555115,308.182698248811,304.54168163821964,309.1555049315824,297.5868887857843,295.85535069922497,291.44314390120246,297.59310969493623,286.5167844612568,283.99354847772486,278.8392756803724,286.67540227382176,363.2155639343443,366.1775754813771,366.1646775770302,366.50852756568077
319.72078515945026,321.9015953538417,322.03443834663625,319.38494056508426,322.3528195361741,310.7288142499775,310.06261623611533,306.66416968840207,310.8502606788134,299.2242367102107,297.7352686865293,293.5656319513849,299.22448169040973,288.15413238568317,285.8734664650292,280.9617637305548,288.24692462371763,364.85291185877065,368.05749346868146,368.28716562721263,368.5176861399025
326.0521071243318,323.5071490446117,323.87785184344625,321.46621386793424,324.09497250364944,312.3343679407476,311.90602973292533,308.74544299125205,312.5302481684879,300.82979040098076,299.5786821833393,295.6469052542349,300.8416377601729,289.75968607645325,287.7168799618392,283.0430370334048,289.80475258322303,366.45846554954073,369.90090696549146,370.36843893006267,370.50933672139746
332.5088061046708,325.0815258862645,325.68546969867725,323.50707273674345,325.8216795027763,313.90874478240033,313.71364758815633,310.78630186006126,314.1953408503725,302.40416724263355,301.3863000385703,297.68776412304413,302.4444560869627,291.33406291810604,289.5244978170702,285.083895902214,291.3487688041474,368.03284239119347,371.70852482072246,372.4092977988719,372.48332928294974
339.09336489886124,326.62533127488655,327.4579869967248,325.50830194421644,327.5328175029489,315.45255017102244,315.48616488620394,312.78753106753425,315.8454200839787,303.9479726312556,303.1588173366179,299.6889933305171,304.03282246743714,292.8778683067281,291.2970151151178,287.085125109687,292.87886327289203,369.5766477798156,373.48104211877006,374.41052700634486,374.4395231744658
345.80831547130856,328.1391588509046,329.1960853247455,327.47067102423983,329.2282716139082,316.9663777470405,317.2242632142246,314.74990014755764,317.4803750786922,305.46180020727365,304.8969156646386,301.6513624105405,305.6066302545433,294.39169588274615,293.03511344313847,289.0474941897104,294.3949332549317,371.09047535583363,375.21914044679073,376.3728960863682,376.3777870519964
352.65623992604924,329.6235907273592,330.9004330347489,329.39493456779206,330.9079350164683,318.45080962349505,318.92861092422805,316.6741636911099,319.1001028269705,306.9462320837282,306.60126337464203,303.57562595409274,307.16578029321397,295.8761277592007,294.7394611531419,290.9717577332626,295.89688323287083,372.5749072322882,376.9234881567942,378.2971596299205,378.29799879854164
359.63977149964654,331.0791977137443,332.57168550059845,331.2818325131061,332.57170888633453,319.9064166098801,320.59986339007753,318.5610616364239,320.70450803087937,308.4018390701133,308.2725158404915,305.4625238994068,308.7101808496512,297.3317347455858,296.4107136189914,292.85865567857667,297.3846248383213,374.03051421867326,378.59474062264366,380.1840575752345,380.20004543695904
366.7615955737527,332.5065395355014,334.2104853700233,333.1320904301987,334.21950231130427,321.3337584316373,322.23866325950246,320.41131955351653,322.2935030222484,309.82918089187046,309.91131570991644,307.31278181649935,310.2397475344684,298.75907656734296,298.0495134884163,294.70891359566923,298.85807677786426,375.45785604043044,380.2335404920686,382.0343154923271,382.08382303530647
374.0244507077191,333.90616504925134,335.81746281173616,334.9464197998745,335.85123220214047,322.73338394538723,323.8456407012153,322.2256489231923,323.86700767672505,311.2288064056204,311.5182931516293,309.12711118617517,311.7544032199584,300.1587020810929,299.65649093012917,296.52324296534505,300.31716475335304,376.85748155418037,381.8405179337814,383.84864486200286,383.94923660495203
381.43112969165674,335.2786124538457,337.393235757752,336.7255182873117,337.4668231974142,324.1058313499816,325.42141364723113,324.0047474106295,325.42494932201237,312.60125381021476,313.09406609764505,310.90620967361235,313.2540779517634,301.53114948568725,301.23226387614494,298.30234145278223,301.7618213768239,378.2299289587747,383.4162908797972,385.6277433494401,385.7961999917883
388.9844806203494,336.62440949732155,338.938410141002,338.47007001033586,339.0662075626145,325.45162839345744,326.9665880304811,325.74929913365366,326.96726264057895,313.9470508536906,314.63924048089507,312.65076139663654,314.7387088552232,302.8769465291631,302.77743825939496,300.0468931758064,303.1919860802801,379.5757260022506,384.9614652630472,387.3722950724643,387.62463576089374
396.68740798843226,337.944073679836,340.45358012833333,340.1807458024842,340.6493250838247,326.7712925759718,328.48175801781247,327.45997492580204,328.49388956712943,315.26671503620497,316.15441046822644,314.36143718878486,316.20824003668065,304.19661071167747,304.29260824672633,301.7575689679548,304.6076050206181,380.89539018476495,386.4766352503786,389.0829708646126,389.43447507498246
404.5428738072612,339.2381124526613,341.9393283489847,341.85820347096154,342.21612295626795,328.0653313487972,329.96750623846384,329.13743259427935,330.0047791811269,316.56075380903036,317.6401586888778,316.0388948572622,317.66262248002346,305.49064948450285,305.7783564673777,303.4350266364321,306.0086309799647,382.18942895759034,387.9623834710299,390.76042853308996,391.2256575669877
412.55389874389414,340.50702341331584,343.396226118625,343.5030880495877,343.76655566802157,329.33424230945167,331.42440400810415,330.7823171729055,331.4998875946565,317.8296647696848,319.0970564585181,317.68377943588837,319.10181393874205,306.7595604451573,307.235254237018,305.07991121505825,307.3950232616951,383.4583399182448,389.4192812406703,392.4053131117161,392.99813120712264
420.7235632826324,341.75129449690405,344.8248336590412,345.1160320468317,345.30058487920087,330.57851339303994,332.8530115485203,332.3952611701496,332.97917783592123,319.0739358532731,320.5256639989343,319.2967234331324,320.5257788237819,308.0038315287456,308.6638617774342,306.6928552123023,308.7667475823995,384.7026110018331,390.84788878108645,394.01825710896014,394.75185216476234
429.05500890956,342.97140416374435,346.2257003135615,346.6976556890321,346.8181792969157,331.79862305988024,334.25387820304064,333.97688481234997,334.44261972865894,320.2940455201134,321.9265306534546,320.8783470753328,321.9344880874711,309.2239411955859,310.0647284319545,308.2744788545027,310.12377596006905,385.9227206686734,392.24875543560677,395.5998807511605,396.48678466549177
437.55143932054125,344.16782158335053,347.5993647582945,348.24856715889194,348.3193145462915,332.9950404794864,335.6275426477736,335.5277962822098,335.8901897677672,321.4904629397196,323.3001950981876,322.4292585451926,323.32791910379666,310.4203586151921,311.4383928766875,309.8253903243625,311.4660865987644,387.11913808827956,393.62241988033975,397.15079222102037,398.2029008436564
446.2161216531399,345.3410068148418,348.946355209266,349.76936282934366,349.80397303785566,334.16822571097765,336.97453309874516,337.04859195266147,337.3218709914208,322.6636481712108,324.64718554915913,323.95005421564434,324.7060555453043,311.5935438466833,312.785383327659,311.3461859948142,312.7936637700317,388.2923233197708,394.9694103313113,398.6715878914721,399.900180590756
455.05238774293446,346.49141098385064,350.26718962553537,351.26062749287354,351.2721438315792,335.3186298799865,338.29536751501445,338.53985661619134,338.73765284996523,323.81405234021963,325.9680199654284,325.4413188791742,326.0688872568962,312.7439480156921,314.1062177439283,312.8374506583441,314.10649769132976,389.4427274887796,396.2902447475806,400.1628525550019,401.5786114000155
464.0636354047084,347.61947645599275,351.5623759083652,352.7229345863911,352.7238224978602,336.4466953521286,339.5905537978443,340.00216370970895,340.13753107186085,324.94211781236174,327.26320624825826,326.90362597269177,327.4164101267875,313.87201348783424,315.40140402675814,314.29975775186165,315.404584401722,390.5707929609217,397.5854310304104,401.6251596485195,403.2381882074599
473.25332973901783,348.7256370069719,352.83241209652647,354.1568464117345,354.1590109757385,337.55285590310774,340.8605899860056,341.4360755350523,341.5215075269562,326.0482783633409,328.5332424364196,328.33753779803516,328.748625954895,314.9781740388134,316.67144021491947,315.73366957720503,316.6879256350918,391.6769535119009,398.85546721857173,403.0590714738629,404.87891322982307
482.62500446462457,349.8103179893788,354.07778655780845,355.56291435189155,355.57771742861433,338.63753688551463,342.1059644472876,342.84214347520935,342.8895900873561,327.1329593457478,329.77861689770157,329.74360573819223,330.06554231890703,316.0628550212203,317.91681467620145,317.1397375173621,317.95652869112746,392.76163449430777,400.1008416798537,404.46513941402,406.50079579960436
492.18226327732276,350.87393649625255,355.29897817681166,356.9416790830242,356.979956097752,339.7011553923884,343.3271560662908,344.2209082063421,344.2417924861518,328.19657785262154,330.9998085167048,331.1223704693249,331.36717243829827,317.12647352809404,319.13800629520466,318.5185022484948,319.2104063043246,393.8252530011815,401.3220332988569,405.84390414515264,408.10385219759104
501.928781235668,351.91690152146606,356.4964565390939,358.2936707823751,358.36574715383216,340.7441204176019,344.524634428573,345.5728999056929,345.5781341742708,329.23954287783505,332.197286878987,332.4743621686758,332.65353503653284,318.1694385533076,320.33548465748686,319.87049394784566,320.4495765112454,394.868218026395,402.5195116611391,407.1958958445035,409.688105483152
511.86830617415063,352.93961411699587,357.6706821117392,359.61940933213594,359.7351165468168,341.76683301313176,345.6988600012183,346.89863845545375,346.8986401756992,330.2622554733649,333.37151245163227,333.8001007184366,333.9246542017014,319.1921511488374,321.50971023013216,321.1962324976065,321.67406251626824,395.8909306219249,403.6937372337844,408.52163439426437,411.2535853226013
522.0046601443532,353.9424675471397,358.82210642042287,360.91940451935943,361.08809585438536,342.7696864432756,346.850284309902,348.19863364267724,348.2033409413257,331.26510890350875,334.522936760316,335.1000959056601,335.18055924583155,320.19500457898124,322.6611345388159,322.49622768483,322.8838925560591,396.8937840520687,404.84516154246813,409.82162958148785,412.80032781592814
532.3417408846442,354.9258474397382,359.95117222303594,362.19415623198705,362.4247221291871,343.75306633587405,347.979350112515,349.4733853553049,349.4922722016451,332.2484887961072,335.652002562929,336.37484761828773,336.42128456309973,321.1783844715797,323.7902003414289,323.7709793974576,324.07909976298606,397.8771639446672,405.97422734508115,411.0963812941155,414.32837532217457
542.8835233189814,355.8901319344607,361.0583136799396,363.44415465107187,363.7450377451565,344.7173508305966,349.08649156941874,350.72338377438973,350.7654748185569,333.2127732908298,336.75914401983266,337.62484603737255,337.64686948717343,322.14266896630227,324.89734179833255,325.0209778165424,325.2597220276941,398.8414484393897,407.0813688019848,412.3463797132003,415.8377762837405
553.6340610853877,356.8356918282117,362.1439565209129,364.6698804392675,365.04909024312286,345.66291072434757,350.17213441039206,351.94910956258536,352.022994636485,334.1583331845807,337.84478686080604,338.8505718255682,338.85735814789786,323.0882288600532,325.9829846393059,326.2467036047381,326.4258018610505,399.7870083331407,408.1670116429582,413.5721055013959,417.3285850498838
564.5974880947026,357.76289071771333,363.20851820885923,365.8718049256585,366.3369321759458,346.59010961384917,351.23669609833837,353.1510340489764,353.2648823330379,335.0855320740823,338.90934854875235,340.0524963119592,340.0527993275426,324.0154277495548,327.04754632725223,327.44862809112914,327.5773862556645,400.7142072226423,409.2315733309045,414.77402998778695,418.80086169967615
575.7780201201954,358.6720851393196,364.2524081003331,367.0503902870001,367.60862095339155,347.49930403545545,352.28058598981227,354.32961941031795,354.4911932694216,335.9947264956886,339.9532384402262,341.23108167330076,341.233246316808,324.92462217116116,328.0914362187261,328.62721345247064,328.71452654717694,401.6234016442486,410.27546322237833,415.9526153491285,420.25467186466466
587.1799564186596,359.5636247061157,365.2760276029508,368.2060897254394,368.8642186869667,348.39084360225155,353.30420549242996,355.48531884875723,355.70198734080947,336.8862660624847,340.97685794284394,342.3867811117401,342.3987567707922,325.8161617379572,329.1150557213438,329.78291289091,329.83727827551087,402.5149412110447,411.2990827249961,417.10831478756785,421.6900865514833
598.8076813836086,360.43785224235444,366.2797703297435,369.3393476427859,370.1037920349103,349.2650711384903,354.30794821922257,356.61857676610373,356.8973288268657,337.7604935987235,341.98060066963654,343.5200390290866,343.5493925651041,326.690389274196,330.11879844813643,330.9161708082565,330.9457010462637,403.38916874728346,412.3028254517887,418.24157270491435,423.1071819646463
610.6656662312101,361.2951039152831,367.2640222505134,370.4505998113971,371.3274120475412,350.12232281141894,355.29220013999253,357.729828934715,358.07728624261097,338.6177452716521,342.9648525904065,344.6312911976978,344.6852196523071,327.5476409471246,331.1030503689064,332.0274229768677,332.03985839241744,404.2464204202121,413.28707737255866,419.35282487352555,424.5060393297471
622.758470719603,362.13570936441,368.2291618402517,371.54027354174684,372.53515401314775,350.9629282605459,356.25733972973086,358.81950266506465,359.2419321898118,339.45835072077904,343.92999218014484,345.7209649280475,345.8063079188667,328.38824639625153,332.0681899586447,333.1170967072174,333.1198176365339,405.087025869339,414.252216962297,420.44249860387526,425.88674471727813
635.0907449022679,362.95999182826074,369.17556022467295,372.60878784673855,373.7270973045999,351.7872107243966,357.20373811415203,359.88801697005636,360.3913432090651,340.28263318462973,344.876390564566,346.78947923303923,346.91273104276655,329.2125288601023,333.0145883430659,334.1856110122091,334.1856497535953,405.9113083331897,415.19861534671816,421.511012908867,427.2493888672749
647.6672309161108,363.7682682686734,370.1035813229245,373.65655360282904,374.9033252268534,352.5954871648093,358.13175921240367,360.93578272614684,361.5255996327449,341.09090962504246,345.80441166281764,347.8372449891297,348.0045663519551,330.02080530051495,333.94260944131753,335.2333767682996,335.2374292346433,406.71958477360243,416.12663644496973,422.55877866495746,428.59406701498176
660.4927648049637,364.5608494926803,371.013581987525,374.6839737080232,376.06392486551016,353.3880683888161,359.04175987700415,361.963202831341,362.64478543896587,341.8834908490493,346.71441232741813,348.86466509432387,349.0818946837713,330.81338652452183,334.852610105918,336.26079687349375,336.275233951362,407.51216599760926,417.0366371095703,423.5861987701516,429.92087871772424
673.572278379189,365.33804027202245,371.90591214158457,375.69144323680007,377.20898693658836,354.16525916815834,359.93409003106365,362.9706723601179,363.74898810671436,342.6606816283915,347.6067424814776,349.87213462310075,350.1448002454932,331.590577303864,335.7449402599775,337.2682664022706,337.29914502174285,408.2893567769515,417.9289672636298,424.5936682989285,431.2299276831636
686.9108011121125,366.10013946034405,372.7809149133612,376.6793495920317,378.33860563764824,354.9273583564799,360.8090928028403,363.9585787153495,364.83829847228634,343.42278081671304,348.4817452532543,350.8600409783324,351.1933704761454,332.3526764921856,336.6199430317542,338.25617275750227,338.3092466769617,409.051455965273,418.8039700354064,425.5815746541601,432.5213215991031
700.5134620740101,366.8474401081102,373.63892676820376,377.6480726539508,379.45287850041206,355.67465900424605,361.6671046576829,364.9273017772686,365.91281058716675,344.17008146447927,349.3397571080969,351.8287640402515,352.2276959096934,333.09997713995176,337.47795488659676,339.22489581942136,339.3056261295921,409.7987566130392,419.661981890249,426.5502977160792,433.79517196500046
714.38549190439,367.5802295752945,374.4802776379339,378.59798492622673,380.5519062450083,356.4074484714303,362.50845552741305,365.87721404954453,366.97262157747406,344.9028709316635,350.181107977827,352.7786763125274,353.2478700397456,333.832766607136,338.3193057563269,340.1748080916973,340.28837344327104,410.53154608022345,420.5033327599792,427.50020998835515,435.0515939253385
728.5322248233384,368.2987896418774,375.30529104771426,379.5294516792046,381.63579263596125,357.12600853801325,363.3334689371934,366.8086808025224,368.01783150508925,345.6214309982464,351.0061213876074,353.7101430655053,354.2539891858751,334.55132667371896,339.14431916610727,341.10627484467517,341.257581403925,411.2501061468064,421.3283461697595,428.43167674133304,436.2907061049908
742.9591006826844,369.0033966161991,376.114284240454,380.4428310903623,382.70464434003975,357.83061551233493,364.14246212993316,367.72206021368015,369.0485432305764,346.3260379725681,351.81511458034714,354.62352247666297,355.246152361668,335.25593364804064,339.95331235884703,342.0196542558329,342.21334539265865,411.95471312112807,422.13733936249923,429.3450561524907,437.51263044671197
757.671667057795,369.69432144120896,376.9075682987986,381.33847438204174,383.75857078607305,358.5215403373448,364.93574618827773,368.61770350535954,370.0648622780014,347.01696279757795,352.6083986386917,355.5191657683424,356.22446114459694,335.94685847305044,340.7465964171916,342.9152975475123,343.15576326040315,412.6456379461379,422.9306234208438,430.24069944417016,438.71749205087815
772.6755813807849,370.3718297986509,377.6854482647505,382.2167259565036,384.7976840268298,359.19904869478677,365.71362615422964,369.4959550798214,371.06689670173864,347.6944711550199,353.3862786046436,356.39741734280426,357.1890195478101,336.6243668304924,341.5244763831435,343.79354912197414,344.0849352044081,413.32314630357985,423.70850338679577,431.118951018632,439.90541901758496
787.9766131159723,371.0361822112266,378.4482232569671,383.07792352836094,385.8220986030526,359.86340110736245,366.4764011464462,370.35715265167875,372.05475695535847,348.3588235675956,354.1490535968602,357.2586149146616,358.1399338939214,337.28871924306816,342.2872513753601,344.6547466938315,345.0009636466622,413.9874987161556,424.47127837901235,431.98014859048936,441.0765422912105
803.5806459784152,371.6876341427741,379.1961865857808,383.922398254441,386.8319314097328,360.51485303890996,367.22436447525996,371.2016273777588,373.02855576267217,349.0102754991431,354.89701692567394,358.1030896407417,359.07731269087947,337.9401711746156,343.0352147041738,345.4992214199116,345.9039531143161,414.6389506477031,425.2192417078261,432.82462331656944,442.2309955075385
