E_keV,nat_el,129_el,129_inel,129_inel_jun,129_el_jun,131_el,131_inel,131_inel_jun,131_el_jun
364.0,0.05253813048614741,0.014350515871550375,0.009708175562452615,0.01069192482974052,0.015503504298388418,0.038187614614597035,0.01667022702892964,0.018724329244581315,0.04121553440254142
368.0,0.05154846950938084,0.013628510294511797,0.009195097387862413,0.01013751781646553,0.014737919797144198,0.037919959214869035,0.016461616636133092,0.01851118996819839,0.0409666283738218
372.0,0.05050312553620013,0.012889887548148925,0.008730112089647777,0.009635051463425422,0.013957464097844182,0.03761323798805118,0.016373177692172093,0.018425857859210224,0.04067509014554797
376.0,0.04956498446549969,0.012299142914809795,0.008307952599928147,0.009178867091513693,0.013330953032028853,0.03726584155068989,0.01613208759952485,0.018175523152429613,0.0403390508405618
380.0,0.04863869646287554,0.011761602604123619,0.007923727149720271,0.00876369791900083,0.012760959876238579,0.036877093858751916,0.01587496352317649,0.017906614276440445,0.03995764489949789
384.0,0.047718117698906624,0.011270972573881585,0.007572923346820566,0.008384675505839033,0.012240813274207436,0.036447145125025046,0.01573476205945271,0.01776228218995509,0.03953089884995238
388.0,0.04655978248119727,0.010821456742849329,0.007306687725968435,0.008095697021870468,0.011764357399517436,0.03573832573834794,0.015445345014141425,0.017456026143447174,0.03881352467396349
392.0,0.04563871978352898,0.01040775527680859,0.007008792164288122,0.007774010069857329,0.011325952510831244,0.035230964506720405,0.01527176367979139,0.01727340930193163,0.03830072677235883
396.0,0.04471213639584452,0.010025057182629322,0.006733167894684127,0.007476385225895042,0.010920469327727712,0.0346870792132152,0.01495309068526419,0.016933003649562517,0.03774725687331724
400.0,0.04371210224221872,0.009602985697109889,0.006476747789663787,0.00719948867005867,0.010474797087841135,0.034109116545108835,0.0147494480542211,0.01671565082289244,0.03715565450062168
404.0,0.042771464584935255,0.00927159242016535,0.006236802784053968,0.006940348674070695,0.01012358307654228,0.033499872164769906,0.014406141275978217,0.01634611470958755,0.036528849301168086
408.0,0.04182186783116103,0.008959455496085685,0.006010924711414321,0.006696338354854625,0.00979273002026448,0.03286241233507534,0.014177083318507911,0.016099106718977487,0.035870077528438064
412.0,0.040863579304597636,0.008663577687198366,0.005842876267696592,0.006513912542628694,0.009479018452440561,0.03220000161739927,0.01381474351416109,0.015706610223903225,0.035182804667667995
416.0,0.039897389889096926,0.00838135313483074,0.005637773935618046,0.006292214195509115,0.009179644656993679,0.03151603675426619,0.013565705214768466,0.015435962222850869,0.034470654365412336
420.0,0.03892452825329887,0.008110541489321433,0.005441295701490441,0.006079685392120337,0.008892194359087382,0.03081398676397744,0.013190400679606086,0.015027256661508262,0.033737343734866074
