m_GeV,delta_keV,f2,Z5,B,kappa_hat,mu_hi,mu_gap,mu_lomid,mu_he,exo_fraction_of_hi,exo_fraction_of_roi
1000.0,100.0,3.162277660168379e-06,0.8977811645960206,0.0023219889010676798,2.1762584576316864e-08,0.004325804133628501,0.03699420193300756,1.9464242378266832,0.001991621725166699,1.7047644365922627e-05,1.8193606721107176e-05
1000.0,100.0,5.623413251903491e-06,0.8977808819116586,0.0023219862888347294,2.1762332864274786e-08,0.004325800847440537,0.03699414714346679,1.946424542479862,0.001991623869552096,3.0315147357998654e-05,3.235293774206028e-05
1000.0,100.0,1e-05,0.8977803792357998,0.002321981643707642,2.1761874845184483e-08,0.004325792932768427,0.03699403200351391,1.9464241523136117,0.001991626729196591,5.39077664039729e-05,5.7531366207017566e-05
1000.0,100.0,1.778279410038923e-05,0.8977794853878974,0.002321973383857575,2.1761060403446463e-08,0.0043257788584083355,0.03699382725862381,1.946423458221536,0.001991631813830989,9.585979523475262e-05,0.00010230305945478859
1000.0,100.0,3.1622776601683795e-05,0.8977778960354237,0.0023219586970658805,2.175960639036204e-08,0.004325752668173122,0.03699345324250825,1.946421699993492,0.0019916403185498855,0.00017045514210247008,0.0001819114577944114
1000.0,100.0,5.623413251903491e-05,0.8977750702250509,0.002321932584682625,2.1757031641611057e-08,0.004325708173531919,0.03699280596544276,1.9464195055032523,0.0019916563927095633,0.0003030841201486719,0.00032345156562413227
1000.0,100.0,0.0001,0.8977700467326485,0.0023218861648559136,2.1752454529093318e-08,0.00432562907668521,0.036991655313275695,1.9464156048421997,0.0019916849681458825,0.000538864718794511,0.0005750676558480182
1000.0,100.0,0.00017782794100389227,0.8977611185778509,0.002321803665740893,2.174431988592432e-08,0.004325488499839712,0.03698961030436174,1.9464086712006075,0.0019917357523090654,0.0009579248133066166,0.001022252970888335
1000.0,100.0,0.00031622776601683794,0.8977452576743408,0.0023216571118326217,2.1729869206373765e-08,0.0043252387683928376,0.036985977430845335,1.9463963513086098,0.0019918259641687887,0.0017024241895598339,0.0018166572929792714
1000.0,100.0,0.0005623413251903491,0.897717102572327,0.0023213969794303713,2.1704213312673092e-08,0.0043247943117726605,0.036979518962539884,1.9463739509478588,0.001991985545179906,0.003024122282721428,0.003226755013101549
1000.0,100.0,0.001,0.8976671925006753,0.0023209359076432545,2.1658749286563907e-08,0.004324008523179246,0.03696808862898162,1.9463351440172676,0.0019922693138327615,0.005367444828222491,0.0057261911560549375
1000.0,100.0,0.0017782794100389228,0.8975789333755192,0.0023201207546924936,2.1578365326896206e-08,0.0043226182757306495,0.03694787162776994,1.946266085339233,0.001992770547982636,0.009512450558235247,0.010145412632027449
1000.0,100.0,0.0031622776601683794,0.8974235305437459,0.0023186860565343422,2.1436887103124848e-08,0.004320171883313233,0.03691229296346592,1.9461447769546882,0.0019936529969291957,0.01681440295157845,0.01792444703656912
1000.0,100.0,0.005623413251903491,0.8971519696082118,0.0023161807709142267,2.1189816770321184e-08,0.004315897287094154,0.0368501415151685,1.9459317872308755,0.001995192799320801,0.02958535992718785,0.03151148820172802
1000.0,100.0,0.01,0.896683651367435,0.0023118656694279477,2.0764230986556906e-08,0.00430853191033938,0.036743065802679095,1.945563802522958,0.001997843935371503,0.051642504245439314,0.05492336799238401
1000.0,100.0,0.01778279410038923,0.8958941148913692,0.002304606210171642,2.0048176776027454e-08,0.00429613607442023,0.036562881572436735,1.9449429626644654,0.002002302633625522,0.08892371758996745,0.09433746376170975
