tag,m_GeV,delta_keV,E_star,halfwidth_v250,v_min_248,exo_lo,exo_mid,exo_gap,exo_hi,exo_roi,exo_lomid,exo_he1700,exo_he1000,exo_all,exo_gap_true,exo_hi_true,exo_lomid_true,exo_roi_true,exo_D248,exo_pct248,exo_p16,exo_p50,exo_p84,exo_p95,exo_mode,exo_fwhm,exo_f_hi_of_roi,endo_lomid,endo_gap,endo_hi,endo_roi,endo_he1700,endo_he1000,endo_all,endo_D248,endo_pct248,endo_p16,endo_p50,endo_p84,endo_mode,R_roi,gap_per_hi,lomid_per_hi,he1700_per_hi,D248_per_hi,endo_D248_per_hi,Z5_exo,mu_hi_exo,mu_gap_exo,mu_lomid_exo,mu_he_exo,kappa_exo,Z4_exo,Z5_endo,mu_hi_endo,kappa_endo,Z4_endo,B_exo,B_endo,B_exo_mu3,B_endo_mu3,B_exo_log,B_endo_log,B_exo_noHE,B_endo_noHE,B_exo_bin,B_endo_bin,kappa_f2_one_event,sigmaN_f2_cm2,endo_events_at_exo_coupling_f2fo,endo_gap_at_exo_coupling_f2fo,date_exo,date_endo,B_exo_date,B_endo_date
iso,500.0,150.0,120.51636430071538,127.4766298968844,193.1199023691623,366123328.9079898,92271471.7330651,18573984.833173573,2346801.520293492,479326238.98182654,458394800.64105487,1157713.5670224915,1033773.6168511149,500523829.66258633,19114282.080197304,2198731.6818637997,458005829.4153387,479326239.0666177,8090.858814757167,0.9998309367413591,26.871972383312887,40.75809774704968,61.00300295125189,95.71492505838381,35.5,37.0,0.004896042255643072,17468935.733645543,1046840.859754487,122207.10584061992,18638469.536163867,47101.92574428441,43094.18059211776,19464634.57802623,399.3258910090905,0.9997880376754206,31.296199627443816,45.39364742909767,66.70943762565494,39.5,25.717038518200166,7.914595534628213,195.32746876000311,0.49331550069803404,0.003447611033482423,0.0032676159725923254,1.4830013510700615,0.013777010253233527,0.10903946383076918,2.3304307155055226,0.006796412711195846,5.87054769399952e-09,2.195321367791027,1.5918925109597875,0.018209762731974576,1.490073969653073e-07,2.3017907539809452,0.011872917384899996,0.018227432048780863,0.039576391282999994,0.06075810682926955,0.9428064469173711,1.1314292077530113,0.012031436473326527,0.018477014473362797,0.04414324547178767,0.07272268389754992,2.086261753840508e-09,6.18418668823411e-47,0.03888472614342011,0.0021839840480633015,1.0331412237184148,1.1825634695657987,0.012266400396143223,0.021555095284881132
iso,500.0,160.0,128.55078858742974,130.89169233816028,180.94887174761087,282795310.9685074,85272494.18196619,18854474.35480041,2422576.778826144,389355483.6227651,368067805.1504736,1227229.8634489467,1094256.915200294,406877495.2268004,19401058.687423162,2271997.893184718,367674682.02229035,389355483.6403066,8405.414241274824,0.9997833707810848,28.804144253559464,42.994904458650964,63.95168880787413,132.0234797736229,37.5,37.0,0.006222017874989803,10347448.552269155,853498.1333258054,101577.0732014391,11302932.310085643,39675.21653363076,36329.45541553705,11815624.377112428,333.6094037033104,0.9997075826612656,34.20183648447378,48.617711082498964,71.79854392939303,42.5,34.44729853644633,7.782818080150309,151.93235911755923,0.5065803792784637,0.0034696172747712274,0.0032842982494851406,1.6053338549793266,0.01759527200064592,0.13694080105178957,2.3150701656672523,0.008913419563594942,7.263039980582858e-09,2.286645977530607,1.7360962540389864,0.02452279577059292,2.4142057846027297e-07,2.410917017996743,0.017888135402486176,0.030598575791492572,0.05962711800828726,0.1019952526383086,1.145951286367156,1.4402604317026086,0.01819831022554472,0.031168372147193646,0.06744655605768111,0.12405432162248775,2.5683470300597335e-09,7.613204567846025e-47,0.029029852629574665,0.0021920793958888586,1.0373409484129452,1.2007045639119036,0.01855609534375419,0.03673984960204942
iso,500.0,170.0,136.5852128741441,134.21989076298627,168.77784112605937,216069398.1075909,77897492.8263256,19065559.203912273,2493096.6232335744,315536502.0076688,293966890.9339165,1297913.1586767135,1155570.7030301664,330057763.6151758,19616664.20095383,2340311.2772451513,293571439.30781746,315536502.01022476,8706.395884474707,0.9997225775002273,30.756211452116425,45.27908657210185,67.26495545283451,145.23116325642275,39.5,37.0,0.007901135391216901,5980017.0455431305,689241.971048873,83714.63925672436,6753314.894223535,33193.74530686387,30420.79880235059,7069612.1579718655,276.65698721631657,0.9995934449031475,37.36161568833127,52.18295005215319,79.70541926154289,45.5,46.72320289367281,7.647340671130519,117.91235373486573,0.5206028304644308,0.0034922015469991746,0.003304762341122961,1.7187418757108777,0.022168543786783693,0.16953040652040868,2.2636765230863696,0.011541006642674262,8.891971366128137e-09,2.372208703632095,1.8686267007607347,0.03247284407946317,3.8789922966615185e-07,2.51216737014709,0.026769760548204374,0.05092001808293428,0.08923253516068123,0.16973339360978093,1.3861268726388516,1.824498251866292,0.02736892783330571,0.05220121592049496,0.1019393918085673,0.20850402965522535,3.169205444179311e-09,9.39429488370474e-47,0.021402642329030455,0.0021843494070049674,1.041221624715007,1.2202613626075154,0.027873253571233055,0.06213573064988071
iso,500.0,180.0,144.61963716085845,137.46753445707947,156.60681050450793,163125722.73259255,70326694.69006908,19207567.147455204,2557351.089084961,255228705.44700497,233452417.42266163,1369125.852132378,1217135.6792233412,267312900.88667578,19761032.9570096,2402950.3135232544,233056300.47740966,255228705.44746566,8990.724806190396,0.9996450921003078,32.747175079270555,47.6302871295719,71.22145501033377,155.23326575354233,41.5,37.0,0.010019841164049484,3354020.534031073,550195.0957222872,68490.77499742317,3972989.4466636833,27562.39690950025,25286.747209058027,4167509.937464747,227.36069035132272,0.9994307659413911,40.838107837710055,56.27376536578586,121.55579040923136,49.5,64.24097241469725,7.510727498244214,91.28680782981293,0.5353687485366982,0.003515639618104741,0.0033195812189287786,1.8233579157242712,0.02756003528051532,0.20699591483394708,2.1787413800809405,0.014754781597756738,1.0776789858124839e-08,2.45185915992742,1.988608995580642,0.04228696309352002,6.174110760917946e-07,2.6056023777651154,0.03963331738942976,0.08330978914140211,0.13211105796476588,0.27769929713800706,1.6668652859530773,2.291143452968276,0.040770109276777475,0.08611424689310428,0.1518936114371729,0.3437353499568155,3.918054586566234e-09,1.1614065671967378e-46,0.015566389523879886,0.002155694418300955,1.0448065852148505,1.2411744779226273,0.04140915100238646,0.10340198404342392
iso,500.0,190.0,152.65406144757281,140.64020400649557,144.4357798829565,121597536.24556746,62756702.63527008,19279163.495131724,2614957.501399681,206260141.72762355,184354238.88083753,1440943.4650652471,1278943.4243421713,216380457.90088877,19832930.230256427,2459417.662239324,183959048.85141492,206260141.7276896,9256.934018319509,0.9995469014661148,34.78123821972673,50.09150066477083,76.456856740314,163.64411282018787,44.5,37.0,0.012677958424235247,1819370.4084491371,434574.13698942313,55504.73357607202,2309682.0577171636,22702.215148134503,20852.9373404896,2429782.136478616,185.57781612950475,0.999199526577078,44.737766946924715,61.18957799937465,143.88310785033386,52.5,89.30239598929313,7.372648880454985,70.4998986722194,0.5510389611662784,0.0035399940585514856,0.003343459272264789,1.9191930024096728,0.033792081811601274,0.24913715413654539,2.063105005593312,0.018620753657110654,1.292261223882749e-08,2.5253855796095466,2.095588607910488,0.05375685500001054,9.685093781476146e-07,2.688786449973313,0.05779808193426674,0.1320103322512411,0.19266027311422249,0.4400344408374703,1.9898807647247827,2.839244630140726,0.05990481846219953,0.13785353154458457,0.22228193120448342,0.5456488928690412,4.848246450448716e-09,1.4371380343310145e-46,0.011197907837992325,0.002106922517115785,1.0478830416083778,1.2629064678280981,0.060565629896409665,0.16671670242022854
iso,500.0,200.0,160.68848573428718,143.74286394902896,132.26474926140503,89520567.20134538,55329663.775936894,19279494.11843358,2665933.9826298184,166807836.76462975,144850230.9772823,1512770.3042074167,1340526.5910615185,175360859.40749526,19831077.89259965,2509871.293364785,144457833.35575598,166807836.76463905,9503.106355283931,0.9994236224229133,36.86995676173355,52.680015719770246,85.79591207109515,170.99364586696095,46.5,37.0,0.015982066756201157,947850.1431716781,338903.59701752313,44538.37603598945,1331482.065131666,18532.120179270627,17045.986039625524,1406436.0775063706,149.93429281373162,0.9988753506461296,49.189319826295076,67.62909037103734,157.6181780800234,55.5,125.27982248723318,7.231797277821286,54.333765172382236,0.567444773225457,0.003564644292470275,0.003366406819426386,2.0060867697514437,0.04082174490370207,0.2952145836705076,1.920787221920338,0.023164085779548677,1.5312361509955075e-08,2.592520777412782,2.1877885551136163,0.06646790696387855,1.4923738330775428e-06,2.761078668874994,0.08261865363967598,0.19976912038740552,0.2753955121322533,0.6658970679580184,2.3535563191775664,3.4468995917625986,0.08640537006125319,0.2111215723288426,0.3181290088950662,0.8253935365622457,5.994922177493533e-09,1.777040577904837e-46,0.007982131361192713,0.0020317006897926804,1.0503733348410493,1.2844507894159665,0.08678043074358406,0.25659360438253626
iso,500.0,210.0,168.72291002100152,146.7799539772016,120.09371863985358,64935187.44072734,48178290.39228967,19209162.295627248,2709620.222874103,135044817.38074034,113113477.833017,1584419.2540242271,1401618.9667726122,142350818.8697184,19756862.401554734,2553512.5460139113,112725087.36446764,135044817.3807417,9727.319498505469,0.9992696275391432,39.02402431617244,55.47264678058037,126.06945558360427,177.56123953268576,48.5,37.0,0.0200645998523194,471220.9003889119,260682.00936039383,35348.68551824376,767404.7736656371,14971.204232362814,13792.968219286526,815110.2040644985,119.78853663904573,0.9984373020774641,54.45495989762773,78.05192286829725,168.33247368841953,59.5,175.9759933935206,7.089245250484596,41.74514084229751,0.5847384960626063,0.0035899198774755484,0.003388769197010787,2.0844474388422456,0.04857409520864295,0.3443536737544586,1.7560162980385245,0.02840314337990373,1.7926532581425837e-08,2.6533629331373887,2.2646537355948895,0.0795906074179752,2.251586056202792e-06,2.821618238719281,0.11545151225863703,0.28523129077998355,0.38483837419545686,0.9507709692666116,2.755262617467309,4.07742750924027,0.12203084448394907,0.30539331224495064,0.44426894414881096,1.1760534136675207,7.4049491079738154e-09,2.1950068162004743e-46,0.005682593294210207,0.00193033701267807,1.052206026098852,1.3036881416788357,0.12147877692076336,0.37185265142561236
iso,500.0,220.0,176.7573343077159,149.75546348240445,107.92268801830213,46425015.01275096,41453803.271784484,19068473.489990674,2746171.771286389,109706378.23890686,87878818.28453544,1655929.5248977977,1462338.9090971767,116032989.14988022,19609661.31786287,2590715.375339766,87496361.09392099,109706378.23890701,9931.292860813352,0.999080048564605,41.27581072971033,58.54289995330933,141.24179618570665,183.46070128119584,50.5,37.0,0.025032015598091012,221671.3908396915,197503.56531497432,27693.43165347152,446990.9679888933,11956.135281289127,11036.602052740356,478175.9318708309,94.67402087967106,0.9978733528206284,60.96024276024649,125.4219283529549,176.95760053981806,63.5,245.43309841918958,6.943656507348931,32.00048125298818,0.602995610912609,0.0036164135705761906,0.0034186453331002467,2.154308732136343,0.05686040507986641,0.3948191217433106,1.5757392430049713,0.03428657469787246,2.070533448577082e-08,2.7077074224473394,2.3274390134888616,0.09212967397742035,3.32676986840204e-06,2.870306518977194,0.15707273693494087,0.38264486193212677,0.5235757897831362,1.2754828731068883,3.1871395466101524,4.695310219356285,0.16805555088258103,0.4151257773528868,0.6030265948861943,1.5689360737651559,9.115240299176649e-09,2.7019786761873783e-46,0.004074430084780339,0.0018002924577901213,1.0531315614452288,1.3181149194176227,0.16541825670876995,0.5043699013512326
iso,500.0,230.0,184.79175859443026,152.67299301484246,95.75165739675067,32679227.202595793,35245525.38020501,18858057.085648626,2775132.1384751694,89571190.77447689,67924752.5828008,1726441.0578415424,1521889.6268070026,95134242.8243359,19390865.181453753,2620784.2949962877,67549632.62377334,89571190.7744769,10110.89474347594,0.9988501973772141,43.63695298278112,62.022507135302895,151.4606006743672,188.77570514303824,52.5,38.0,0.030982418727271595,98183.56590401752,146771.38531862927,21385.923165934248,266437.7625040508,9419.953549457077,8714.87490383353,287434.1846689475,73.74724947723307,0.9972114297503895,69.7713107078418,142.8731209720863,183.75696184004028,67.5,336.18053962270113,6.795372668636391,24.47622282235645,0.6221112983795275,0.0036433921842119904,0.003448401497799518,2.215913236719562,0.06545477382109881,0.4447895810556715,1.387406154568649,0.04072015432698208,2.35861827671614e-08,2.7556764997273637,2.37734831805398,0.10346335915342143,4.837918772579749e-06,2.908715868687711,0.20754835656472478,0.48390790622700425,0.6918278552157493,1.6130263540678336,3.6385752130524196,5.264732257112227,0.22509321513822914,0.5316201242842883,0.7940156847157949,1.9714258482575804,1.1164303961502628e-08,3.309370926971519e-46,0.0029745921674178707,0.0016386003585480014,1.0531200301305086,1.3263892419772927,0.2185733315189805,0.641850240927255
iso,500.0,240.0,192.8261828811446,155.53580536130738,83.58062677519922,22608311.160555035,29606642.20146474,18580794.49838743,2796353.371735706,73605660.01518264,52214953.36201978,1796173.6480804535,1580440.3752856378,78578146.73668572,19103000.676848684,2643698.749425253,51848798.631559655,73605660.01518263,10266.149813316215,0.9985759253202544,46.144539763505364,66.12847810346422,159.57182321911174,193.5582068689168,54.5,37.0,0.03799101008209018,40997.6107465477,106633.57861448012,16242.067341266176,163948.65711025003,7306.491445950042,6777.445922984002,178454.10141270273,56.57018013711636,0.9965122654581737,86.47480290707429,152.3511176856764,188.88167564122912,154.5,448.95555299172275,6.644651811961186,18.67251610250166,0.6423271344156202,0.0036712634093680305,0.003482942100196116,2.2698664251312684,0.07411811065359805,0.49248903825357,1.198519418301024,0.047608073624425484,2.6505273404552834e-08,2.7975983136882214,2.4176664450209566,0.11339021323121568,6.981267276433799e-06,2.9389323107895824,0.2661998182149802,0.584079813441832,0.8873327273832672,1.9469327110485937,4.098872183885709,5.782627859370337,0.29300092025668734,0.6492131028063223,1.013766959842338,2.359774684444256,1.3585911732789706e-08,4.0271943024779606e-46,0.0022273919842092623,0.0014487143868078189,1.0520981758012038,1.3299822507601344,0.2800683431425927,0.7768157849049272
iso,500.0,250.0,200.86060716785897,158.34686830711513,71.40959615364774,15366562.204200372,24583593.68564387,18237997.956623107,2810014.172231375,61012009.33999652,39950155.88984424,1864829.138964509,1637708.7949226398,65533386.960060574,18747826.90130249,2659472.780663483,39594314.61729944,61012009.33999651,10397.835366582203,0.9982557583772963,48.82856003737711,71.31527558261057,166.32705985599083,197.84407896193653,56.5,37.0,0.04605673870814914,16432.676906277342,75509.00206092441,12107.8712994214,104107.27711006369,5556.002865782168,5169.424431900548,114280.52911059604,42.6335176601024,0.9958447976286697,124.8447373124642,158.3181247793102,192.59089390551625,156.5,586.0494197297443,6.490357997782156,14.217065623594573,0.6636369159247643,0.0037002786211307592,0.0035211406370118693,2.3167709231987352,0.08260106698290291,0.5361104957178234,1.01698258803163,0.05481711734462856,2.9395249247910764e-08,2.8338436278789865,2.451481868450661,0.12221681285353826,1.0093996692827305e-05,2.9635666088007593,0.3314515910918502,0.6829716535884137,1.1048386369728336,2.276572175393706,4.556494040707136,6.262248782235774,0.37059071985455927,0.7674151059581064,1.2553752992892733,2.7328259733492737,1.6390215808618655e-08,4.858458160120813e-46,0.001706340739081609,0.0012376088392719818,1.0500257773605883,1.3348226170052773,0.34803271459362384,0.911646009983308
iso,500.0,260.0,208.8950314545733,161.10889067941355,59.23856553209631,10241490.942551333,20168013.814868588,17830527.998121202,2816008.218917284,51070136.63158238,30409504.75741992,1931950.831145563,1693328.1214724865,55249365.61723469,18325808.637222674,2668158.3646365847,30065561.09660674,51070136.63158239,10503.244078427073,0.9978898897353968,51.72952259414537,78.98862954733104,172.07856421059466,201.66413284846365,57.5,36.0,0.055140017330124615,6636.265348326935,51755.09835483553,8810.566220214056,67245.21807110914,4130.998477282877,3858.1472277728963,74385.82725788663,31.375457163701107,0.9952471437727716,132.8268920776422,162.15944839594565,195.25233693265193,158.5,759.4612389772868,6.331845155259096,10.798798296516319,0.6860600825548624,0.003729834312225631,0.00356111700196027,2.3574168454234803,0.09073030324542958,0.5744902310397619,0.8484879594158474,0.062246439334787115,3.2219473876505274e-08,2.865044475048096,2.4816314563155792,0.13054141610827547,1.4816461603656605e-05,2.9851330350377516,0.4014423620825215,0.784940589064938,1.338141206941707,2.6164686143444866,5.002426542485912,6.729159396271006,0.45624068238682164,0.8917033694623739,1.5112726589610386,3.108844700311651,1.9580914913424926e-08,5.8042588916819354e-46,0.0013167228933850922,0.0010134121772219728,1.0470042263112436,1.3497139439283767,0.4203118497207685,1.0594452582163008
iso,500.0,270.0,216.9294557412877,163.8243529187025,47.06753491054482,6676209.958627345,16378123.559230398,17365860.50487147,2814316.366624974,43248832.67623384,23054333.517857745,1997277.3545067871,1747113.1049486496,47172481.22389468,17844989.678808354,2669720.6223616446,22723319.69157953,43248832.67623384,10582.949729785947,0.9974829347704717,54.930214244513124,110.81654538519595,176.9944550911229,205.04194645846357,59.5,36.0,0.06507265497067395,2862.2798658415227,33932.767462285745,6202.244912292522,43029.0441644229,2990.6471859902344,2805.315944808365,47962.99725494148,22.46680151776565,0.9946489219867025,136.83070029457735,164.91662061734615,197.34474603201386,160.5,1005.1079106236032,6.170543124011751,8.191805935984839,0.7096847313232206,0.0037603980331739986,0.0036223660683307804,2.392520655427781,0.09834071545309188,0.6068156255494722,0.697639257013551,0.0697909042244608,3.494302084133685e-08,2.8916908933204253,2.513264797245906,0.1392604606846119,2.2453234700326817e-05,3.0061686789479767,0.47389285465310166,0.9050721657277254,1.5796428488423053,3.016907151750973,5.428846901335986,7.262982143269532,0.5476595634048378,1.0413585922744435,1.7721784466668258,3.5277165865863096,2.312201134967329e-08,6.853925905060666e-46,0.0009949180475353795,0.0007845938343887956,1.0431672566645884,1.3839991691509144,0.4943495091414266,1.2526191253887906
iso,500.0,280.0,224.96388002800205,166.49553316083873,34.896504288993405,4250596.757804158,13155986.275496393,16843387.53950328,2804878.170055932,37069367.191416934,17406583.033300553,2060636.739397074,1798866.0434318942,40803873.48917032,17304370.655150406,2664115.1044989373,17089906.23709945,37069367.191416934,10636.390449240054,0.9970407927398283,58.494310163552456,131.0527086373143,181.2124951209501,208.01112054665623,61.5,35.0,0.07566566096400414,1284.4299524659427,21011.40191242025,4218.267769347623,26536.64682064679,2083.144595380676,1964.4797164341705,29830.33911441483,15.52477829286128,0.9939692432421149,139.81285862621996,167.52979271520277,199.47454788374344,162.5,1396.9122565468663,6.0050335587899735,6.205824987027315,0.7346617622810987,0.003792104257072939,0.0036803681372892714,2.4230298132446744,0.10539151911093306,0.6328796090730079,0.5663997854749963,0.07742711915952018,3.757436605841296e-08,2.914518084648768,2.5490023629948007,0.15046593191245658,3.567007599797936e-05,3.0312359834710243,0.5472946922435581,1.0690178341874164,1.8243156407893724,3.5633924436836186,5.833708997467625,7.928084878532075,0.6433332841144392,1.2491219488474774,2.0320200583033246,4.105495404809154,2.6976451872950793e-08,7.99647571841765e-46,0.0007158645758266708,0.0005668130724736312,1.0388243069488312,1.445335621730738,0.5685430293666881,1.5450895560165165
iso,500.0,290.0,232.9983043147164,169.12452960996612,22.725473667441918,2632534.034254964,10457519.581595706,16271468.79299392,2787901.8078693184,32164108.737273563,13090053.61585067,2121891.99604391,1848437.3110587175,35760448.467840925,16713101.538253624,2651383.844991462,12788497.089327537,32164108.737273555,10663.972614820002,0.996571462754562,62.55681458072679,140.21980555217306,184.8337099047572,210.6064202093335,63.5,35.0,0.08667741520966014,514.8161696271983,11961.755175895392,2716.099747767432,15208.064166898283,1383.9817824184693,1314.4133230132343,17295.45418552355,10.20535093200706,0.9930161075740499,143.19145708634213,170.65594333095783,202.00891649231815,166.5,2114.9377320015283,5.8364569179104455,4.695306548782245,0.7611071487720676,0.00382508902742527,0.003757354986831986,2.449723996839487,0.11187220699263482,0.6529373164240728,0.4548875490992628,0.08514673649100286,4.012774290574253e-08,2.9341364325449706,2.5931294164053384,0.16561472701060623,6.097520061505013e-05,3.062086054095197,0.6204357724373778,1.3159538996539124,2.0681192412716625,4.386510867557244,6.216425469532937,8.850776360734242,0.74200205634218,1.5717776759747548,2.285985454571122,4.956322732201546,3.1090555257361886e-08,9.215995912231212e-46,0.0004728271593384563,0.00037189761027121024,1.034247208761428,1.5438179428304477,0.6416839658590986,2.0315932422234084
iso,500.0,300.0,241.03272860143076,171.71327982737,10.554443045890498,1581021.4330710913,8246091.769179521,15651946.335349264,2763039.3501272593,28256918.676925667,9827113.202250613,2180750.8941112915,1895649.8573158889,31754256.522895932,16072617.064104032,2631216.745983816,9541829.644855605,28256918.676925667,10665.74638754331,0.9960860163332298,67.3372804384844,146.59132842696346,187.9214422801939,212.86318317175056,157.5,76.0,0.09778275479072426,149.32976057700898,6022.417767253482,1628.237961976906,7809.940728635424,862.556079821194,825.8762697883758,9041.443985285148,6.305701823678625,0.9915107839880448,147.93844490229029,174.8695843081108,205.35367903233367,171.5,3618.0708226530674,5.664756940442549,3.5566316497801593,0.7892579937418738,0.003860150014530944,0.0038727151503227643,2.4733120709473306,0.1177931449497522,0.667269535390664,0.36280795257640286,0.09296918125958716,4.26317290574696e-08,2.9510509474981617,2.652242349844164,0.1883374916241508,0.00011566951270162197,3.1030472560102673,0.6925159696020151,1.7442093164960475,2.3083865643923107,5.814011084337319,6.578470369075911,10.291229854265461,0.8428659907610365,2.155207513226144,2.5304872319481606,6.382843880042655,3.538956286895466e-08,1.0490326211163661e-45,0.0002763903884188529,0.00021313073219732666,1.0297899806028767,1.6946972990078615,0.7131460069036415,2.9559068175701997
iso,500.0,310.0,249.06715288814513,174.26357744047672,1.6165875756609904,915445.680905636,6443051.605261352,14993824.019138632,2730860.1748758624,25098104.714179974,7358497.286166988,2237022.275408831,1940285.9078019487,28524988.39521317,15392690.597794192,2604192.472145684,7089860.619175829,25098104.714179974,10642.118562573623,0.9955907931173802,73.33777416096312,151.46467892063842,190.56960890136344,214.82656358762617,157.5,77.0,0.10880742613735993,24.30181645679688,2525.206154217796,874.6125659758379,3430.093829763017,491.23735805066,474.64650642586184,4089.102337053182,3.5385415164005845,0.9889764279974943,154.35806237242647,180.44697621574676,209.68255117301635,177.5,7317.031533191029,5.490513266509594,2.694571239445273,0.8191639747760135,0.0038969840567019826,0.004045838870897655,2.494471818774631,0.12324149440336633,0.6766590600061507,0.2875838661579406,0.10095499241279739,4.512918513265461e-08,2.9658481878611775,2.728767057719547,0.2224185384655945,0.0002543052170962509,3.1553852134981915,0.7636234034920679,2.525519814222757,2.5454113415211013,8.418145154190379,6.923746577458835,12.580311677728282,0.9462848279715382,3.302898855263753,2.765903424379528,8.860708729438567,3.9843646019813526e-08,1.181062466743949e-45,0.00013666744436782415,0.00010061342013570851,1.0257287082160915,1.9241095650712872,0.7832704472274941,4.8593768313230665
iso,500.0,320.0,257.1015771748595,176.7770866815985,13.787618197212412,508882.33969222754,4996564.817603538,14300058.226445867,2691241.2517292136,22511741.828251433,5505447.157295765,2290464.82820005,1982173.3606315085,25889163.608966365,14676098.583265547,2570143.162372482,5254056.349158736,22511741.828251433,10592.565667789266,0.9950927273855468,82.19292653071734,155.3317017406143,192.84780634572405,216.5339682909763,158.5,76.0,0.11954833492057029,1.4455158508153627,803.725292754639,395.31081543067444,1203.7034612992898,246.21797691672873,240.23849520508466,1512.5717173271912,1.7051510389284372,0.9844095040901871,162.65747876997784,187.57168563838258,215.11716747665807,184.5,18702.06620819386,5.313554932043939,2.0456906840879943,0.8510811978407171,0.003935940585402064,0.004313443934162912,2.5137430368354714,0.1282857109704128,0.6816531722376002,0.2272668774000522,0.10918155655854696,4.7667859909617874e-08,2.9789474345487115,2.8222830473623564,0.2715684815680147,0.0006869745804251582,3.2172488857232087,0.8339844702799668,3.9892068400173324,2.7799482243365623,13.293887999496677,7.256249315369066,16.21913032712388,1.0529170438113868,5.788409489773683,2.9927096500572006,13.148640521783012,4.442126280717362e-08,1.3167541494779912e-45,5.347002779628029e-05,3.5702492454226375e-05,1.0223349535468158,2.272256341404345,0.8526114746824357,9.064500539402971
iso,500.0,330.0,265.1360014615738,179.2553550913159,25.9586488187639,269367.219994939,3850070.415544627,13577567.076656105,2644530.999661027,20356571.004913647,4119437.6355395657,2340824.017035157,2021073.4529239922,23699368.067194156,13929740.134812778,2529221.4361351747,3886106.5204999642,20356571.004913643,10516.780722474852,0.994595402873159,111.2251688111169,158.47797646728546,194.8186015514486,218.0394021333958,159.5,76.0,0.1299104352605698,0.01630144889874965,169.88649629172878,135.3955907351162,306.76158017481765,102.70790983142678,101.23589332111834,427.48050522681774,0.645155597180178,0.975668676866359,172.88288578420415,196.11782506799756,221.61578611662225,194.5,66359.5845128742,5.1342060571029275,1.557719548784866,0.8851565806319537,0.0039768037220296835,0.004764967556752573,2.5315484524572676,0.133006342286793,0.6828819682019579,0.1794235778405125,0.11773143914094092,5.0294869791218786e-08,2.990722205676508,2.923697227149593,0.33014792246767943,0.0024383949335068877,3.2767484316666717,0.9040802046126526,6.47874392362249,3.01360065786139,21.564706249377362,7.579781986628418,21.59170884782766,1.1638904275981408,11.556434647254157,3.2126760452459537,19.357419773745544,4.912418696442643e-08,1.4561602470854388e-45,1.506941321801063e-05,8.345536006566222e-06,1.0197629353265516,2.7744872180049747,0.9219474832264279,17.975192204817997
iso,500.0,340.0,273.1704257482882,181.69982466197953,38.129679440315314,134643.0359890359,2954568.505984989,12833567.588479657,2590757.4533883785,18528580.17155836,3089211.541974025,2388213.4943274218,2057146.7746686067,21847344.224940468,13161549.306947937,2481803.266433811,2873689.0893031904,18528580.17155836,10415.200540236581,0.994100535620867,123.06412506210165,161.07119652163877,196.53362681578125,219.36449239818432,160.5,76.0,0.13982493150582734,8.468595032100875e-06,17.149935918323184,28.300381562700185,45.97080918019604,32.23563991092956,32.044530859953525,81.77105822694367,0.16298468917294054,0.9541053151012614,185.2439957445433,206.7572136713454,229.96029237364766,205.5,403050.99044330866,4.953596706513378,1.192397048953283,0.9218205630187206,0.0040201372485158095,0.005759098647198236,2.548218443161363,0.13744991631139486,0.680871452750665,0.1419329613937128,0.12670415924104603,5.3053949968040425e-08,3.001405318893432,3.018435735330577,0.36287814014806263,0.012822376240549877,3.3050384638244474,0.9742864109251623,9.423995701057404,3.2476213176901854,31.32193636072917,7.897767337270724,28.479265352571645,1.2804182101158228,27.488318131416406,3.4265430239835744,23.32271877124928,5.3970676152240444e-08,1.5998219609848407e-45,2.4810756547208024e-06,9.255936374794969e-07,1.0180853238140113,3.4474949554832355,0.9919066961543348,32.489177639891096
iso,500.0,350.0,281.20485003500255,184.11184164923904,50.30071006186681,62741.91913169554,2259838.1380826305,12074388.204742406,2530264.866533171,16942253.15390656,2322580.057214326,2432049.506032997,2089834.047203228,20243433.591860034,12378273.214560604,2427653.477148963,2124775.3338114326,16942253.15390656,10287.345108914136,0.9936056514238443,128.69762349131406,163.27596585143857,198.05981332868376,220.55550409993486,161.5,77.0,0.14934642066481812,1.9659318276459377e-11,0.449152423569405,2.0960475138587817,2.6674128852014087,6.112806886647867,6.104777067795688,9.206956398249952,0.015361106809137074,0.8867367439809553,198.88534067467745,218.0240492665396,240.89892345344268,215.5,6351567.561175405,4.771985875647108,0.9179197355716349,0.9611837630916705,0.004065718670397257,0.007328606201706555,2.5640284211785147,0.14168682816958492,0.676127542790498,0.11262947964385625,0.13618707868056457,5.599683655399934e-08,3.0112518414355085,2.962619779339776,0.24098244280144585,0.11496993327112226,3.1792444249548764,1.0452714402832437,5.2999912387091515,3.4842380317096744,17.665345438480795,8.21364290519122,24.09613115012217,1.4042779535571464,61.12703443731725,3.6366444266548483,10.308331774496201,5.902402655159352e-08,1.7496155437561948e-45,1.5744144896019064e-07,2.6510784574473143e-08,1.0172918390423928,4.244486108983413,1.0633461057842317,22.495739190434783
