m_GeV,delta_keV,v_rel_threshold_chi2chi2_kms,v_rel_threshold_chi1chi2_kms,v_rel_max_halo_kms,ratio_to_max
400.0,300.0,734.3385508347566,519.2557689819587,1619.1049391095642,0.32070544437195425
400.0,350.0,793.1762888007762,560.8603324874082,1619.1049391095642,0.3464014709237169
400.0,380.0,826.470771316192,584.4030868501557,1619.1049391095642,0.36094206912342036
1000.0,300.0,464.4364788610345,328.4061836330402,1619.1049391095642,0.20283193244636077
1000.0,350.0,501.6487317299914,354.7192199799081,1619.1049391095642,0.2190835265903073
1000.0,380.0,522.7060113830646,369.6089652159377,1619.1049391095642,0.22827980836078865
4000.0,300.0,232.21823943051726,164.2030918165201,1619.1049391095642,0.10141596622318039
4000.0,350.0,250.8243658649957,177.35960998995404,1619.1049391095642,0.10954176329515365
4000.0,380.0,261.3530056915323,184.80448260796885,1619.1049391095642,0.11413990418039432
