E_keV,Xe_p_300,Ar_p_300,Ge_p_300,Si_p_300,O_p_300,Ca_p_300,W_p_300,Na_p_300,I_p_300,Xe_p_350,Ar_p_350,Ge_p_350,Si_p_350,O_p_350,Ca_p_350,W_p_350,Na_p_350,I_p_350,Xe_p_380,Ar_p_380,Ge_p_380,Si_p_380,O_p_380,Ca_p_380,W_p_380,Na_p_380,I_p_380,CaWO4_p_300,CaWO4_p_350,CaWO4_p_380,NaI_p_300,NaI_p_350,NaI_p_380
238.0,0.6007632304074061,37.843893588783814,1.478732571001812,42.040177183919745,23.584386203845323,44.12535264615893,0.8631523404534894,36.2142134989142,0.7578062177495173,19.437303595323012,925.9744251668149,43.45526035989153,852.5447466608534,285.3137711548315,1080.4428974812602,28.831199755580403,634.8821331771558,24.424895802159593,3370.443337619612,122602.80799771182,6884.053896133924,93398.7100560473,18419.043502263215,143165.0731137735,5151.427152173038,60429.45531864807,4221.912187511618,11.935413271474758,232.22165291450557,27311.590983190268,6.196079640886325,118.05630475039605,12842.977078997556
242.0,0.5004607771974647,37.358404464711,1.2168204063466346,42.50881356222692,24.76495293656334,43.499541528238574,0.7835547757754865,37.12590025949935,0.6560259474002311,16.3046808765708,939.115085452821,36.230948062322526,899.7027618878236,326.3995487453646,1094.2395663500388,26.302016006008042,687.1163281483892,21.297971339693532,2841.7477141737922,127149.22772558604,5798.1296894784755,101923.16009824317,22534.868481119247,148249.78143346604,4716.255524495552,67817.55990220778,3703.8650037224834,12.059882132104814,241.65935497440165,28656.33717432419,6.249744076929612,123.42062143664407,13537.568691201148
246.0,0.41070828644111745,36.75850261834859,0.9882271850458855,42.86476468759849,25.929882218051386,42.74291997604836,0.7023481317484143,37.926607440139875,0.561898267754597,13.469906812410807,949.6375090666127,29.824299998694524,942.006820121846,368.24564853001095,1104.8929815227727,23.69329109762099,739.5210823227795,18.371076537229783,2359.444317739128,130877.602039056,4823.988295948014,110077.54268580794,27255.479921965143,152370.02084902464,4261.3259528360195,76050.12410626798,3208.621781546658,12.161639239257818,250.77773017568387,29988.64112198758,6.292865402807887,128.98044762942934,14380.989107221107
250.0,0.3313150865856551,36.10198351327718,0.7909905990668676,43.10774029371439,26.951365988633103,41.921256800324265,0.621442103870181,38.61174715112305,0.47584161553336785,10.936754334040542,955.0929360980308,24.17604697505263,985.6854125365378,412.2040864062084,1109.6373189919848,21.053394062862434,788.5915093998343,15.660167753096115,1925.21437811757,134759.36369753242,3943.859130424627,118859.99274082514,32377.06232967321,156651.39864323047,3800.022697694583,84246.57084314847,2746.7977811347346,12.2226509593896,259.52317709339087,31428.42945407519,6.3250941891754175,134.21171585142497,15247.163267129103
254.0,0.2620567611543148,35.39313908077096,0.6227209339689054,43.238262913088434,27.880054124485852,41.04040258722202,0.542470105845638,39.124213488500175,0.39766842306598094,8.701903764257501,958.1769077568518,19.248093943119613,1020.8136004592765,457.8959278112047,1111.6409008578169,18.463529821824135,833.8768003284243,13.176001927298929,1538.9544497816148,137323.89385392494,3167.869778889854,126555.74365287845,38083.74204586987,159404.83896838402,3341.6237017951244,92756.955391132,2324.0395117048993,12.256032588566068,268.3043454543956,32787.43537607807,6.337512782625205,139.0543884456916,16194.56280257173
258.0,0.20252308185424922,34.63633024493009,0.4806845711834204,43.21209521716974,28.663330303444,40.10607978322025,0.4668381430158552,39.52720965919926,0.32755988659006835,6.766524860504606,958.9122329865013,15.033279038145492,1056.7235716242217,502.7613207496889,1110.8639393604333,15.9531420432387,880.846878875628,10.915252032627967,1201.7126124302172,140000.37478669564,2495.875101138245,134750.69486273904,44095.6967884193,162263.52372990226,2896.2359740655143,101033.66291119186,1934.8081947535472,12.251783397690811,276.56551846906615,34237.25249093813,6.339968641492232,144.34462091060897,17134.505772516684
262.0,0.15220124293135515,33.812651454461864,0.3629764223493441,43.089119658518456,29.348303390107528,39.09684226266763,0.39566199950240466,39.77754387997906,0.2653603732008395,5.114428759207406,957.3385319412251,11.476611005490566,1089.9502534673136,548.3580572579298,1107.3919999464483,13.574805311876823,923.313143460556,8.900790078562283,911.2696925472148,141858.73539849173,1920.1489507758643,142263.8226362087,50622.083942854326,164168.50426317734,2471.2274011225277,109467.17943282414,1583.9984468272003,12.218101451601267,284.69842669723414,35681.67075329568,6.325705284941659,149.15257474900085,18131.028474634724
266.0,0.11053289891061926,32.97747191713065,0.2673116731959196,42.871740466818046,29.930265604713856,38.07599411127799,0.3297793628117876,39.928929065314286,0.21090163595109915,3.7355277639335025,951.6781005385438,8.5412514147025,1117.49763005356,591.9919149546043,1099.2095334078965,11.357835371431875,963.862965058494,7.113343150694761,668.4127815636132,143358.73540757626,1439.4928920741309,149585.90539599318,57632.76118230835,165655.74490126452,2073.74497823257,117992.27266337325,1270.3310553107221,12.163287050883532,291.8423823424582,37193.159230252015,6.302818712480953,153.85878185681463,19173.042627592782
270.0,0.07687647860116355,32.09225660084696,0.19149419031404194,42.53488276790997,30.3751536986305,36.9998384979708,0.2698021750936037,40.01288695356908,0.16382759244366413,2.61188066494524,944.1246693156473,6.182527999737235,1139.5914180040468,635.3516210295404,1088.8775362026258,9.327359572239926,999.5321094735526,5.555832035558413,469.2629411930123,144495.69457122966,1050.5892730206488,156659.66454253672,64747.3208456317,166713.0026038946,1707.3349901913946,126030.65773779489,996.7022619383506,12.074077157850928,298.74526958563456,38687.72481172798,6.275842234596398,158.01106332716884,20174.303412048044
274.0,0.05055377845272316,31.172436918448806,0.13344023130324184,42.120903621627185,30.720727284247506,35.88668763431675,0.21614240171470062,39.937946216872184,0.12376064754253838,1.7263741542562385,934.756645051708,4.348327196793891,1161.5098725750474,678.0038975168759,1076.4322412333988,7.499770310917195,1035.4304706442729,4.219291690838815,311.23291945215317,145267.87981182753,744.465102748532,162893.35624671562,72214.74901799168,167342.32497376477,1376.0988207882408,134517.77414014918,759.4849347186321,11.961676679015284,305.32629398305494,40223.61345397211,6.230426377336978,162.38558033010392,21275.216930401122
278.0,0.030868888261661287,30.24813914249823,0.09116267040023936,41.63292867047872,30.96560249142925,34.77074976855207,0.1689928087732278,39.7984027973907,0.09023648247607992,1.0593840495764872,923.6605293930361,3.0009865747115576,1178.0483709104617,719.514129428996,1062.0295496905876,5.884399535475864,1066.1426433275524,3.092681436427669,191.6057225403257,145327.4167996802,516.7974017947244,168800.2735570556,79609.49415462135,167155.6039409693,1082.4540831983404,141857.2486646423,559.0782201886502,11.830662837699382,311.5165133719063,41653.757437206514,6.180641069705963,166.14237537115955,22231.27075149821
282.0,0.017122701262505605,29.302649674163078,0.06279838558215244,41.074280027264926,31.09330476761324,33.633084411498174,0.12834976399874543,39.551160232657736,0.0628004326555791,0.5904876839419585,909.6492378935537,2.0865944670505945,1191.7789670279976,757.4445852584652,1044.3261202106764,4.4848644866140575,1091.8423637912429,2.1633179587883484,107.13765128502585,145071.22910148505,362.0999866566231,174340.81798878062,87210.4748910945,166598.51219388103,826.947105795641,149514.50231812897,392.3479394653846,11.674735029055745,316.58941168110357,43102.53778398971,6.119491284627356,169.2973580127488,23264.57643479847
286.0,0.008621906505336566,28.35228874807018,0.046587387245070985,40.44844433620015,31.140476635036457,32.49258722929022,0.09412136574088822,39.22366151707396,0.04093996366663266,0.298727272413219,895.5154306728667,1.5626439135571852,1202.6649021585206,793.5795990622734,1026.4889574466301,3.299765118624987,1117.0596817929868,1.417276586816841,54.42493447052819,144506.45798127222,273.1285846135961,178989.78488015127,94952.80049896546,165684.8421563807,609.8863087373527,156427.43509166897,257.87579724792806,11.504609355338605,321.38154097507396,44557.64803998852,6.050752282786217,172.53355449521533,24211.02923095758
290.0,0.004696064379869818,27.394006164552042,0.04088037177939906,39.756816527469724,31.07472173936514,31.345894669748365,0.06602415377285027,38.818413382880024,0.024140808492687727,0.1635572023162931,878.92027091746,1.3840342660947276,1210.6899925000673,825.7498995056076,1005.8797684359921,2.322273928313852,1137.2607695919396,0.8397585775140033,29.892786927293734,143642.0418030114,243.68807505994587,183714.15320346932,102757.88101862883,164434.0909726824,430.1906246747592,163052.41256872556,153.2877610827904,11.312435883009819,325.03913158905175,46003.64370697258,5.974373155448221,175.1430412729683,25138.61619745418
294.0,0.004693997751640515,26.438100288174645,0.04415571956046704,39.01793672238135,30.930128263320636,30.20476286395624,0.04370117438161896,38.33908306763478,0.011886261123187877,0.16428607560175854,861.2383185191643,1.5083039922956483,1214.1814728304894,855.7203430899633,984.08155316951,1.5418983462694784,1154.6320488182855,0.41531317658442113,30.149048611343716,142225.69344629726,267.26310825548524,187531.664286261,110157.26519506106,162549.3824611931,286.2926787350926,169342.01710610487,76.07354792639858,11.107199910737087,328.1681097398274,47294.07661767673,5.890478926288987,177.44808889479586,26037.93919875383
298.0,0.00799762158261987,25.482662970854495,0.055010648149154705,38.236735824182844,30.70288103296952,29.0671192481719,0.026708209932701947,37.8013096067,0.0036651041064623743,0.2810756909671936,841.7650051267622,1.893450874449655,1215.1699445917677,883.261321574509,960.2965683414249,0.945317180789392,1167.4315303114774,0.12865772994177221,51.75156540546051,140816.6372059354,337.6114610356113,190912.9934133321,117468.38134202464,160674.30663682526,175.86844029771902,174806.5853828832,23.625988617841678,10.887481304279586,330.5978900805301,48587.604361695,5.801035489820157,179.16857393949215,26831.686809714385
302.0,0.014022773181477079,24.537261025253105,0.07213955163342296,37.41112720221753,30.39989980457497,27.94370454471333,0.014559524488164945,37.20347222265789,-0.001021673447708344,0.4949096055526463,822.3041615712957,2.5026666469667136,1213.6945131447442,908.1723778914559,936.5597754898195,0.5168356619466711,1179.128603428602,-0.03602198883596637,91.37342743762935,138922.36537869336,448.5804414467067,193443.97560074984,124245.57779455316,158254.1541078137,96.3518547827122,179891.06783430564,-6.636871051462913,10.656003062025928,332.5571590918132,49706.31880333577,5.7053717795609495,180.82323972540047,27585.919211249955
306.0,0.022235042030022082,23.59149464561337,0.09437743489496457,36.54446880604813,30.021503192244513,26.82300340937942,0.006715439953492672,36.548437578492326,-0.00265670619359364,0.7878449368491119,801.4447649818692,3.297580314088021,1209.8060686891804,928.9149499313446,911.3026571571424,0.23908193914094036,1186.5101517246826,-0.09403222943255346,145.83756221381333,136818.7944334153,594.101534116804,195937.90501928766,131188.4466390979,155597.2797238168,44.65312780582871,184565.8954538276,-17.38029569824758,10.410888494766041,333.4745132434077,50846.66795951189,5.603518873264204,181.90630261015053,28293.844665817527
310.0,0.03213476146477675,22.663463600783377,0.12067657117652118,35.65737137270958,29.58530785755901,25.725258591447492,0.0026278711631956323,35.83919934313895,-0.0016956533213310933,1.143008632550207,780.5646030704639,4.24539976426271,1202.5259499247986,948.2219891157305,886.0656980792053,0.0938565735353557,1191.2521582237036,-0.060277860561153945,212.12673448717385,134519.5587389002,768.5063836115874,197614.87449877796,137491.92470231268,152722.7694528691,17.563460434330604,188805.24883700858,-11.170920977896799,10.158521059026885,334.16021830906993,51830.31826183501,5.495550166737525,182.66220466380503,28949.330047973395
314.0,0.04326886193443935,21.747339829747517,0.14999509018400692,34.74278803348276,29.06753679743251,24.64396574629385,0.0017472542401007084,35.0788716100709,0.0014290629602347203,1.5450507675935319,758.6550825131293,5.314776958761788,1194.1629171989327,962.3060510675741,859.7424691785783,0.0625869582908929,1193.3697263402141,0.05099141612574153,287.47969384303076,131874.41341839219,966.8247031961456,198872.0581701216,143140.15755019605,149465.85533917992,11.734855702561921,192587.19565247197,9.47471653235824,9.892359541844804,333.6065667903297,52628.67257827993,5.381577199314055,183.08119834056893,29546.880843140214
318.0,0.0552245261611062,20.84447856289565,0.1815640091930069,33.780011889580564,28.50522547283782,23.580831823325507,0.0035309797642281236,34.29572216408002,0.006314745856309692,1.979814962076913,736.3839313300373,6.476741898723461,1182.8587737704988,974.7842066707193,833.0719813144353,0.12680727736703154,1192.89109441064,0.22631982621042748,369.2903861593903,129244.44134019419,1183.5233562227575,199709.8934385031,148785.8247463758,146231.11625081275,23.821366880734118,195560.41614205608,42.171468078424134,9.620526960596084,332.7086038034539,53440.98234807062,5.265594728143074,183.15622287308506,30030.592610614596
322.0,0.06765209784186751,19.956136788309756,0.21459420039039653,32.84254817466019,27.88596173496171,22.53697640885898,0.007455002541882179,33.47496394166699,0.012595878564301033,2.434407961308483,713.577795715583,7.70541569851246,1169.7301793003826,984.3743771045986,805.8742021494461,0.2685772365776101,1189.1354619939032,0.45310410473098855,455.1779200338487,126331.36447029105,1414.2110444907794,199860.78550650022,153721.2416190937,142686.05027766005,50.536560763228856,198096.33108788158,84.63821381344405,9.340085702181714,331.144846311836,54061.568293325545,5.145025271924304,182.77218748502366,30455.5023086485
326.0,0.08022445066764682,19.083475567732624,0.24838537459294072,31.862559307974518,27.21287892732579,21.513906410173604,0.013035297784473094,32.619490147068504,0.01991787976227952,2.897647440793707,690.8747468835462,8.976499681298877,1154.8579640181974,990.3955463713493,778.8571829475717,0.4707593770271006,1183.1822837405546,0.7196503472211491,543.0459406521356,123312.0496680487,1654.8180988625832,199897.5792441261,158255.08415997046,139028.98418715879,88.73580954831885,200187.16654014337,134.76025649062558,9.051632919160795,328.85154198258647,54584.638737780566,5.020012391906986,182.0847577040344,30818.627228678073
330.0,0.09267427864017827,18.244566740751996,0.28233374591736665,30.86641346096297,26.48934389295218,20.53158245697224,0.019818092744633902,31.732263720896793,0.027998699193219345,3.3592909926637846,668.0166934332636,10.269899796991394,1137.997796588908,993.7825642520056,751.7414848692755,0.7174990865650522,1175.086192061506,1.0152224763279505,630.9670368810096,120198.91433276123,1901.2874133077407,199311.72748739368,162357.5939730753,135274.7384147065,135.46238553136277,201828.08487318523,190.57822246730933,8.758405708717959,325.98745917107635,55003.75435899423,4.8907717517582014,181.09322361558503,31117.566533228568
334.0,0.10475502917973004,17.407236668427135,0.31595766624754357,29.890686948456192,25.75471477881527,19.554147127413525,0.027379561604158158,30.816313973337316,0.03655477471107386,3.8107629289416782,645.0271418455898,11.56685751721433,1120.0257616297192,994.1739183297444,724.5549344725201,0.9940244655209942,1164.9084253157296,1.330439837759052,717.3718124657694,117004.17451171315,2150.146193287577,198382.31088929524,165761.3009768697,131438.6794948079,187.98739228555135,202787.59310533796,250.29813288051966,8.46389029648114,322.46668588136066,55259.86112915546,4.757527914856629,179.79903604923777,31315.29520684674
338.0,0.11626590813023414,16.6068794910413,0.3487146713761201,28.872738851016162,24.982483742571695,18.62088421001476,0.03535589939446753,29.87473240741902,0.045343093305921955,4.2445480819980705,622.1416516830261,12.848450606768074,1100.4878406340085,992.4686462278286,697.5624465784065,1.2871434999672136,1152.716131164569,1.6559754135010474,800.7727737019763,113668.05549825191,2398.088173037168,197119.1885279841,168954.10138529373,127455.34481333713,243.82941205500137,203348.86686401351,312.2899984984445,8.167430729033303,318.51750374756693,55450.70707416774,4.6205493134104,178.20459760789063,31453.866502189096
342.0,0.1270415484372806,15.807977276559157,0.38048509512884726,27.884441741398277,24.176129098080146,17.692423062709146,0.04343302000975084,28.9526801207842,0.054150869050731104,4.653958245469715,599.4815642497728,14.102610784020001,1079.834237884538,988.0984145087286,670.8995837313327,1.585310584019544,1138.5726414236087,1.985038754617898,880.0659936854446,110358.63783623975,2642.038922273791,195533.32766214345,171459.7714958908,123511.5810520245,300.77967848320014,203515.1686290511,375.149693987114,7.864119254190701,314.0250873487465,55495.040351995056,4.486582568946338,176.3138731355646,31532.59205383181
346.0,0.13694952150590106,15.048517677182062,0.41064035615894584,26.89418239223965,23.339324567981283,16.810589885981994,0.05133739692015497,28.01550940077654,0.06279434115592,5.034909690221305,576.9924486097239,15.315128940688075,1058.276953512207,981.5396057920021,644.5077873161404,1.878319489796783,1123.0320631357583,2.3105355787201702,954.1537612619512,106954.44544515535,2880.2148106965487,193514.53982085545,173339.37371740642,119474.01725911828,356.94929005288424,203291.4841742294,437.5828159127363,7.560419920647117,309.08065423494537,55386.66220343639,4.3501578692143505,174.20584492915253,31551.14070655054
350.0,0.14588774170155577,14.310371354286852,0.4391171833097914,25.90409145109343,22.47587949506945,15.95553369952214,0.05883221998026094,27.020054739909313,0.0711173441963257,5.383218275609548,554.7153203173547,16.474919359755514,1035.7101110196636,972.96217390161,618.4300912683651,2.1574870912399344,1105.7745657633307,2.6253950624778355,1022.3293536129194,103572.64040729668,3109.775756433537,191343.19042101866,174951.83331351212,115472.22076529571,410.6730666022416,202684.36816370903,498.51282155494107,7.254265001031827,303.72242604096454,55222.323302053344,4.204522312689498,171.8254713478378,31509.606385609397
354.0,0.1539197959787346,13.593826845486428,0.46553492496199655,24.916258149397162,21.63604953740933,15.12713065419233,0.06573031662540002,26.058958233578768,0.07898970280681544,5.695074157891198,532.6885536141161,17.573722148325334,1012.2131191107501,962.222605737532,592.7137984603922,2.4162912897295548,1087.151391568237,2.9269408177858294,1083.808982207069,100138.38316685423,3329.271380767572,188809.2104370582,175976.1399139656,111424.4068827255,460.6511869215275,201701.79288846868,556.8864311956113,6.956688072947976,297.9209241531626,54918.458402277254,4.063775055548474,169.22435974335036,31408.320145604233
358.0,0.16077677221221914,12.89911352782017,0.49004811825029054,23.932726057040924,20.732796659746082,14.3258142022008,0.07188608607091525,25.090878411406564,0.08640997557848865,5.968284290100472,511.17409586901914,18.603050317546916,987.8654648514416,949.3832218025547,567.642857539395,2.64887272163222,1067.5940459480034,3.210076534371573,1138.2411886576217,96707.05354195563,3537.22603950291,186046.89099949595,176678.59393834148,107391.6995848292,505.7654339345973,200275.73007807424,612.0645744150041,6.648310553960096,291.7257844820958,54542.05248337532,3.9215739580969187,166.4643794019371,31236.30681825466
362.0,0.1665294504362252,12.2466660325668,0.5124748733653627,22.99925207296044,19.86371804826705,13.573555526967622,0.07719264806663008,24.16850194280646,0.09309875259216674,6.202404603700798,489.78726501324076,19.557910271696695,963.2591321119411,935.0499943759237,542.7978694302437,2.851837973564374,1046.3806441679626,3.471485345406514,1185.3814328185035,93286.27646575055,3732.346423386616,183068.70383402132,176842.00817046865,103383.17935862881,545.2683452995595,198541.66583928582,663.1430575512301,6.353815487105014,285.2111501256147,54045.61805297412,3.785763502362176,163.43200013178696,31013.581637523734
366.0,0.17121051339358312,11.596095705924622,0.5318743023190956,22.030995805152873,18.986045588595502,12.826363284055676,0.081683121811063,23.195426639393144,0.09908438662339175,6.396790836128202,469.0352503064837,20.432894008902213,938.1262497032286,918.9969561013484,518.7318241516805,3.021046198060451,1023.9314791673766,3.7085704071129864,1224.795127402681,89883.3831525641,3913.3521729512527,179887.35000955066,176590.52937109067,99406.95695497324,578.444263175854,196541.08862678683,709.9250591893658,6.057594423103247,278.40112664651423,53457.42126915805,3.641581607192987,160.18948756234988,30746.34143399133
370.0,0.17478908268867255,10.967641849646776,0.5495606315730025,21.117665128248355,18.103335567064068,12.106249952160727,0.08511705979014574,22.274839163377077,0.10446459363301823,6.550167033293176,448.7110905388396,21.229213967681115,912.5314932707221,901.297886520641,495.2173333440919,3.156191388610386,1001.0929849616069,3.919397125590003,1256.7767869694044,86525.58145621797,4079.491117664488,176515.6992942898,175904.97111272239,95493.15894299034,605.2184494519377,194190.2107639993,751.8699509843017,5.763348391234891,271.28026554744923,52777.34341203873,3.504937682954627,156.86502915140912,30421.277218255065
374.0,0.17728310483236384,10.381378722661966,0.5648466312085718,20.21685736619045,17.219083055814618,11.434824783523272,0.08757844592923836,21.30645359357589,0.10893951692436155,6.665375314547543,428.8320910350361,21.933328545254334,885.8026425056736,882.0320354015525,472.27566837029684,3.255905614398298,977.3700247302374,4.102634479068642,1281.2044512845036,83199.25125476056,4230.187675475465,173016.6043070274,174863.53526528933,91626.86761788873,625.1636887184492,191614.70149695413,788.6920491639455,5.474915839169176,263.8682691812083,52020.41711503612,3.3601960958970656,153.38155436614832,30057.422165947566
378.0,0.1787339219226888,9.816827458895798,0.5775549026390158,19.329874231504444,16.38765814877387,10.789657202271718,0.08911799004627659,20.39646337640439,0.11279072365644154,6.7400496287191185,409.41371172665,22.56180203738906,860.2118050966059,861.2860475051124,449.91554342515843,3.3203963433207724,952.8341013715924,4.257496309492386,1298.2322002545468,79927.34931642096,4365.4022473154555,169386.49446670187,173488.42532687748,87833.07671308209,638.4406092850438,188797.06107779426,820.2081737192551,5.201291690510162,256.1857415576784,51195.159201641836,3.223883086633794,149.7493646821502,29651.937096694
382.0,0.17931495718852733,9.254191274126303,0.5881526998261785,18.457954687324584,15.510751989162403,10.149136240258168,0.08978614547638547,19.495053080461645,0.11569984078802288,6.780555808288062,390.4696306760547,23.09094947523072,833.6127952271485,840.1972333360766,428.159020798214,3.3506440374647237,927.5579262738029,4.383683334573289,1308.0779189023654,76707.67961635297,4484.021062141628,165588.3449646422,171774.90017186245,84109.36322515,645.110653424531,185775.34466484093,846.3275008044222,4.917648831341632,248.4891698387534,50300.21781488482,3.088088465646897,145.97935913131016,29210.581984767323
386.0,0.17884731296608902,8.732653199086448,0.5963011002120027,17.602271493194944,14.692881800399721,9.556034269937028,0.0894900104471835,18.604097850678496,0.11801624573229953,6.782491746843727,372.01180714716634,23.545231471733437,806.8036391084228,817.9889537799635,407.00694110943704,3.349227402876141,901.6153399908779,4.481326516416868,1311.3103773478497,73514.39561872913,4586.250762062813,161711.40456980726,169727.93933035713,80427.77460928574,645.6077846533801,182483.64131281697,867.0415534155903,4.653112839293994,240.60769393453498,49333.08589645445,2.9533956312664453,142.0829741898965,28723.240288945897
390.0,0.1775189325558991,8.232087058282046,0.602656555809017,16.763927829668418,13.885840862509633,8.987787832814476,0.08851690083508064,17.725404220814188,0.11940184702656483,6.753228766634965,354.05054381193867,23.912245969017402,780.8099886163046,793.5448587101577,386.4793194912914,3.316411232574343,875.0812172684483,4.5554113990441385,1307.754324663286,70405.5247240292,4673.215159681102,157735.2386791168,167357.76168110856,76851.288686139,640.2264817556808,179050.24693621724,882.414436216903,4.394011460302258,232.29613776598947,48304.989236292255,2.8197954328119907,138.0759149478973,28209.644199209815
394.0,0.1753973450537155,7.752174278768004,0.6064512118665815,15.943954060218328,13.092086515742993,8.444222333893796,0.08667139388445974,16.860701570726146,0.12026107333059331,6.692489918470241,336.9990421619855,24.18519396733634,753.8095206315187,769.2940614316,367.01149558244464,3.255681635894407,848.0313512402305,4.5980883250358024,1298.3811353398783,67359.50306351308,4743.252947812566,153670.54044198766,164675.77003041943,73355.80165212732,629.4357475189091,175437.3147704823,892.5734027705757,4.140741804706179,224.15724502387022,47215.40658969351,2.687895518824781,133.96316080765857,27664.096546700745
398.0,0.17260327323924113,7.29257100428412,0.608241314726638,15.187872585821523,12.31399521180732,7.925021231821476,0.08430431039807258,16.063693346554928,0.12044323611862962,6.599227403568098,320.0635086905935,24.391986409962342,727.8235001114529,744.2049210675631,347.7502205299859,3.170833783068665,821.8178277772813,4.6146378107940675,1283.107208852324,64379.09163953363,4798.360552877753,149628.4500727178,161816.52410286485,69944.80853326626,613.7654862014803,171656.4029467643,897.6998272731462,3.8940120273942203,215.8453652046398,46095.07140826085,2.5658053018930675,129.956564138965,27088.523662866595
402.0,0.16906046516400441,6.852909723659882,0.6086403650586308,14.406910968085615,11.553801057658545,7.429415296381766,0.08122883445647895,15.231241213486767,0.11998725561640161,6.4865649123044,304.06056374973116,24.519886508046834,701.9319430960882,719.7759100998521,329.5686618932002,3.0656211510931963,795.3433048269271,4.611598570890994,1262.894875506731,61466.76050141884,4839.0504514356135,145430.05989767678,158707.94714915747,66620.21281006162,593.7877540209006,167719.299927354,898.0206381517274,3.654092343917698,207.81750405155177,44928.59341295614,2.4377384631114962,125.89335136845102,26484.92577430998
406.0,0.16498826826608629,6.450030688560291,0.6064056484537641,13.690265321633179,10.813946609658888,6.975454299773938,0.07780164611060869,14.468078996818251,0.11893622952097033,6.349980777806703,288.1661202172454,24.565834256545248,675.0660772794528,693.3675413171528,311.58109765535795,2.939022547052195,767.3032616143925,4.580262038378586,1237.7219501311995,58672.43902089617,4861.947615561676,141173.84798156391,155205.71301742102,63435.55818546719,570.2377980887334,163638.01292201696,894.5356326601625,3.42426590469243,199.3630394241943,43691.81587948271,2.319795474435004,121.56606336103226,25855.99098580122
410.0,0.16038479001629488,6.048582876601096,0.6032702532570869,12.993820807191293,10.141657066512062,6.525195752694274,0.07391777877776272,13.673153197286629,0.11733636562195739,6.184737045832939,273.2150099590139,24.544606994693968,649.4676785600701,667.9150940337761,294.67788746639076,2.796794798191915,740.454130626613,4.5328198953772985,1208.7817394062786,55905.03013923785,4873.767526896748,137002.41254826947,151620.16134869657,60293.135968010734,543.6765525863149,159587.14774628187,886.1063365703877,3.209680902526712,191.26200850014985,42440.47529322238,2.1965159570554804,117.4078011063394,25227.536331962125
414.0,0.1553206237799404,5.665830916926942,0.597700958690398,12.27603823370681,9.446587464415854,6.096746077908905,0.06973407005668841,12.948245361612402,0.11523601638751066,6.008120156119469,258.787999443281,24.460711426313374,625.2543743473537,640.5861672287991,278.40753252991374,2.645438395467431,713.5340523316755,4.4657322694384405,1175.5195075429835,53263.03089326788,4871.939971573115,132811.5057653297,147825.6858198692,57297.55760709622,514.5138291477532,155267.41809291855,874.5436316102474,2.9928768828925105,182.82615602018217,41161.47654159515,2.083552013763722,113.22202473878816,24555.190665204736
418.0,0.14989478244490662,5.317053164279141,0.5913577709181763,11.621956784080252,8.819086029332393,5.706605222289423,0.06532316266019901,12.243377893755602,0.1126848133964428,5.815171263003214,244.88139457882215,24.323189681963818,600.1646922793075,614.4915652983356,262.7633954350517,2.4812716092142497,686.6040727127709,4.374977123524379,1139.6582613775913,50645.840300795906,4856.093380091995,128460.24590668478,144039.45178498494,54341.18960183259,483.30217024890214,151026.47093649363,858.6101252576893,2.79627870191554,174.74364597011748,39888.45937855203,1.9732801427543523,109.0146922986313,23891.228178832404
422.0,0.1441135046115214,4.969824855528171,0.5829285313960995,10.989125809258375,8.21482002777836,5.320012907205682,0.06075328980360973,11.559273941327586,0.10973289858879473,5.604549546280721,231.49067023224515,24.106370037582163,575.3749143385444,588.2327479227414,247.74110475151244,2.313745284713342,661.2132625691621,4.2738047530314445,1100.088833823887,48159.28154642388,4828.790030971272,124246.56451516926,139885.86422029976,51536.49927802164,450.8759947270061,146712.1978152487,840.2644532848547,2.6052375124693974,166.70905065794864,38554.12832584561,1.865853711001663,105.03461691657034,23213.976828970688
426.0,0.13813637762080497,4.654565540006139,0.57371046386821,10.377745273266891,7.634554901074216,4.9690441992551095,0.05611457636029476,10.896690857266007,0.10643024853842943,5.384739919502229,218.61051424845257,23.834559345559803,550.9219046020835,561.9013910114252,233.32572703858682,2.1392641216550463,634.4617886054373,4.158336012486158,1059.137292076214,45695.83367251097,4789.8041599121225,120037.10392556533,135569.36078193475,48768.98554692951,417.810563414029,142334.9454939889,818.1811031265187,2.424445792529065,158.73837254634867,37188.35269980749,1.7614311918611796,100.83374047650608,22523.901386974183
430.0,0.1320024604563539,4.3550552954231865,0.5637388306441228,9.826146284195046,7.078916448699557,4.636500308262078,0.0514415977771422,10.25640444754606,0.10282608737711718,5.157576259468283,206.234870658027,23.526192999425977,528.0460075743874,535.5868605850491,219.51423514627237,1.9663961420789158,607.8736107073661,4.030360234856111,1016.2511980854495,43366.262405529895,4740.364357493728,115839.20387087665,131345.5427458283,46155.36051034012,384.0811620020319,137905.10748565957,794.4111045316827,2.2516706715089407,150.85652442676053,35864.17537134584,1.660173251966376,96.64732152889178,21824.332445529282
434.0,0.12570172162391557,4.070793312976622,0.5524127264284563,9.25696244071852,6.548333732569497,4.321692756469925,0.046840079399753286,9.682023782556126,0.09896838353357679,4.923452165005999,194.35698218950904,23.157203468759214,504.37388723164304,509.37953561080303,206.29204328154304,1.7923108285080083,583.0318198714384,3.885778545889529,970.7313011213388,41115.506288920806,4680.201887256982,111660.02136773487,127013.34783654351,43636.9391594982,350.8804882746822,133433.10398500334,767.5587376907663,2.086979188803035,143.0797572044302,34529.498905064684,1.568809224307,92.71470302433619,21115.686599694345
