E_keV,Xe_p_300,Ar_p_300,Ge_p_300,Si_p_300,O_p_300,Ca_p_300,W_p_300,Na_p_300,I_p_300,Xe_p_350,Ar_p_350,Ge_p_350,Si_p_350,O_p_350,Ca_p_350,W_p_350,Na_p_350,I_p_350,Xe_p_380,Ar_p_380,Ge_p_380,Si_p_380,O_p_380,Ca_p_380,W_p_380,Na_p_380,I_p_380,CaWO4_p_300,CaWO4_p_350,CaWO4_p_380,NaI_p_300,NaI_p_350,NaI_p_380
42.0,0.11173694106562804,0.0,0.0,0.0,0.0,0.0,0.29564016948710203,0.0,0.0560169527894635,0.0,0.0,0.0,0.0,0.0,0.0,0.29976980082130705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18876941080337886,0.19140622458665285,0.0,0.047425120481572616,0.0,0.0
46.0,0.45404657743574006,0.0,0.0,0.0,0.0,0.0,0.1929757805351139,0.0,0.3515005999679354,0.0,0.0,0.0,0.0,0.0,0.0,0.5491046698714137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0717343807009305,0.0,0.0,0.12321710021386267,0.35060920571395077,1.32282456428195,0.2975877385811663,0.0,0.0
50.0,0.9516619187622701,0.0,0.0,0.0,0.0,0.0,0.052751937177710574,0.0,0.8382881205152776,0.013365537950277853,0.0,0.0,0.0,0.0,0.0,0.24469834318004793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.049038431221874,0.0,0.0,0.0336826761973823,0.15624250976041962,3.862375747415356,0.7097122055733454,0.0,0.0
54.0,1.5022095959190989,0.0,0.0,0.0,0.0,0.0,0.008346430430377751,0.0,1.432165818803127,1.2639433326157736,0.0,0.0,0.0,0.0,0.0,0.054104345812135385,0.0,0.578842261092748,0.0,0.0,0.0,0.0,0.0,0.0,2.414090539561315,0.0,0.0,0.005329285115034196,0.03454620357774024,1.5414226340405397,1.2125014504377667,0.490059930166587,0.0
58.0,2.0147288383173327,0.0,0.00015875024589633802,0.0,0.0,0.0,0.17359354629852072,0.0,2.0341154231422442,4.563834271390128,0.0,0.0,0.0,0.0,0.0,1.3802408007062197,0.0,3.5173148170224655,3.2948635382487046,0.0,0.0,0.0,0.0,0.0,77.67802813743269,0.0,0.0,0.11084133631397629,0.8812985162608761,49.59825191992785,1.7221245393071642,2.977832078725405,0.0
62.0,2.394707077335307,0.0,0.041931708981630414,0.0,0.0,0.0,0.60763666919856,0.0,2.5579652395409855,8.920886581567817,0.0,0.0,0.0,0.0,0.0,5.666561303420778,0.0,8.086468190004016,128.8444708662183,0.0,0.0,0.0,0.0,0.0,380.21621854409864,0.0,61.53058016187316,0.38798251342547674,3.6181600097974296,242.77212287144727,2.16562671891221,6.846172615327973,52.093072403373846
66.0,2.6090672451194856,0.0,0.22416088880894305,0.0,0.0,0.0,1.2957380428968714,0.0,2.918529276282461,13.212802182888186,0.0,0.0,0.0,0.0,0.0,13.905751765658428,0.0,13.12686225609294,402.2181145801193,0.0,0.0,0.0,0.0,0.0,1057.937356513382,0.0,321.12115002985854,0.8273426014384581,8.878971257983626,675.5043193297448,2.4708877520864925,11.113475350578387,271.86786269123394
70.0,2.6203815064824973,0.0,0.5799776047523909,0.0,0.0,0.0,2.1850697987889682,0.0,3.0924351789084157,16.729983287941053,0.0,0.0,0.0,0.0,0.0,26.250207836941208,0.0,17.926916095226556,724.0260176949926,0.0,0.0,0.0,0.0,0.0,2187.012812465952,0.0,690.3363766025241,1.3951904411272713,16.761038513278937,1396.4310761452507,2.618120116108333,15.177301037322371,584.4531735997085
74.0,2.462681762511243,0.0,1.1311450748247787,0.0,0.0,0.0,3.1709626586791773,0.0,3.090238016882551,18.794379674589006,0.0,0.00018397982003685593,0.0,0.0,0.0,41.99116349271311,0.0,21.651563974546693,1011.9982581240324,0.0,0.0,0.0,0.0,0.0,3782.956626464965,0.0,1082.8572571034713,2.024693578673173,26.811807087039384,2415.4582738584304,2.6162599529147763,18.330665610580933,916.7695371701283
78.0,2.1712739146093156,0.0,1.8800464588359382,0.0,0.0,0.0,4.147218103156841,0.0,2.89725934670232,19.11580557140663,0.0,0.36566039150145874,0.0,0.0,0.0,59.647282025054345,0.0,23.947305472422347,1197.8205190214803,0.0,0.0,0.0,0.0,0.0,5743.198238397309,0.0,1414.265877235182,2.648043123382723,38.085427644783245,3667.093512597115,2.452880186113313,20.274288241046076,1197.3469865978025
82.0,1.7879799108127608,0.0,2.818940299999769,0.0,0.0,4.810607574944936e-05,5.016306666854363,0.0,2.5717660347547553,17.819060197282948,0.0,2.608684976122392,0.0,0.0,0.0,77.98979707626634,0.0,24.246191308635122,1251.7822162729783,0.0,0.0,0.0,0.0,0.0,7924.082891486604,0.0,1618.9610357379618,3.202972164593672,49.79731972249515,5059.6116934249,2.1773107599598274,20.527331223335764,1370.6461767639428
86.0,1.373809105067528,0.0005386134439478425,3.9271601486204726,0.0,0.0,0.0019433725442694828,5.71125428797275,0.0,2.1569846024131007,15.1884397737616,0.0,7.297182918943317,0.0,0.0,0.0,94.6355427617392,0.0,22.810564287472747,1168.753596066182,0.0,1.7318294889934438,0.0,0.0,0.0,10116.993120988662,0.0,1680.894332059735,3.6469674728596124,60.42580640913496,6459.808333434828,1.826148148950714,19.311899446796264,1423.0801970670518
90.0,0.9640111007722052,0.03560352524810108,5.170140804726542,0.0,0.0,0.04695461522378883,6.16228385683797,0.0,1.7117428478105516,11.6772116126605,0.0,14.577437985985378,0.0,0.0,0.0,108.22499439861498,0.0,19.905742371639732,972.1489290528704,0.0,95.52993871524174,0.0,0.0,0.0,12109.81233933897,0.0,1592.6131263982074,3.941220169873685,69.10281665129682,7732.24472236759,1.449197193856555,16.852616631937302,1348.3394872235142
94.0,0.6055324910407878,0.13753049551229693,6.481726096074818,0.0,0.0,0.17373475213690642,6.38342393814972,0.0,1.2642839909676873,7.947650292904927,0.0,24.66491002474475,0.0,0.0,0.0,118.04229081060072,0.0,15.996471758864068,706.2761552310058,0.0,442.17222401887886,0.0,0.0,0.0,13743.995682731438,0.0,1386.9619283290835,4.100068068163336,75.37126543005292,8775.688268662641,1.0703691937674265,13.54294660217393,1174.230894022021
98.0,0.32322514424448034,0.3287133192663044,7.859928774995561,0.0,0.0,0.4092894155789057,6.347331228961918,0.0,0.8593017088381476,4.564280396472239,0.0,37.38788330402119,0.0,0.0,0.0,123.16602040123898,0.0,11.746799496786618,428.0558801109412,0.0,1063.750338523578,0.0,0.0,0.0,14828.4271438763,0.0,1073.8952945608792,4.109811316789145,78.64282158434209,9468.109357218043,0.7275027476920471,9.945085436935234,909.1821527772072
102.0,0.13215403341584875,0.6324116610271552,9.23197290030492,0.0,0.0,0.7814224881003005,6.1036157500429695,0.0,0.5200475719462839,1.9914143111538645,0.0,52.49592815259386,0.0,0.0,5.5326938578374696e-06,123.51654880642852,0.0,7.632993995471283,195.9797164259787,0.0,1982.0184482350655,0.0,0.0,0.0,15346.344040278665,0.0,738.5766271837371,4.005996700354207,78.86663849094583,9798.804835943421,0.4402831201546697,6.462251904898966,625.2943758063664
106.0,0.03873553096969821,1.069895053947873,10.525816881310153,0.008279627333849538,0.0,1.315305860075174,5.672840314756863,0.0,0.2618931850731332,0.6224707636360401,0.0,70.01808582460602,0.0,0.0,0.009182543885628324,119.29664340549105,0.0,4.075410494020243,64.47301340000803,0.0,3195.8005121293027,0.0,0.0,0.0,15242.737947102714,0.0,414.6839201800139,3.8052576817344907,76.17346117553252,9732.651237133103,0.22172423234225505,3.4503275181210817,351.08005517942337
110.0,0.04030896721890833,1.6570758976861437,11.763698115589142,0.051505313960772396,0.0,2.030149032008755,5.107340594022966,0.0,0.09225862436468235,0.6983141452134279,0.11579332277836055,88.68876431605143,0.0,0.0,0.1904386017602224,111.2990276673286,0.0,1.525411147863283,76.86249064109384,0.0,4703.408271858877,0.0,0.0,0.0,14594.402234483583,0.0,160.18782557322294,3.54368507818154,71.09212852404501,9318.681949108995,0.07810807546786439,1.2914448906788354,135.61835389446924
114.0,0.1276121234908628,2.4286939637099385,12.846488247773701,0.1467721993280982,0.0,2.9660540153255526,4.457369844801314,0.0005330263557812319,0.011310415289039663,2.311633888172658,1.2138398805972617,108.58256866044543,0.0,0.0,1.5739448991471916,100.43461741815483,0.0,0.19651266924187433,261.44707001004775,0.0,6451.084262635269,0.0,0.0,2.4714565692873486e-05,13453.522815656916,0.0,21.542689084109444,3.2589482672078742,64.34766820582664,8590.218239166705,0.009657388592291307,0.16637172410963944,18.23848985771892
118.0,0.2870761352673817,3.3695613788509737,13.755033775037361,0.3044101380884567,0.0,4.105402159627194,3.7637461539843367,0.01773191341361633,0.013184650652101738,5.4132952609519975,3.7052568964665817,128.8801464310452,0.0,0.0,4.65390317859032,87.31030984049839,0.0,0.23980605429432994,630.9227431051066,0.0,8431.9620670007,0.0,0.0,0.2980470495287299,11958.505233603106,0.0,27.348931441563305,2.9746575462003997,56.39638265028052,7635.6750044291675,0.013882105925216827,0.2030248067913168,23.154175728430076
122.0,0.5028580305239162,4.51027835600492,14.53347198619009,0.5484672701419614,0.0,5.481807300896322,3.0710516571976725,0.06462118098771416,0.08748815820018441,9.85738381255318,7.867159421989372,149.2611199805481,0.0,0.0,9.757975138205348,73.23074533791468,0.0,1.6693257993523212,1183.564473764916,0.0,10520.680563834754,0.0,0.0,3.9940304832357056,10223.443924736408,0.0,194.99892286443625,2.7239580774678487,48.11690869168946,6528.334272982941,0.08398084079332144,1.413286036011806,165.0901548568748
126.0,0.7576279799939311,5.852581627370329,15.108433989773086,0.9019960705264561,0.0,7.097451237429181,2.4129613024895846,0.1570364985793386,0.22168499367639666,15.424756720248293,14.405662417011355,168.5343233646431,0.0,0.0,17.723527042635226,58.966170164969306,0.0,4.380261547027469,1903.381593255526,60.75612146078328,12730.883325710205,0.0,0.0,84.73773480167817,8399.336867465205,0.0,529.4414747110659,2.528655378380703,40.11761683781152,5374.8617972012535,0.21176926279187225,3.7084207773552995,448.23619414793694
130.0,1.035279274735189,7.32630054551689,15.497517241779512,1.3723995853321247,2.557654792267494e-07,8.868321134430511,1.8118681379872583,0.30158648719206427,0.401234540541859,21.7998624296859,23.38200513013461,185.86795130176353,0.014398752414523331,0.0,28.615475946757606,45.37746802085148,0.0,8.230582108449749,2760.43067994267,288.61759888103677,15032.399019054545,0.0,0.0,367.91074808996785,6575.067986785891,0.0,1021.373144343404,2.3913532553530534,32.95722688923134,4249.46382902427,0.3859506073474379,6.968182464222251,864.7158050382146
134.0,1.3194870531855707,9.030043282898728,15.675311781561138,1.9878075420460664,0.0017337313196708923,10.911453709612394,1.2915313584195602,0.5254776651642602,0.6111131638460702,28.717683798810793,34.91166894579246,202.2514423384922,0.5205113024338003,0.0,42.576471481268264,33.02971997827044,0.0,12.976081711219926,3716.282418010506,712.8853644790026,17217.47738128576,0.0,0.0,888.9185373831442,4856.4171500142775,0.0,1649.9332227561424,2.3438987169186967,27.016405754485646,3224.6103292576636,0.5979784643017723,10.985821396716318,1396.867876227597
138.0,1.5974286484570726,10.803854399007887,15.707508239123923,2.7650818904533536,0.01676856078972551,13.033783544133016,0.8584444395769348,0.835172562360248,0.8395261186033268,35.788625461952854,50.14790399862736,216.2860755401104,1.8915711692260153,0.0,60.95216239140267,22.407311803606426,0.0,18.42800535640329,4743.918751690371,1410.390521863509,19344.444702927834,0.0,0.0,1738.4624190289228,3345.762265108914,0.0,2398.7186338808224,2.3661347717070225,22.791751063828986,2378.2961643771323,0.8388583738703335,15.601533656198399,2030.8052214255547
142.0,1.857857062359009,12.769658377775594,15.597736622817873,3.68122742718569,0.053537523817870004,15.378101682903624,0.5195928556411252,1.2537800681618239,1.0717816163359029,42.8441268451813,68.2588023153575,227.71409295009315,4.510882452768351,0.0,82.78386620518147,13.81220819664886,0.013770328949576279,24.255298345285635,5789.795624841713,2386.5000708703524,21325.258647792998,0.0,0.0,2922.9188330275356,2089.4225864892305,0.0,3226.2568274427354,2.4842723576087953,20.342623453192516,1740.9842639978388,1.0996963832148003,20.53715351177062,2731.416314647296
146.0,2.0913905832819326,14.718611059904726,15.312562977270037,4.804295207821924,0.1195003654143247,17.70118762361828,0.2726004215572502,1.779434437358544,1.3000892286975407,49.49100892985016,90.76440765742633,236.5994187661043,8.570995625576536,0.0,109.7895414014741,7.360629547637255,0.41560431660444935,30.171384286637704,6817.881748077084,3704.9134970121663,23088.477808597672,1.0068015409925037,0.0,4517.519499489595,1128.390464044322,0.0,4093.935880599773,2.6645964311736363,19.9823679366696,1349.3208162352464,1.3736107868209413,25.607468204770576,3466.0114967516934
150.0,2.2921443032031865,16.8006506747728,14.905601072436411,6.054420524636356,0.22620879052078638,20.171904823823375,0.1112546357283542,2.4588748211774885,1.5120760151467616,55.589552797029256,117.07682840391632,242.46896813502414,14.270381647089915,0.0,141.28094815389392,3.053179132245078,1.4902133438248775,36.05568502189935,7803.264683493642,5479.748090787441,24541.019985745097,67.0022279088162,0.0,6654.751463318252,473.1780911804445,0.0,4987.251414842081,2.9292133631552586,21.615567837537146,1228.4599521724151,1.657295206224528,30.754062539552752,4222.3110583992275
154.0,2.457090627849718,18.883609564040473,14.403439829668958,7.5154448431697825,0.3864487517529446,22.640462874465424,0.027411810241730124,3.288003663028749,1.7045919524430722,60.96028237714025,145.6900904985938,245.47859942595883,22.341593360375086,0.0,175.5156140444329,0.7641203465208584,3.4711895527320578,41.55904015281591,8697.180556021263,7617.343384194727,25844.590538975626,259.46198568543974,0.0,9223.425439231765,119.62337342067525,0.0,5851.185599598223,3.2549146728078853,24.919389636625368,1360.2667606390232,1.9474542863303546,35.717158204080654,4953.735756815096
158.0,2.580552485592266,21.045615207122427,13.81584530222129,9.128892015176541,0.6142309926145973,25.196190592854034,0.01004829854480817,4.235223096342243,1.8728003139158937,65.41418540527732,178.8129742489067,245.70543866319062,32.998934878310195,0.0,215.01238162727128,0.285170238240238,6.629207847478106,46.653068157611415,9459.397003312752,10191.888250709595,26779.42110461432,601.5421254750128,0.0,12309.955602719123,45.23628701399716,0.0,6681.908853589878,3.6502102403037133,30.111461265128725,1742.4098348514526,2.2351466997186944,40.51424269540604,5657.043388622027
162.0,2.664763796323898,23.016100250084197,13.15015699037023,10.872208310552303,0.9239167002999804,27.520313710970488,0.0471366341457633,5.365405371227237,2.008757630130916,68.85350819375601,214.84606447039596,243.89621589969147,46.567923184314374,2.96507187843754e-05,257.8893213532781,1.3554240336695136,11.266049008199891,51.209132639403144,10123.506227943724,13350.362045016493,27339.416947592294,1155.8877195181092,0.0,16086.67231442557,217.06936449940957,32.32551323585999,7457.02213656948,4.066239597395214,36.76323726407989,2377.839972864405,2.5235973897399924,45.08269663512426,6318.228518780169
166.0,2.7115209582133977,25.126852230048517,12.412297832649253,12.717607720078421,1.3156772682128592,29.999133399489217,0.1262313357955865,6.641158528348642,2.1105092753399766,71.37568976849143,255.23021046899373,239.84866752166218,63.30623884808825,0.09254968859220934,305.77756701600293,3.671689002145025,17.699898071182425,54.944513235358265,10634.042549045334,16991.204909415803,27739.30616290359,1959.8085739774422,0.0,20424.31382019652,593.4949424928751,155.85355191049408,8090.66275262777,4.548866767205958,44.928728281789574,3221.9844384333364,2.8054163827298577,49.23196601656848,6873.628504015521
170.0,2.7184283184450635,26.977551378133107,11.652699967347969,14.723807384792096,1.8242578779845646,32.165630452244216,0.2354362238578512,8.04898677452301,2.1865872796013517,72.86999030880278,297.69378032675763,233.61695463018071,84.22783131028432,0.5711625248524631,356.0549851437277,6.924141437731047,26.576683438658872,57.96681406381677,11000.399292332755,21086.632183056205,27722.971247264755,3059.443437356553,0.0,25297.888135758814,1128.1353125416588,399.54804324257486,8663.850208106323,5.033210405038105,54.110370844134664,4241.751724654766,3.085757100058013,53.15222267631674,7396.278610466605
174.0,2.692189588742022,28.794358955711157,10.86520475566745,16.780063528729176,2.4481498530017443,34.285304159864744,0.3634335759061564,9.63403575193512,2.228515091869544,73.34674100605628,341.4532367188287,225.42593351833028,107.86064032720704,1.567549690986159,407.7318289282322,10.798132768426106,37.62677944789127,60.05886600678645,11217.327111980994,25823.84848608769,27427.713541612058,4498.640064402482,0.0,30921.433655711357,1775.1180759906056,796.7647018433573,9099.510261512985,5.548665763775863,63.998756175178855,5437.645613863965,3.3643675168138873,56.61825175640952,7826.042248858341
178.0,2.6347818011601527,30.428973919458954,10.07463535772836,18.85000833993678,3.1919551689967665,36.18671406870184,0.5001597323477246,11.322082794420593,2.2421221086356833,72.94636164365821,385.6809095375816,215.7307107752648,136.0358173027739,3.2681780621971637,459.8376087381028,15.015763873893915,51.89082211377424,61.39768229808548,11273.121802957694,30699.53808345704,26917.094485761907,6315.604238089094,0.0,36694.69950910186,2487.6287399112857,1384.3008129990246,9425.135753833885,6.0659657357438,74.3227981274337,6696.220597635021,3.634798712586548,59.93952821417518,8191.839367885568
182.0,2.5531616085516915,31.992242007760023,9.278621082660779,21.005330253702727,4.0555946023337235,37.99479271105388,0.6369278489357767,13.085285333514635,2.225577466317688,71.7043112481224,432.3331383979552,204.5506262768855,167.72528283734377,5.978253724999223,514.6792650615823,19.323376661894923,68.56074889649908,61.99841415244519,11202.930649167765,36433.50731317735,26143.629059031853,8637.74694071627,0.009367779673563252,43463.05410978124,3222.646094769582,2200.629269706478,9605.491077407218,6.596936476079882,85.3094938734576,8107.683176488887,3.8912301707466552,63.00493944276343,8469.739706675082
186.0,2.446761386684488,33.46523042256985,8.490082779608107,23.113286414596672,5.070356924815304,39.68864373095135,0.7665047716864776,14.893749888425745,2.1889989865162667,69.65236125638556,481.0490460829431,193.06658280946525,204.24979683970653,9.781276379149542,571.795431195412,23.47304338319359,88.99250225216043,61.733962801213245,10997.068604855625,42128.82609906668,25184.996797613247,11430.581833851062,24.91881929858222,50182.298639172026,3941.8404473297674,3328.4380527321796,9676.469404881347,7.141005357170013,96.75487687613256,9507.741099811312,4.137642813555422,65.9148542681375,8702.813785521088
190.0,2.3228390014661136,34.71130167068896,7.727419471180269,25.25485798148154,6.158862698367879,41.11303704836087,0.8835345780033744,16.8038697000078,2.1279239656193027,66.98634694238105,528.3154435615462,180.47441415423586,243.94878599785042,15.178025735292225,627.0330126824009,27.303523284182255,113.6536658465389,60.83056974877455,10679.94594973679,48309.01494644943,24017.56928524847,14703.902563142477,110.48356779464207,57447.2553835892,4605.576178318767,4785.85882475837,9642.390043210475,7.655945654657884,108.08919747778927,10961.832218290483,4.378907970113209,68.93253104897872,8897.499438685732
194.0,2.1823113207655407,35.72895126161937,6.990827188858354,27.29188768771721,7.3844654319336005,42.26598664640843,0.983896297641432,18.706937489575534,2.0461696941581056,63.77919989076345,573.317610933563,167.52127528295043,286.2585827749081,22.34812546386401,679.4586824441719,30.659930858127474,141.77973853780833,59.34894420990109,10254.956995240467,54950.27558984277,22692.14602024054,18627.139402486424,283.46493778193144,65237.03046032928,5209.10833921462,6608.476456756285,9481.449888202455,8.15293122379543,119.1235669670086,12469.966678343239,4.601584008766464,71.99210894136142,9040.795680523843
198.0,2.0339139365597045,36.63460961664609,6.285505425881946,29.198151843417453,8.743573201277574,43.28111473919978,1.0646575739764972,20.666581197570586,1.9526222503467752,60.113839773090156,618.6012452485617,154.29518724771242,332.79498150279244,31.54761391523869,732.0479666891703,33.431112922628614,173.16262339820756,57.229954621465524,9754.016246809275,61597.330633580306,21306.939491202713,23058.4201336416,568.8211395680675,73013.60895275982,5711.553476647525,8918.98455642684,9233.991337176447,8.647891343103804,130.25811096410192,13936.696611570529,4.822953267737365,75.01160820193988,9185.675866568445
202.0,1.878424353144767,37.42165575742264,5.621016948502913,31.065475543227254,10.172387115491773,44.15280772580806,1.1246857698371535,22.56636814433253,1.8448933484445262,56.12248521351062,660.4229051681696,140.89838230520803,380.94702668236783,43.43317364596654,780.4947329622909,35.57075465824193,207.47010275362774,54.696224329446814,9186.985232196015,68126.93259881805,19831.708289409944,27958.124543171525,996.5221817768727,80628.77427953694,6111.02643802548,11680.3492713282,8909.875939739271,9.12514082316202,141.0098111443497,15346.848254677961,5.023135429687206,78.12855113558412,9334.808769769492
206.0,1.7189683493987895,37.9831311429984,4.991706641416286,32.87444156787871,11.646377388430919,44.75905861535798,1.1626128619317457,24.47695100975547,1.7285922329553738,51.89860419752298,701.5828583211237,127.96919284225709,429.9166368636892,57.93805392057316,827.9566239260986,37.05959759566008,246.0119109661447,51.822104815493546,8564.36440265639,74885.74418868517,18286.46538532201,33540.56088933965,1622.3046267008185,88488.9760276964,6400.3982516385595,14900.376862815383,8519.70638465932,9.561370752548882,151.79107284800406,16764.8353803473,5.217716045608881,81.60677119352724,9498.368165250473
210.0,1.5593348681144763,38.42876545426857,4.40360272467683,34.49603387845824,13.14038313438479,45.2251124479168,1.1802929308914258,26.27789997619802,1.6063587366054102,47.569307951855876,741.6970087968808,115.2393451564423,484.53049941158883,75.17831153428932,874.0298302190932,37.861518270731665,288.8119969916526,48.681124199831316,7907.6041668952175,81820.79879848877,16716.831172249716,39525.01412045412,2440.763255106857,96533.68343354063,6573.991225776325,18740.131043269826,8054.648426499403,9.96960637736447,162.5484171970009,18177.405518442552,5.390458630515839,85.51219208617445,9693.578611031742
214.0,1.402025087573462,38.75708508085984,3.8602439055968545,36.02999848003693,14.69471728523202,45.55119675527542,1.1775586283138524,28.045600906182116,1.480633245889388,43.169044643919555,777.062283365781,102.95673216896745,535.9812409387399,95.98075923190301,914.4123292806082,38.030157894721576,331.5417189232837,45.34443941920311,7229.6992054896355,88374.90989476714,15150.616081990596,46161.978721323016,3542.719675785787,104110.01734811135,6632.710260366252,23061.22193942415,7549.948938562624,10.35873287431528,172.90103580188486,19514.443657665066,5.555145264770767,89.24113336675674,9929.054724737864
218.0,1.248960791319161,38.88396859199951,3.3595686278992507,37.359154342753705,16.29172227975556,45.64040252751257,1.1568645182377215,29.667203810021075,1.352484279293204,38.81476007247753,810.7119011821998,91.2904711362248,592.3054762804103,119.74092826284411,952.6402562962198,37.58312946665753,379.86106901284063,41.809090741626555,6542.613855424561,94957.34363998412,13622.496966607083,53449.2148837148,4993.928842220845,111697.34482385941,6584.616154195504,28053.05174286116,7016.401244984621,10.712903183334635,183.21804375555428,20862.439183886858,5.695371743509854,93.6592140350765,10242.984705830455
222.0,1.1019572941473863,38.906531218073276,2.9014978959736863,38.58354315467765,17.84284501521291,45.60758096018071,1.1203021641220023,31.22362197497887,1.2254437441556303,34.55073591607362,842.3058473900554,80.18503458686048,643.8092294231625,146.29307402329866,988.3668080330511,36.61708753283827,429.1184698557024,38.22791669357881,5859.14416615098,100992.76637387363,12134.72460439607,60964.560161512425,6795.488028753158,118630.76493393748,6441.997597716688,33493.28628670402,6450.534401280025,11.029757186606963,193.47604150312807,22136.92931117904,5.8265386639409815,98.18237541128661,10598.328555966113
226.0,0.9627865006912244,38.82676226082609,2.4845592449518286,39.693902291202896,19.39239916655307,45.45365655603387,1.0699512281171224,32.69986263118725,1.1011688742662635,30.4248028148712,868.4037911167969,69.85550561257647,699.2953124392911,176.60258532077805,1017.5335686633349,35.18407813021199,478.5357697988908,34.65610703529743,5190.631066061836,106928.57083649102,10704.743657152943,68585.33344054196,8971.821290012696,125413.12157849438,6215.7656400630685,39312.55871687323,5891.370894498486,11.320601063811154,203.35791309577596,23420.30465812637,5.94774949653335,102.73799006241741,11017.484097756846
230.0,0.8323805873385866,38.58198834294595,2.1110138413614528,40.59403051269926,20.85428005483923,45.106879079279395,1.0087593899041687,33.997494136458926,0.9810668095457389,26.5219393728576,892.0959239436814,60.272075626488785,751.8498686731589,209.3577284294028,1043.818391179159,33.34441580879188,530.0601677236584,31.142677151610787,4551.574375155857,112713.86262910812,9338.678245697985,76649.11191287653,11643.695225623942,131998.97163393322,5915.979446844744,46066.599201897654,5321.779349247145,11.558190929316591,213.1225620746551,24739.5053011661,6.0450981941993795,107.66621513447407,11571.18496945153
234.0,0.7114376609255467,38.31258519712774,1.7759428581259304,41.37747252901349,22.213328305187638,44.73095095191701,0.9389322729702025,35.19728674484302,0.8663017725214669,22.83200243227145,910.273875196001,51.4571064894647,800.8654817092714,245.63208763925502,1063.6355773368714,31.21169321441215,583.2851523896827,27.69353728713991,3942.312552565589,117778.04403380095,8062.854230665144,85108.66101403137,14745.486894034939,137735.53947121938,5557.062190982754,52791.77778135702,4763.092462994554,11.763352735247846,222.58202080302314,25998.289258781813,6.131958884494731,112.90970401745855,12129.691138484268
