experiment,window,model,date,k_expected,b,truth,P_BF_gt100,P_BF_lt0p01,P_settled,BF_if_zero,N_min_for_BF100
LZ,600phd,d300,end-2032,1.4083161781175872,0.004499156494014044,A/B x0.30,0.068932842132192,0.0,0.068932842132192,0.1724121017664044,2
LZ,600phd,d300,end-2032,1.4083161781175872,0.004499156494014044,C one-off,1.0090897814605902e-05,0.0,1.0090897814605902e-05,0.1724121017664044,2
LZ,600phd,d350,end-2027,2.001764327338164,0.002256864803873199,A/B best fit,0.5950814744617828,0.0,0.5950814744617828,0.11097845208774242,2
LZ,600phd,d350,end-2027,2.001764327338164,0.002256864803873199,A/B x0.30,0.12281967874215953,0.0,0.12281967874215953,0.11097845208774242,2
LZ,600phd,d350,end-2027,2.001764327338164,0.002256864803873199,C one-off,2.54289087820994e-06,0.0,2.54289087820994e-06,0.11097845208774242,2
LZ,600phd,d350,end-2028,2.498973941878164,0.00281743772640841,A/B best fit,0.7130699207760476,0.0,0.7130699207760476,0.08167845358467049,2
LZ,600phd,d350,end-2028,2.498973941878164,0.00281743772640841,A/B x0.30,0.17424799854528872,0.0,0.17424799854528872,0.08167845358467049,2
LZ,600phd,d350,end-2028,2.498973941878164,0.00281743772640841,C one-off,3.9615306432885e-06,0.0,3.9615306432885e-06,0.08167845358467049,2
LZ,600phd,d350,end-2030,3.4933931709581643,0.003938583571478833,A/B best fit,0.863829496606638,0.0,0.863829496606638,0.04952595858789663,2
LZ,600phd,d350,end-2030,3.4933931709581643,0.003938583571478833,A/B x0.30,0.2833464790930962,0.0,0.2833464790930962,0.04952595858789663,2
LZ,600phd,d350,end-2030,3.4933931709581643,0.003938583571478833,C one-off,7.735884641504419e-06,0.0,7.735884641504419e-06,0.04952595858789663,2
LZ,600phd,d350,end-2032,3.990602785498164,0.004499156494014044,A/B best fit,0.9080623014765853,0.0,0.9080623014765853,0.04014869710493176,2
LZ,600phd,d350,end-2032,3.990602785498164,0.004499156494014044,A/B x0.30,0.3379798532862612,0.0,0.3379798532862612,0.04014869710493176,2
LZ,600phd,d350,end-2032,3.990602785498164,0.004499156494014044,C one-off,1.0090897814605902e-05,0.0,1.0090897814605902e-05,0.04014869710493176,2
LZ,600phd,d366,end-2027,3.077367721192745,0.002256864803873199,A/B best fit,0.8124330845895954,0.0,0.8124330845895954,0.06014855483848323,2
LZ,600phd,d366,end-2027,3.077367721192745,0.002256864803873199,A/B x0.30,0.2368483796272172,0.0,0.2368483796272172,0.06014855483848323,2
LZ,600phd,d366,end-2027,3.077367721192745,0.002256864803873199,C one-off,2.54289087820994e-06,0.0,2.54289087820994e-06,0.06014855483848323,2
LZ,600phd,d366,end-2028,3.8417418273527444,0.00281743772640841,A/B best fit,0.8963466365789827,0.0,0.8963466365789827,0.04265554876229181,2
LZ,600phd,d366,end-2028,3.8417418273527444,0.00281743772640841,A/B x0.30,0.3211747231246352,0.0,0.3211747231246352,0.04265554876229181,2
LZ,600phd,d366,end-2028,3.8417418273527444,0.00281743772640841,C one-off,3.9615306432885e-06,0.0,3.9615306432885e-06,0.04265554876229181,2
