space,pair,N_cal,Z,mean,std,count
+ isospin ratios [P032],A,25000,2.0,4.873435318288598,0.11480654626236103,2
+ isospin ratios [P032],A,25000,2.5,6.20130812872403,0.4082411066448358,2
+ isospin ratios [P032],A,25000,3.0,9.424648550779496,0.6892281881909165,2
+ isospin ratios [P032],A,25000,3.4,19.65073707647189,2.281249233087258,2
+ isospin ratios [P032],A,50000,2.0,4.857320813412498,,1
+ isospin ratios [P032],A,50000,2.5,6.129314341197643,,1
+ isospin ratios [P032],A,50000,3.0,9.162111171101998,,1
+ isospin ratios [P032],A,50000,3.4,19.35159393482629,,1
+ isospin ratios [P032],B,6250,2.0,5.112831099764317,0.15947239627215434,8
+ isospin ratios [P032],B,6250,2.5,6.753917448625034,0.4034787705926148,8
+ isospin ratios [P032],B,6250,3.0,11.115945264036169,1.0453387474307247,8
+ isospin ratios [P032],B,6250,3.4,24.81622754723404,2.6728874239087435,8
+ isospin ratios [P032],B,12500,2.0,5.083657286290343,0.06219578477514284,4
+ isospin ratios [P032],B,12500,2.5,6.695827426749666,0.2155491957110389,4
+ isospin ratios [P032],B,12500,3.0,10.298683410226294,0.6032037086610231,4
+ isospin ratios [P032],B,12500,3.4,22.250522181779175,1.3284803146469217,4
+ isospin ratios [P032],B,25000,2.0,5.0589632693996665,0.0,2
+ isospin ratios [P032],B,25000,2.5,6.648904354380236,0.16801189256426932,2
+ isospin ratios [P032],B,25000,3.0,10.159638757002991,0.01061404408744251,2
+ isospin ratios [P032],B,25000,3.4,21.29371962645058,0.2958812804301585,2
+ isospin ratios [P032],B,50000,2.0,5.063845452573216,,1
+ isospin ratios [P032],B,50000,2.5,6.617071371733389,,1
+ isospin ratios [P032],B,50000,3.0,10.092094437456707,,1
+ isospin ratios [P032],B,50000,3.4,20.785650858715123,,1
+ light mediators [P051],A,6250,2.0,4.83077781285558,0.20353920845627121,8
+ light mediators [P051],A,6250,2.5,6.087721917547514,0.4349049182300805,8
+ light mediators [P051],A,6250,3.0,9.758757677929607,0.9572195510008003,8
+ light mediators [P051],A,6250,3.4,22.168885452486503,2.336558224165904,8
+ light mediators [P051],A,12500,2.0,4.798430389627811,0.11290314538031937,4
+ light mediators [P051],A,12500,2.5,6.001992047764017,0.30604006386516736,4
+ light mediators [P051],A,12500,3.0,9.297247094044199,0.6451222336175109,4
+ light mediators [P051],A,12500,3.4,20.815803009726334,1.4579042733203935,4
+ light mediators [P051],A,25000,2.0,4.799593655757716,0.1022582838923671,2
+ light mediators [P051],A,25000,2.5,5.9961674922337345,0.3817954254020727,2
+ light mediators [P051],A,25000,3.0,9.319696583461592,0.7103344947989013,2
+ light mediators [P051],A,25000,3.4,19.352065344483847,2.3655018411653628,2
+ light mediators [P051],A,50000,2.0,4.786432776770024,,1
+ light mediators [P051],A,50000,2.5,5.915969340897022,,1
+ light mediators [P051],A,50000,3.0,9.027210650595881,,1
+ light mediators [P051],A,50000,3.4,19.112651809820417,,1
+ light mediators [P051],B,6250,2.0,5.0494571172025,0.159706574087185,8
+ light mediators [P051],B,6250,2.5,6.571539313882738,0.41416053674398884,8
+ light mediators [P051],B,6250,3.0,10.969408124635324,1.0372481583539221,8
+ light mediators [P051],B,6250,3.4,24.322262822204607,2.3200935485009673,8
+ light mediators [P051],B,12500,2.0,5.019472954273033,0.06383670146875485,4
+ light mediators [P051],B,12500,2.5,6.5009435826642115,0.20636982135511903,4
+ light mediators [P051],B,12500,3.0,10.171051499514839,0.5528092014146341,4
+ light mediators [P051],B,12500,3.4,21.92166556913172,1.343028359409169,4
+ light mediators [P051],B,25000,2.0,4.994569850710645,0.0027575353551777815,2
+ light mediators [P051],B,25000,2.5,6.453238136733871,0.1418089412606268,2
+ light mediators [P051],B,25000,3.0,10.047068339938232,0.0,2
+ light mediators [P051],B,25000,3.4,20.905225413058112,0.6762115337224543,2
+ light mediators [P051],B,50000,2.0,4.999444760274973,,1
+ light mediators [P051],B,50000,2.5,6.41310221001268,,1
+ light mediators [P051],B,50000,3.0,9.95702435976002,,1
+ light mediators [P051],B,50000,3.4,20.4868318442565,,1
LZ-like full space (456; LZ 293 distinct),A,6250,2.0,4.822146032266085,0.2004206106441394,8
LZ-like full space (456; LZ 293 distinct),A,6250,2.5,6.05479102709328,0.43383224784799385,8
LZ-like full space (456; LZ 293 distinct),A,6250,3.0,9.48134587429142,1.0257865070412737,8
LZ-like full space (456; LZ 293 distinct),A,6250,3.4,19.247955913839366,2.47251774832821,8
LZ-like full space (456; LZ 293 distinct),A,12500,2.0,4.791875135735382,0.11052731175911494,4
LZ-like full space (456; LZ 293 distinct),A,12500,2.5,5.983642608391785,0.2927883047640059,4
LZ-like full space (456; LZ 293 distinct),A,12500,3.0,9.016185438122124,0.6520812039270139,4
LZ-like full space (456; LZ 293 distinct),A,12500,3.4,17.08289957509564,1.9477347991630836,4
LZ-like full space (456; LZ 293 distinct),A,25000,2.0,4.795225493845112,0.10156177740055138,2
LZ-like full space (456; LZ 293 distinct),A,25000,2.5,5.972816531423957,0.36288855950988574,2
LZ-like full space (456; LZ 293 distinct),A,25000,3.0,9.072339996758362,0.6994987252597694,2
LZ-like full space (456; LZ 293 distinct),A,25000,3.4,15.889391280434157,2.6158942386274666,2
LZ-like full space (456; LZ 293 distinct),A,50000,2.0,4.779641366036185,,1
LZ-like full space (456; LZ 293 distinct),A,50000,2.5,5.892651923119834,,1
LZ-like full space (456; LZ 293 distinct),A,50000,3.0,8.772465606918585,,1
LZ-like full space (456; LZ 293 distinct),A,50000,3.4,15.292192087973017,,1
LZ-like full space (456; LZ 293 distinct),B,6250,2.0,5.041518648246953,0.15723747452443443,8
LZ-like full space (456; LZ 293 distinct),B,6250,2.5,6.534741899881113,0.41084059193917216,8
LZ-like full space (456; LZ 293 distinct),B,6250,3.0,10.721519337832715,1.0488077298693845,8
LZ-like full space (456; LZ 293 distinct),B,6250,3.4,21.85478829628192,2.0395821495650375,8
LZ-like full space (456; LZ 293 distinct),B,12500,2.0,5.012892491542891,0.06704503515877874,4
LZ-like full space (456; LZ 293 distinct),B,12500,2.5,6.474210484796077,0.21880282038868426,4
LZ-like full space (456; LZ 293 distinct),B,12500,3.0,9.983448397786324,0.5661252916771503,4
LZ-like full space (456; LZ 293 distinct),B,12500,3.4,18.739556735112696,1.2997524821238493,4
LZ-like full space (456; LZ 293 distinct),B,25000,2.0,4.990182884879571,0.003446571220794751,2
LZ-like full space (456; LZ 293 distinct),B,25000,2.5,6.448225563021103,0.14416792181038918,2
LZ-like full space (456; LZ 293 distinct),B,25000,3.0,9.866991330506758,0.0,2
LZ-like full space (456; LZ 293 distinct),B,25000,3.4,17.440655479802032,0.8442781348744375,2
LZ-like full space (456; LZ 293 distinct),B,50000,2.0,4.989695400495577,,1
LZ-like full space (456; LZ 293 distinct),B,50000,2.5,6.4064190821644305,,1
LZ-like full space (456; LZ 293 distinct),B,50000,3.0,9.836982753834166,,1
LZ-like full space (456; LZ 293 distinct),B,50000,3.4,16.485557468854577,,1
corpus extras only (scan+lightmed+isospin+halo),A,6250,2.0,3.2365630036561246,0.13626526181983023,8
corpus extras only (scan+lightmed+isospin+halo),A,6250,2.5,4.0734329409762005,0.3311703876532965,8
corpus extras only (scan+lightmed+isospin+halo),A,6250,3.0,7.113484764835587,0.7523204854626073,8
corpus extras only (scan+lightmed+isospin+halo),A,6250,3.4,17.359015667263918,1.8522410789005128,8
corpus extras only (scan+lightmed+isospin+halo),A,12500,2.0,3.225976935555127,0.042854131246599245,4
corpus extras only (scan+lightmed+isospin+halo),A,12500,2.5,4.038981442926039,0.07038829529601462,4
corpus extras only (scan+lightmed+isospin+halo),A,12500,3.0,6.696592600542476,0.2227086977187803,4
corpus extras only (scan+lightmed+isospin+halo),A,12500,3.4,16.64992175057038,1.37527310397324,4
corpus extras only (scan+lightmed+isospin+halo),A,25000,2.0,3.2138034861518747,0.04036391166446259,2
corpus extras only (scan+lightmed+isospin+halo),A,25000,2.5,4.038150813353283,0.05122025066932536,2
corpus extras only (scan+lightmed+isospin+halo),A,25000,3.0,6.633085406727059,0.19014483801805793,2
corpus extras only (scan+lightmed+isospin+halo),A,25000,3.4,15.560783557861647,1.2234280108107898,2
corpus extras only (scan+lightmed+isospin+halo),A,50000,2.0,3.2058406266144703,,1
corpus extras only (scan+lightmed+isospin+halo),A,50000,2.5,4.028269344653662,,1
corpus extras only (scan+lightmed+isospin+halo),A,50000,3.0,6.603195421582717,,1
corpus extras only (scan+lightmed+isospin+halo),A,50000,3.4,15.411507032477525,,1
corpus extras only (scan+lightmed+isospin+halo),B,6250,2.0,3.4345872132471458,0.0940424067532957,8
corpus extras only (scan+lightmed+isospin+halo),B,6250,2.5,4.473662878654926,0.3365277131907796,8
corpus extras only (scan+lightmed+isospin+halo),B,6250,3.0,7.548927882761717,0.6676396203415954,8
corpus extras only (scan+lightmed+isospin+halo),B,6250,3.4,18.724586493701718,1.0882789807981157,8
corpus extras only (scan+lightmed+isospin+halo),B,12500,2.0,3.4201953200707247,0.0665276531745602,4
corpus extras only (scan+lightmed+isospin+halo),B,12500,2.5,4.432995942142646,0.18492049907491623,4
corpus extras only (scan+lightmed+isospin+halo),B,12500,3.0,7.1748983583338575,0.40079425500162014,4
corpus extras only (scan+lightmed+isospin+halo),B,12500,3.4,17.231663765267836,0.2691713196101541,4
corpus extras only (scan+lightmed+isospin+halo),B,25000,2.0,3.409345747840443,0.003988127341350788,2
corpus extras only (scan+lightmed+isospin+halo),B,25000,2.5,4.400746434247172,0.07467064417675465,2
corpus extras only (scan+lightmed+isospin+halo),B,25000,3.0,7.066440275839896,0.1056978768474006,2
corpus extras only (scan+lightmed+isospin+halo),B,25000,3.4,16.93320539846937,0.37986019972417895,2
corpus extras only (scan+lightmed+isospin+halo),B,50000,2.0,3.4149860861568038,,1
corpus extras only (scan+lightmed+isospin+halo),B,50000,2.5,4.413938323387175,,1
corpus extras only (scan+lightmed+isospin+halo),B,50000,3.0,7.126230665929997,,1
corpus extras only (scan+lightmed+isospin+halo),B,50000,3.4,16.54523833736441,,1
heavy elastic m>=100 GeV (140),A,6250,2.0,3.0420603102566917,0.1051554546175861,8
heavy elastic m>=100 GeV (140),A,6250,2.5,3.8829730077527307,0.3450810423700029,8
heavy elastic m>=100 GeV (140),A,6250,3.0,5.156063625586998,0.9148647214247317,8
heavy elastic m>=100 GeV (140),A,6250,3.4,7.577067313372133,1.4819994425499234,8
heavy elastic m>=100 GeV (140),A,12500,2.0,3.0289376359526603,0.06460787683975835,4
heavy elastic m>=100 GeV (140),A,12500,2.5,3.8325127356330944,0.09107975355791736,4
heavy elastic m>=100 GeV (140),A,12500,3.0,4.7718668471577725,0.47768745154739656,4
heavy elastic m>=100 GeV (140),A,12500,3.4,6.461409645771119,0.9206704046997375,4
heavy elastic m>=100 GeV (140),A,25000,2.0,3.0102708465751373,0.016465285452091243,2
heavy elastic m>=100 GeV (140),A,25000,2.5,3.8226310539882533,0.039526186071854374,2
heavy elastic m>=100 GeV (140),A,25000,3.0,4.783013990934137,0.5057872932404203,2
heavy elastic m>=100 GeV (140),A,25000,3.4,6.000424298638461,0.7569265882122924,2
heavy elastic m>=100 GeV (140),A,50000,2.0,3.0004905068610728,,1
heavy elastic m>=100 GeV (140),A,50000,2.5,3.77167045937837,,1
heavy elastic m>=100 GeV (140),A,50000,3.0,4.648822648031776,,1
heavy elastic m>=100 GeV (140),A,50000,3.4,5.108463552274464,,1
heavy elastic m>=100 GeV (140),B,6250,2.0,3.2707775232643836,0.09817593162580747,8
heavy elastic m>=100 GeV (140),B,6250,2.5,4.25520312922265,0.39463978110256237,8
heavy elastic m>=100 GeV (140),B,6250,3.0,5.832840716420635,0.8711464588100577,8
heavy elastic m>=100 GeV (140),B,6250,3.4,8.253841276890237,1.1426031387275448,8
heavy elastic m>=100 GeV (140),B,12500,2.0,3.2583245651055615,0.08175073057719008,4
heavy elastic m>=100 GeV (140),B,12500,2.5,4.23348462494775,0.24034208912590235,4
heavy elastic m>=100 GeV (140),B,12500,3.0,5.114605653277151,0.268458738592032,4
heavy elastic m>=100 GeV (140),B,12500,3.4,6.967106320219481,1.223509292558971,4
heavy elastic m>=100 GeV (140),B,25000,2.0,3.2610789241732077,0.01722301874383044,2
heavy elastic m>=100 GeV (140),B,25000,2.5,4.250667959928892,0.08159470290981269,2
heavy elastic m>=100 GeV (140),B,25000,3.0,4.946869049949072,0.08431654570472052,2
heavy elastic m>=100 GeV (140),B,25000,3.4,6.11932331507607,0.2523189734930525,2
heavy elastic m>=100 GeV (140),B,50000,2.0,3.2610772175797473,,1
heavy elastic m>=100 GeV (140),B,50000,2.5,4.252306062518193,,1
heavy elastic m>=100 GeV (140),B,50000,3.0,4.96177199945721,,1
heavy elastic m>=100 GeV (140),B,50000,3.4,5.6435788696340605,,1
inelastic O1/O4 grid (96),A,6250,2.0,3.1371117072065546,0.14716878477633463,8
inelastic O1/O4 grid (96),A,6250,2.5,4.060147117246174,0.26099276113994263,8
inelastic O1/O4 grid (96),A,6250,3.0,6.719162285234067,0.5575906416127857,8
inelastic O1/O4 grid (96),A,6250,3.4,13.854017553672335,2.1540434475819707,8
inelastic O1/O4 grid (96),A,12500,2.0,3.1348153938146495,0.052367437727632145,4
inelastic O1/O4 grid (96),A,12500,2.5,4.049695858327132,0.10293610178065853,4
inelastic O1/O4 grid (96),A,12500,3.0,6.4127950797830895,0.28841301999413926,4
inelastic O1/O4 grid (96),A,12500,3.4,12.371185016278375,2.3727613142212864,4
inelastic O1/O4 grid (96),A,25000,2.0,3.130590093207933,0.016510939288788204,2
inelastic O1/O4 grid (96),A,25000,2.5,4.023354587559526,0.12338286298437313,2
inelastic O1/O4 grid (96),A,25000,3.0,6.416527653683693,0.3484969050342743,2
inelastic O1/O4 grid (96),A,25000,3.4,11.53656939863826,2.0222400160090985,2
inelastic O1/O4 grid (96),A,50000,2.0,3.133857646901556,,1
inelastic O1/O4 grid (96),A,50000,2.5,4.031561738201506,,1
inelastic O1/O4 grid (96),A,50000,3.0,6.379150533376842,,1
inelastic O1/O4 grid (96),A,50000,3.4,11.178761527820404,,1
inelastic O1/O4 grid (96),B,6250,2.0,3.369430809812228,0.11565055762138794,8
inelastic O1/O4 grid (96),B,6250,2.5,4.362645892176348,0.31255680553563736,8
inelastic O1/O4 grid (96),B,6250,3.0,7.29849899833664,0.7509915377065156,8
inelastic O1/O4 grid (96),B,6250,3.4,15.508910095056013,1.758996615721309,8
inelastic O1/O4 grid (96),B,12500,2.0,3.347624517848108,0.06863309484036514,4
inelastic O1/O4 grid (96),B,12500,2.5,4.346390268603394,0.19995134674891252,4
inelastic O1/O4 grid (96),B,12500,3.0,6.909507530326696,0.12353283480046753,4
inelastic O1/O4 grid (96),B,12500,3.4,13.696948796190586,1.0261834427896672,4
inelastic O1/O4 grid (96),B,25000,2.0,3.3389020799261377,0.0039816673709080165,2
inelastic O1/O4 grid (96),B,25000,2.5,4.34465505301096,0.06997927441377254,2
inelastic O1/O4 grid (96),B,25000,3.0,6.894555521561259,0.03170200156253685,2
inelastic O1/O4 grid (96),B,25000,3.4,13.085735885356739,0.25291200924978424,2
inelastic O1/O4 grid (96),B,50000,2.0,3.338901988716344,,1
inelastic O1/O4 grid (96),B,50000,2.5,4.31496048125984,,1
inelastic O1/O4 grid (96),B,50000,3.0,6.946862664053664,,1
inelastic O1/O4 grid (96),B,50000,3.4,12.43007168103453,,1
