R_NR,delta_ns,tau_t_NR,d_fp20_540,d_tmean_540,d_llr_540,leak50_llr_540,LR_NRmed_540,LR_ERmed_540,d_fp20_AmBe,d_tmean_AmBe,d_llr_AmBe,leak50_llr_AmBe,LR_NRmed_AmBe,LR_ERmed_AmBe,d_fp20_100,d_tmean_100,d_llr_100,leak50_llr_100,LR_NRmed_100,LR_ERmed_100
0.55,0.4946236559139834,26.0,0.279079473479238,0.2741139216453701,0.19567994210319148,0.4125,0.9229612661281418,0.7850528982309485,0.18233302770396315,0.18671420657710153,0.1327567657072082,0.441,1.0229527552579152,0.9452699147062832,0.11287310289636754,0.09294109230184815,0.08197006144818211,0.46175,1.0531911742843194,1.0280803002422874
0.6,0.9583333333333357,26.0,0.5035944367386285,0.5006405761989072,0.41400427419967883,0.3385,1.0478991566395175,0.7091701668600935,0.42484917530022126,0.3734569538733674,0.3451745202715384,0.36525,1.1412428685271745,0.9134875744850794,0.2580521411070745,0.22680893962667492,0.2129416642804589,0.41175,1.1201018308915351,1.0312452294776298
0.7,1.8039215686274517,26.0,0.994247830045532,0.9635695353585468,1.0742075993451599,0.13725,2.0005733536435737,0.40927764285528745,0.7118033458309737,0.6623556047030335,0.7819088855866937,0.219,1.5081369615981566,0.6694560759253395,0.4490046102432889,0.4098473464577301,0.45725025583709755,0.326,1.2517856523719493,0.9655642808275662
0.8,2.555555555555557,26.0,1.3748040672138526,1.344614621299458,1.6400553453739342,0.0485,4.2322344329296415,0.20522973109065337,1.1139674405002147,1.0466695551419805,1.2550329953161699,0.10575,2.5296881061515886,0.4214780646116567,0.6546016235585367,0.5677231320739209,0.6775691515351693,0.24575,1.526955590741721,0.8538466718125746
1.0,3.8333333333333357,26.0,2.0085731522053716,1.9762504497819275,2.513387462595615,0.00425,28.593605923936458,0.030608261157944974,1.6101816992736888,1.5532239826976628,1.9227416765340235,0.0285,7.228606598921961,0.16133878529785012,0.9743131470529804,0.9231214450622823,1.0846995186651394,0.14525,2.222253696059814,0.6397300517074013
1.25,5.111111111111114,26.0,2.753388824030714,2.6961038774405415,3.456807829036086,0.0,452.6698867432549,0.0017975179632823805,2.1570960367858345,2.049292922245118,2.534157143740512,0.0055,31.30562902218001,0.035605048527208256,1.340271924656319,1.241478840954764,1.489705547512052,0.069,3.836242583788277,0.37672607731121105
1.5,6.133333333333336,26.0,3.2651138446142407,3.2125857287689445,4.170069411671719,0.0,8541.586917691715,0.0001361496901323115,2.5957474547591124,2.541565942643195,3.121846750348618,0.00075,162.22029825867287,0.008359972716373395,1.6140091245442858,1.5138058938298213,1.81280221538241,0.03625,6.350385434122666,0.24310156235411318
2.0,7.666666666666668,26.0,4.144910288937932,4.105098636525052,5.274641843346162,0.0,1561891.2396646563,8.579656831780377e-07,3.208758408570467,3.15456236278734,3.8835054017551416,0.0,2599.9147989279363,0.0005350085086410451,1.9508976935125053,1.8995437957857706,2.2191648376873427,0.01325,15.863991278883995,0.09898107290348752
3.0,9.583333333333336,26.0,5.1411249139981265,5.285896778970238,6.520147444423389,0.0,4898847130.216985,2.1850929115286046e-10,4.011945451226629,4.023496237127207,4.920794169877837,0.0,275379.4187244955,5.346272094519342e-06,2.534812783540352,2.4533169701051514,2.895157487178224,0.002,90.37560080581203,0.022914779237691866
