z_cm,fp20_ER,fp20_ER_sd,fp20_NR,tmean_ER,tmean_ER_sd,tmean_NR,rise_ER,rise_ER_sd
2.0,0.4167670546765414,0.024050622675363783,0.5241642027936466,36.61489129282875,1.6656684256281402,29.96907210707557,20.074476680771312,1.5227448194520885
10.0,0.3816083079233297,0.024814928171818008,0.4831180154987593,39.122538297564425,1.7511628956023102,32.438206869446546,22.0082559968636,1.5923410810537264
26.4,0.31347286398011426,0.02396017753472399,0.3986843950924746,43.9005982243611,1.8239580793650145,37.33123004763014,25.555975610435077,1.6482189087015735
40.0,0.27450799042165064,0.023131610758423793,0.35075558358015313,46.66163863455782,1.8599055820750887,40.04776845720188,27.298284890282986,1.7343130438856404
60.0,0.2454215374263879,0.02367376959406749,0.3148863162549042,49.06447644861432,1.9242735768977584,42.5403140286431,28.73345397070699,1.7537454840553213
73.0,0.23422602323885636,0.023244394735444256,0.29972855769423357,49.87648774581065,1.93422669724988,43.30874030590816,29.18962846905984,1.83621042280432
100.0,0.2075255841106881,0.021690574263782028,0.2668104049568423,52.33530654179811,1.950770771964396,45.789658743433336,30.733201059746754,1.8545224009047516
120.0,0.2185856935792298,0.021056423020932524,0.278234170398845,51.728887771963414,1.947592126970567,45.20245124631271,31.785474106842805,1.8294825164086226
140.0,0.2446200964927431,0.020717473142575122,0.3103211195543535,50.31416011796024,1.8911812616820636,43.65448969972929,32.006372568515864,1.8847479549013642
