delta_keV,Nunit_LZ,kappa_1event,sigma_1event_cm2,kappa_hat_P021,kappa_90lo_P021,kappa_90hi_P021,kappa_68lo_P021,kappa_68hi_P021,Z_P021,kappa_hat_P021sun,kappa_90lo_P021sun,kappa_90hi_P021sun,LZ_fig6_upper,LZ_fig6_lower,N_X_at_1event_LZlike,N_P_at_1event_LZlike,N_XP_at_1event_LZlike,P0_XP_LZlike,kappa90_n0_X_LZlike,lim_over_kappa1event_X_LZlike,lim_over_LZupper_X_LZlike,kappa90_n0_P_LZlike,lim_over_kappa1event_P_LZlike,lim_over_LZupper_P_LZlike,kappa90_n0_XP_LZlike,lim_over_kappa1event_XP_LZlike,lim_over_LZupper_XP_LZlike,N_X_at_1event_hiedge,N_P_at_1event_hiedge,N_XP_at_1event_hiedge,P0_XP_hiedge,kappa90_n0_X_hiedge,lim_over_kappa1event_X_hiedge,lim_over_LZupper_X_hiedge,kappa90_n0_P_hiedge,lim_over_kappa1event_P_hiedge,lim_over_LZupper_P_hiedge,kappa90_n0_XP_hiedge,lim_over_kappa1event_XP_hiedge,lim_over_LZupper_XP_hiedge,Nunit_LZ_annual12,kappa_1event_annual12,sigma_1event_annual12_cm2,sigma90_n0_XP_annual12_cm2,sigma90_n0_XP_sun_cm2,frac_LZ90_excluded_X_LZlike_sun,lim_over_kappahat_X_LZlike_sun,LZ90hi_over_kappahat_sun,frac_LZ90_excluded_X_LZlike_ann,lim_over_kappahat_X_LZlike_ann,LZ90hi_over_kappahat_ann,frac_LZ90_excluded_P_LZlike_sun,lim_over_kappahat_P_LZlike_sun,frac_LZ90_excluded_P_LZlike_ann,lim_over_kappahat_P_LZlike_ann,frac_LZ90_excluded_XP_LZlike_sun,lim_over_kappahat_XP_LZlike_sun,frac_LZ90_excluded_XP_LZlike_ann,lim_over_kappahat_XP_LZlike_ann,frac_LZ90_excluded_X_hiedge_sun,lim_over_kappahat_X_hiedge_sun,frac_LZ90_excluded_X_hiedge_ann,lim_over_kappahat_X_hiedge_ann,frac_LZ90_excluded_P_hiedge_sun,lim_over_kappahat_P_hiedge_sun,frac_LZ90_excluded_P_hiedge_ann,lim_over_kappahat_P_hiedge_ann,frac_LZ90_excluded_XP_hiedge_sun,lim_over_kappahat_XP_hiedge_sun,frac_LZ90_excluded_XP_hiedge_ann,lim_over_kappahat_XP_hiedge_ann
200.0,1007593.6733591063,9.924635559354095e-07,2.942058947802396e-44,1.6636279341453908e-06,1.1947028353510572e-07,6.0197783761418355e-06,4.568558896661341e-07,3.914982684345591e-06,2.166836222760812,1.6922286200226756e-06,1.2435066845556824e-07,6.234392991652078e-06,6.098000000000004e-06,4.514999999999999e-07,1.091549295774648,0.5422535211267606,1.6338028169014087,0.19518590474638756,2.093567103006335e-06,2.1094649677419355,0.34332028583245877,4.2143233891685965e-06,4.246325584415584,0.6910992766757287,1.3987194007154393e-06,1.4093408189655172,0.2293734668277203,0.9682545565711662,0.4810038764901922,1.4492584330613585,0.2347443021778069,2.3601558923059627e-06,2.378078145228704,0.3870376996238047,4.750963159836679e-06,4.787040422213625,0.7791018628790874,1.5768282901182077e-06,1.5888022090967633,0.25858122173142123,,,,,4.1463637669406566e-44,0.14243648167568862,2.1094649677419355,3.684131634393786,0.13766618347369527,2.1094649677419355,3.6184643528687883,0.0,4.246325584415584,0.0,4.246325584415584,0.2454607404651415,1.4093408189655172,0.2405588382869198,1.4093408189655172,0.11181922716120109,2.378078145228704,0.10708803967432132,2.378078145228704,0.0,4.787040422213625,0.0,4.787040422213625,0.21484348595065397,1.5888022090967633,0.20998069448754583,1.5888022090967633
210.0,610030.057503028,1.6392634882503906e-06,4.859432655808978e-44,2.500672955934594e-06,1.9646997338444712e-07,9.134697192257362e-06,7.019648081738148e-07,5.9242929475154595e-06,2.2575648538548707,2.6113148869934437e-06,2.0446606442351538e-07,9.475738165881e-06,8.826364517807931e-06,6.544035422765499e-07,1.091549295774648,0.5422535211267606,1.6338028169014085,0.19518590474638758,3.4579689013626427e-06,2.1094649677419355,0.3917772594125135,6.960846489755968e-06,4.246325584415584,0.7886425351810337,2.310280947031076e-06,1.4093408189655172,0.26174773796956724,0.9689257827493827,0.4813373243335643,1.450263107082947,0.23450857910794287,3.895596119222404e-06,2.376430724617816,0.4413590795352619,7.841784395837308e-06,4.783724185918981,0.8884500951683845,2.602661200342555e-06,1.5877015617058685,0.294873522965369,,,,,6.848596798845605e-44,0.14140615083844862,2.1094649677419355,3.628722913915201,0.14301621155001817,2.1094649677419355,3.6528955817988553,0.0,4.246325584415584,0.0,4.246325584415584,0.24654249379386245,1.4093408189655172,0.24806389060807546,1.4093408189655172,0.11034186776127423,2.376430724617816,0.11197812569759832,2.376430724617816,0.0,4.783724185918981,0.0,4.783724185918981,0.21547821071668852,1.5877015617058685,0.21702580475565514,1.5877015617058685
220.0,373411.1794028459,2.6780130193187744e-06,7.938701747483488e-44,3.716227146142388e-06,3.071126359193629e-07,1.3566859401840472e-05,1.0502880524990991e-06,8.777767151790814e-06,2.333710010946964,3.802085377332661e-06,3.196464464353644e-07,1.4086742926405349e-05,1.2775452706005072e-05,9.484916858119535e-07,1.091549295774648,0.5422535211267606,1.6338028169014085,0.19518590474638758,5.649174647409762e-06,2.1094649677419355,0.44218978203053266,1.137171519933134e-05,4.246325584415585,0.8901222885030204,3.7742330618470395e-06,1.4093408189655174,0.29542851816695076,0.9697903709655105,0.48176682944738264,1.4515572004128932,0.2342052993983534,6.358438681907082e-06,2.3743120873716004,0.4977075042450991,1.2799454489553216e-05,4.779459396657118,1.001878742311563,4.248094809032748e-06,1.586286092856026,0.3325200998189239,,,,,1.1188336422321361e-43,0.14878070080795425,2.1094649677419355,3.7050043669161,0.1447893350341605,2.1094649677419355,3.650707792693322,0.0,4.246325584415585,0.0,4.246325584415585,0.25531433617347626,1.4093408189655174,0.25125556502092466,1.4093408189655174,0.11753916179197448,2.3743120873716004,0.11356756299377616,2.3743120873716004,0.0,4.779459396657118,0.0,4.779459396657118,0.22407279715749648,1.586286092856026,0.22003379298054035,1.586286092856026
230.0,233549.8802939753,4.281740580390254e-06,1.2692791701386771e-43,5.286335738763731e-06,4.615489598368362e-07,1.9701078948596738e-05,1.5332082680301465e-06,1.2725445754085249e-05,2.3959212537761125,5.543787125183483e-06,4.804918781853109e-07,2.0469902893593824e-05,1.8491440220271636e-05,1.374742677774527e-06,1.091549295774648,0.5422535211267606,1.6338028169014087,0.19518590474638756,9.032181755292262e-06,2.109464967741935,0.48845204309129686,1.8181664572341566e-05,4.246325584415584,0.9832476192097535,6.034431776165089e-06,1.409340818965517,0.32633649430668543,0.9708283159395783,0.4822824537248228,1.453110769664401,0.2338417277366708,1.0155319403468547e-05,2.3717736310271635,0.5491902892634377,2.0442526071917204e-05,4.774349517002732,1.105512919945881,6.7848039118001075e-06,1.5845901414190102,0.36691592601652095,,,,,1.788846945139115e-43,0.1492159587230493,2.109464967741935,3.6924042051698245,0.15160839196758585,2.109464967741935,3.726792985192437,0.0,4.246325584415584,0.0,4.246325584415584,0.25671141149147103,1.409340818965517,0.2590482924829739,1.409340818965517,0.11797747203562856,2.3717736310271635,0.12038604892412606,2.3717736310271635,0.0,4.774349517002732,0.0,4.774349517002732,0.22547292480405073,1.5845901414190102,0.22782594943951362,1.5845901414190102
240.0,150378.47736164165,6.649887786768339e-06,1.97129272384254e-43,7.655800856976796e-06,6.743875767188759e-07,2.807692003788898e-05,2.195623911647801e-06,1.811877911611112e-05,2.446519652097402,7.850743222717232e-06,7.022913851709496e-07,2.9200071850601835e-05,2.676487239150086e-05,1.9925503389909234e-06,1.091549295774648,0.5422535211267606,1.6338028169014087,0.19518590474638756,1.4027705325602765e-05,2.1094649677419355,0.5241088065137661,2.8237588642447124e-05,4.246325584415584,1.0550242209043343,9.371958299432882e-06,1.4093408189655172,0.35015890090359375,0.9719745852809923,0.48285189075249296,1.4548264760334852,0.23344086797219335,1.5753428228855784e-05,2.368976550281236,0.5885859644097634,3.171144643470969e-05,4.768719029786903,1.1848159023832898,1.0524919721864854e-05,1.5827214021275497,0.3932363124289367,,,,,2.7782233018410107e-43,0.15214399565287573,2.1094649677419355,3.7194022301108123,0.14831456182535255,2.1094649677419355,3.667404699052774,0.0,4.246325584415584,0.0,4.246325584415584,0.26034085942825846,1.4093408189655172,0.2564731210317282,1.4093408189655172,0.12101824070396613,2.368976550281236,0.11719982622198345,2.368976550281236,0.0,4.768719029786903,0.0,4.768719029786903,0.2292151044793489,1.5827214021275497,0.22535838542835912,1.5827214021275497
250.0,99709.80099063618,1.002910436150515e-05,2.973027679328767e-43,1.077725794164734e-05,9.693945031897649e-07,3.960102373896205e-05,3.110444009015834e-06,2.5546694312541833e-05,2.4880760698292357,1.1051903207705513e-05,1.0105173112198386e-06,4.123916299053454e-05,3.8740000000000026e-05,2.888000000000002e-06,1.091549295774648,0.5422535211267606,1.6338028169014085,0.19518590474638758,2.1156044308422967e-05,2.1094649677419355,0.5461033636660546,4.258684243903324e-05,4.246325584415584,1.0992989788082914,1.413442615433431e-05,1.4093408189655172,0.3648535403803382,0.9731602127684996,0.4834408798914482,1.456601092659948,0.23302696729273129,2.3729767168080665e-05,2.366090361883456,0.612539162831199,4.776771313055199e-05,4.7629091700251385,1.233033379725141,1.585393927177803e-05,1.5807931297066191,0.4092395268915338,,,,,4.1900092643923556e-43,0.1537780403925903,2.1094649677419355,3.7314082665673474,0.14959343456933363,2.1094649677419355,3.6744990194517766,0.0,4.246325584415584,0.0,4.246325584415584,0.26251902298242563,1.4093408189655172,0.25830473647618096,1.4093408189655172,0.12282444036670093,2.366090361883456,0.11864828328068965,2.366090361883456,0.0,4.7629091700251385,0.0,4.7629091700251385,0.23156542295653626,1.5807931297066191,0.22735958518753696,1.5807931297066191
260.0,67571.83553501482,1.4799065203457635e-05,4.3870348629483815e-43,1.5185353577433582e-05,1.3868746923040265e-06,5.57971028013442e-05,4.400427145131331e-06,3.59935199075289e-05,2.5236294850411003,1.594017127238503e-05,1.4488275379270569e-06,5.823793516053779e-05,5.667025482985072e-05,3.892160634534586e-06,1.0915492957746478,0.5422535211267605,1.6338028169014083,0.19518590474638764,3.1218109602022565e-05,2.109464967741936,0.5508729349418526,6.284164919887659e-05,4.246325584415585,1.108900063843989,2.0856926673765075e-05,1.4093408189655174,0.36804010739649634,0.9743322053239984,0.4840230955480508,1.4583553008720491,0.23261854780420968,3.4973806023554404e-05,2.363244268657129,0.6171457341873846,7.040181732014198e-05,4.7571800213227915,1.2423063480395404,2.3366120403667813e-05,1.5788916450079955,0.41231719309933024,,,,,6.182827306577948e-43,0.14869858017040438,2.109464967741936,3.653532585401387,0.15020457728484354,2.109464967741936,3.6744026088574104,0.0,4.246325584415585,0.0,4.246325584415585,0.25788537582064414,1.4093408189655174,0.25936516458730363,1.4093408189655174,0.11794392006584525,2.363244268657129,0.11945729928929308,2.363244268657129,0.0,4.7571800213227915,0.0,4.7571800213227915,0.227130715716085,1.5788916450079955,0.22861788659175367,1.5788916450079955
270.0,46102.352701702854,2.169086698178559e-05,6.430040570024421e-43,2.1721296054192067e-05,2.0012088187325946e-06,7.943761256922093e-05,6.2887698867729845e-06,5.1249456019272e-05,2.557178730963887,2.2839868255372665e-05,2.098371664389216e-06,8.322591040887161e-05,8.289927161797138e-05,5.245468976807708e-06,1.091549295774648,0.5422535211267606,1.6338028169014087,0.19518590474638756,4.575612401802695e-05,2.1094649677419355,0.5519484444795493,9.210648341291137e-05,4.246325584415583,1.1110650505757158,3.0569824236181794e-05,1.409340818965517,0.368758659027285,0.975528376368431,0.4846173224539948,1.4601456988224257,0.23220244064285933,5.1197962211190314e-05,2.3603465114687503,0.6175924252643412,0.00010306083302252595,4.751346873735796,1.2432055313762713,3.420553509799353e-05,1.5769556434381737,0.41261562894815906,,,,,9.062118642939717e-43,0.14852113753165205,2.1094649677419355,3.643887498750974,0.14947337368793825,2.1094649677419355,3.6571304203503057,0.0,4.246325584415583,0.0,4.246325584415583,0.25810503469423507,1.409340818965517,0.2590327571363782,1.409340818965517,0.11798799470099278,2.3603465114687503,0.11894706106458652,2.3603465114687503,0.0,4.751346873735796,0.0,4.751346873735796,0.22757189186357532,1.5769556434381737,0.22850644451302646,1.5769556434381737
280.0,31070.700569117766,3.218466213130496e-05,9.540821185736836e-43,3.134551651276668e-05,2.946916937672343e-06,0.0001155274457357,9.180227387265596e-06,7.454220913053875e-05,2.5905519435215254,3.310267603509571e-05,3.1086626898547956e-06,0.0001217458767807,0.00012126801362414679,7.069324051663226e-06,1.091549295774648,0.5422535211267606,1.6338028169014085,0.19518590474638758,6.789241726459831e-05,2.1094649677419355,0.5598542866795967,0.00013666655423393167,4.246325584415585,1.1269794082511362,4.5359158086261804e-05,1.4093408189655172,0.37404057946266156,0.9768713217782858,0.4852844630769549,1.4621557848552407,0.23173616254667945,7.586252006938395e-05,2.3571016454945157,0.6255773291093,0.0001527102676721365,4.744815000670778,1.2592790391161233,5.0684011253252214e-05,1.5747877372915948,0.4179503707411272,,,,,1.3446268743509908e-42,0.1515611599175201,2.1094649677419355,3.677825824462772,0.1520961499807267,2.1094649677419355,3.685613082453016,0.0,4.246325584415585,0.0,4.246325584415585,0.2615231244402458,1.4093408189655172,0.26202798170619596,1.4093408189655172,0.12129775421649812,2.3571016454945157,0.1218410373387842,2.3571016454945157,0.0,4.744815000670778,0.0,4.744815000670778,0.23125971873922335,1.5747877372915948,0.23177286906425296,1.5747877372915948
290.0,20299.795167683536,4.926158080609405e-05,1.4603102927730274e-42,4.762887162578403e-05,4.494450375000756e-06,0.0001739502029949,1.3875905096214778e-05,0.0001122601290135,2.6283627373788723,5.071732150286641e-05,4.785444430150724e-06,0.0001849832475384,0.00017739517900852326,9.527335452441876e-06,1.091549295774648,0.5422535211267606,1.6338028169014085,0.19518590474638758,0.00010391557896604393,2.1094649677419355,0.5857858119191115,0.00020918071090567284,4.246325584415584,1.1791792317852245,6.942635663679659e-05,1.409340818965517,0.391365520894234,0.9785713442829113,0.48612899038570423,1.4647003346686154,0.2311472479165806,0.00011591283323702869,2.3530067720175425,0.6534159151611412,0.00023333102794466818,4.736572073541807,1.3153177512984013,7.744176358508383e-05,1.5720519382013753,0.4365494260774866,,,,,2.0580749039605126e-42,0.14982501024789657,2.1094649677419355,3.647338661761648,0.15013860962107303,2.1094649677419355,3.6522007987426606,0.0,4.246325584415584,0.0,4.246325584415584,0.26017982986377136,1.409340818965517,0.26045602023928377,1.409340818965517,0.11992924594109217,2.3530067720175425,0.12025297962993343,2.3530067720175425,0.0,4.736572073541807,0.0,4.736572073541807,0.23028406555696695,1.5720519382013753,0.23057039024814419,1.5720519382013753
