delta_keV,Nunit_LZ,kappa_1event,sigma_1event_cm2,kappa_hat_P021,kappa_90lo_P021,kappa_90hi_P021,kappa_68lo_P021,kappa_68hi_P021,Z_P021,kappa_hat_P021sun,kappa_90lo_P021sun,kappa_90hi_P021sun,LZ_fig6_upper,LZ_fig6_lower,N_X_at_1event_LZlike,N_P_at_1event_LZlike,N_XP_at_1event_LZlike,P0_XP_LZlike,kappa90_n0_X_LZlike,lim_over_kappa1event_X_LZlike,lim_over_LZupper_X_LZlike,kappa90_n0_P_LZlike,lim_over_kappa1event_P_LZlike,lim_over_LZupper_P_LZlike,kappa90_n0_XP_LZlike,lim_over_kappa1event_XP_LZlike,lim_over_LZupper_XP_LZlike,N_X_at_1event_hiedge,N_P_at_1event_hiedge,N_XP_at_1event_hiedge,P0_XP_hiedge,kappa90_n0_X_hiedge,lim_over_kappa1event_X_hiedge,lim_over_LZupper_X_hiedge,kappa90_n0_P_hiedge,lim_over_kappa1event_P_hiedge,lim_over_LZupper_P_hiedge,kappa90_n0_XP_hiedge,lim_over_kappa1event_XP_hiedge,lim_over_LZupper_XP_hiedge,Nunit_LZ_annual12,kappa_1event_annual12,sigma_1event_annual12_cm2,sigma90_n0_XP_annual12_cm2,sigma90_n0_XP_sun_cm2,frac_LZ90_excluded_X_LZlike_sun,lim_over_kappahat_X_LZlike_sun,LZ90hi_over_kappahat_sun,frac_LZ90_excluded_X_LZlike_ann,lim_over_kappahat_X_LZlike_ann,LZ90hi_over_kappahat_ann,frac_LZ90_excluded_P_LZlike_sun,lim_over_kappahat_P_LZlike_sun,frac_LZ90_excluded_P_LZlike_ann,lim_over_kappahat_P_LZlike_ann,frac_LZ90_excluded_XP_LZlike_sun,lim_over_kappahat_XP_LZlike_sun,frac_LZ90_excluded_XP_LZlike_ann,lim_over_kappahat_XP_LZlike_ann,frac_LZ90_excluded_X_hiedge_sun,lim_over_kappahat_X_hiedge_sun,frac_LZ90_excluded_X_hiedge_ann,lim_over_kappahat_X_hiedge_ann,frac_LZ90_excluded_P_hiedge_sun,lim_over_kappahat_P_hiedge_sun,frac_LZ90_excluded_P_hiedge_ann,lim_over_kappahat_P_hiedge_ann,frac_LZ90_excluded_XP_hiedge_sun,lim_over_kappahat_XP_hiedge_sun,frac_LZ90_excluded_XP_hiedge_ann,lim_over_kappahat_XP_hiedge_ann
100.0,103836047.43287587,9.630566886190881e-09,2.8548852308458294e-46,1.1722031844596605e-08,0.0,6.977003769537949e-08,0.0,4.2549970366304524e-08,0.6060332020715339,1.1875258560169781e-08,0.0,7.069224701858335e-08,7.749000000000012e-08,1.483000000000001e-09,1.091549295774648,0.5422535211267606,1.6338028169014085,0.19518590474638758,2.0315343465915198e-08,2.1094649677419355,0.26216729211401685,4.0894522561257864e-08,4.246325584415584,0.5277393542554885,1.3572751022486449e-08,1.4093408189655174,0.1751548718865199,0.966876676655604,0.4803193813063323,1.4471960579619363,0.23522893255438332,2.29348782414973e-08,2.3814671049513465,0.295972102742254,4.6167612044572484e-08,4.79386235412284,0.5957879990266152,1.5322871238931387e-08,1.591066384773529,0.19773998243555768,,,,,4.023506289292821e-46,,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,68976353.45498954,1.4497722044012506e-08,4.297704697291166e-46,2.1670186161305455e-08,0.0,1.078387993987879e-07,0.0,6.732910203621916e-08,0.8091021663459055,2.1996949274906722e-08,0.0,1.0948192181371005e-07,1.221209354086306e-07,2.9826128542877916e-09,1.091549295774648,0.5422535211267607,1.6338028169014087,0.19518590474638756,3.058243676390439e-08,2.1094649677419355,0.25042746898041734,6.15620480312361e-08,4.246325584415583,0.5041072427527881,2.0432231458643014e-08,1.409340818965517,0.16731145556881327,0.9666530540491457,0.48020829136634985,1.4468613454154957,0.23530767980750672,3.453383525027931e-08,2.382018026379643,0.2827839070731415,6.951616186744536e-08,4.794971351803176,0.5692403324199601,2.307217441290212e-08,1.5914344572795023,0.18892890343248675,,,,,6.056930657752282e-46,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,45228868.30678726,2.2109772749939338e-08,6.5542209952009586e-46,3.78777690215334e-08,0.0,1.67174815624319e-07,4.949150404036422e-11,1.0612978704999382e-07,1.0020747854659295,3.8530108973777944e-08,0.0,1.7007085715395284e-07,1.9245738630892857e-07,5.998637517574329e-09,1.0915492957746478,0.5422535211267605,1.6338028169014085,0.19518590474638758,4.663979106073231e-08,2.1094649677419355,0.24233827526820453,9.388529369368193e-08,4.246325584415585,0.4878238008645676,3.1160205234540986e-08,1.4093408189655174,0.16190703735591253,0.9666230252797573,0.4801933738486536,1.4468163991284109,0.2353182562517208,5.26675133490483e-08,2.3820920253100657,0.27365805157775297,1.0601902037795437e-07,4.795120310689094,0.5508701038253468,3.5187347280614165e-08,1.591483896220087,0.18283188790755045,,,,,9.237131185057507e-46,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,29283092.213881455,3.414939900117368e-08,1.0123247779993635e-45,6.256965097818705e-08,0.0,2.601553597056672e-07,6.0747773159166564e-09,1.6709067992277985e-07,1.185170990242391,6.378744328967069e-08,0.0,2.6521535152474084e-07,3.033046334023293e-07,1.2064472938725685e-08,1.091549295774648,0.5422535211267606,1.633802816901409,0.1951859047463875,7.203696086241731e-08,2.1094649677419355,0.2375069581177855,1.4500946667109978e-07,4.246325584415584,0.4780984221851526,4.812814195549432e-08,1.409340818965517,0.15867921770800322,0.9666605184647181,0.4802119994953761,1.446872517960094,0.2353050508366459,8.134385588024558e-08,2.381999632773914,0.26819193286883986,1.6374412547322163e-07,4.794934325713724,0.5398668778528595,5.434611060964683e-08,1.5914221684480894,0.1791799551494404,,,,,1.426710631684708e-45,,,,,,,,,,,,,,,,,,,,,,,,,,
140.0,18719868.66733501,5.34191781881962e-08,1.5835581088386232e-45,1.0228602099539848e-07,0.0,4.066234692547065e-07,1.6370723792637596e-08,2.632920060566848e-07,1.3585087501404007,1.0695328469768697e-07,0.0,4.1541652789865346e-07,4.779951676973044e-07,2.4264094448584144e-08,1.0915492957746478,0.5422535211267605,1.6338028169014083,0.19518590474638764,1.1268588499356402e-07,2.109464967741936,0.23574691253975935,2.268352230389925e-07,4.246325584415585,0.47455547329432074,7.528582833621734e-08,1.4093408189655174,0.1575033251882013,0.9667255827143344,0.480244321735508,1.4469699044498423,0.23528213641952034,1.272358987988163e-07,2.3818393152841697,0.26618657969234916,2.561242118677471e-07,4.794611608688913,0.5358301279521314,8.500674273196779e-08,1.591315059780372,0.17784017177721603,,,,,2.2317730819901112e-45,,,,,,,,,,,,,,,,,,,,,,,,,,
150.0,11811756.813503925,8.466141115068833e-08,2.509702857297366e-45,1.6925308064255209e-07,0.0,6.378769660903193e-07,3.347881243607128e-08,4.152004152871946e-07,1.52063142303893,1.733949891696285e-07,0.0,6.531776912678302e-07,7.532999999999995e-07,4.880000000000004e-08,1.091549295774648,0.5422535211267606,1.6338028169014085,0.19518590474638758,1.7859028094197348e-07,2.1094649677419355,0.2370772347563701,3.594999161818947e-07,4.246325584415584,0.4772333946394463,1.1931678252588746e-07,1.4093408189655172,0.15839211804843692,0.9668177970546904,0.48029013144007204,1.4471079284947623,0.23524966406838846,2.0163064435540218e-07,2.3816121372761083,0.267663141318734,4.058798685076278e-07,4.79415430230905,0.538802427329919,1.3471012877192818e-07,1.5911632813698138,0.17882666769139555,,,,,3.537026680263568e-45,,,,,,,,,,,,,,,,,,,,,,,,,,
160.0,7363529.164359315,1.3580444616694987e-07,4.025786978346502e-45,2.7101244350691577e-07,1.6614439905795635e-09,1.0050090835705742e-06,6.16092420370067e-08,6.559700723183789e-07,1.6733509324522968,2.7843047675232457e-07,1.9589184914515624e-09,1.031598981217598e-06,1.1444896194118606e-06,7.614956179741975e-08,1.091549295774648,0.5422535211267606,1.6338028169014085,0.19518590474638758,2.864747216527763e-07,2.109464967741935,0.2503078374795502,5.766698942361082e-07,4.246325584415584,0.5038664260951986,1.9139474938008763e-07,1.4093408189655172,0.1672315293505616,0.9669473847075373,0.48035450724180884,1.447301891949346,0.23520403865583045,3.23390171608878e-07,2.3812929601091373,0.2825627826795531,6.509802155763129e-07,4.793511802817094,0.5687952118874121,2.160580887904142e-07,1.5909500380039494,0.1887811694626325,,,,,5.673705917043574e-45,0.08988510272020853,2.109464967741935,3.705050514765482,0.08807916821084397,2.109464967741935,3.708350327260629,0.0,4.246325584415584,0.0,4.246325584415584,0.1542454327622409,1.4093408189655172,0.15104687733053107,1.4093408189655172,0.0705426017781603,2.3812929601091373,0.06915519793022627,2.3812929601091373,0.0,4.793511802817094,0.0,4.793511802817094,0.13490293182019295,1.5909500380039494,0.13212290704991364,1.5909500380039494
170.0,4534575.54908282,2.205278066658882e-07,6.537326262112522e-45,4.286389283657213e-07,1.3916245177724361e-08,1.5839971176643432e-06,1.0686000959888797e-07,1.035021213915937e-06,1.8149139739627145,4.417038775066e-07,1.4653641886399738e-08,1.6298567397317477e-06,1.7388244908290304e-06,1.1882696233481692e-07,1.091549295774648,0.5422535211267606,1.6338028169014085,0.19518590474638758,4.6519568257465756e-07,2.109464967741935,0.26753458156830034,9.364328675204147e-07,4.246325584415584,0.5385436382219033,3.107988396511721e-07,1.4093408189655172,0.1787407764788214,0.9671307185008157,0.48044558273911486,1.4475763012399305,0.23513950533711636,5.25041765294053e-07,2.380841551149694,0.3019521337911025,1.0569022548127043e-06,4.79260312244419,0.6078257238652064,3.5078221388180275e-07,1.590648450121563,0.20173526180009008,,,,,9.213320748090446e-45,0.11868118737721557,2.109464967741935,3.68993079465868,0.11841583137173858,2.109464967741935,3.695411249052145,0.0,4.246325584415584,0.0,4.246325584415584,0.20428179161792237,1.4093408189655172,0.203598952660434,1.4093408189655172,0.09299548858105088,2.380841551149694,0.09285540437070952,2.380841551149694,0.0,4.79260312244419,0.0,4.79260312244419,0.17859609282175803,1.590648450121563,0.17803852565940495,1.590648450121563
180.0,2765169.4180037226,3.616414941844456e-07,1.0720500390154583e-44,6.846552293047488e-07,3.4530902478675585e-08,2.491324700873184e-06,1.7841768369863195e-07,1.6269892481690663e-06,1.9448334247407364,7.078020876948357e-07,3.6039965193356746e-08,2.5696914159394824e-06,2.6417981942558614e-06,1.8542256376054957e-07,1.091549295774648,0.5422535211267606,1.6338028169014085,0.19518590474638758,7.628700628639368e-07,2.1094649677419355,0.28876924229968337,1.535647529141691e-06,4.246325584415584,0.5812887344993626,5.096761195858199e-07,1.4093408189655172,0.1929277265364264,0.967388842521522,0.4805738120913367,1.4479626546128588,0.23504867594337184,8.607813562498947e-07,2.3802062818899765,0.3258316089856964,1.7327416911523858e-06,4.791324333674629,0.6558947973088696,5.75090992322128e-07,1.590224024538562,0.21768922152061615,,,,,1.5108838799580608e-44,0.12724475115140407,2.1094649677419355,3.630522515564247,0.12742612852136637,2.1094649677419355,3.6388018293573343,0.0,4.246325584415584,0.0,4.246325584415584,0.2217656119051436,1.4093408189655172,0.2216862591970712,1.4093408189655172,0.09894494240000777,2.3802062818899765,0.09920438308091836,2.3802062818899765,0.0,4.791324333674629,0.0,4.791324333674629,0.1934658031537473,1.590224024538562,0.19346451375662319,1.590224024538562
190.0,1672979.126963075,5.977360888030203e-07,1.771928851160539e-44,1.0780941356171574e-06,6.789496675121435e-08,3.8966765870786845e-06,2.894901465247341e-07,2.540572227807593e-06,2.0629329448817786,1.0928464305651853e-06,7.070083632324813e-08,4.027866730947282e-06,4.013687255949606e-06,2.8934112659262266e-07,1.091549295774648,0.5422535211267606,1.6338028169014087,0.19518590474638756,1.260903339285054e-06,2.1094649677419355,0.31415086898362093,2.5381820466127707e-06,4.246325584415584,0.6323816193826136,8.424138689188937e-07,1.4093408189655172,0.2098852788468157,0.9677512330646608,0.48075383836115404,1.4485050714258147,0.23492121616096664,1.422202426627693e-06,2.3793149740643647,0.35433812749598775,2.862875014640161e-06,4.789530142597098,0.7132780488555598,9.501783453762604e-07,1.5896285387067952,0.2367345248356815,,,,,2.497251658243222e-44,0.13803637539773522,2.1094649677419355,3.685665815703125,0.13296441383860813,2.1094649677419355,3.614412191239703,0.0,4.246325584415584,0.0,4.246325584415584,0.23780354578248253,1.4093408189655172,0.2325497174864359,1.4093408189655172,0.10825845593220919,2.3793149740643647,0.10324077688931013,2.3793149740643647,0.0,4.789530142597098,0.0,4.789530142597098,0.20802562631695648,1.5896285387067952,0.20282608053713833,1.5896285387067952
