m_GeV,delta_keV,halo,eff_sigma_keV,N_p,N_p_lo,N_p_hi,N_p_noeff,N_iso,N_iso_lo,N_iso_hi,N_iso_noeff,N_hig,N_hig_lo,N_hig_hi,N_hig_noeff
1000.0,360.0,june16,11.5,74.98881444793363,0.0,57.07435293113462,84.5497234179505,180.72149218810847,0.0,116.01559573848998,278.09677089635665,7.397888358780536,0.0,3.7427659582094144,22.682678819294498
1000.0,360.0,june16,15.0,74.37149537943849,0.0,56.404263583634425,84.5497234179505,181.29895714309583,0.0,115.40552641728017,278.09677089635665,7.6323868870309886,0.0,3.6850440811123852,22.682678819294498
1000.0,360.0,annual,8.0,28.12298791081518,0.0,22.705286483463663,32.25484528614276,62.67470156394666,0.0,43.54163641115167,111.1547496341416,2.5797291280529944,0.0,1.5011162762302004,10.301099227163382
1000.0,360.0,annual,11.5,27.92007360674987,0.0,22.47495025512033,32.25484528614276,62.974854049146174,0.0,43.39100046502008,111.1547496341416,2.6727896936703024,0.0,1.4640148548168173,10.301099227163382
1000.0,360.0,annual,15.0,27.654115810250627,0.0,22.184429389727637,32.25484528614276,63.332128694075365,0.0,43.14011178865329,111.1547496341416,2.7908737067576417,0.0,1.43550589091178,10.301099227163382
1000.0,360.0,sun,8.0,12.746297610953171,0.0,11.723015470331736,15.533616148222897,22.713709346612184,0.0,19.312355060657918,59.398716838750424,1.0395828202862896,0.0,0.7483934502052205,6.957512501448114
1000.0,360.0,sun,11.5,12.613579520562748,0.0,11.571716305174977,15.533616148222897,22.97714220774097,0.0,19.220270889030534,59.398716838750424,1.1113835397710605,0.0,0.7199151784758292,6.957512501448114
1000.0,360.0,sun,15.0,12.444877710940899,0.0,11.385562057813793,15.533616148222897,23.309531128696655,0.0,19.07486701811359,59.398716838750424,1.2028282212552392,0.0,0.6983141747552504,6.957512501448114
1000.0,365.0,june16,8.0,38.466073986569896,0.0,32.51014450998204,44.805457209283816,81.96625384025607,0.0,61.590980443540204,156.3845803676565,3.2784234549392095,0.0,2.0949524942136186,14.988956239316233
1000.0,365.0,june16,11.5,38.16673489208074,0.0,32.16933445647709,44.805457209283816,82.38539569964809,0.0,61.36749966631814,156.3845803676565,3.41314471186058,0.0,2.0420335099902687,14.988956239316233
1000.0,365.0,june16,15.0,37.77566100686874,0.0,31.741651080357077,44.805457209283816,82.88672489999205,0.0,60.997138666878385,156.3845803676565,3.5842590202336786,0.0,2.0013843339079607,14.988956239316233
1000.0,365.0,annual,8.0,13.081489758477963,0.0,11.447581822345882,15.805498061501542,25.981138665243286,0.0,20.39729878380238,60.32170353523173,1.131339659809862,0.0,0.7586017519501747,6.530169644419542
1000.0,365.0,annual,11.5,12.963904864451766,0.0,11.313294518202662,15.805498061501542,26.201608533886198,0.0,20.312760680927163,60.32170353523173,1.1935941239955299,0.0,0.7344427182135106,6.530169644419542
1000.0,365.0,annual,15.0,12.813405486524832,0.0,11.14723926967439,15.805498061501542,26.47843844319789,0.0,20.17746564582781,60.32170353523173,1.2729200800612441,0.0,0.716055126797023,6.530169644419542
1000.0,365.0,sun,8.0,4.322034541194334,0.0,4.168093085568711,6.01724419122912,6.225306297844007,0.0,5.622047410091597,30.317591178986486,0.43055457958174387,0.0,0.3145413185161927,4.2218753225572945
1000.0,365.0,sun,11.5,4.261792222368063,0.0,4.098637084112799,6.01724419122912,6.4097783578180945,0.0,5.584157888579792,30.317591178986486,0.47439057686828384,0.0,0.297770151365545,4.2218753225572945
1000.0,365.0,sun,15.0,4.189074494188118,0.0,4.0164256852476505,6.01724419122912,6.654695034822479,0.0,5.530152354790387,30.317591178986486,0.5305313418670602,0.0,0.28520780399033246,4.2218753225572945
1000.0,370.0,june16,8.0,17.47507507148941,0.0,15.981215085159185,21.189125193821226,32.09252787002885,0.0,27.141439568925797,80.41466249661178,1.4105023261346106,0.0,1.0115600735379613,9.203630996322968
1000.0,370.0,june16,11.5,17.29714561017862,0.0,15.777438901756135,21.189125193821226,32.41653099744822,0.0,27.013512742789427,80.41466249661178,1.5041053499996384,0.0,0.9758860134652889,9.203630996322968
1000.0,370.0,june16,15.0,17.070115696006265,0.0,15.526687818518534,21.189125193821226,32.82599533748811,0.0,26.81003054736303,80.41466249661178,1.6234728052572538,0.0,0.9488041744565646,9.203630996322968
1000.0,370.0,annual,8.0,5.417477201050951,0.0,5.043711744382148,6.900588244490853,9.282063714750695,0.0,7.995350619155079,29.795770510677425,0.48042351097662483,0.0,0.34658727092291897,3.761255255908622
1000.0,370.0,annual,11.5,5.355367378139414,0.0,4.9723079237470085,6.900588244490853,9.434334882008898,0.0,7.952239397827419,29.795770510677425,0.5198073462635003,0.0,0.33189563099942826,3.761255255908622
1000.0,370.0,annual,15.0,5.277961381972102,0.0,4.885765455925983,6.900588244490853,9.632854186706972,0.0,7.886587209847668,29.795770510677425,0.5701862721791201,0.0,0.3208305231075125,3.761255255908622
1000.0,370.0,sun,8.0,1.14530663941908,0.0,1.1307019990092835,1.9458206870083352,1.2979097513172273,0.0,1.1458597895077745,13.939941819174999,0.1879332836678117,0.0,0.1332809349551504,2.1726489436737153
1000.0,370.0,sun,11.5,1.1245819071568532,0.0,1.1065366253553828,1.9458206870083352,1.4106502236075358,0.0,1.1338935047216465,13.939941819174999,0.2116904242393852,0.0,0.12475251546950754,2.1726489436737153
1000.0,370.0,sun,15.0,1.1011709421415905,0.0,1.078814395791118,1.9458206870083352,1.5637081057572555,0.0,1.1195054532147306,13.939941819174999,0.24225801946176306,0.0,0.11841930591864187,2.1726489436737153
1000.0,375.0,june16,8.0,6.718395897930142,0.0,6.444870252337894,9.04940060672895,10.227167037376885,0.0,9.238177496923234,43.145864193466736,0.614902051999164,0.0,0.45002294152886674,5.852624848754973
1000.0,375.0,june16,11.5,6.6281917665318275,0.0,6.340444276835707,9.04940060672895,10.467514235892196,0.0,9.177731535030583,43.145864193466736,0.6761946230361467,0.0,0.4277736578675318,5.852624848754973
1000.0,375.0,june16,15.0,6.517978925974195,0.0,6.216253014483174,9.04940060672895,10.786178149236036,0.0,9.088719496117733,43.145864193466736,0.754648372498018,0.0,0.41111171541714375,5.852624848754973
1000.0,375.0,annual,8.0,1.8932352805681152,0.0,1.830207573259065,2.758718592061168,2.7100460402733324,0.0,2.440320939633978,15.417080599533609,0.20706120040754056,0.0,0.1492539889730232,2.201707921396581
1000.0,375.0,annual,11.5,1.8655218520137127,0.0,1.797970638077776,2.758718592061168,2.8093206975306444,0.0,2.4222480182392907,15.417080599533609,0.23039606331412923,0.0,0.14109009596848868,2.201707921396581
1000.0,375.0,annual,15.0,1.8325644671493475,0.0,1.760150790508858,2.758718592061168,2.9428280020747275,0.0,2.397078454378587,15.417080599533609,0.2603142762948949,0.0,0.13500948581284652,2.201707921396581
1000.0,375.0,sun,8.0,0.21430716829218857,0.0,0.2111992422298259,0.605220853256166,0.2240817464161185,0.0,0.15191601769815283,6.467814088859715,0.07445775818409518,0.0,0.05074795887338559,1.009927736889576
1000.0,375.0,sun,11.5,0.2094162464415425,0.0,0.20536873354809873,0.605220853256166,0.2801348101238872,0.0,0.14844859590708087,6.467814088859715,0.08539408565811617,0.0,0.047324060024985515,1.009927736889576
1000.0,375.0,sun,15.0,0.2046166641235742,0.0,0.19886644483574514,0.605220853256166,0.3569842657947707,0.0,0.14552065343626033,6.467814088859715,0.09945947264342415,0.0,0.044801129531416815,1.009927736889576
1000.0,380.0,june16,8.0,2.1001508141312732,0.0,2.0640979010614178,3.4282841305980725,2.5222708077486113,0.0,2.2819650078602947,22.735937585728454,0.28396197292120656,0.0,0.20159821957384386,3.450633975822702
1000.0,380.0,june16,11.5,2.062772708823841,0.0,2.0202158602710814,3.4282841305980725,2.6832685964994547,0.0,2.2594669681826343,22.735937585728454,0.3204054589738336,0.0,0.18911629416646134,3.450633975822702
1000.0,380.0,june16,15.0,2.02004640579746,0.0,1.9702304253677911,3.4282841305980725,2.9038454765824517,0.0,2.2305584763743225,22.735937585728454,0.3674310261615388,0.0,0.1798559301706377,3.450633975822702
1000.0,380.0,annual,8.0,0.5399664981515196,0.0,0.5311855273508712,0.994980933632355,0.6263718979765596,0.0,0.547202145383315,7.661994572058048,0.09062774251461261,0.0,0.06335890687959479,1.1738304926854324
1000.0,380.0,annual,11.5,0.5297782686359239,0.0,0.5191729362670888,0.994980933632355,0.6840030790078221,0.0,0.5409697417709338,7.661994572058048,0.10303812777842224,0.0,0.05930267512142545,1.1738304926854324
1000.0,380.0,annual,15.0,0.5185084910701947,0.0,0.5056080649429074,0.994980933632355,0.7634041783899949,0.0,0.5335480251993483,7.661994572058048,0.11908648984065914,0.0,0.05630427239289718,1.1738304926854324
1000.0,380.0,sun,8.0,0.024575160404144165,0.0,0.024269700142730253,0.18097801128288196,0.043716153439175766,0.0,0.018319653744862312,2.4432906525386597,0.021476988568991575,0.0,0.013923376521438836,0.3626402392666903
1000.0,380.0,sun,11.5,0.023743545847647606,0.0,0.023235775226626447,0.18097801128288196,0.06430506011288477,0.0,0.01728732507890696,2.4432906525386597,0.025338190908720908,0.0,0.012950806999086125,0.3626402392666903
1000.0,380.0,sun,15.0,0.02329150820427295,0.0,0.02217963512634478,0.18097801128288196,0.09306849109864941,0.0,0.016626931154873636,2.4432906525386597,0.03036734635431856,0.0,0.012255716013345202,0.3626402392666903
1000.0,385.0,june16,8.0,0.4978095304779156,0.0,0.4896184487475378,1.197924096144849,0.5080498989056155,0.0,0.39159125526888683,11.655971504125613,0.1289761019052656,0.0,0.08836726743486042,1.8237683623320073
1000.0,385.0,june16,11.5,0.4868071528993286,0.0,0.47643553075947664,1.197924096144849,0.6006640722384474,0.0,0.3849660869822223,11.655971504125613,0.14800871081148875,0.0,0.08243377104509,1.8237683623320073
1000.0,385.0,june16,15.0,0.4755789089247303,0.0,0.46202148023205863,1.197924096144849,0.7295508954063464,0.0,0.3784181784105436,11.655971504125613,0.17275704441189205,0.0,0.07806189941599652,1.8237683623320073
1000.0,385.0,annual,8.0,0.11657885752628411,0.0,0.11464981896371412,0.3367527659642949,0.12408649667320887,0.0,0.08821977268862027,3.6032053712304735,0.037088981098776334,0.0,0.025072965946199614,0.5562377659334384
1000.0,385.0,annual,11.5,0.11387191250008373,0.0,0.11138113720958129,0.3367527659642949,0.1529457482584266,0.0,0.08640546493291439,3.6032053712304735,0.04288053975283347,0.0,0.023376202337926033,0.5562377659334384
1000.0,385.0,annual,15.0,0.11126942843376648,0.0,0.10783377488971468,0.3367527659642949,0.19327047209295373,0.0,0.08476969976100168,3.6032053712304735,0.050427745726608915,0.0,0.022131103634023267,0.5562377659334384
1000.0,385.0,sun,8.0,0.0007417380157620083,0.0,0.0007411997020261959,0.04851452744362795,0.007279807406074851,0.0,0.0020495133099033354,0.6963621695811681,0.002818208117137723,0.0,0.001354223132383456,0.09564505994234374
1000.0,385.0,sun,11.5,0.0007223843093480882,0.0,0.0006828021510516599,0.04851452744362795,0.012266667862651381,0.0,0.0019209312313896534,0.6963621695811681,0.0038050130074340663,0.0,0.0012577259392073294,0.09564505994234374
1000.0,385.0,sun,15.0,0.0008401716074083605,0.0,0.0006389435446292306,0.04851452744362795,0.019623798334941107,0.0,0.0018450358417724862,0.6963621695811681,0.005115800367231045,0.0,0.0011953058645947294,0.09564505994234374
1000.0,390.0,june16,8.0,0.0829671651944848,0.0,0.08152953637195648,0.4116479537475318,0.1050326181950702,0.0,0.053196712738860105,5.29727798200991,0.047451470872847366,0.0,0.031148064186261062,0.803372182355038
1000.0,390.0,june16,11.5,0.08058408195950266,0.0,0.07857342943847671,0.4116479537475318,0.14721925064751767,0.0,0.05102835568822115,5.29727798200991,0.05567576581400575,0.0,0.02900892542948258,0.803372182355038
1000.0,390.0,june16,15.0,0.07875515713190707,0.0,0.07545798116693694,0.4116479537475318,0.20691902198820908,0.0,0.04948879917079644,5.29727798200991,0.06649230355171559,0.0,0.02745991099206441,0.803372182355038
1000.0,390.0,annual,8.0,0.017427793728821327,0.0,0.017132123617796705,0.11103812779479132,0.025948891853979205,0.0,0.012011165053068283,1.4753537627027542,0.01189901618877861,0.0,0.007617353764052867,0.21941439637181032
1000.0,390.0,annual,11.5,0.01690487255020356,0.0,0.016469690568479464,0.11103812779479132,0.03746947822333703,0.0,0.011461249282233963,1.4753537627027542,0.014134994036080702,0.0,0.007091540278797184,0.21941439637181032
1000.0,390.0,annual,15.0,0.01657476002494591,0.0,0.015785186689848536,0.11103812779479132,0.053883364286216436,0.0,0.011088120403453234,1.4753537627027542,0.017082598179142146,0.0,0.0067148470401990805,0.21941439637181032
1000.0,390.0,sun,8.0,1.7043166306652138e-07,0.0,0.0,0.007057224795966147,4.8861872058582476e-05,0.0,0.0,0.08849328890998324,1.0212426964454662e-05,0.0,0.0,0.010844329404250664
1000.0,390.0,sun,11.5,4.106488455652957e-06,0.0,0.0,0.007057224795966147,0.00024543144480585773,0.0,0.0,0.08849328890998324,4.551338452454089e-05,0.0,0.0,0.010844329404250664
1000.0,390.0,sun,15.0,2.1445161130166503e-05,0.0,0.0,0.007057224795966147,0.0007243624200407079,0.0,0.0,0.08849328890998324,0.00012203011565912092,0.0,0.0,0.010844329404250664
1000.0,395.0,june16,8.0,0.0069302442354246116,0.0,0.006801046705338883,0.1302549894757609,0.025101808849018036,0.0,0.008510585700413652,1.8950866666326243,0.011673157901432238,0.0,0.006846703051650465,0.2719356036057794
1000.0,395.0,june16,11.5,0.006656788027334132,0.0,0.006391610575311269,0.1302549894757609,0.039527501851533545,0.0,0.007946553637612644,1.8950866666326243,0.014452233500200484,0.0,0.006351628918329011,0.2719356036057794
1000.0,395.0,june16,15.0,0.006757007992533592,0.0,0.006028993869855153,0.1302549894757609,0.06049195819956209,0.0,0.007607275313390023,1.8950866666326243,0.018149963981295973,0.0,0.006011495098157877,0.2719356036057794
1000.0,395.0,annual,8.0,0.0012675225966519335,0.0,0.001246301416836528,0.0326054501471826,0.005519675118964678,0.0,0.001775827783625561,0.4718262515156246,0.00244983537758224,0.0,0.0013736862316784373,0.06648076347840798
1000.0,395.0,annual,11.5,0.0012210488083895328,0.0,0.00116844022945769,0.0326054501471826,0.00891436385216087,0.0,0.0016587948836744657,0.4718262515156246,0.0031087481472928725,0.0,0.0012740872655499958,0.06648076347840798
1000.0,395.0,annual,15.0,0.0012673973881295656,0.0,0.001101218845391278,0.0326054501471826,0.013943146442447414,0.0,0.0015885622848393305,0.4718262515156246,0.0039961695634187725,0.0,0.0012065089823958145,0.06648076347840798
1000.0,395.0,sun,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000.0,395.0,sun,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000.0,395.0,sun,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000.0,400.0,june16,8.0,4.162604620131067e-05,0.0,4.4595765721339765e-05,0.03686903597249683,0.0029650335264976646,0.0,0.00044665703163769484,0.5193432123161924,0.0008972199395026586,0.0,0.00021480025829841593,0.06859709131623895
1000.0,400.0,june16,11.5,6.61969521205552e-05,0.0,4.126810806571905e-05,0.03686903597249683,0.005888190406318972,0.0,0.000423626464683535,0.5193432123161924,0.0014906383936802848,0.0,0.00020251644118306068,0.06859709131623895
1000.0,400.0,june16,15.0,0.00018328570196438234,0.0,3.930436624695728e-05,0.03686903597249683,0.01062402005048533,0.0,0.00041066074902915167,0.5193432123161924,0.00232978341999786,0.0,0.00019551260516053332,0.06859709131623895
1000.0,400.0,annual,8.0,6.894624516606837e-06,0.0,7.351932477227704e-06,0.008004140718834369,0.0005107688426212968,0.0,7.389711546552645e-05,0.1105864756867263,0.00015288189496125002,0.0,3.551123875829366e-05,0.014419157721213938
1000.0,400.0,annual,11.5,1.2203820260007466e-05,0.0,6.804011447075184e-06,0.008004140718834369,0.0010613685545082358,0.0,7.009125409602713e-05,0.1105864756867263,0.0002632920943702025,0.0,3.3483174821699724e-05,0.014419157721213938
1000.0,400.0,annual,15.0,3.684449604121802e-05,0.0,6.480825425979396e-06,0.008004140718834369,0.0019980672384891643,0.0,6.794901134380435e-05,0.1105864756867263,0.0004269562757474465,0.0,3.232715390093011e-05,0.014419157721213938
1000.0,400.0,sun,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000.0,400.0,sun,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000.0,400.0,sun,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000.0,200.0,june16,8.0,130422.27540920531,36801.40246742142,7872.141183221688,136144.32784651057,569798.432721222,177566.14148701573,19148.217072668736,597371.2278647802,35220.421323377006,11572.823945585296,616.4682944653349,37350.50876511181
3000.0,200.0,june16,11.5,130387.12560014804,36801.40246742142,7833.090092861082,136144.32784651057,569803.8955968103,177566.14148701573,19117.769467183072,597371.2278647802,35228.43119309463,11572.823945585296,612.7924108919855,37350.50876511181
3000.0,200.0,june16,15.0,130336.2557080493,36801.40246742142,7779.207905084505,136144.32784651057,569794.1662963426,177566.14148701573,19059.600495009952,597371.2278647802,35238.24711464766,11572.823945585296,609.7251383551043,37350.50876511181
3000.0,200.0,annual,8.0,106341.74194295396,27155.77683477966,6881.830474152002,111022.58009655145,462518.6174642071,130648.28404891238,16739.435575656447,485116.20922134444,28537.85015430564,8491.064826509844,538.8731916788032,30302.404142166633
3000.0,200.0,annual,11.5,106311.08705336589,27155.77683477966,6847.785027468346,111022.58009655145,462523.3821562911,130648.28404891238,16712.90275875028,485116.20922134444,28544.816151479215,8491.064826509844,535.6607237074436,30302.404142166633
3000.0,200.0,annual,15.0,106266.69977572249,27155.77683477966,6800.779669991548,111022.58009655145,462514.8293548709,130648.28404891238,16662.174627414206,485116.20922134444,28553.349262468957,8491.064826509844,532.9799637980066,30302.404142166633
3000.0,200.0,sun,8.0,102668.20131149322,25532.966063364263,6747.676874207161,107190.7970450653,446015.44262213743,122718.89022350172,16413.130383824,467856.26387194195,27504.370387287316,7967.963177319182,528.3605182501722,29213.95218585275
3000.0,200.0,sun,11.5,102638.1574745688,25532.966063364263,6714.312260171934,107190.7970450653,446020.1124022321,122718.89022350172,16387.130376870984,467856.26387194195,27511.193901273666,7967.963177319182,525.210856169321,29213.95218585275
3000.0,200.0,sun,15.0,102594.65080790741,25532.966063364263,6668.241371732901,107190.7970450653,446011.7175248402,122718.89022350172,16337.413843938137,467856.26387194195,27519.551808921788,7967.963177319182,522.5824746068855,29213.95218585275
3000.0,205.0,june16,8.0,104230.32696441452,24916.653966506394,7202.850577816047,108829.6847712224,452034.2381159082,119683.37409364586,17498.28752711366,474312.03625650704,27868.4049756223,7766.2346277943925,563.0818537562783,29630.911472367436
3000.0,205.0,june16,11.5,104197.98347144255,24916.653966506394,7166.910281183587,108829.6847712224,452039.44548196817,119683.37409364586,17470.289594988713,474312.03625650704,27875.80820165992,7766.2346277943925,559.688023487797,29630.911472367436
3000.0,205.0,june16,15.0,104151.20130280826,24916.653966506394,7117.349564709603,108829.6847712224,452030.7985546372,119683.37409364586,17416.83715699313,474312.03625650704,27884.88704729829,7766.2346277943925,556.8583934318088,29630.911472367436
3000.0,205.0,annual,8.0,84541.59617493257,17901.985347898775,6273.38649301212,88286.14358380935,365085.297199781,85731.74529100207,15239.543217719403,383276.7067765622,22479.9382089315,5546.828816094906,490.34582653834474,23937.201365851484
3000.0,205.0,annual,11.5,84513.48716778879,17901.985347898775,6242.162301183041,88286.14358380935,365089.829735994,85731.74529100207,15215.231144471725,383276.7067765622,22486.355213540388,5546.828816094906,487.3897354802752,23937.201365851484
3000.0,205.0,annual,15.0,84472.80999722175,17901.985347898775,6199.07844968423,88286.14358380935,365082.2634242884,85731.74529100207,15168.781702069107,383276.7067765622,22494.221555437704,5546.828816094906,484.92499306598154,23937.201365851484
3000.0,205.0,sun,8.0,81511.67296155727,16688.25692002021,6146.784404024278,85125.24079714245,351590.20134522254,79829.58071389154,14931.859728954752,369155.60031483177,21639.38128824421,5159.258532240397,480.4363551763091,23050.531651415935
3000.0,205.0,sun,11.5,81484.14252453542,16688.25692002021,6116.204906159718,85125.24079714245,351594.6418722176,79829.58071389154,14908.0518640909,369155.60031483177,21645.663041189415,5159.258532240397,477.5398823614949,23050.531651415935
3000.0,205.0,sun,15.0,81444.29891883598,16688.25692002021,6074.005669839928,85125.24079714245,351587.2216672225,79829.58071389154,14862.559405517046,369155.60031483177,21653.3630069013,5159.258532240397,475.1248338637486,23050.531651415935
3000.0,210.0,june16,8.0,83393.6657759273,16368.620373734193,6585.966265434242,87095.42300451279,359116.9595928336,78259.45109230692,15990.763365638793,377155.6125139875,22097.059173847923,5055.184445029579,514.73989927817,23561.06483266588
3000.0,210.0,june16,11.5,83363.97574897237,16368.620373734193,6552.964890032325,87095.42300451279,359121.9295962138,78259.45109230692,15965.071796462236,377155.6125139875,22103.8974126787,5055.184445029579,511.6147382193535,23561.06483266588
3000.0,210.0,june16,15.0,83321.06467217105,16368.620373734193,6507.4944402840065,87095.42300451279,359114.31405322475,78259.45109230692,15916.079003316383,377155.6125139875,22112.285755345387,5055.184445029579,509.0118268548882,23561.06483266588
3000.0,210.0,annual,8.0,67318.37504625399,11387.956896108928,5714.461846856212,70319.18179969837,288747.6876466934,54276.627226511046,13873.731729932111,303431.53867072007,17756.702878770637,3495.275883469312,446.5519683541016,18965.36603164653
3000.0,210.0,annual,11.5,67292.6656852649,11387.956896108928,5685.894685168984,70319.18179969837,288752.0046796711,54276.627226511046,13851.503859040193,303431.53867072007,17762.610110379548,3495.275883469312,443.8393450901581,18965.36603164653
3000.0,210.0,annual,15.0,67255.49081709718,11387.956896108928,5646.510754417777,70319.18179969837,288745.3744881815,54276.627226511046,13809.087061332953,303431.53867072007,17769.853656330175,3495.275883469312,441.58005492238226,18965.36603164653
3000.0,210.0,sun,8.0,64822.941291233066,10496.600356626914,5595.110491930134,67715.47281131672,277729.5276996187,49963.73704365331,13583.77848877699,291895.9167615219,17073.946897486,3213.4351740368593,437.2116351753557,18243.88143257912
3000.0,210.0,sun,11.5,64797.77861088597,10496.600356626914,5567.152584545662,67715.47281131672,277733.75544484187,49963.73704365331,13562.026867712017,291895.9167615219,17079.725849845006,3213.4351740368593,434.55547872716454,18243.88143257912
3000.0,210.0,sun,15.0,64761.39101873215,10496.600356626914,5528.604253540295,67715.47281131672,277727.2594977579,49963.73704365331,13520.51339393616,291895.9167615219,17086.811576792217,3213.4351740368593,432.34322310349,18243.88143257912
3000.0,215.0,june16,8.0,66862.20160706769,10409.015660740972,6002.535028832004,69874.64049780206,286110.94470813556,49527.253954362764,14554.260267126878,301059.89388699835,17589.12074321745,3184.119977217684,468.2261303688842,18844.609495714445
3000.0,215.0,june16,11.5,66834.96032061019,10409.015660740972,5972.254726116658,69874.64049780206,286115.68536448636,49527.253954362764,14530.719908743979,301059.89388699835,17595.425911377868,3184.119977217684,465.35142432014015,18844.609495714445
3000.0,215.0,june16,15.0,66795.64550081834,10409.015660740972,5930.587895105395,69874.64049780206,286109.0379782998,49527.253954362764,14485.895002553323,301059.89388699835,17603.164588398657,3184.119977217684,462.95855348086525,18844.609495714445
3000.0,215.0,annual,8.0,53744.79627711241,6966.995765483378,5187.664323685974,56178.861846067775,229176.9688404438,33042.98719349404,12576.795832369728,241327.9148186198,14091.632100575584,2117.6057505260037,404.5621211992188,15128.088779756847
3000.0,215.0,annual,11.5,53721.29435221044,6966.995765483378,5161.549388159993,56178.861846067775,229181.07788100367,33042.98719349404,12556.505719306697,241327.9148186198,14097.05978137484,2117.6057505260037,402.07574932091376,15128.088779756847
3000.0,215.0,annual,15.0,53687.36251935554,6966.995765483378,5125.594929475295,56178.861846067775,229175.3221608108,33042.98719349404,12517.845377694335,241327.9148186198,14103.719032989162,2117.6057505260037,400.0061951752092,15128.088779756847
3000.0,215.0,sun,8.0,51691.34344866768,6325.5811369037865,5075.453500086726,54035.43525855314,220187.67314877646,29955.869105632093,12304.443341197823,231904.99024241624,13537.18785982134,1916.9053004405002,395.7924417940629,14540.377131661253
3000.0,215.0,sun,11.5,51668.35767116657,6325.5811369037865,5049.91377917612,54035.43525855314,220191.695566639,29955.869105632093,12284.602424713992,231904.99024241624,13542.494063361002,1916.9053004405002,393.3594883327295,14540.377131661253
3000.0,215.0,sun,15.0,51635.1684540992,6325.5811369037865,5014.747597677851,54035.43525855314,220186.0622860565,29955.869105632093,12246.793325451688,231904.99024241624,13549.003808261623,1916.9053004405002,391.3344112116574,14540.377131661253
3000.0,220.0,june16,8.0,53744.153557116566,6359.108060542405,5465.686415249929,56184.39687587471,228702.85445344882,30110.126316643073,13241.722212352934,240941.40489945564,14061.724200662497,1926.4982967288688,426.0532663895041,15119.908169045928
3000.0,220.0,june16,11.5,53719.2443594904,6359.108060542405,5437.986941336906,56184.39687587471,228707.36821876248,30110.126316643073,13220.209892908753,240941.40489945564,14067.526711175055,1926.4982967288688,423.4130642599372,15119.908169045928
3000.0,220.0,june16,15.0,53683.32265517794,6359.108060542405,5399.904041090996,56184.39687587471,228701.60227676277,30110.126316643073,13179.291301410323,240941.40489945564,14074.65388205345,1926.4982967288688,421.21768328008324,15119.908169045928
3000.0,220.0,annual,8.0,43038.975707121346,4057.39356968029,4704.594136425862,45004.34425936078,182612.65987665654,19148.248221767302,11395.892758847462,192541.70773215374,11239.314629580684,1221.1465936752406,366.6229628329058,12112.223745046613
3000.0,220.0,annual,11.5,43017.56920159541,4057.39356968029,4680.797496929846,45004.34425936078,182616.56332538015,19148.248221767302,11377.42343656402,192541.70773215374,11244.291461031704,1221.1465936752406,364.34777008520354,12112.223745046613
3000.0,220.0,annual,15.0,42986.68717927036,4057.39356968029,4648.063836198223,45004.34425936078,182611.600683536,19148.248221767302,11342.272088406658,192541.70773215374,11250.402412480187,1221.1465936752406,362.4560510187447,12112.223745046613
3000.0,220.0,sun,8.0,41349.683764186804,3606.8579001168196,4599.214821485178,43240.64823180546,175278.74048565477,16991.79961900102,11140.266431007298,184847.97828897627,10788.785226890053,1081.7074940079428,358.39135896959203,11633.494206087045
3000.0,220.0,sun,11.5,41328.76324984209,3606.8579001168196,4575.9599260519035,43240.64823180546,175282.55997423833,16991.79961900102,11122.21985461319,184847.97828897627,10793.647206425452,1081.7074940079428,356.166626671659,11633.494206087045
3000.0,220.0,sun,15.0,41298.58013086133,3606.8579001168196,4543.968289402918,43240.64823180546,175277.708547736,16991.79961900102,11087.869095608807,184847.97828897627,10799.616739639865,1081.7074940079428,354.31689171944544,11633.494206087045
3000.0,225.0,june16,8.0,43313.99354187258,3665.0379522957373,4956.072840044909,45295.80421025136,183442.11469352222,17266.013519409706,11990.446628894584,193496.1470986183,11291.881414476717,1099.16950934898,385.747132838183,12187.30475546315
3000.0,225.0,june16,11.5,43291.247076302396,3665.0379522957373,4930.770420163786,45295.80421025136,183446.41411099897,17266.013519409706,11970.818693701023,193496.1470986183,11297.215779323202,1099.16950934898,383.32776814701685,12187.30475546315
3000.0,225.0,june16,15.0,43258.462877528975,3665.0379522957373,4896.005333976006,45295.80421025136,183441.4367478276,17266.013519409706,11933.513013501955,193496.1470986183,11303.772140434538,1099.16950934898,381.31802725938024,12187.30475546315
3000.0,225.0,annual,8.0,34582.062379598436,2200.856022723054,4247.64661638993,36174.08454426092,146134.39255964913,10333.870266683689,10274.110545961323,154280.34703419736,9012.312588148876,655.7004843039148,330.4917535328104,9750.539555608844
3000.0,225.0,annual,11.5,34562.592690199825,2200.856022723054,4225.99609017894,36174.08454426092,146138.10198283708,10333.870266683689,10257.327397751422,154280.34703419736,9016.870837319073,655.7004843039148,328.41481075318296,9750.539555608844
