m_GeV,delta_keV,halo,eff_sigma_keV,N_p_unit,N_iso_unit,N_hig,N_lo_per_event,frac_hi,N_lo_per_hi_event,delta_max_248keV_june,sigma_p_N1_cm2,sigma_p_N0p3_cm2,sigma_p_N3_cm2,sigma_p_N0p105_cm2,sigma_p_N3p65_cm2,sigma_p_higgsino_equiv_cm2,effective_A_over_Z_sq
300.0,205.0,sun,11.5,176065.50272456382,756572.5395578537,46465.71053980354,0.13742414269178432,0.055416472939632644,2.479842822936167,315.7939536557191,1.6762615304757058e-43,5.028784591427117e-44,5.0287845914271176e-43,1.760074606999491e-44,6.118354586236325e-43,7.788868306409222e-39,4.297108336670772
300.0,210.0,sun,11.5,127338.71024927856,545112.8259243352,33615.41959120674,0.08754493730849995,0.06622609702261106,1.3219099606399902,315.7939536557191,2.3176913641052364e-43,6.953074092315709e-44,6.9530740923157095e-43,2.433575932310498e-44,8.459573478984112e-43,7.791016768731384e-39,4.280810013366878
300.0,215.0,sun,11.5,92262.0688376031,394352.3339883429,24484.347163003164,0.04692306056659178,0.07870557454705282,0.596184715461795,315.7939536557191,3.1988425230365685e-43,9.596527569109704e-44,9.596527569109706e-43,3.3587846491883966e-44,1.1675775209083474e-42,7.832157085380429e-39,4.274262857496399
300.0,220.0,sun,11.5,66965.14914851273,286736.7337288166,17981.334416693837,0.018748244333013177,0.09262758138642754,0.20240455437132146,315.7939536557191,4.407245153841439e-43,1.3221735461524316e-43,1.3221735461524316e-42,4.62760741153351e-44,1.608644481152125e-42,7.924814896757619e-39,4.281880013332053
300.0,225.0,sun,11.5,48807.77017301069,210036.4708418904,13337.858822336084,0.004469129716238727,0.10787001436279514,0.04143069547768736,315.7939536557191,6.046820578258078e-43,1.814046173477423e-43,1.8140461734774234e-42,6.349161607170981e-44,2.2070895110641983e-42,8.065163919680289e-39,4.303340843012627
300.0,230.0,sun,11.5,35775.013934098555,155131.91889380087,9987.179374311592,0.00041329643682876886,0.12408645901106041,0.003330713440633597,315.7939536557191,8.249663567000047e-43,2.474899070100014e-43,2.4748990701000143e-42,8.662146745350049e-44,3.011127201955017e-42,8.239086982135267e-39,4.336320292692846
300.0,235.0,sun,11.5,26481.193270835796,115921.28812274509,7562.167307182591,4.941326422529696e-06,0.13989552690601306,3.532154695588988e-05,315.7939536557191,1.114495959614047e-42,3.3434878788421413e-43,3.343487878842142e-42,1.1702207575947494e-43,4.067910252591271e-42,8.428004909780436e-39,4.377494886169319
300.0,240.0,sun,11.5,19752.094595445404,87323.32432616776,5759.593612507997,0.0,0.15511132460096516,0.0,315.7939536557191,1.4941799090467386e-42,4.4825397271402155e-43,4.482539727140216e-42,1.5688889044990753e-43,5.453756668020595e-42,8.605869060083375e-39,4.420965275566444
300.0,245.0,sun,11.5,14837.83159298055,66127.26723822771,4391.5656941632005,0.0,0.1684560797603258,0.0,315.7939536557191,1.9890495940166365e-42,5.9671487820499094e-43,5.96714878204991e-42,2.0885020737174684e-43,7.260031018160723e-42,8.735041961072703e-39,4.456666516521933
300.0,250.0,sun,11.5,11185.746992691204,50112.71707742693,3335.341909786866,0.0,0.18030937019113172,0.0,315.7939536557191,2.6384632984626936e-42,7.915389895388081e-43,7.915389895388081e-42,2.770386463385828e-43,9.63039103938883e-42,8.800177216797114e-39,4.48005100689035
300.0,255.0,sun,11.5,8411.06208758155,37681.32181027968,2497.51727336836,0.0,0.18991646386369834,0.0,315.7939536557191,3.5088532932933294e-42,1.0526559879879989e-42,1.052655987987999e-41,3.684295957957996e-43,1.2807314520520651e-41,8.763421709715546e-39,4.479971901041367
300.0,260.0,sun,11.5,6256.664387903923,27885.762926040345,1830.6849796959648,0.0,0.19850434065825,0.0,315.7939536557191,4.717079433437942e-42,1.4151238300313826e-42,1.415123830031383e-41,4.9529334051098394e-43,1.721733993204849e-41,8.635486466827592e-39,4.456969592288216
300.0,265.0,sun,11.5,4553.249945779131,20064.969380160608,1296.7599507440002,0.0,0.20681270447361172,0.0,315.7939536557191,6.481784057003932e-42,1.9445352171011795e-42,1.9445352171011797e-41,6.8058732598541275e-43,2.365851180806435e-41,8.405317974493665e-39,4.406735764365596
300.0,270.0,sun,11.5,3202.140785090203,13863.981159632927,876.9642718860775,0.0,0.21655377445878196,0.0,315.7939536557191,9.216703726308466e-42,2.7650111178925395e-42,2.76501111789254e-41,9.677538912623888e-43,3.3640968601025894e-41,8.0827198725318e-39,4.329597631742598
300.0,275.0,sun,11.5,2143.1042055992325,9055.455466310026,557.096600189252,0.0,0.2284089882112558,0.0,315.7939536557191,1.3771230922414723e-41,4.131369276724416e-42,4.1313692767244165e-41,1.4459792468535458e-42,5.026499286681373e-41,7.671905927298337e-39,4.225392047036758
300.0,280.0,sun,11.5,1335.7859537930449,5467.437785946676,324.7494430767209,0.0,0.2438237876145146,0.0,315.7939536557191,2.2094245580514396e-41,6.628273674154318e-42,6.628273674154318e-41,2.3198957859540113e-42,8.064399636887753e-41,7.175093947472354e-39,4.093049317086735
300.0,285.0,sun,11.5,755.8597909043723,2968.1812924933065,168.53316994221916,0.0,0.26759033587964126,0.0,315.7939536557191,3.904584323872184e-41,1.171375297161655e-41,1.1713752971616553e-40,4.099813540065793e-42,1.425173278213347e-40,6.580519734088756e-39,3.926894019513768
300.0,290.0,sun,11.5,367.0587686771393,1367.3513606645138,73.33594393824299,0.0,0.2997295546840864,0.0,315.7939536557191,8.040451672757788e-41,2.4121355018273364e-41,2.4121355018273365e-40,8.442474256395677e-42,2.9347648605565924e-40,5.896541131115172e-39,3.7251565072055817
300.0,295.0,sun,11.5,140.59458039962172,487.98204638537754,24.235761998865588,0.0,0.3523351639454432,0.0,315.7939536557191,2.0991693152195358e-40,6.297507945658606e-41,6.297507945658607e-40,2.2041277809805124e-41,7.661968000551305e-40,5.087496791898232e-39,3.4708453554778025
300.0,300.0,sun,11.5,36.448678638702496,115.33366644096454,5.189345553576441,0.0,0.4077444166004821,0.0,315.7939536557191,8.09718870707347e-40,2.429156612122041e-40,2.4291566121220414e-39,8.502048142427142e-41,2.955473878081816e-39,4.2019110213521085e-39,3.16427565411107
300.0,305.0,sun,11.5,5.4923127595433225,15.061599922411668,0.5777944058905793,0.0,0.4975800672947582,0.0,315.7939536557191,5.373543750731188e-39,1.6120631252193563e-39,1.6120631252193565e-38,5.642220938267747e-40,1.9613434690168835e-38,3.104803518980762e-39,2.7423055790551913
300.0,310.0,sun,11.5,0.2767355019799292,0.593207870503454,0.01482702049375,0.0,0.75576404381859,0.0,315.7939536557191,1.066476209049813e-37,3.1994286271494386e-38,3.199428627149439e-37,1.1198000195023034e-38,3.892638163031817e-37,1.5812664607678385e-39,2.1435915025694015
300.0,315.0,sun,11.5,0.0,0.0,0.0,,,,315.7939536557191,,,,,,,
300.0,320.0,sun,11.5,0.0,0.0,0.0,,,,315.7939536557191,,,,,,,
300.0,200.0,sun,15.0,242072.7546816088,1046869.7233764896,64253.4471217923,0.19255044389936826,0.04609830377449608,4.176952905714005,315.7939536557191,1.2191864774258885e-43,3.657559432277665e-44,3.657559432277665e-43,1.2801458012971827e-44,4.450030642604492e-43,7.833693385888854e-39,4.324607801292659
300.0,205.0,sun,15.0,176011.38855005126,756548.9723527482,46473.07841670771,0.13746639333307023,0.05511182262286997,2.49431767615004,315.7939536557191,1.6767768920652945e-43,5.030330676195883e-44,5.0303306761958834e-43,1.760615736668559e-44,6.120235656038324e-43,7.792498399227386e-39,4.298295573854944
300.0,210.0,sun,15.0,127291.9257834273,545092.5854984134,33621.77654627148,0.08757711329377751,0.06586592492275829,1.3296270172548277,315.7939536557191,2.318543200950428e-43,6.955629602851285e-44,6.955629602851285e-43,2.4344703609979496e-44,8.462682683469062e-43,7.795354141523232e-39,4.282224360607336
300.0,215.0,sun,15.0,92221.78641837151,394334.96265743976,24489.80944984322,0.04694355653040664,0.0782830992237501,0.5996640015009085,315.7939536557191,3.2002397754708712e-43,9.600719326412612e-44,9.600719326412613e-43,3.3602517642444143e-44,1.1680875180468679e-42,7.837326229509068e-39,4.275941488148013
300.0,220.0,sun,15.0,66930.67154861894,286721.89212275436,17985.98709831928,0.018757902004927544,0.09213664163552031,0.20358786332945786,315.7939536557191,4.409515431899797e-43,1.322854629569939e-43,1.3228546295699392e-42,4.629991203494786e-44,1.609473132643426e-42,7.930948766798952e-39,4.283863966828384
300.0,225.0,sun,15.0,48778.52441413487,210023.94818965343,13341.79220028877,0.004471809237434493,0.10730793108769232,0.04167268152602923,315.7939536557191,6.050446023240704e-43,1.815133806972211e-43,1.8151338069722113e-42,6.352968324402739e-44,2.2084127984828567e-42,8.072379356114103e-39,4.305664238764743
300.0,230.0,sun,15.0,35750.37342556758,155121.39444524268,9990.473019713376,0.0004135812963533471,0.1234516198406443,0.003350148802317963,315.7939536557191,8.255349546922007e-43,2.476604864076602e-43,2.476604864076602e-42,8.668117024268106e-44,3.013202584626532e-42,8.247484691682735e-39,4.339014661433007
300.0,235.0,sun,15.0,26460.61455592152,115912.49073252256,7564.892188497974,4.945169347172762e-06,0.13919193183961412,3.552770108019553e-05,315.7939536557191,1.1153627155458696e-42,3.3460881466376086e-43,3.346088146637609e-42,1.1711308513231628e-43,4.071073911742423e-42,8.437598694174837e-39,4.380566841618687
300.0,240.0,sun,15.0,19735.098561127223,87316.08321799141,5761.825690710889,0.0,0.15434563874373783,0.0,315.7939536557191,1.4954667094613925e-42,4.486400128384177e-43,4.4864001283841775e-42,1.5702400449344618e-43,5.458453489534082e-42,8.616618506177528e-39,4.424405733142897
300.0,245.0,sun,15.0,14823.984088873858,66121.39098719768,4393.364430694144,0.0,0.1676385772888036,0.0,315.7939536557191,1.990907621673468e-42,5.972722865020405e-43,5.972722865020406e-42,2.0904530027571414e-43,7.266812819108159e-42,8.746782729858089e-39,4.460433213553237
300.0,250.0,sun,15.0,11174.61336708089,50107.98530142375,3336.76729844633,0.0,0.17944997728217943,0.0,315.7939536557191,2.6410920840489737e-42,7.92327625214692e-43,7.923276252146922e-42,2.773146688251422e-43,9.639986106778753e-42,8.812709698240083e-39,4.484091185564956
300.0,255.0,sun,15.0,8402.271243108715,37677.56819388289,2498.623254001814,0.0,0.18902500188413865,0.0,315.7939536557191,3.5125244177651364e-42,1.0537573253295408e-42,1.053757325329541e-41,3.688150638653393e-43,1.2820714124842748e-41,8.776475190477153e-39,4.484212316376347
300.0,260.0,sun,15.0,6249.848462647384,27882.8367758092,1831.5162810304053,0.0,0.19758568805534293,0.0,315.7939536557191,4.722223759902756e-42,1.4166671279708268e-42,1.416667127970827e-41,4.9583349478978936e-43,1.723611672364506e-41,8.648829698930512e-39,4.461362054208633
300.0,265.0,sun,15.0,4548.117999232525,20062.757000381032,1297.3654945712158,0.0,0.20587318258144166,0.0,315.7939536557191,6.489097888639962e-42,1.9467293665919887e-42,1.946729366591989e-41,6.8135527830719594e-43,2.368520729353586e-41,8.418731691616417e-39,4.411221741337084
300.0,270.0,sun,15.0,3198.394141980776,13862.342237951949,877.385210012619,0.0,0.2155921052131301,0.0,315.7939536557191,9.227500300456271e-42,2.768250090136881e-42,2.7682500901368814e-41,9.688875315479084e-43,3.3680376096665385e-41,8.09607228900733e-39,4.334156962083152
300.0,275.0,sun,15.0,2140.4891707121624,9054.299307965788,557.3720635708256,0.0,0.22742341605805946,0.0,315.7939536557191,1.3788055230518104e-41,4.136416569155431e-42,4.1364165691554315e-41,1.4477457992044006e-42,5.032640159139108e-41,7.685076796462391e-39,4.23001406961257
300.0,280.0,sun,15.0,1334.073197702066,5466.664115890737,324.9119460941876,0.0,0.24281230651671523,0.0,315.7939536557191,2.2122611380650994e-41,6.636783414195298e-42,6.636783414195298e-41,2.3228741949683543e-42,8.074753153937612e-41,7.187900716372737e-39,4.097724266784639
300.0,285.0,sun,15.0,754.8323849592284,2967.7070183952105,168.61548062914662,0.0,0.2665563547444334,0.0,315.7939536557191,3.909898872144882e-41,1.1729696616434647e-41,1.1729696616434648e-40,4.105393815752126e-42,1.4271130883328818e-40,6.592694775380676e-39,3.931610616515226
300.0,290.0,sun,15.0,366.52411144628314,1367.1017164370946,73.36724462863135,0.0,0.29867803032367557,0.0,315.7939536557191,8.052180466285794e-41,2.415654139885738e-41,2.4156541398857388e-40,8.454789489600083e-42,2.939045870194315e-40,5.907662940638768e-39,3.7299093667878753
300.0,295.0,sun,15.0,140.3764979720444,487.880847324984,24.240664220616836,0.0,0.3513106955084047,0.0,315.7939536557191,2.1024304874725297e-40,6.307291462417588e-41,6.307291462417589e-40,2.207552011846156e-41,7.673871279274733e-40,5.096431149400936e-39,3.4755165884117165
300.0,300.0,sun,15.0,36.39136550617939,115.31301341468368,5.1876805283059,0.0,0.4068042618744129,0.0,315.7939536557191,8.109941052114062e-40,2.4329823156342185e-40,2.432982315634219e-39,8.515438104719765e-41,2.960128484021632e-39,4.207178328176078e-39,3.168691578641178
300.0,305.0,sun,15.0,5.483463672347284,15.058164831739902,0.576634000520322,0.0,0.49677014619508325,0.0,315.7939536557191,5.382215451693072e-39,1.6146646355079215e-39,1.6146646355079216e-38,5.651326224277725e-40,1.964508639867971e-38,3.1035684275720676e-39,2.746104603131986
300.0,310.0,sun,15.0,0.2762887819749263,0.5929685662349207,0.0147840150504881,0.0,0.7553692400508516,0.0,315.7939536557191,1.0682005507115943e-37,3.204601652134783e-38,3.204601652134783e-37,1.121610578247174e-38,3.898932010097319e-37,1.579229301865989e-39,2.146191249591645
300.0,315.0,sun,15.0,0.0,0.0,0.0,,,,315.7939536557191,,,,,,,
300.0,320.0,sun,15.0,0.0,0.0,0.0,,,,315.7939536557191,,,,,,,
1000.0,200.0,june16,8.0,300443.83432967064,1311996.6032700408,81026.23958307217,0.27568017176568604,0.056781950569527215,4.855066953505353,386.6151128700423,9.866213274259217e-44,2.959863982277765e-44,2.959863982277765e-43,1.0359523937972177e-44,3.601167845104614e-43,7.994221605378142e-39,4.366861467459555
1000.0,205.0,june16,8.0,237074.8732207345,1027626.090089638,63304.34443045548,0.2305124426240841,0.06542196332424814,3.523471796185708,386.6151128700423,1.250340411939312e-43,3.751021235817936e-44,3.751021235817936e-43,1.3128574325362776e-44,4.563742503578489e-43,7.91519800927238e-39,4.334605671740003
1000.0,210.0,june16,8.0,187031.71997236417,805114.3005343697,49521.35212091347,0.18600220543991863,0.07523656777573597,2.4722314020803187,386.6151128700423,1.5848878184249872e-43,4.754663455274962e-44,4.754663455274962e-43,1.6641322093462363e-44,5.784840537251203e-43,7.848578772837017e-39,4.304693881087836
1000.0,215.0,june16,8.0,147945.0532427479,633039.1247769301,38925.36755736048,0.1438446607556062,0.08607520574595837,1.6711509372414177,386.6151128700423,2.003610719967102e-43,6.010832159901306e-44,6.0108321599013054e-43,2.1037912559654568e-44,7.313179127879922e-43,7.79912837165871e-39,4.278879968620789
1000.0,220.0,june16,8.0,117073.33330214664,498292.0742164802,30663.876982781047,0.10527842626708989,0.09829387209770359,1.0710578800115198,386.6151128700423,2.5319540008163257e-43,7.595862002448977e-44,7.595862002448977e-43,2.6585517008571415e-44,9.24163210297959e-43,7.763952600709212e-39,4.256238890290002
1000.0,225.0,june16,8.0,93027.1858274286,394387.17722673935,24326.03947072575,0.07152965958853641,0.1113791022414084,0.6422179578490371,386.6151128700423,3.1864265483980072e-43,9.55927964519402e-44,9.559279645194022e-43,3.3457478758179074e-44,1.1630456901652727e-42,7.751313798689835e-39,4.239483047013298
1000.0,230.0,june16,8.0,74266.43646559911,313867.6833680538,19419.217694807216,0.04368106768963124,0.12559845798590968,0.3477834711516252,386.6151128700423,3.991362838320374e-43,1.197408851496112e-43,1.197408851496112e-42,4.190930980236392e-44,1.4568474359869363e-42,7.750914385630696e-39,4.226238638950183
1000.0,235.0,june16,8.0,59529.70658342698,251131.14589452685,15603.525917195866,0.022954061015713748,0.14030099077235594,0.16360583691784217,386.6151128700423,4.9794348344024535e-43,1.493830450320736e-43,1.493830450320736e-42,5.228406576122575e-44,1.8174937145568953e-42,7.769674049158658e-39,4.21858531324328
1000.0,240.0,june16,8.0,48052.11330603485,202520.86972894223,12640.60237529328,0.009590474054292244,0.15576137136786739,0.06157158203006615,386.6151128700423,6.1688087005747885e-43,1.8506426101724365e-43,1.8506426101724365e-42,6.477249135603528e-44,2.2516151757097978e-42,7.797745791321552e-39,4.214609010827994
1000.0,245.0,june16,8.0,38997.67593511339,164343.23377437526,10306.047534881527,0.0027407802139698145,0.1710109012940187,0.0160269327465715,386.6151128700423,7.601075898381263e-43,2.280322769514379e-43,2.280322769514379e-42,7.981129693300325e-44,2.774392702909161e-42,7.833704952495961e-39,4.214180200066772
1000.0,250.0,june16,8.0,31860.24718753987,134323.3850730215,8460.663784865817,0.0004376049689689613,0.18610982792921343,0.0023513264927384897,386.6151128700423,9.30389186557225e-43,2.791167559671675e-43,2.791167559671675e-42,9.769086458850863e-44,3.395920530933871e-42,7.871710096535481e-39,4.216018296479308
1000.0,255.0,june16,8.0,26195.810479155607,110491.68450190888,6983.336404731278,2.8379649379587294e-05,0.20060078449372415,0.00014147327215699478,386.6151128700423,1.131571381916748e-42,3.3947141457502436e-43,3.3947141457502437e-42,1.188149951012585e-43,4.1302355439961295e-42,7.902143625891307e-39,4.217914333661436
1000.0,260.0,june16,8.0,21668.0818103291,91412.804284491,5790.248322233888,0.0,0.21441151940645137,0.0,386.6151128700423,1.368022777641392e-42,4.104068332924176e-43,4.104068332924176e-42,1.4364239165234614e-43,4.9932831383910807e-42,7.921191593015813e-39,4.218776958877589
1000.0,265.0,june16,8.0,17998.310101356852,75868.53677126682,4807.488975881026,0.0,0.227255130109181,0.0,386.6151128700423,1.6469562585263302e-42,4.94086877557899e-43,4.94086877557899e-42,1.7293040714526465e-43,6.011390343621105e-42,7.917724056623592e-39,4.215314456969339
1000.0,270.0,june16,8.0,15004.8880609047,63138.37141315134,3995.428527818472,0.0,0.23910992774203157,0.0,386.6151128700423,1.975518200736253e-42,5.926554602208759e-43,5.926554602208759e-42,2.0742941107730653e-43,7.210641432687323e-42,7.893041776446243e-39,4.207853544583157
1000.0,275.0,june16,8.0,12529.325406267764,52535.23941525365,3311.9006758783185,0.0,0.25019056793105304,0.0,386.6151128700423,2.3658440102049535e-42,7.097532030614861e-43,7.097532030614861e-42,2.4841362107152008e-43,8.63533063724808e-42,7.835440376420457e-39,4.192982280512327
1000.0,280.0,june16,8.0,10454.05057453222,43605.08568482929,2733.037826779568,0.0,0.2602792008020924,0.0,386.6151128700423,2.8354970404047163e-42,8.506491121214148e-43,8.506491121214149e-42,2.977271892424952e-43,1.0349564197477214e-41,7.749520669147602e-39,4.171118684948628
1000.0,285.0,june16,8.0,8706.842700979181,36049.35615044659,2241.056444527345,0.0,0.2705024625018267,0.0,386.6151128700423,3.40449810365745e-42,1.0213494310972352e-42,1.0213494310972351e-41,3.5747230088403224e-43,1.2426418078349693e-41,7.629672415582654e-39,4.14034769990647
1000.0,290.0,june16,8.0,7222.41494639158,29615.46555692268,1821.6593003388148,0.0,0.2804958448850046,0.0,386.6151128700423,4.1042268665465016e-42,1.2312680599639506e-42,1.2312680599639505e-41,4.309438209873826e-43,1.4980428062894732e-41,7.476503042144866e-39,4.100493502068721
1000.0,295.0,june16,8.0,5950.5638956538705,24115.47524965426,1464.9438397758322,0.0,0.2906912020346243,0.0,386.6151128700423,4.981448814620301e-42,1.4944346443860905e-42,1.4944346443860905e-41,5.230521255351316e-43,1.81822881733641e-41,7.297542754136632e-39,4.052636972315774
1000.0,300.0,june16,8.0,4867.532841871355,19450.58997112939,1164.0510342073528,0.0,0.3016782123547579,0.0,386.6151128700423,6.089826289272885e-42,1.8269478867818653e-42,1.8269478867818655e-41,6.3943176037365285e-43,2.222786595584603e-41,7.088868590171227e-39,3.9959853591150054
1000.0,305.0,june16,8.0,3935.25566405464,15458.177852623769,908.9727613868776,0.0,0.3146261422100033,0.0,386.6151128700423,7.532529521547183e-42,2.2597588564641546e-42,2.2597588564641547e-41,7.909155997624541e-43,2.7493732753647213e-41,6.846864159428919e-39,3.9281254312957734
1000.0,310.0,june16,8.0,3138.5146837209913,12089.44798816425,696.917617639241,0.0,0.32903148227161333,0.0,386.6151128700423,9.444731808354508e-42,2.8334195425063524e-42,2.833419542506352e-41,9.916968398772232e-43,3.4473271100493955e-41,6.582199991119985e-39,3.851964768834894
1000.0,315.0,june16,8.0,2471.019311621466,9305.085873590077,524.3779493430635,0.0,0.34585142780216094,0.0,386.6151128700423,1.1996033104604178e-41,3.5988099313812535e-42,3.598809931381254e-41,1.2595834759834388e-42,4.3785520831805256e-41,6.290455239643843e-39,3.7656872327250825
1000.0,320.0,june16,8.0,1907.8031842523571,7000.192839671697,384.59712434951945,0.0,0.36566574539922503,0.0,386.6151128700423,1.55374672340448e-41,4.66124017021344e-42,4.661240170213441e-41,1.631434059574704e-42,5.671175540426353e-41,5.975665217888511e-39,3.6692426647851413
1000.0,325.0,june16,8.0,1441.7443081269807,5136.854889860899,274.3108132576993,0.0,0.3891571985506164,0.0,386.6151128700423,2.0560115477644457e-41,6.168034643293338e-42,6.168034643293337e-41,2.158812125152668e-42,7.504442149340226e-41,5.639861997344861e-39,3.562944456173621
1000.0,330.0,june16,8.0,1064.485093363013,3664.9458034269646,189.44319763605924,0.0,0.41852952413601496,0.0,386.6151128700423,2.784673045131935e-41,8.354019135395805e-42,8.354019135395805e-41,2.923906697388531e-42,1.0164056614731563e-40,5.275373660407361e-39,3.442928253554357
1000.0,335.0,june16,8.0,763.9854575925564,2530.674909288553,126.2163568723706,0.0,0.4532057923965749,0.0,386.6151128700423,3.8799729981425955e-41,1.1639918994427785e-41,1.1639918994427786e-40,4.073971648049725e-42,1.4161901443220474e-40,4.897160565887275e-39,3.312464765053415
1000.0,340.0,june16,8.0,530.2540355039818,1679.4006670166527,80.45468139837088,0.0,0.4951270741525432,0.0,386.6151128700423,5.590231753003744e-41,1.6770695259011233e-41,1.6770695259011232e-40,5.86974334065393e-42,2.0404345898463666e-40,4.497603146309726e-39,3.1671624439792536
1000.0,345.0,june16,8.0,353.67089308808653,1062.1499847019322,48.63106073896539,0.0,0.5467472044164571,0.0,386.6151128700423,8.381359632256898e-41,2.5144078896770695e-41,2.5144078896770695e-40,8.800427613869742e-42,3.0591962657737676e-40,4.075944093513978e-39,3.0032157168144153
1000.0,350.0,june16,8.0,225.63606981498265,636.9623005333702,27.80192063063611,0.0,0.608501456711197,0.0,386.6151128700423,1.31372743234863e-40,3.9411822970458897e-41,3.94118229704589e-40,1.3794138039660612e-41,4.7951051280724996e-40,3.652414580444598e-39,2.822963106278475
1000.0,355.0,june16,8.0,135.1495072284046,353.67309053423725,14.6932432867781,0.0,0.6815490869299892,0.0,386.6151128700423,2.1933065145573346e-40,6.579919543672003e-41,6.579919543672004e-40,2.302971840285201e-41,8.005568778134271e-40,3.222678622086623e-39,2.616902553233322
1000.0,360.0,june16,8.0,75.45162268438442,180.2015644930275,7.212518971967658,0.0,0.7633834114812764,0.0,386.6151128700423,3.928666927194155e-40,1.1786000781582466e-40,1.1786000781582466e-39,4.125100273553863e-41,1.4339634284258666e-39,2.8335584746929722e-39,2.3883060175765083
1000.0,365.0,june16,8.0,38.466073986569896,81.96625384025607,3.2784234549392095,0.0,0.8451640924242148,0.0,386.6151128700423,7.706122926575959e-40,2.3118368779727876e-40,2.3118368779727876e-39,8.091429072904756e-41,2.8127348682002247e-39,2.5263934149131407e-39,2.1308713197212144
1000.0,370.0,june16,8.0,17.47507507148941,32.09252787002885,1.4105023261346106,0.0,0.9145148172343214,0.0,386.6151128700423,1.6962690771319755e-39,5.088807231395927e-40,5.088807231395927e-39,1.7810825309885742e-40,6.191382131531711e-39,2.392591479044861e-39,1.8364743921694402
1000.0,375.0,june16,8.0,6.718395897930142,10.227167037376883,0.614902051999164,0.0,0.959287060520426,0.0,386.6151128700423,4.412129013334837e-39,1.3236387040004511e-39,1.3236387040004512e-38,4.6327354640015786e-40,1.6104270898672156e-38,2.7130271839846385e-39,1.522263229609281
1000.0,380.0,june16,8.0,2.1001508141312732,2.5222708077486113,0.2839619729212065,0.0,0.9828331790139706,0.0,386.6151128700423,1.4114428956659913e-38,4.234328686997974e-39,4.2343286869979743e-38,1.4820150404492908e-39,5.151766569180869e-38,4.007961093189355e-39,1.2009950860562115
1000.0,385.0,june16,8.0,0.4978095304779156,0.5080498989056155,0.1289761019052656,0.0,0.9835457514794583,0.0,386.6151128700423,5.954572512074951e-38,1.7863717536224852e-38,1.7863717536224852e-37,6.252301137678698e-39,2.173418966907357e-37,7.679975511196722e-39,1.0205708565239173
1000.0,390.0,june16,8.0,0.0829671651944848,0.1050326181950702,0.0474514708728473,0.0,0.9826723159799611,0.0,386.6151128700423,3.5727904400303414e-37,1.0718371320091023e-37,1.0718371320091024e-36,3.751429962031858e-38,1.3040685106110745e-36,1.6953416149988703e-38,1.265954042769346
1000.0,395.0,june16,8.0,0.0069302442354246,0.025101808849018,0.0116731579014322,0.0,0.9813574347891818,0.0,386.6151128700423,4.2772561048869315e-36,1.2831768314660794e-36,1.2831768314660794e-35,4.4911189101312775e-37,1.56119847828373e-35,4.992908589721e-38,3.6220669858513395
1000.0,400.0,june16,8.0,4.162604620131067e-05,0.0029650335264976,0.0008972199395026,0.0,1.071342819965822,0.0,386.6151128700423,7.121125393694967e-34,2.13633761810849e-34,2.13633761810849e-33,7.477181663379715e-35,2.599210768698663e-33,6.3892156949214265e-37,71.23024637406569
1000.0,200.0,june16,11.5,300369.7257752144,1312005.9917529016,81042.48041784206,0.2757481888035852,0.05652259619493195,4.878547826299422,386.6151128700423,9.868647510272268e-44,2.960594253081681e-44,2.960594253081681e-43,1.0362079885785882e-44,3.602056341249378e-43,7.997796726018261e-39,4.367970135361639
1000.0,205.0,june16,11.5,237007.21917926575,1027635.1029282452,63319.26786185428,0.23057824272252145,0.06512422870294711,3.5405907649864714,386.6151128700423,1.2506973233548053e-43,3.752091970064416e-44,3.752091970064416e-43,1.3132321895225454e-44,4.565045230245039e-43,7.919323883160709e-39,4.335881018674669
1000.0,210.0,june16,11.5,186970.06395307515,805122.8514696535,49535.01732336129,0.18606354229419325,0.07489577666648284,2.4842995236266763,386.6151128700423,1.58541045756752e-43,4.75623137270256e-44,4.75623137270256e-43,1.664680980445896e-44,5.786748170121448e-43,7.853333448024525e-39,4.3061591489411875
1000.0,215.0,june16,11.5,147888.9264849681,633047.3239293694,38937.88823751892,0.1438992526349581,0.0856870272238926,1.679358676535272,386.6151128700423,2.0043711296626584e-43,6.013113388987976e-44,6.013113388987975e-43,2.104589686145791e-44,7.315954623268704e-43,7.804597903331413e-39,4.2805593290564214
1000.0,220.0,june16,11.5,117022.37368285078,498299.8591936667,30675.311889875324,0.10532427176102234,0.09785363826276014,1.0763449742992874,386.6151128700423,2.5330565883634377e-43,7.599169765090313e-44,7.599169765090313e-43,2.6597094177816097e-44,9.245656547526548e-43,7.770230088275199e-39,4.258158876046545
1000.0,225.0,june16,11.5,92981.0105674324,394394.53986831807,24336.457091672553,0.0715651819022732,0.11088342556977583,0.6454091901881157,386.6151128700423,3.188008958327015e-43,9.564026874981046e-44,9.564026874981045e-43,3.3474094062433655e-44,1.1636232697893606e-42,7.758484322219311e-39,4.241667599238365
1000.0,230.0,june16,11.5,74224.70502155712,313874.71868227056,19428.701691412647,0.04370562654818722,0.12504506296368953,0.34951900948603165,386.6151128700423,3.993606906988484e-43,1.1980820720965453e-43,1.1980820720965453e-42,4.193287252337908e-44,1.4576665210507968e-42,7.75905972686444e-39,4.2287095461155655
