m_A_GeV,delta_keV,halo,N_light_unit,N_heavy_unit,S_light_over_heavy,S_analytic_248keV
0.1,200.0,june16,40195.311028792035,300369.7257752144,0.13381944843160634,0.020003862699461156
0.1,200.0,annual,31019.278523251553,241234.51715466392,0.12858557261672468,0.020003862699461156
0.1,200.0,sun,29520.78047029412,232053.13665773714,0.12721560628519019,0.020003862699461156
0.1,210.0,june16,21692.179106047934,186970.06395307515,0.11601953086720948,0.020003862699461156
0.1,210.0,annual,16384.27054181727,148375.6409090263,0.1104242612967918,0.020003862699461156
0.1,210.0,sun,15490.743206757039,142261.21075810256,0.10888943742435254,0.020003862699461156
0.1,220.0,june16,11511.01482109785,117022.37368285078,0.09836593173451197,0.020003862699461156
0.1,220.0,annual,8515.051092301299,91966.77370802469,0.0925883419520055,0.020003862699461156
0.1,220.0,sun,7994.913195037631,87923.99636916752,0.0909298203583615,0.020003862699461156
0.1,230.0,june16,6048.599436604093,74224.70502155712,0.08149038025610739,0.020003862699461156
0.1,230.0,annual,4398.575891110114,57956.03552138508,0.0758950444339329,0.020003862699461156
0.1,230.0,sun,4103.247519887941,55291.502763836856,0.07421117739219145,0.020003862699461156
0.1,240.0,june16,3195.125548471835,48018.2244266872,0.06653985203784571,0.020003862699461156
0.1,240.0,annual,2301.9983780346124,37364.311821669304,0.061609548411368745,0.020003862699461156
0.1,240.0,sun,2137.7854931496317,35602.401610287976,0.06004610353397842,0.020003862699461156
0.1,250.0,june16,1731.7896244184233,31832.970466189887,0.054402388437415045,0.020003862699461156
0.1,250.0,annual,1250.5824478040513,24729.033234551363,0.05057142492965474,0.020003862699461156
0.1,250.0,sun,1160.699466192711,23551.91541191537,0.04928259319433063,0.020003862699461156
0.1,260.0,june16,989.229620972444,21646.41195843261,0.04569947309845399,0.020003862699461156
0.1,260.0,annual,723.1125784616598,16767.576778215378,0.04312564588349676,0.020003862699461156
0.1,260.0,sun,673.664241292263,15963.93430361725,0.0421991364083488,0.020003862699461156
0.1,270.0,june16,603.1824371387478,14987.860638443517,0.040244732166217156,0.020003862699461156
0.1,270.0,annual,446.587217828477,11521.445961076506,0.038761386317065195,0.020003862699461156
0.1,270.0,sun,418.41455784763474,10956.39039031057,0.03818908809763344,0.020003862699461156
0.1,280.0,june16,388.4907817612377,10440.912841717116,0.03720850730685214,0.020003862699461156
0.1,280.0,annual,287.9064690988738,7901.842610119945,0.036435358599796706,0.020003862699461156
0.1,280.0,sun,270.5983218103047,7490.618539206363,0.036124963565288534,0.020003862699461156
0.1,290.0,june16,256.797894171861,7212.432999052462,0.03560489147082517,0.020003862699461156
0.1,290.0,annual,186.922594355218,5318.579808556987,0.03514520813516438,0.020003862699461156
0.1,290.0,sun,175.20346720744897,5009.724500336623,0.03497267508336563,0.020003862699461156
0.1,300.0,june16,168.31470777073415,4860.095321304116,0.034631976667809476,0.020003862699461156
0.1,300.0,annual,117.94186305493602,3449.1372479438432,0.034194598410151836,0.020003862699461156
0.1,300.0,sun,109.3741266797826,3212.7495997757983,0.03404377567657787,0.020003862699461156
0.1,310.0,june16,105.61578923122478,3133.129560516038,0.03370935902626046,0.020003862699461156
0.1,310.0,annual,69.88690988830162,2109.000203978476,0.033137459994771475,0.020003862699461156
0.1,310.0,sun,63.46011279864562,1928.3757741105878,0.03290858226421918,0.020003862699461156
0.1,320.0,june16,62.02586254320568,1904.0194063256665,0.032576276448201644,0.020003862699461156
0.1,320.0,annual,38.05097811504834,1195.4666649877872,0.031829392846714856,0.020003862699461156
0.1,320.0,sun,33.345402067987536,1060.5896635564125,0.03144043659276517,0.020003862699461156
0.1,330.0,june16,33.06247019194873,1061.9443572602568,0.031133900722677806,0.020003862699461156
0.1,330.0,annual,18.425981489799064,609.0290459156785,0.0302546842607408,0.020003862699461156
0.1,330.0,sun,15.217547748979207,513.5660212899667,0.029631142089104768,0.020003862699461156
0.1,340.0,june16,15.547418990013723,528.6524378194307,0.029409528600952334,0.020003862699461156
0.1,340.0,annual,7.6880873525393785,269.8643482038106,0.028488710730819017,0.020003862699461156
0.1,340.0,sun,5.727186606371958,207.88995319525316,0.02754912644091513,0.020003862699461156
0.1,350.0,june16,6.162990018166189,224.70817673474224,0.027426638886582744,0.020003862699461156
0.1,350.0,annual,2.6403155524103954,99.2847481690405,0.026593365054570516,0.020003862699461156
0.1,350.0,sun,1.627066505371253,64.38996439135343,0.02526894556863185,0.020003862699461156
0.1,360.0,june16,1.8954639438990202,74.98881444793363,0.02527662235832628,0.020003862699461156
0.1,360.0,annual,0.6879450911069911,27.92007360674987,0.024639802200975416,0.020003862699461156
0.1,360.0,sun,0.28919784099788814,12.613579520562748,0.022927499725707182,0.020003862699461156
0.1,370.0,june16,0.3990857192983954,17.29714561017862,0.02307234547783137,0.020003862699461156
0.1,370.0,annual,0.12133929200802697,5.355367378139414,0.022657510389172072,0.020003862699461156
0.1,370.0,sun,0.02333574621411899,1.1245819071568532,0.020750597235834944,0.020003862699461156
0.1,380.0,june16,0.043253284133317506,2.062772708823841,0.020968516767889477,0.020003862699461156
0.1,380.0,annual,0.010985721088298605,0.5297782686359239,0.020736450961993405,0.020003862699461156
0.1,380.0,sun,0.0004432039883196867,0.023743545847647606,0.018666293196624512,0.020003862699461156
0.1,390.0,june16,0.0015384238818487194,0.08058408195950266,0.01909091528301893,0.020003862699461156
0.1,390.0,annual,0.0003204670268181266,0.01690487255020356,0.01895708032500178,0.020003862699461156
0.1,390.0,sun,5.6210580810121566e-08,4.106488455652957e-06,0.013688235439391667,0.020003862699461156
0.1,400.0,june16,1.0240305502602648e-06,6.61969521205552e-05,0.015469451650815312,0.020003862699461156
0.1,400.0,annual,1.8644151182604646e-07,1.2203820260007466e-05,0.015277307257386009,0.020003862699461156
0.1,400.0,sun,0.0,0.0,,0.020003862699461156
0.3,200.0,june16,198914.65571195702,300369.7257752144,0.662232704040278,0.3566451479504317
0.3,200.0,annual,157800.90323409234,241234.51715466392,0.654138989292816,0.3566451479504317
0.3,200.0,sun,151321.93124147147,232053.13665773714,0.6521003483122971,0.3566451479504317
0.3,210.0,june16,118288.24871331439,186970.06395307515,0.632658759441842,0.3566451479504317
0.3,210.0,annual,92432.27945055669,148375.6409090263,0.6229612818132984,0.3566451479504317
0.3,210.0,sun,88258.77955337105,142261.21075810256,0.6203994685764631,0.3566451479504317
0.3,220.0,june16,70240.65196348702,117022.37368285078,0.6002326713509533,0.3566451479504317
0.3,220.0,annual,54179.88069662295,91966.77370802469,0.5891245121703711,0.3566451479504317
0.3,220.0,sun,51527.447083528896,87923.99636916752,0.5860453256376109,0.3566451479504317
0.3,230.0,june16,42029.42775653887,74224.70502155712,0.5662458037971622,0.3566451479504317
0.3,230.0,annual,32132.35934693132,57956.03552138508,0.5544264554651063,0.3566451479504317
0.3,230.0,sun,30464.536592916276,55291.502763836856,0.5509804412992273,0.3566451479504317
0.3,240.0,june16,25614.912777507438,48018.2244266872,0.5334414815069959,0.3566451479504317
0.3,240.0,annual,19507.502516000484,37364.311821669304,0.5220891691811429,0.3566451479504317
0.3,240.0,sun,18463.124571805587,35602.401610287976,0.5185921099904205,0.3566451479504317
0.3,250.0,june16,16062.503223481555,31832.970466189887,0.5045870048647109,0.3566451479504317
0.3,250.0,annual,12241.18452860901,24729.033234551363,0.49501266032129587,0.3566451479504317
0.3,250.0,sun,11584.684065745869,23551.91541191537,0.49187863760265343,0.3566451479504317
0.3,260.0,june16,10437.017831691956,21646.41195843261,0.48215925353975786,0.3566451479504317
0.3,260.0,annual,7967.311860913317,16767.576778215378,0.47516179387736796,0.3566451479504317
0.3,260.0,sun,7546.366384079381,15963.93430361725,0.4727134452294418,0.3566451479504317
0.3,270.0,june16,6996.427926412139,14987.860638443517,0.46680631046611565,0.3566451479504317
0.3,270.0,annual,5326.8418301226475,11521.445961076506,0.4623414325006246,0.3566451479504317
0.3,270.0,sun,5047.388262894019,10956.39039031057,0.4606798482972772,0.3566451479504317
0.3,280.0,june16,4774.18723976047,10440.912841717116,0.4572576471173095,0.3566451479504317
0.3,280.0,annual,3591.8625977523375,7901.842610119945,0.4545601291972348,0.3566451479504317
0.3,280.0,sun,3397.2635794539483,7490.618539206363,0.4535357876886214,0.3566451479504317
0.3,290.0,june16,3255.2910321294016,7212.432999052462,0.4513443705552714,0.3566451479504317
0.3,290.0,annual,2390.106738403231,5318.579808556987,0.4493881495503409,0.3566451479504317
0.3,290.0,sun,2247.85267014642,5009.724500336623,0.4486978615281894,0.3566451479504317
0.3,300.0,june16,2172.6612882504583,4860.095321304116,0.44704087978000095,0.3566451479504317
0.3,300.0,annual,1534.6279130861376,3449.1372479438432,0.4449309501965993,0.3566451479504317
0.3,300.0,sun,1427.1594644631477,3212.7495997757983,0.44421745926378514,0.3566451479504317
0.3,310.0,june16,1386.405301837493,3133.129560516038,0.4424985545791304,0.3566451479504317
0.3,310.0,annual,927.1860729749706,2109.000203978476,0.43963299350369967,0.3566451479504317
0.3,310.0,sun,845.5973007033152,1928.3757741105878,0.43850234588915876,0.3566451479504317
0.3,320.0,june16,831.5980644019314,1904.0194063256665,0.436759237662777,0.3566451479504317
0.3,320.0,annual,517.5003626905138,1195.4666649877872,0.43288564863144935,0.3566451479504317
0.3,320.0,sun,457.01835661580304,1060.5896635564125,0.43090968384823825,0.3566451479504317
0.3,330.0,june16,455.8266458385949,1061.9443572602568,0.4292377870104195,0.3566451479504317
0.3,330.0,annual,258.4904159523777,609.0290459156785,0.42443035793758566,0.3566451479504317
0.3,330.0,sun,216.25708112733284,513.5660212899667,0.4210891534142813,0.3566451479504317
0.3,340.0,june16,221.92993530032575,528.6524378194307,0.4198031058283501,0.3566451479504317
0.3,340.0,annual,111.83788389488825,269.8643482038106,0.41442259653514707,0.3566451479504317
0.3,340.0,sun,85.02853733830516,207.88995319525316,0.40900743894268504,0.3566451479504317
0.3,350.0,june16,91.73412337791542,224.70817673474224,0.40823669485869835,0.3566451479504317
0.3,350.0,annual,40.01043853126717,99.2847481690405,0.4029867554596209,0.3566451479504317
0.3,350.0,sun,25.412223510278608,64.38996439135343,0.3946612449702034,0.3566451479504317
0.3,360.0,june16,29.597670534009477,74.98881444793363,0.3946944721277036,0.3566451479504317
0.3,360.0,annual,10.89882076726588,27.92007360674987,0.3903578808843475,0.3566451479504317
0.3,360.0,sun,4.774691368641616,12.613579520562748,0.3785357963501066,0.3566451479504317
0.3,370.0,june16,6.565644653212541,17.29714561017862,0.3795796602041058,0.3566451479504317
0.3,370.0,annual,2.0164068027293025,5.355367378139414,0.3765207240422508,0.3566451479504317
0.3,370.0,sun,0.4072163246653635,1.1245819071568532,0.3621046382427405,0.3566451479504317
0.3,380.0,june16,0.7504598834366123,2.062772708823841,0.36381123340753924,0.3566451479504317
0.3,380.0,annual,0.19176036398171156,0.5297782686359239,0.3619634389222065,0.3566451479504317
0.3,380.0,sun,0.008188480183037018,0.023743545847647606,0.3448718331953899,0.3566451479504317
0.3,390.0,june16,0.028084624289308295,0.08058408195950266,0.3485132994804378,0.3566451479504317
0.3,390.0,annual,0.00587197277971784,0.01690487255020356,0.34735386275639996,0.3566451479504317
0.3,390.0,sun,1.214631429991134e-06,4.106488455652957e-06,0.29578347610330735,0.3566451479504317
0.3,400.0,june16,2.0796378532277753e-05,6.61969521205552e-05,0.3141591548566199,0.3566451479504317
0.3,400.0,annual,3.8097644952465382e-06,1.2203820260007466e-05,0.3121780241004801,0.3566451479504317
0.3,400.0,sun,0.0,0.0,,0.3566451479504317
1.0,200.0,june16,287364.67750426603,300369.7257752144,0.9567031989079989,0.8888156828636662
1.0,200.0,annual,230456.2654851527,241234.51715466392,0.9553204417152256,0.8888156828636662
1.0,200.0,sun,221605.10620252532,232053.13665773714,0.9549756982142329,0.8888156828636662
1.0,210.0,june16,177906.62484203282,186970.06395307515,0.9515246509552618,0.8888156828636662
1.0,210.0,annual,140929.39504101855,148375.6409090263,0.9498149034276235,0.8888156828636662
1.0,210.0,sun,135058.2042665658,142261.21075810256,0.9493677408398795,0.8888156828636662
1.0,220.0,june16,110666.94835320655,117022.37368285078,0.9456905108858205,0.8888156828636662
1.0,220.0,annual,86786.76155616202,91966.77370802469,0.9436751780778118,0.8888156828636662
1.0,220.0,sun,82923.03722563539,87923.99636916752,0.9431217943900713,0.8888156828636662
1.0,230.0,june16,69728.16436917824,74224.70502155712,0.9394198919204468,0.8888156828636662
1.0,230.0,annual,54317.44964016162,57956.03552138508,0.9372181715245022,0.8888156828636662
1.0,230.0,sun,51785.02310762329,55291.502763836856,0.9365819433197434,0.8888156828636662
1.0,240.0,june16,44811.36906841958,48018.2244266872,0.933215869671238,0.8888156828636662
1.0,240.0,annual,34787.92779806286,37364.311821669304,0.9310469295968063,0.8888156828636662
1.0,240.0,sun,33123.92561611886,35602.401610287976,0.9303845841272429,0.8888156828636662
1.0,250.0,june16,29529.058888805313,31832.970466189887,0.9276249893225773,0.8888156828636662
1.0,250.0,annual,22892.84847750691,24729.033234551363,0.9257478147395208,0.8888156828636662
1.0,250.0,sun,21788.79403428509,23551.91541191537,0.9251389389442913,0.8888156828636662
1.0,260.0,june16,19983.113219101513,21646.41195843261,0.9231605338323453,0.8888156828636662
1.0,260.0,annual,15455.467185335046,16767.576778215378,0.9217472142674165,0.8888156828636662
1.0,260.0,sun,14706.904422052834,15963.93430361725,0.9212581399010401,0.8888156828636662
1.0,270.0,june16,13788.83250391947,14987.860638443517,0.9200000478087869,0.8888156828636662
1.0,270.0,annual,10588.905006753663,11521.445961076506,0.9190604237112864,0.8888156828636662
1.0,270.0,sun,10065.81581394426,10956.39039031057,0.9187164253334839,0.8888156828636662
1.0,280.0,june16,9584.145672242621,10440.912841717116,0.9179413541265047,0.8888156828636662
1.0,280.0,annual,7248.644399725614,7901.842610119945,0.9173359629363187,0.8888156828636662
1.0,280.0,sun,6869.736093384738,7490.618539206363,0.9171119924780727,0.8888156828636662
1.0,290.0,june16,6610.741082159414,7212.432999052462,0.9165757356814135,0.8888156828636662
1.0,290.0,annual,4872.34733450179,5318.579808556987,0.9160993178409658,0.8888156828636662
1.0,290.0,sun,4588.584314014821,5009.724500336623,0.9159354598654069,0.8888156828636662
1.0,300.0,june16,4449.453365738378,4860.095321304116,0.9155074276494747,0.8888156828636662
1.0,300.0,annual,3155.8513980560033,3449.1372479438432,0.9149683446019209,0.8888156828636662
1.0,300.0,sun,2938.98342345341,3212.7495997757983,0.9147875774876781,0.8888156828636662
1.0,310.0,june16,2864.7250806002444,3133.129560516038,0.9143334245419502,0.8888156828636662
1.0,310.0,annual,1926.7584515010606,2109.000203978476,0.9135885562582547,0.8888156828636662
1.0,310.0,sun,1761.1794096120736,1928.3757741105878,0.913296792698182,0.8888156828636662
1.0,320.0,june16,1738.0490079868432,1904.0194063256665,0.9128315615967858,0.8888156828636662
1.0,320.0,annual,1090.0342759565067,1195.4666649877872,0.9118065002403412,0.8888156828636662
1.0,320.0,sun,966.5040078291279,1060.5896635564125,0.9112892959829604,0.8888156828636662
1.0,330.0,june16,967.2547957712525,1061.9443572602568,0.9108337825408321,0.8888156828636662
1.0,330.0,annual,553.9275328249571,609.0290459156785,0.9095256400983701,0.8888156828636662
1.0,330.0,sun,466.6399087570844,513.5660212899667,0.9086269134102486,0.8888156828636662
1.0,340.0,june16,480.1562814395437,528.6524378194307,0.9082645743961336,0.8888156828636662
1.0,340.0,annual,244.69841278028943,269.8643482038106,0.9067459796337565,0.8888156828636662
1.0,340.0,sun,188.1884229547565,207.88995319525316,0.9052309650481632,0.8888156828636662
1.0,350.0,june16,203.36168312857458,224.70817673474224,0.9050034853366007,0.8888156828636662
1.0,350.0,annual,89.69934948997337,99.2847481690405,0.9034554767390134,0.8888156828636662
1.0,350.0,sun,58.01577364737678,64.38996439135343,0.9010064564528226,0.8888156828636662
1.0,360.0,june16,67.56588382582163,74.98881444793363,0.9010128286897253,0.8888156828636662
1.0,360.0,annual,25.118901745056473,27.92007360674987,0.8996717594248679,0.8888156828636662
1.0,360.0,sun,11.301586424634733,12.613579520562748,0.8959856641971302,0.8888156828636662
1.0,370.0,june16,15.503778645427294,17.29714561017862,0.8963200631382783,0.8888156828636662
1.0,370.0,annual,4.794789988543312,5.355367378139414,0.8953241953326345,0.8888156828636662
1.0,370.0,sun,1.0014971557309003,1.1245819071568532,0.8905506565216459,0.8888156828636662
1.0,380.0,june16,1.8381980936573339,2.062772708823841,0.8911297331955901,0.8888156828636662
1.0,380.0,annual,0.4717652165107034,0.5297782686359239,0.8904955987066195,0.8888156828636662
1.0,380.0,sun,0.021000555123310564,0.023743545847647606,0.8844742591549861,0.8888156828636662
1.0,390.0,june16,0.07138077246946548,0.08058408195950266,0.8857924633966509,0.8888156828636662
1.0,390.0,annual,0.014967055986789492,0.01690487255020356,0.8853693479404118,0.8888156828636662
1.0,390.0,sun,3.550209719846429e-06,4.106488455652957e-06,0.8645366371258735,0.8888156828636662
1.0,400.0,june16,5.774123073184206e-05,6.61969521205552e-05,0.8722641886394721,0.8888156828636662
