edge,A,B,hellinger,KL_pq,KL_qp,N_rej_q_if_p,N_rej_p_if_q,N_simple,KL_pq_w1e3,KL_qp_w1e3,N_rej_B_if_A_w1e3,N_rej_A_if_B_w1e3,N_toy_rej_B_if_A,N_toy_rej_A_if_B,N3_max_gauss,N3_min_gauss
LZ,O9q2,O15v,0.3508083080350615,0.5211083339244506,0.5003459376296219,8.162153426376426,9.088365830461631,8.810967118779697,0.532727033501479,0.5108685678206056,8.002938621229758,8.942341585027178,10.0,10.0,9.088365830461631,8.162153426376426
LZ,O9q2,O5v,0.38471302571549376,0.48599451020634116,0.7858483084710686,11.931321231261668,2.7552398128932922,7.076346123775819,0.49324215747037203,0.8076612404512987,11.843236151900205,2.630004654702701,10.0,6.0,11.931321231261668,2.7552398128932922
LZ,O9q2,O13s,0.628655577571121,1.3664842104618051,2.319247474140923,2.949403349359215,0.5359899084102462,2.44184893805423,1.390381089524598,2.3745252235157626,2.8758841248003404,0.5135863777713032,4.0,2.0,2.949403349359215,0.5359899084102462
LZ,O9q2,O4s,0.7330762858267412,2.136482960930425,3.407185614778169,1.8219333943267444,0.43237602849357076,1.6234736757959265,2.183535008131408,3.594010476044476,1.9014884693825485,0.3984851846717757,3.0,2.0,1.8219333943267444,0.43237602849357076
LZ,O9q2,O1s,0.9156093204095288,4.941794795349072,4.851382877565775,0.2601144254714177,0.2024735277716215,0.9190071190979663,5.777873766286154,5.111102695940653,0.24060116052580433,0.24942515805743404,1.0,1.0,0.2601144254714177,0.2024735277716215
LZ,O9q2,inel300,0.3465807522560034,0.6190925343327761,0.37700060564230403,3.833470996878816,16.860066617442705,9.035299651019741,0.7109344151103912,0.3860410782756561,3.066227247078145,18.896079510595808,7.0,15.0,16.860066617442705,3.833470996878816
LZ,O9q2,inel350,0.35469970147225793,0.754543340322545,0.34676481191121317,2.287698485710355,22.24445814082178,8.172099681406612,1.0037733859890423,0.3567383173520728,1.3857855247269866,25.716858078725494,5.0,15.0,22.24445814082178,2.287698485710355
LZ,O9q2,inel366,0.41071773114488286,1.1347432978451326,0.44245302790700597,1.1091925439168782,17.371812863055112,5.706328282059654,1.5440605261116689,0.45437660507011596,0.6153462917838446,19.20042004159419,3.0,12.0,17.371812863055112,1.1091925439168782
LZ,O9q2,inel380,0.5011289474690561,1.8212368626859268,0.6585755732919133,0.5202723348667585,10.603118924091781,3.6293067449075513,2.4877132426418354,0.6765602465676708,0.28292079786623286,11.42309964690618,2.0,8.0,10.603118924091781,0.5202723348667585
LZ,O9q2,inelO4_300_sun,0.16549548993152913,0.14914688152343605,0.06223610084668627,9.625727546884853,130.85865574052144,42.5767481331179,0.22283128505585556,0.06640651384954041,4.1237662883830515,140.18153496398918,25.0,80.0,130.85865574052144,9.625727546884853
LZ,O9q2,inelO4_350_sun,0.4520730242319981,1.396992205966356,0.5439782486785224,0.8378318939359798,13.525220408090556,4.636855743199166,1.8838224807841524,0.5579665025698106,0.4719133902950207,14.95360930801463,3.0,10.0,13.525220408090556,0.8378318939359798
LZ,O6s,O6v,0.008180625404577861,0.0002639066610164907,0.00026340748205874276,17018.066989423503,17115.00305154481,17067.624902895775,0.0002675411012961314,0.0002670243613993795,16786.190197993317,16883.832447396624,,,17115.00305154481,17018.066989423503
LZ,O6s,O10s,0.24136836856363597,0.21271049335055764,0.2607205764344493,25.049682859042562,13.623343913273086,19.010159185553775,0.21603702111577602,0.26578898327987255,24.794111318592897,13.328480242297168,20.0,20.0,25.049682859042562,13.623343913273086
LZ,O6s,O10v,0.24185880280878963,0.2160892726047084,0.2583743033046271,24.158005066181335,14.143036028313757,18.96879013895009,0.21950720096994894,0.26333841040911843,23.89976038404731,13.845746823508371,20.0,20.0,24.158005066181335,14.143036028313757
LZ,O6s,O9s,0.30313030107335887,0.27220562847351176,0.5528867019326105,25.677843328758563,2.9618905549916423,10.907870147781003,0.27590912707161136,0.5668470544838722,25.5392241940034,2.847239145751795,20.0,8.0,25.677843328758563,2.9618905549916423
LZ,O6s,O9v,0.32893673476066354,0.3230435886056095,0.6566565057853712,21.421725620389555,2.5033255092352915,9.18648477378656,0.32735482518233133,0.6728973693684407,21.305078763160754,2.408375210047339,15.0,7.0,21.421725620389555,2.5033255092352915
LZ,O6s,O14s,0.3162104659464776,0.29511766158502856,0.6067913991003456,23.533892290623644,2.581246236724788,9.978833113352655,0.29913049198868513,0.6219491791006017,23.39942259175115,2.4818742835863246,20.0,7.0,23.533892290623644,2.581246236724788
LZ,O6s,O14v,0.342096581191288,0.3475763176245707,0.717017289065722,19.746016227249875,2.164782551557552,8.453930160242116,0.35220108308934694,0.7345853271715844,19.632059006447456,2.0821293946235233,15.0,7.0,19.746016227249875,2.164782551557552
LZ,O6s,O15s,0.3441622868931842,0.5461398005788773,0.44357663653123697,6.285200387106811,11.758982808637906,9.093513720232044,0.5562374775599894,0.4494827208051436,6.131367327608899,11.648936306668393,8.0,10.0,11.758982808637906,6.285200387106811
LZ,O6s,O15v,0.1475554918268435,0.09664982051024808,0.07680549669741836,36.51540714098222,72.48135481038693,51.88656159340969,0.09977829296534371,0.07832414221491452,34.96602726545754,71.97189556540057,50.0,60.0,72.48135481038693,36.51540714098222
LZ,O6s,O5v,0.1307903486929834,0.059747372031720446,0.07751216721782682,95.12891999541172,43.622001004732766,65.56921325254766,0.06067397027371454,0.07927880447770122,94.41507862456083,42.37469331344446,80.0,60.0,95.12891999541172,43.622001004732766
LZ,O6s,O13s,0.4508449007185512,0.9133922439474925,0.8325716153344812,4.006096993873717,5.516577712750643,5.15474587412207,0.9343370905399244,0.8447289157260389,3.88657272923557,5.4980661304047524,5.0,6.0,5.516577712750643,4.006096993873717
LZ,O6s,O4s,0.571404291398507,1.1802714952072793,1.9329696927155595,4.6370204238870905,1.0846336824336236,2.890877852610199,1.2041670878084392,1.9956329362608969,4.672746335000882,1.0491530902995885,4.0,3.0,4.6370204238870905,1.0846336824336236
LZ,O6s,O1s,0.8097899286041732,3.7132189034003367,3.2207329487080245,0.6467105032297825,0.77006510445752,1.2979611326928133,4.231276693892707,3.318698512074835,0.5671460680700996,0.8682128939923779,2.0,2.0,0.77006510445752,0.6467105032297825
LZ,O6s,inel300,0.48057965615683906,1.6445128101306032,0.6272002304801401,0.6635309390748743,11.49949608656189,3.9617679870254987,2.2108934388657815,0.6406327629478994,0.38057482236638396,12.858349923803145,2.0,8.0,11.49949608656189,0.6635309390748743
LZ,O6s,inel350,0.5800444896137423,2.5060311970814553,0.9248184163226943,0.33351119611435776,6.698613027687184,2.6232569229608527,3.484284979284593,0.9431375478655106,0.17218460743778172,7.2741934489251125,2.0,6.0,6.698613027687184,0.33351119611435776
LZ,O6s,inel366,0.6322856084330453,2.998946757799106,1.1187946767100216,0.23659650411431038,4.911728742132079,2.1856641907077106,4.204373850305205,1.1404824019606374,0.11567191899603178,5.2508696375093065,1.0,5.0,4.911728742132079,0.23659650411431038
LZ,O6s,inel380,0.6878628642587772,3.5291889294727183,1.359934464174033,0.15796969461856106,3.4334882066327133,1.8408207924748212,4.9788184788461765,1.3899321429555302,0.07326891503588605,3.606985262186106,1.0,4.0,3.4334882066327133,0.15796969461856106
LZ,O6s,inelO4_300_sun,0.4400399765582219,1.4613778831033803,0.4859039022774825,0.5475857917420622,15.433049924950064,4.621827240190468,2.0132135570067513,0.49689146769688414,0.2838181769734085,16.673931116502402,2.0,10.0,15.433049924950064,0.5475857917420622
LZ,O6s,inelO4_350_sun,0.6581663899096198,3.218436651955517,1.2359782330551918,0.2050554438893178,4.151337531415109,2.020467386252092,4.507626569401655,1.2608091235893182,0.09921414776513328,4.445045249539005,1.0,4.0,4.151337531415109,0.2050554438893178
LZ,O6v,O10s,0.2387133651721025,0.20599841103428476,0.25767264249889027,26.32079548389971,13.476942212581811,19.410312400181052,0.2092112294524429,0.2627766657576778,26.063294617354394,13.175755137811866,25.0,20.0,26.32079548389971,13.476942212581811
LZ,O6v,O10v,0.2389623750640122,0.20884572791113573,0.2548503288428334,25.457114491898015,14.031363873169141,19.409265765603177,0.21214085892810247,0.25983984536715365,25.19604298254962,13.726985941974034,25.0,20.0,25.457114491898015,14.031363873169141
LZ,O6v,O9s,0.3052927020070258,0.27626579741747537,0.5622535837883236,25.354970117140333,2.9210994885592347,10.733204505133696,0.2800111112836321,0.5766401154534805,25.226352011950137,2.8059966346286416,20.0,10.0,25.354970117140333,2.9210994885592347
LZ,O6v,O9v,0.33127556059774826,0.328131465034269,0.6674361578824232,21.130944166924003,2.4807410512903636,9.040068994643379,0.33250262886777304,0.6841659406811293,21.022540802919405,2.385282410336623,15.0,7.0,21.130944166924003,2.4807410512903636
LZ,O6v,O14s,0.31810944586568524,0.29854284040518364,0.6161897683688576,23.317898174726267,2.5355737464184798,9.838940815788929,0.30258566495242145,0.6317959668044214,23.191903215782805,2.4358709611650706,15.0,8.0,23.317898174726267,2.5355737464184798
LZ,O6v,O14v,0.3441869511974375,0.35202984928611675,0.7278764367545454,19.537569975266095,2.138516187041141,8.33405649762198,0.3567027868208683,0.7459585892301673,19.430708923497303,2.055465942262097,15.0,6.0,19.537569975266095,2.138516187041141
LZ,O6v,O15s,0.3438122578510173,0.5483355009042586,0.4406355097348382,6.200393585385216,11.952056778951517,9.100367860311682,0.5585091440334452,0.44650451856938905,6.047803787327389,11.839997535466908,10.0,10.0,11.952056778951517,6.200393585385216
LZ,O6v,O15v,0.1449468596531972,0.09262218069708344,0.0745085056358357,38.64975277748913,74.0049329679574,53.85007503692217,0.09561024745703492,0.07598305003448766,37.025333850735684,73.49299427678694,50.0,60.0,74.0049329679574,38.64975277748913
LZ,O6v,O5v,0.1308498019186616,0.05950083656255611,0.07804885784610409,96.42099757344532,42.790961218526185,65.43089781981628,0.060428736106852336,0.07986706321637971,95.72426755872378,41.52986947365255,80.0,60.0,96.42099757344532,42.790961218526185
LZ,O6v,O13s,0.45162502234365265,0.921118858077803,0.8347442831379311,3.975054873590175,5.560297584362548,5.1256842226146,0.9423525077476771,0.8469851817737805,3.856464791086027,5.541556178385107,5.0,6.0,5.560297584362548,3.975054873590175
LZ,O6v,O4s,0.5710085217491665,1.1697356785921755,1.9459384817465204,4.706140291718472,1.0486761282240529,2.88862041947982,1.193180141868117,2.010106240579195,4.745732687371637,1.0131040950541963,4.0,3.0,4.706140291718472,1.0486761282240529
LZ,O6v,O1s,0.81032348947971,3.7055128456003366,3.2436148957707602,0.6539375251634929,0.7596804832157791,1.2951265734286612,4.215191499546427,3.3436863777973653,0.5758851138622743,0.8542505848545905,2.0,2.0,0.7596804832157791,0.6539375251634929
LZ,O6v,inel300,0.48363089154198463,1.6726156618335148,0.6353225364957868,0.6444802938959633,11.32004635106252,3.8995844890972515,2.246336773198166,0.648829582592592,0.3699709462711111,12.639828394633575,2.0,8.0,11.32004635106252,0.6444802938959633
LZ,O6v,inel350,0.5859920592580666,2.5643740911257846,0.9475428703493285,0.32236860622527036,6.46923472962083,2.562702962150826,3.561291223831874,0.9661243497448468,0.16671226164648037,7.022038992511359,1.0,6.0,6.46923472962083,0.32236860622527036
LZ,O6v,inel366,0.6385927572154018,3.063484280121517,1.1472982279621613,0.22934499952529325,4.722298185169586,2.1373699502936065,4.291056220857711,1.1693404737213347,0.11226707234550727,5.046880645895426,1.0,5.0,4.722298185169586,0.22934499952529325
LZ,O6v,inel380,0.6937229797763146,3.5912421502625635,1.3914960381141634,0.15345228972689146,3.298574178829926,1.8062357803575495,5.063565267098513,1.4220107038843268,0.07114117935060835,3.4632288085713125,1.0,4.0,3.298574178829926,0.15345228972689146
LZ,O6v,inelO4_300_sun,0.44600561669040584,1.4990438946988323,0.5031422330774403,0.5474600079036875,14.838228900621559,4.495086583181878,2.0582931921996073,0.5143457585401423,0.2876878334988486,16.073241869217277,2.0,12.0,14.838228900621559,0.5474600079036875
LZ,O6v,inelO4_350_sun,0.6644290546634292,3.2830502684981706,1.2671542873886004,0.19940979265961895,3.9867695510769887,1.977933055417555,4.594952620865874,1.292432649512304,0.09660298583241556,4.267785501670067,1.0,5.0,3.9867695510769887,0.19940979265961895
LZ,O10s,O10v,0.00785559382159766,0.00024328443887561103,0.00024237232026785282,18426.40692996012,18635.224017639157,18531.606593662964,0.00024690803778147023,0.0002459640235751366,18154.60876426591,18364.44642290854,,,18635.224017639157,18426.40692996012
LZ,O10s,O9s,0.23328113879029597,0.2246521354836769,0.21366035547216883,18.52148097788902,21.465055551715693,20.53329573239708,0.22756850460925443,0.2164038773791619,18.26737318474635,21.17882848257352,20.0,25.0,21.465055551715693,18.52148097788902
LZ,O10s,O9v,0.2610591778521525,0.2880201047775922,0.265442313026495,14.013752374837141,17.805952356632147,16.261266728296246,0.2918790323639995,0.26884394811236506,13.80765001378072,17.57374355234219,20.0,20.0,17.805952356632147,14.013752374837141
LZ,O10s,O14s,0.2330325031013309,0.22133722062921315,0.21653248117230023,19.460982079937555,20.722743752154322,20.554059719070732,0.2241661699393273,0.2192751890875393,19.199514073142772,20.45019570488146,25.0,25.0,20.722743752154322,19.460982079937555
LZ,O10s,O14v,0.2620807874123147,0.28632502476489113,0.27208267182945955,14.636744593786815,16.975244751310772,16.11725636105971,0.29009888260127475,0.2755192758402774,14.42614189553215,16.757115927178866,20.0,20.0,16.975244751310772,14.636744593786815
LZ,O10s,O15s,0.2459808424081531,0.29960615853854555,0.20168654367958372,9.17191364610084,30.07753907564821,17.953582727569408,0.3068297431606741,0.20478424079031388,8.863428103685143,29.822467686882813,20.0,25.0,30.07753907564821,9.17191364610084
LZ,O10s,O15v,0.2727930140349609,0.32781406527132273,0.2777161898937092,11.042222965139707,18.366550055607586,14.863006304362331,0.33499147575201565,0.2816001567807116,10.744155306127881,18.342367653443308,15.0,20.0,18.366550055607586,11.042222965139707
LZ,O10s,O5v,0.128509342387814,0.062329157406837116,0.0683292059848322,78.0557063871704,59.266412830121,68.88192815503943,0.0633088177152626,0.06955314449874979,76.9902679890465,58.0803601905498,80.0,80.0,78.0557063871704,59.266412830121
LZ,O10s,O13s,0.28584061227590896,0.4432170172277581,0.26199366808005536,5.351132335579357,25.47031497840227,12.76214355157089,0.4560245250625057,0.2657835706007819,5.114320585152941,25.361951932807678,10.0,20.0,25.47031497840227,5.351132335579357
LZ,O10s,O4s,0.3799509748188534,0.5227357924164385,0.6959073983255633,10.131347601014571,4.267917865231345,7.385262616960196,0.5316965834281634,0.7063198601569486,9.948472101884429,4.217451332808071,10.0,7.0,10.131347601014571,4.267917865231345
LZ,O10s,O1s,0.637028425174371,2.348000418218088,1.5110906422244912,0.9430903704464686,3.1043801879090425,2.3321553855658013,2.6306333007495457,1.538342355042207,0.7805946052412838,3.3054179854111374,2.0,3.0,3.1043801879090425,0.9430903704464686
LZ,O10s,inel300,0.6379309700439092,3.2308970866471043,1.1560795460902475,0.20606970016940407,4.792001302356709,2.051526769675144,4.426181007339729,1.1761398489636694,0.1086826199166544,5.149795030317449,1.0,4.0,4.792001302356709,0.20606970016940407
LZ,O10s,inel350,0.7252574408548158,4.032401265490644,1.604182750944964,0.14469257609355896,2.642366507722193,1.5967117626131486,5.6226779169871,1.6318595158437714,0.07050862585790353,2.7917566110177594,1.0,4.0,2.642366507722193,0.14469257609355896
LZ,O10s,inel366,0.7656909760214924,4.386523604911683,1.8678545234494677,0.12150695924742373,1.9156922621108814,1.438991985340402,6.145916183796624,1.9010180592552108,0.056321497783345026,2.002267097750998,1.0,3.0,1.9156922621108814,0.12150695924742373
LZ,O10s,inel380,0.8057907307963945,4.713255612876846,2.1773480648679397,0.09995768120341124,1.3356375140595924,1.3061264906394376,6.630091794654329,2.2264340544665044,0.04602606212742785,1.3721177492153347,1.0,3.0,1.3356375140595924,0.09995768120341124
LZ,O10s,inelO4_300_sun,0.6313056275224063,3.172945948745274,1.125828550727417,0.21500314761766737,5.013545064712151,2.093619937752954,4.3590661839604445,1.1466512811513132,0.11452226985356288,5.383390671832535,1.0,5.0,5.013545064712151,0.21500314761766737
LZ,O10s,inelO4_350_sun,0.7869315758864219,4.532038092050327,2.0556539076713465,0.12730139270373875,1.5924851055325748,1.3661840900242823,6.348016124283535,2.096178433307331,0.061210795228630224,1.6738352261042055,1.0,3.0,1.5924851055325748,0.12730139270373875
LZ,O10v,O9s,0.23975245534871276,0.23658968133560584,0.22669568063912457,17.672973727954346,20.030666776175114,19.426471757359128,0.23966515892194748,0.22962683845418252,17.430605129472223,19.75938913797493,20.0,20.0,20.030666776175114,17.672973727954346
LZ,O10v,O9v,0.2674699722989261,0.3014265891014064,0.2799624054978816,13.458022196966036,16.710439564524858,15.480169187246291,0.305466766786731,0.28357333243795135,13.260363421454535,16.489053389414806,15.0,20.0,16.710439564524858,13.458022196966036
LZ,O10v,O14s,0.23947538671496948,0.233135268415715,0.2296354596545075,18.55137128953148,19.354969311636083,19.448075373156076,0.2361192389144219,0.23256345555453273,18.302101607685643,19.09655076237755,20.0,20.0,19.354969311636083,18.55137128953148
LZ,O10v,O14v,0.2684427569092381,0.29959310791447047,0.2867220893530715,14.046467907204514,15.950244013854569,15.350105270925123,0.3035440729586143,0.29036613261665417,13.844500493439348,15.742093379901998,20.0,20.0,15.950244013854569,14.046467907204514
LZ,O10v,O15s,0.24619322999425383,0.3003554531541398,0.20197963750945097,9.144595399997947,30.067758276349284,17.916327501849192,0.30755924241155214,0.2051031454815981,8.840147675864795,29.801187953663245,15.0,25.0,30.067758276349284,9.144595399997947
LZ,O10v,O15v,0.27237532065279707,0.3241685974085989,0.2784921190001949,11.308832847453585,18.039388685823557,14.933775762970363,0.33112162286562036,0.282381951598483,11.011684792473888,18.00627841610232,15.0,20.0,18.039388685823557,11.308832847453585
LZ,O10v,O5v,0.131389976822728,0.06454770382651702,0.07209232260833072,76.5149544528953,54.924361822384654,65.86649779588085,0.06556843750779083,0.07340353943061767,75.4698220650432,53.7956131338183,80.0,60.0,76.5149544528953,54.924361822384654
LZ,O10v,O13s,0.28913142531636,0.4549602399313109,0.2675865479767226,5.155013177029673,24.940195454130134,12.455940778669033,0.46806572063287155,0.27144401226160414,4.926733814284104,24.83222521900152,10.0,20.0,24.940195454130134,5.155013177029673
LZ,O10v,O4s,0.38336615586125455,0.5291912127482947,0.7140029445922078,10.064737103056581,4.06546292772782,7.239416262422926,0.5380914480497428,0.7247113068605953,9.888381734591329,4.0149102215595,10.0,6.0,10.064737103056581,4.06546292772782
LZ,O10v,O1s,0.6405576676051555,2.3671376620326687,1.539841605066586,0.9458178639398954,3.017088699877639,2.303569941051177,2.646863315497347,1.5675437631700768,0.7861094522469149,3.208977504436736,2.0,3.0,3.017088699877639,0.9458178639398954
LZ,O10v,inel300,0.6399732673660803,3.2466233375899805,1.167262795439059,0.20646525930159676,4.724311921515593,2.039019523556157,4.442209302403944,1.1874670738793207,0.10934388442754499,5.083461041477228,1.0,5.0,4.724311921515593,0.20646525930159676
LZ,O10v,inel350,0.7290488809770431,4.0679324530755006,1.6301203606245311,0.1438680762734888,2.5663364449850947,1.579486939531515,5.668063303162691,1.6581960591622107,0.07031731354015375,2.713912231826797,1.0,4.0,2.5663364449850947,0.1438680762734888
LZ,O10v,inel366,0.7696820082724444,4.424462597083125,1.899647280048939,0.12058286871372992,1.8512262229010565,1.4231251788562267,6.195826570068153,1.933363833296333,0.056006922508953914,1.9356292478522155,1.0,3.0,1.8512262229010565,0.12058286871372992
LZ,O10v,inel380,0.8094936002840144,4.748450686365031,2.2121338528326495,0.09877760933997401,1.2876690063642315,1.292994855434569,6.677185384816385,2.2621317507765717,0.04547735617685365,1.322102297929518,1.0,3.0,1.2876690063642315,0.09877760933997401
LZ,O10v,inelO4_300_sun,0.6346097910444162,3.192465029563412,1.1462342583742289,0.22082042506977187,4.899410769394628,2.074354409631847,4.378799033304415,1.1674345993285369,0.11876971468001951,5.277404731387411,1.0,5.0,4.899410769394628,0.22082042506977187
LZ,O10v,inelO4_350_sun,0.7908374055625468,4.569200234090803,2.090144833790701,0.12618470924254954,1.5366097967108963,1.3514842538206409,6.397369014653071,2.131443550297332,0.060764716760760104,1.6152810867183192,1.0,3.0,1.5366097967108963,0.12618470924254954
