edge,model,p_100,p_150,p_200,p_248,p_300,p_350,p_400,P_lt55,P_55_200,P_200_270,P_gt270,LR_100_vs_L10,LR_150_vs_L10,LR_200_vs_L10,LR_248_vs_L10,LR_300_vs_L10,LR_350_vs_L10,LR_400_vs_L10
EXT,O9s,0.0026677871421470277,0.0032730643180108264,0.0032883299078272986,0.0018448946584346843,0.0006405147822085898,0.0004979662915958356,0.0005720563305505982,0.33107249076049966,0.4154793978333241,0.15788445903613083,0.09556365237004534,1.3131929783633707,0.8787094282693805,0.6654251089669287,0.541233779069854,0.4467596048960978,0.37545473684778946,0.33067227510061736
EXT,O14s,0.002702678232315436,0.00321658122382599,0.0031446584343097135,0.0017213304557054162,0.000582276033487251,0.00044064336955644914,0.0004948070089590179,0.35412138602657756,0.41219769143199536,0.14869394671035793,0.08498697583106918,1.3303677873624584,0.8635455871175493,0.6363518077469651,0.5049839476254626,0.4061380281720259,0.332234617388153,0.28601896465463195
EXT,O15s,0.003380443031868056,0.000503538206843957,0.002531418106751415,0.002184921640201036,0.0007377202010463694,7.987463309723303e-05,4.168742611153545e-05,0.30970358951650956,0.474053946951935,0.1630301336225809,0.053212329908974516,1.663991096993548,0.13518334100948728,0.5122567433140849,0.6409869478948232,0.5145604671400289,0.06022357307404974,0.024097060550177834
EXT,O15v,0.003809255181270679,0.006591237923406964,0.004037455383904873,0.0009531698045413573,0.0002547322263582236,0.0007274365344094659,0.0008036722897807469,0.09127608702076945,0.690761871592234,0.12337537999627195,0.09458666139072465,1.875069820155561,1.7695292070472644,0.8170178370451732,0.27962989271425504,0.17767594435477357,0.5484698406490655,0.46455590176117545
EXT,O5v,0.0035761809864456096,0.0029419956129578305,0.0026481476675269226,0.002330203510311553,0.0017458945938303898,0.0011105003662057256,0.000556149577692505,0.17320977931215797,0.47526605358196006,0.16892811586171466,0.18259605124416728,1.7603412530796838,0.7898284396086377,0.535878089978181,0.6836080564934931,1.2177629628474134,0.8372908564291893,0.32147751249395884
EXT,O13s,0.0010476084932879261,0.0007571331995584864,0.0018301083218419233,0.0013912009039793313,0.0006555388171938216,0.00027054749737971033,0.00011260765972109426,0.5150087089886841,0.31949744449467765,0.1071620361438188,0.05833181037281943,0.5156753684450124,0.203265202350846,0.37033997914387584,0.40813437193481267,0.45723888206563146,0.20398637648343312,0.06509189575420118
EXT,inel300,8.385568379312714e-05,0.009311043941335192,0.007480952712740858,0.0007079153915975158,0.0007309054390921161,0.0012754273728039374,0.0006865034486994118,1.2375960415143883e-12,0.6938841274165017,0.17101295220063067,0.13510292038163005,0.04127716691233861,2.4997070950484948,1.5138425625125778,0.20767999999583928,0.5098071648857935,0.9616418956591368,0.3968274540854429
EXT,inel350,1.1400947647642973e-11,0.0005109990741111471,0.007829367223240869,0.001480439349612198,0.002781270772105592,0.0049541835961327595,0.0025418292126779827,5.75927220133114e-30,0.22955676924171228,0.2559923757285784,0.5144508550297093,5.612008604825947e-09,0.13718633690989496,1.584347581812273,0.43431411122094393,1.9399387270508108,3.7353365675027472,1.4692826628882074
EXT,inel366,4.078934992042671e-18,3.27422860026266e-06,0.0026711876239568252,0.0012271793629421409,0.004350813365987171,0.00793770438062821,0.0038842524710000917,1.598947936840404e-39,0.04019863586325656,0.1507586853499546,0.8090426787867888,2.007817155322313e-15,0.0008790219995152993,0.5405404462343059,0.3600156362126654,3.034696020071061,5.984840258671906,2.2452589597506236
EXT,inel380,3.296095344581411e-27,7.559662345732448e-11,0.00013168216978832182,0.000341306576290453,0.00510868226047744,0.009777349731945578,0.004508328472607633,2.35666934862638e-51,0.0009927385498114771,0.03009316061921581,0.9689141008309727,1.6224717460168175e-24,2.0295191087980785e-08,0.026647150570817256,0.10012856141271943,3.563310218010448,7.371889086934196,2.6060007613292178
EXT,inelO4_300_sun,0.0001158320585064255,0.003985846414720025,0.0059362017984309285,0.004386552356089429,0.0024907270508441825,0.0017687955405309328,0.001246183602284294,3.6166100689517334e-15,0.36177580354126865,0.34000380419640397,0.2982203922623238,0.057017234807420034,1.070067827563115,1.201247392838552,1.2868758104532758,1.7372842345686723,1.3336297565028572,0.720345785814151
EXT,inelO4_350_sun,2.728529392681866e-20,6.321300523827997e-07,0.0023328539096346226,0.005850476398601751,0.005018979701370108,0.004024306466248832,0.0026592110042365892,1.0792773696844299e-42,0.030677884767341863,0.3485337993899401,0.620788315842718,1.343092776451513e-17,0.00016970599504098903,0.4720753727682461,1.7163448525894898,3.5007426068043888,3.0342313340892586,1.5371342047682037
EXT,O4s,0.0019164456967389679,0.001003587585617665,0.000563812127841833,0.0002728168466066963,0.00012123476151201848,7.635445891436473e-05,5.2605319585012176e-05,0.7256611824711038,0.2361905049145736,0.02435632835080802,0.013791984263514415,0.9433522609854499,0.26943004716518665,0.11409279394776943,0.0800358395574435,0.08456134917920345,0.05756944548792006,0.03040805560674142
EXT,O1s,1.4968764502814656e-05,5.349885690340767e-05,1.7983311228711674e-05,1.1844093827103061e-06,8.046689891849586e-07,1.3324153665050175e-06,7.142081810442469e-07,0.9678764561338896,0.031629326743437415,0.00035109062696066944,0.00014312649571237543,0.007368232693426687,0.01436267222247212,0.0036390955802419246,0.00034746827589277626,0.0005612573037593719,0.0010046094871199028,0.00041284193795052443
