spectrum,f_win,f_lo,f_mid,f_hesb,N_lo,N_mid_per_win,N_hesb_per_win,N_above270_per_win,P0_mid_and_hesb,frac_below_1keV
flat (opaque composite),0.10665924278145092,0.15259445013835873,0.33792640563633847,0.17559742271398307,1.430672543316578,3.1682805617583774,1.6463404214652946,3.298972942299645,0.008110295433469512,0.001800001305419574
contact x Helm,0.0009825520136953118,0.6642595080535908,0.026358587304675433,0.0001709578844849464,676.0553118764221,26.826658474336195,0.17399372460902637,0.3854381378752636,1.8783033894819705e-12,0.028027598159926614
contact x shell,0.0002925578548564515,0.6642311026410962,0.02338248720532393,0.000141615257598937,2270.426486983275,79.92431861655857,0.4840589826871096,1.0032127829277675,1.1997349477786327e-35,0.028905245215369857
