m_GeV,N_traversals_FV,p_required,sigma_N_required_cm2
1000000.0,3861912898999.914,2.5893903517579626e-13,2.2937596515455514e-37
100000000.0,38619128989.99914,2.5893903517579625e-11,2.294074404185802e-35
10000000000.0,386191289.8999914,2.5893903517579627e-09,2.294069980917632e-33
1000000000000.0,3861912.898999914,2.5893903517579624e-07,2.294070260205665e-31
100000000000000.0,38619.12898999914,2.5893903517579626e-05,2.2940996645849282e-29
1e+16,386.1912898999914,0.0025893903517579626,2.2970452213521515e-27
1e+18,3.861912898999914,0.25893903517579625,2.6549469950812863e-25
1.22e+19,0.31655023762294376,3.1590562291447144,
