m_GeV,delta_max_248_keV,delta_max_270_136Xe_keV,vmin_248_elastic_kms
100.0,101.47596236141761,81.15490867761119,671.078400369893
1000.0,374.6432907595214,388.9950788456112,338.69346091448756
10000.0,401.9600235993318,419.7790958624113,305.454966968947
1000000.0,404.964864211711,423.16533773425925,301.79873263493755
1000000000.0,404.99518578516313,423.1995079931479,301.76183790665806
1000000000000.0,404.99521610673656,423.1995421634068,301.7618010119298
1000000000000000.0,404.9952161370582,423.19954219757705,301.761800975035
1e+18,404.9952161370885,423.1995421976112,301.76180097499815
