tau_s,P_tpc_resolved,P_tpc_merged,P_rfr,P_prompt,P_delayed,P_clean,P_tpc,P_notclean
1e-09,2.3912736844575417e-57,1.0,0.0,0.0,1.6163420810814601e-112,5.75761126631049e-150,1.0,1.0
1.1220184543019653e-09,3.056714015306947e-51,1.0,0.0,0.0,1.1793526773069685e-100,4.971700347092605e-134,1.0,1.0
1.2589254117941663e-09,8.487965837255748e-46,1.0,7.842910847200722e-295,0.0,4.412167446705293e-90,7.945574081598316e-120,1.0,1.0
1.4125375446227555e-09,6.042089291832118e-41,0.9999999999999999,3.840744359447625e-263,0.0,1.1691104495982128e-80,3.62928577186106e-107,0.9999999999999999,1.0
1.584893192461111e-09,1.2780055112719424e-36,0.9999999999999999,6.731354813462349e-235,0.0,2.9261363015577206e-72,6.980744032101603e-96,0.9999999999999999,1.0
1.7782794100389228e-09,9.162720744020165e-33,0.9999999999999999,1.0007257869102879e-209,0.0,8.941516829239103e-65,7.988756907065937e-86,0.9999999999999999,1.0
1.9952623149688828e-09,2.504107366544722e-29,1.0,2.723160207886334e-187,0.0,4.193034457170368e-58,7.403132980230406e-77,1.0,1.0
2.2387211385683377e-09,2.8965726334505095e-26,0.9999999999999999,2.6919835068946577e-167,0.0,3.699712046536395e-52,7.311956661511132e-69,0.9999999999999999,1.0
2.511886431509582e-09,1.5568890146716963e-23,0.9999999999999999,1.780878026051666e-149,0.0,7.365881012307401e-47,9.831697508181844e-62,0.9999999999999999,1.0
2.8183829312644493e-09,4.225877244735901e-21,0.9999999999999999,1.3590219901782061e-133,0.0,3.890577055996661e-42,2.2377772540200182e-55,0.9999999999999999,1.0
3.1622776601683795e-09,6.238611419831816e-19,0.9999999999999999,1.9435751096883674e-119,0.0,6.298025799448968e-38,1.0465495144774921e-49,0.9999999999999999,1.0
3.5481338923357603e-09,5.351858426847702e-17,0.9999999999999999,8.027691806516727e-107,0.0,3.5534428964592812e-34,1.1947806934941466e-44,0.9999999999999999,1.0
3.981071705534969e-09,2.8300358200437152e-15,0.999999999999997,1.4079827430662479e-95,0.0,7.83660817501703e-31,3.881032905482347e-40,0.9999999999999998,1.0
4.466835921509635e-09,9.723275787799364e-14,0.9999999999999027,1.478470916624654e-85,0.0,7.4818113097738035e-28,4.1111738833225125e-36,1.0,1.0
5.011872336272715e-09,2.275001418757394e-12,0.9999999999977248,1.262383851363071e-76,0.0,3.3870875807821678e-25,1.6037830277596515e-32,0.9999999999999998,1.0
5.623413251903491e-09,3.780522201945264e-11,0.9999999999621947,1.1513496266880562e-68,0.0,7.885487895764871e-23,2.5683951927021183e-29,0.9999999999999999,1.0
6.309573444801943e-09,4.633068700029569e-10,0.9999999995366929,1.4302714396765021e-61,0.0,1.0148999449348908e-20,1.861061486952067e-26,0.9999999999999998,1.0
7.0794578438413736e-09,4.331058631289127e-09,0.9999999956689413,3.005141898473657e-55,0.0,7.702090951669245e-19,6.65796529868811e-24,0.9999999999999999,1.0
7.943282347242822e-09,3.183399310276836e-08,0.9999999681660068,1.2951510224136204e-49,0.0,3.650483072045459e-17,1.2717914883854027e-21,0.9999999999999999,1.0
8.912509381337441e-09,1.8904820433240398e-07,0.9999998109517944,1.359624412305959e-44,0.0,1.1374435860177786e-15,1.391391331288119e-19,0.9999999999999987,1.0
1e-08,9.294194374699334e-07,0.9999990705805379,4.052019799224645e-40,0.0,2.4393530225234855e-14,9.281309130220854e-18,0.9999999999999755,1.0
1.122018454301963e-08,3.865682958404192e-06,0.9999961343166658,3.929907336991869e-36,0.0,3.7521510519729856e-13,3.989934278192984e-16,0.9999999999996242,0.9999999999999996
1.2589254117941661e-08,1.3865831900167451e-05,0.9999861341637913,1.401112571014932e-32,0.0,4.296684664509389e-12,1.1606369976492441e-14,0.9999999999956916,0.9999999999999883
1.4125375446227554e-08,4.361948263160657e-05,0.9999563804792302,2.0474962202187516e-29,0.0,3.7899753554684945e-11,2.384168851698743e-13,0.9999999999618618,0.9999999999997616
1.5848931924611143e-08,0.00012212294309372525,0.9998778767875365,1.3518576059181116e-26,0.0,2.65779833856152e-10,3.58994959020163e-12,0.9999999997306303,0.9999999999964101
1.7782794100389228e-08,0.000308187126786889,0.9996918113056585,4.400493310646641e-24,0.0,1.5266133460059894e-09,4.0941177302713605e-11,0.9999999984324455,0.9999999999590589
1.9952623149688786e-08,0.000708774128557455,0.9992912181186051,7.637636534463083e-22,0.0,7.388823189635802e-09,3.6401418436749717e-10,0.9999999922471625,0.9999999996359858
2.2387211385683378e-08,0.0014997592860240558,0.9985002071692443,7.583725037295812e-20,0.0,3.0955334936000605e-08,2.5893965889216287e-09,0.9999999664552683,0.9999999974106034
2.511886431509582e-08,0.0029442502601168827,0.9970556195928686,4.589374285080951e-18,0.0,1.1506115560051413e-07,1.508585875187458e-08,0.9999998698529855,0.9999999849141412
2.818382931264455e-08,0.00540200413554277,0.9945975347838327,1.7915038386034756e-16,0.0,3.875395884592236e-07,7.354103590201135e-08,0.9999995389193755,0.9999999264589641
