tau_s,P_tpc_resolved,P_tpc_merged,P_rfr,P_prompt,P_delayed,P_clean,P_tpc,P_notclean
1e-09,4.96358979124794e-72,1.0,0.0,0.0,4.4409561492377004e-110,5.747709223219888e-128,1.0,1.0
1.1220184543019653e-09,2.7808873312500282e-64,1.0,0.0,0.0,1.7611987066899028e-98,2.265483474136404e-114,1.0,1.0
1.2589254117941663e-09,2.2448849248965805e-57,1.0,2.4427363e-315,0.0,3.826771408030391e-88,2.967009483543314e-102,1.0,1.0
1.4125375446227555e-09,3.221517444792126e-51,1.0,2.033098201493055e-281,0.0,6.247625701612847e-79,1.8696213738628135e-91,1.0,1.0
1.584893192461111e-09,9.911726871869918e-46,1.0,3.4645059051241137e-251,0.0,1.0155589974821096e-70,7.884333500507043e-82,1.0,1.0
1.7782794100389228e-09,7.727221992360521e-41,1.0,3.044239704874628e-224,0.0,2.1123108855751453e-63,2.985859220157884e-73,1.0,1.0
1.9952623149688828e-09,1.7716984809823435e-36,1.0,3.141950438218268e-200,0.0,7.030385703468966e-57,1.3197579291503667e-65,1.0,1.0
2.2387211385683377e-09,1.364416428322089e-32,1.0,7.933233477975307e-179,0.0,4.5699875165296174e-51,8.599812043156967e-59,1.0,1.0
2.511886431509582e-09,3.973201166986587e-29,1.0,9.423807542529371e-160,0.0,6.929462140126769e-46,1.0173493897755763e-52,1.0,1.0
2.8183829312644493e-09,4.862270336413612e-26,1.0,9.432752184951177e-143,0.0,2.871299091844984e-41,2.630401043886559e-47,1.0,1.0
3.1622776601683795e-09,2.747492247043339e-23,1.0,1.337429657908776e-127,0.0,3.7438724976924456e-37,1.753740983961615e-42,1.0,1.0
3.5481338923357603e-09,7.796327169280946e-21,1.0,4.267517259836531e-114,0.0,1.7419369068573996e-33,3.4939090442693594e-38,1.0,1.0
3.981071705534969e-09,1.1972941627123435e-18,1.0,4.629511910913388e-102,0.0,3.2350115834996044e-30,2.3719815172313788e-34,1.0,1.0
4.466835921509635e-09,1.0637559798766791e-16,1.0,2.466269622550799e-91,0.0,2.6498082923040175e-27,6.168975890118401e-31,1.0,1.0
5.011872336272715e-09,5.8028446779653764e-15,0.9999999999999942,8.953636306975513e-82,0.0,1.0463569505464335e-24,6.8224217953562e-28,1.0,1.0
5.623413251903491e-09,2.0493702008102693e-13,0.999999999999795,2.9663149920866425e-73,0.0,2.1561338558136457e-22,3.521152789430029e-25,1.0,1.0
6.309573444801943e-09,4.912500860269502e-12,0.9999999999950875,1.1632388965975225e-65,0.0,2.487857724804571e-20,9.214294269613447e-23,1.0,1.0
7.0794578438413736e-09,8.336438190775939e-11,0.9999999999166357,6.8075307572406286e-59,0.0,1.7114963866293083e-18,1.3163620524254141e-20,1.0,1.0
7.943282347242822e-09,1.0398235040025009e-09,0.9999999989601764,7.308149409084494e-53,0.0,7.422823833298774e-17,1.0966355685158784e-18,0.9999999999999999,1.0
8.912509381337441e-09,9.8576583346132e-09,0.9999999901423395,1.7295688086439946e-47,0.0,2.1330411271900773e-15,5.650642196642374e-17,0.9999999999999979,0.9999999999999999
1e-08,7.317747136740259e-08,0.9999999268224843,1.0628130961107624e-42,0.0,4.245897143863729e-14,1.8983497680704547e-15,0.9999999999999557,0.9999999999999981
1.122018454301963e-08,4.3683468341992455e-07,0.9999995631646638,1.9618459675996524e-38,0.0,6.093474860457924e-13,4.359890621356851e-14,0.9999999999993472,0.9999999999999564
1.2589254117941661e-08,2.147259046853592e-06,0.999997852733699,1.2386550409379922e-34,0.0,6.539672418208444e-12,7.14487623891877e-13,0.9999999999927459,0.9999999999992855
1.4125375446227554e-08,8.876712297976435e-06,0.9999911232247105,3.0030412288814225e-31,0.0,5.430513292728738e-11,8.686439614924855e-12,0.9999999999370085,0.9999999999913136
1.5848931924611143e-08,3.144818897414109e-05,0.9999685513693333,3.099494897042668e-28,0.0,3.60513776226072e-10,8.117882354409681e-11,0.9999999995583074,0.9999999999188212
1.7782794100389228e-08,9.70959639024674e-05,0.9999029014575009,1.4930875814646867e-25,0.0,1.976257534745965e-09,6.023391055374272e-10,0.9999999974214034,0.9999999993976609
1.9952623149688786e-08,0.0002651930228421224,0.9997347940833257,3.644013791739348e-23,0.0,9.240524651857735e-09,3.653307604873822e-09,0.9999999871061678,0.9999999963466923
2.2387211385683378e-08,0.0006493283017126276,0.9993506150744671,4.84813214555693e-21,0.0,3.803931886877888e-08,1.8584501424395218e-08,0.9999999433761797,0.9999999814154986
2.511886431509582e-08,0.001442321923248204,0.9985574552297064,3.7536212100325514e-19,0.0,1.4177748898442056e-07,8.106955645371376e-08,0.9999997771529546,0.9999999189304436
