tau_s,P_tpc_resolved,P_tpc_merged,P_rfr,P_prompt,P_delayed,P_clean,P_tpc,P_notclean
1e-09,4.7181306464885115e-58,1.0,6.212648295935496e-140,4.538994145441119e-61,1.7592694777472264e-133,4.474459989884196e-105,1.0,1.0
1.1220184543019653e-09,6.4457804875670405e-52,1.0,3.855453755543494e-125,7.458273840884749e-55,2.1605963654430196e-119,4.5122265291774223e-94,1.0,1.0
1.2589254117941663e-09,1.9239532938658802e-46,1.0,5.890758843698913e-112,2.5844480078666597e-49,7.791609322265521e-107,2.893484157399336e-84,1.0,1.0
1.4125375446227555e-09,1.4803787491572987e-41,1.0,3.3151939840463413e-100,2.2369531635381293e-44,1.2109462759324698e-95,1.5921583900560663e-75,1.0,1.0
1.584893192461111e-09,3.4030993097649033e-37,1.0,9.840302418870207e-90,5.623677736710474e-40,1.1417963243649806e-85,9.819965551058214e-68,1.0,1.0
1.7782794100389228e-09,2.6656740352951884e-33,1.0,2.12145317146846e-80,4.697302768020664e-36,8.859501827197803e-77,8.614559829205343e-61,1.0,1.0
1.9952623149688828e-09,7.999127525915804e-30,1.0,4.4180994820099997e-72,1.46954047538723e-32,7.423585463304369e-69,1.3292111533851157e-54,1.0,1.0
2.2387211385683377e-09,1.0206027431631427e-26,1.0,1.1460336319933122e-64,1.9160214457804927e-29,8.559349300493627e-62,4.3596841567586346e-49,1.0,1.0
2.511886431509582e-09,6.07434758260118e-24,1.0,4.644060088632771e-58,1.1450964078097619e-26,1.6855561751091327e-55,3.599068307178172e-44,1.0,1.0
2.8183829312644493e-09,1.8311361017354064e-21,1.0,3.597634422213786e-52,3.4146664721501916e-24,6.874325085059693e-50,8.694554915079506e-40,1.0,1.0
3.1622776601683795e-09,3.0078483640218953e-19,1.0,6.378224888234546e-47,5.479667506362495e-22,6.895443561149879e-45,7.030787058504146e-36,1.0,1.0
3.5481338923357603e-09,2.872662842051335e-17,1.0,3.038032290606994e-42,5.062021318904031e-20,1.9829728086142246e-40,2.1454987014621665e-32,1.0,1.0
3.981071705534969e-09,1.689857809747389e-15,0.9999999999999983,4.4850291451395953e-38,2.8585042681034823e-18,1.874282854735561e-36,2.7495605434411976e-29,1.0,1.0
