tau_s,P_tpc_resolved,P_tpc_merged,P_rfr,P_prompt,P_delayed,P_clean,P_tpc,P_notclean
1e-09,4.8117523154858594e-58,1.0,8.35022440607364e-139,0.0,2.000029433730827e-171,8.299384649658728e-144,1.0,1.0
1.1220184543019653e-09,6.5261999680668966e-52,1.0,3.903250891453148e-124,0.0,3.2940274715755035e-153,1.3457424496876313e-128,1.0,1.0
1.2589254117941663e-09,1.93430324202195e-46,1.0,4.6327155367241756e-111,0.0,5.675359477425574e-137,4.83964947839727e-115,1.0,1.0
1.4125375446227555e-09,1.4788121074680992e-41,1.0,2.0816863063722422e-99,0.0,1.68068433420579e-122,5.840898794998836e-103,1.0,1.0
1.584893192461111e-09,3.3808011311970865e-37,1.0,5.055787699716655e-89,0.0,1.3318186020249577e-109,3.421965572289127e-92,1.0,1.0
1.7782794100389228e-09,2.6365409229636487e-33,1.0,9.115208305871575e-80,0.0,4.190035500087508e-98,1.3523337350080968e-82,1.0,1.0
1.9952623149688828e-09,7.886159169358807e-30,1.0,1.6187439955342296e-71,0.0,7.438764507036171e-88,4.8333498761193695e-74,1.0,1.0
2.2387211385683377e-09,1.0041061122079193e-26,1.0,3.6434282224168216e-64,0.0,1.0193911329011289e-78,2.0289156079179143e-66,1.0,1.0
2.511886431509582e-09,5.970112013194588e-24,1.0,1.3012892884157912e-57,0.0,1.4253692281768618e-70,1.2626526650398218e-59,1.0,1.0
2.8183829312644493e-09,1.7995070586939845e-21,1.0,9.012015418109113e-52,0.0,2.607397058230259e-63,1.4337070727513648e-53,1.0,1.0
3.1622776601683795e-09,2.957644187260227e-19,1.0,1.4472093691523762e-46,0.0,7.786457200454305e-57,3.573895501258721e-48,1.0,1.0
3.5481338923357603e-09,2.82783199521223e-17,1.0,6.322067423086175e-42,0.0,4.623916556364926e-51,2.3064196849683554e-43,1.0,1.0
3.981071705534969e-09,1.6658730511192956e-15,0.9999999999999984,8.665107684232237e-38,0.0,6.510359732453233e-46,4.463467890262622e-39,1.0000000000000002,1.0
4.466835921509635e-09,6.364069630304948e-14,0.9999999999999365,4.233147118503216e-34,0.0,2.5425453447666146e-41,2.952757819688934e-35,1.0000000000000002,1.0
5.011872336272715e-09,1.6502736905048173e-12,0.9999999999983498,8.260710843976474e-31,0.0,3.1683789165083775e-37,7.504316497619754e-32,1.0,1.0
5.623413251903491e-09,3.025663294423746e-11,0.9999999999697433,7.128554541180732e-28,0.0,1.4277963099005953e-33,8.13095767424743e-29,1.0,1.0
6.309573444801943e-09,4.0680420729854105e-10,0.9999999995931959,2.978130603332485e-25,0.0,2.6023365483704435e-30,4.1217994431875646e-26,1.0,1.0
7.0794578438413736e-09,4.14437177107199e-09,0.9999999958556283,6.527962358425348e-23,0.0,2.120481030085332e-27,1.0623311021418193e-23,1.0,1.0
7.943282347242822e-09,3.294418385881127e-08,0.9999999670558162,8.06272929243815e-21,0.0,8.450001698581167e-25,1.5000173707075919e-21,1.0,1.0
8.912509381337441e-09,2.0978146164911493e-07,0.9999997902185385,5.977935572178859e-19,0.0,1.784780519147307e-22,1.2414156473491667e-19,1.0000000000000002,1.0
1e-08,1.0956240775042175e-06,0.9999989043759225,2.815151971040618e-17,0.0,2.1477082293681364e-20,6.404311431409876e-18,1.0,1.0
1.122018454301963e-08,4.793290112832574e-06,0.9999952067098861,8.859257593687379e-16,0.0,1.5707830856322323e-18,2.1798156345860578e-16,0.9999999999999989,0.9999999999999998
1.2589254117941661e-08,1.7901695370504745e-05,0.9999820983046048,1.95137192352512e-14,0.0,7.396752992265544e-17,5.1599356482582e-15,0.9999999999999754,0.9999999999999949
1.4125375446227554e-08,5.804807824634396e-05,0.9999419519213483,3.1394735755576344e-13,0.0,2.3596207549140115e-15,8.918172882013276e-14,0.9999999999995947,0.9999999999999108
1.5848931924611143e-08,0.00016591317303663158,0.9998340868218965,3.837817144195718e-12,0.0,5.330216168381563e-14,1.175729668075287e-12,0.999999999994933,0.9999999999988243
1.7782794100389228e-08,0.0004236818137354693,0.9995763181361511,3.695534578743345e-11,0.0,8.856003978008097e-13,1.2272484744418523e-11,0.9999999999498865,0.9999999999877275
1.9952623149688786e-08,0.0009783723402006308,0.9990216272547745,2.8937155611312837e-10,0.0,1.1177195914082204e-11,1.0447603113483491e-10,0.9999999995949751,0.999999999895524
2.2387211385683378e-08,0.002065151994333077,0.9979348452617269,1.892205923011657e-09,0.0,1.1014184890879646e-10,7.415921818505642e-10,0.99999999725606,0.9999999992584078
2.511886431509582e-08,0.004023089093450096,0.9959768950272218,1.0550333188440792e-08,0.0,8.677073638727752e-10,4.461287552244143e-09,0.9999999841206718,0.9999999955387124
2.818382931264455e-08,0.007295496508648601,0.9927044239266489,5.094474758801631e-08,0.0,5.580022062600999e-09,2.3039932795351283e-08,0.9999999204352975,0.9999999769600671
3.162277660168379e-08,0.012409791822864096,0.9875898595053649,2.155178375352259e-07,0.0,2.984411844741113e-08,1.0330981501161086e-07,0.999999651328229,0.999999896690185
3.548133892335753e-08,0.019936843432961135,0.9800618088806283,8.060730713162644e-07,0.0,1.350358786232342e-07,4.065774606666807e-07,0.9999986523135894,0.9999995934225393
3.981071705534969e-08,0.030435181463833793,0.9695601873722013,2.6866651804893093e-06,0.0,5.250870634399781e-07,1.4194117210839104e-06,0.9999953688360351,0.999998580588279
4.4668359215096346e-08,0.04438921852241575,0.9555965198160042,8.039681135404037e-06,0.0,1.7804168165492072e-06,4.441563628168391e-06,0.99998573833842,0.9999955584363718
5.011872336272725e-08,0.06215160064522265,0.937808725666271,2.1757505599116676e-05,0.0,5.335532921704862e-06,1.2580649985542618e-05,0.9999603263114937,0.9999874193500145
5.6234132519034905e-08,0.08389809694856155,0.9160014101773555,5.363119796565475e-05,0.0,1.4309874826558005e-05,3.255180129089257e-05,0.999899507125917,0.9999674481987091
6.30957344480193e-08,0.10960011086534971,0.890166315718145,0.00012124473285115332,0.0,3.4749164941263856e-05,7.75795187128812e-05,0.9997664265834947,0.9999224204812871
7.079457843841373e-08,0.13901632919127432,0.8604818195720758,0.0002530561775443445,0.0,7.723162314311677e-05,0.0001715634359621104,0.9994981487633501,0.9998284365640379
7.943282347242822e-08,0.17170224609006587,0.8272940282767651,0.0004906832590475894,0.0,0.00015868922792265975,0.00035435314619026856,0.998996274366831,0.9996456468538097
8.912509381337459e-08,0.20703468002454078,0.7910844147787548,0.000889152233372464,0.0,0.00030425717997551425,0.0006874957831959176,0.9981190948032956,0.9993125042168041
1e-07,0.2442477412556704,0.7524298981890395,0.0015140443626309786,0.0,0.0005490255110558044,0.0012592906793788456,0.9966776394447099,0.9987407093206212
