tau_s,P_tpc_resolved,P_tpc_merged,P_rfr,P_prompt,P_delayed,P_clean,P_tpc,P_notclean
1e-09,5.140689070486542e-58,1.0,2.7301558683285412e-198,0.0,1.0412308569462389e-129,1.7753207548265844e-120,1.0,1.0
1.1220184543019653e-09,6.90423918960511e-52,1.0,3.380032859256731e-177,0.0,4.456383330905229e-116,8.092195715702731e-108,1.0,1.0
1.2589254117941663e-09,2.0307914893939385e-46,1.0,2.1273556235909156e-158,0.0,6.280760433576775e-104,1.5527368936534747e-96,1.0,1.0
1.4125375446227555e-09,1.543482191533815e-41,1.0,1.2089187385565304e-141,0.0,4.2251908903508776e-93,1.769419562352854e-86,1.0,1.0
1.584893192461111e-09,3.512600274048346e-37,1.0,1.0349532158241797e-126,0.0,1.8887028686979024e-83,1.6273970163051154e-77,1.0,1.0
1.7782794100389228e-09,2.7293536253458626e-33,1.0,2.1065525102403005e-113,0.0,7.533867735502411e-75,1.5879854439854231e-69,1.0,1.0
1.9952623149688828e-09,8.13864680668443e-30,1.0,1.531037920126867e-101,0.0,3.487686984325389e-67,2.0977505585170824e-62,1.0,1.0
2.2387211385683377e-09,1.0333719418920139e-26,1.0,5.709900756372495e-91,0.0,2.3683121930413598e-60,4.66211600865898e-56,1.0,1.0
2.511886431509582e-09,6.127726320554718e-24,1.0,1.5097640713594025e-81,0.0,2.9065480273075733e-54,2.1156964635564618e-50,1.0,1.0
2.8183829312644493e-09,1.842103185345548e-21,1.0,3.776244259727835e-73,0.0,7.765144975433294e-49,2.329958662141665e-45,1.0,1.0
3.1622776601683795e-09,3.0195023307227635e-19,1.0,1.1556015798566682e-65,0.0,5.330459830797515e-44,7.262868856131619e-41,1.0,1.0
3.5481338923357603e-09,2.8791153342021235e-17,1.0,5.443101482640232e-59,0.0,1.0899341918351419e-39,7.350500635080726e-37,1.0,1.0
3.981071705534969e-09,1.6914669362668883e-15,0.9999999999999983,4.843091157814314e-53,0.0,7.57271673227542e-36,2.7295561088098175e-33,1.0,1.0
4.466835921509635e-09,6.444529188371055e-14,0.9999999999999356,9.771444779637188e-48,0.0,2.0104268533606504e-32,4.1475444687849725e-30,1.0,1.0
5.011872336272715e-09,1.6668038238091949e-12,0.9999999999983332,5.2604881803605395e-43,0.0,2.2642586770869357e-29,2.8421041195831466e-27,1.0,1.0
5.623413251903491e-09,3.048429273542294e-11,0.9999999999695158,8.73379791132395e-39,0.0,1.1874874075922874e-26,9.578369641869858e-25,1.0000000000000002,1.0
6.309573444801943e-09,4.0891873908147077e-10,0.9999999995910813,5.08567702176001e-35,0.0,3.151030408748487e-24,1.7152238209317673e-22,1.0,1.0
7.0794578438413736e-09,4.157062277729334e-09,0.999999995842938,1.1641670556074203e-31,0.0,4.555608361031854e-22,1.748503585219084e-20,1.0000000000000002,1.0
7.943282347242822e-09,3.2981568279501025e-08,0.9999999670184317,1.1590988520990336e-28,0.0,3.833861842344547e-20,1.0790285335952569e-18,1.0,1.0
8.912509381337441e-09,2.0966142614912446e-07,0.9999997903385739,5.490129029684408e-26,0.0,1.9930084265818686e-18,4.258602994265141e-17,1.0,1.0
1e-08,1.0933753313071595e-06,0.9999989066246675,1.3394119559547315e-23,0.0,6.753305081798732e-17,1.1291070891788093e-15,0.9999999999999988,0.9999999999999989
1.122018454301963e-08,4.7774480837314725e-06,0.9999952225518937,1.8062010294570396e-21,0.0,1.5671592194839307e-15,2.1024247514500362e-14,0.9999999999999774,0.999999999999979
1.2589254117941661e-08,1.782410962285393e-05,0.9999821758900648,1.4335511095879403e-19,0.0,2.6086105690243873e-14,2.8633342174397195e-13,0.9999999999996876,0.9999999999997137
1.4125375446227554e-08,5.774922887460387e-05,0.9999422507678369,7.082394253469786e-18,0.0,3.2558095473812706e-13,2.9628893653005142e-12,0.9999999999967115,0.9999999999970371
1.5848931924611143e-08,0.0001649572832331519,0.9998350426894204,2.2898646478378293e-16,0.0,3.1806192289771266e-12,2.416564946448052e-11,0.9999999999726535,0.9999999999758343
1.7782794100389228e-08,0.00042105911367995374,0.9995789406998666,5.067387469962328e-15,0.0,2.5336807347782998e-11,1.6111155126284811e-10,0.9999999998135466,0.9999999998388884
1.9952623149688786e-08,0.0009720572831165894,0.9990279416358343,7.99114716411893e-14,0.0,1.70737265486922e-10,9.102320294470219e-10,0.9999999989189509,0.999999999089768
2.2387211385683378e-08,0.002051571693934714,0.9979484227961034,9.3128209857133e-13,0.0,1.0020937141153596e-09,4.506937038037994e-09,0.9999999944900381,0.999999995493063
2.511886431509582e-08,0.00399663331776888,0.9960033413572835,8.289883300522035e-12,0.0,5.221666697783551e-09,2.0094991154258943e-08,0.9999999746750524,0.9999999799050089
2.818382931264455e-08,0.007248249176045301,0.9927516443375266,5.8100118515729136e-11,0.0,2.4387739607392135e-08,8.204058839630634e-08,0.9999998935135719,0.9999999179594116
3.162277660168379e-08,0.012331651423988491,0.9876679372847827,3.29779926661042e-10,0.0,1.0240857725571325e-07,3.085528716273262e-07,0.9999995887087713,0.9999996914471284
3.548133892335753e-08,0.019816125697453925,0.9801824176866305,1.5570245067814093e-09,0.0,3.8684393454440885e-07,1.0682149566757443e-06,0.9999985433840844,0.9999989317850433
3.981071705534969e-08,0.030259699148611152,0.9697355836661037,6.27388801980417e-09,0.0,1.3155434013839703e-06,3.3953679958471403e-06,0.9999952828147148,0.9999966046320041
4.4668359215096346e-08,0.044147766419539755,0.9558382782390773,2.2114491344257268e-08,0.0,4.036709615184348e-06,9.896517276561188e-06,0.9999860446586171,0.9999901034827234
5.011872336272725e-08,0.061835781525428624,0.9381264470806253,6.979476534698091e-08,0.0,1.1220610073550354e-05,2.648098910726446e-05,0.9999622286060539,0.9999735190108927
5.6234132519034905e-08,0.08350450835690126,0.9164016314565749,2.0136027498233152e-07,0.0,2.840458214153754e-05,6.525424410740852e-05,0.9999061398134762,0.9999347457558926
6.30957344480193e-08,0.10913302597778796,0.890651791706669,5.399915232843578e-07,0.0,6.589921358932534e-05,0.00014874311043061648,0.9997848176844569,0.9998512568895693
7.079457843841373e-08,0.13849106406223652,0.8610512575977433,1.3617725220741737e-06,0.0,0.00014108523000681903,0.00031523133749068597,0.9995423216599798,0.9996847686625093
7.943282347242822e-08,0.17114932577171094,0.827942264141956,3.2504820918012334e-06,0.0,0.00028073682270182514,0.0006244227815207665,0.999091589913667,0.9993755772184792
8.912509381337459e-08,0.20650465501398207,0.7918029486909344,7.362325044567002e-06,0.0,0.0005229414903860695,0.0011620924792973997,0.9983076037049164,0.9988379075207026
1e-07,0.24381609870299997,0.7532076700097776,1.5827952392947292e-05,0.0,0.0009183137035185028,0.002042089626353148,0.9970237687127776,0.9979579103736469
1.1220184543019653e-07,0.282247733602219,0.7127852706535951,3.2283337342288004e-05,0.0,0.001530455921337079,0.00340425643319919,0.9950330042558141,0.9965957435668008
1.2589254117941662e-07,0.320914246190793,0.6711798507024602,6.245596382050282e-05,0.0,0.0024358351236706075,0.005407611589794135,0.9920940968932532,0.9945923884102059
1.4125375446227555e-07,0.35892552803687616,0.6290171933047657,0.00011465087592343138,0.0,0.0037232464864809978,0.008219378481197416,0.9879427213416418,0.9917806215188025
1.584893192461114e-07,0.3954269921327021,0.5868785384217187,0.00019991294274081324,0.0,0.0054927762693467545,0.012001765163399987,0.9823055305544208,0.9879982348366
1.7782794100389227e-07,0.4296330007344437,0.545282172002598,0.00033162794634421184,0.0,0.007853765164075705,0.016899366856924142,0.9749151727370418,0.9831006331430758
1.995262314968883e-07,0.4608517616318568,0.5046723918083191,0.0005243991499063524,0.0,0.010920936142553066,0.023030255874475464,0.965524153440176,0.9769697441255245
2.2387211385683377e-07,0.4885012435990329,0.4654148424226613,0.0007922026699072921,0.0,0.014807811507833897,0.030483062020168594,0.9539160860216942,0.9695169379798314
2.5118864315095823e-07,0.5121169092478108,0.4277969367331447,0.0011460469896865028,0.0,0.019616912933421684,0.03932078220968298,0.9399138459809555,0.9606792177903171
2.818382931264455e-07,0.5313530890833473,0.39203202894943434,0.0015915653733438717,0.0,0.025426961077683594,0.04959017806312222,0.9233851180327817,0.9504098219368777
3.162277660168379e-07,0.5459803347585077,0.35826610078452187,0.0021270720602621514,0.0,0.03227818232969712,0.06133406134248158,0.9042464355430295,0.9386659386575185
3.5481338923357606e-07,0.5558809288481825,0.32658590277834176,0.0027425616091200956,0.0,0.04015765848221476,0.07460302826245382,0.8824668316265243,0.9253969717375462
3.981071705534969e-07,0.5610439668907029,0.2970277069117273,0.003419931938129202,0.0,0.04898721332004809,0.08946343238335062,0.8580716738024302,0.9105365676166494
4.466835921509635e-07,0.5615603725687295,0.269586040351953,0.004134429855788279,0.0,0.05861645398964281,0.10599937736668176,0.8311464129206825,0.8940006226333183
5.011872336272725e-07,0.5576172678010664,0.24422196275174368,0.00485704615155707,0.0,0.06882315861097994,0.12430788703807491,0.80183923055281,0.8756921129619251
5.62341325190349e-07,0.5494906235506395,0.22087061086410345,0.00555740657338557,0.0,0.07932219936036487,0.14448781502773375,0.7703612344147429,0.8555121849722662
6.309573444801942e-07,0.5375351819126356,0.1994478615066494,0.006206654628382969,0.0,0.08978274604697603,0.16662424292046588,0.736983043419285,0.8333757570795342
7.079457843841374e-07,0.5221711594745728,0.17985605882451222,0.006779893365579333,0.0,0.0998519251901088,0.1907709281115596,0.702027218299085,0.8092290718884404
7.943282347242822e-07,0.5038679708715372,0.16198881850747127,0.007257903264568347,0.0,0.10918183171411844,0.21693369680571922,0.6658567893790085,0.7830663031942808
8.912509381337459e-07,0.4831258860862014,0.14573496522661908,0.007628027890535753,0.0,0.11745616514502238,0.24505748639342528,0.6288608513128204,0.7549425136065747
