E_keV,p_break,Ne_break,Ne_nobreak,Ne_default,Ne_TI_nexni1p4,Ne_TI_nexni1p0,Nph_break,Nph_nobreak,fe_break,fe_nobreak,Qy_break,Qy_nobreak,Ly_break,dlog10Ne_break_vs_nobreak
20.0,0.5,88.3402408243508,88.3402408243508,93.08025379798023,81.04429048152394,91.4752763988711,213.89911418289222,213.89911418289222,0.29228569516665315,0.29228569516665315,4.41701204121754,4.41701204121754,10.694955709144612,0.0
50.0,0.5,157.29971779561853,157.29971779561853,167.95822326572448,147.9842816605209,162.15450354287037,670.8045585489367,670.8045585489367,0.1899515824965873,0.1899515824965873,3.1459943559123706,3.1459943559123706,13.416091170978735,0.0
74.7,0.5,198.1896567645768,198.1896567645768,212.49100169282906,183.24275590215933,198.53870144419514,1089.6763633672504,1089.6763633672504,0.15388996499573426,0.15388996499573426,2.6531413221496223,2.6531413221496223,14.587367648825305,0.0
100.0,0.5126223420514895,219.62361054512166,233.0697482843885,250.4730271287835,210.47691428946018,226.3983076517337,1555.456764992303,1542.0106272532005,0.12372600901312686,0.13130095487159357,2.1962361054512165,2.330697482843885,15.554567649923031,-0.025806880193543304
150.0,0.5265805495732175,253.55288280195188,290.2103174511302,312.65351794293645,250.02241229371253,266.5881867227887,2519.2462377871557,2482.5888031380546,0.09144293249328471,0.10466330405821808,1.6903525520130125,1.9347354496742015,16.794974918581037,-0.05864429557620263
200.0,0.535204902155063,279.9308848896136,337.9577844331102,364.5704437218016,278.9719509486147,295.8677999116841,3525.0371958889878,3467.0102963455265,0.07356983789261551,0.08882013653154402,1.399654424448068,1.6897889221655509,17.62518597944494,-0.08181163732428556
248.0,0.5412425304337487,300.7613258948585,378.21499494028717,408.3174195090035,300.98095669961964,318.0695556567902,4519.991578523984,4442.537909478574,0.062388869925091066,0.07845558617898064,1.2127472818341067,1.5250604634688998,18.22577249404832,-0.09951675242337069
300.0,0.546376998656129,319.9315094176303,417.49454317238803,450.98323960873284,320.66263936937565,337.8903267005914,5623.6935193758645,5526.130485621117,0.053827673829979564,0.07024240949754113,1.0664383647254343,1.3916484772412934,18.745645064586213,-0.115593788457174
330.0,0.5488894788118326,329.7781966524792,438.56555956447636,473.8642771129643,330.5785467702282,347.86636350059086,6270.820913811902,6162.033550899913,0.04996185817884895,0.06644329586221348,0.9993278686438763,1.3289865441347768,19.002487617611823,-0.12381258485534975
