beta,Nq_248,Nq_ratio_248,E_comb_keV,E_S1_keV
1.0,4275.646224959147,0.8869249907081986,300.3761483890795,303.41874918877903
1.05,4540.025766143162,0.941766951378205,281.11700573457966,283.4696423874645
1.08,4706.43700398843,0.9762867123252332,270.95624156368234,272.9759974272836
1.1,4820.752904419906,1.0,264.6823634560727,266.5074342705583
1.1117,4888.910706926475,1.01413841444644,261.18175764471374,262.9018252283692
1.12,4937.845454168134,1.0242892660274854,258.77016997005444,260.41941591625414
1.15,5118.838474173569,1.0618338204972844,250.51737712356572,251.93365678219547
1.2,5435.355813540212,1.1274910623518595,238.19975135034682,239.29554863636102
