beta_hi,E_comb,Nq248_over_S5
1.0,300.3761483890796,0.8869249907081986
1.05,281.11700573457966,0.941766951378205
1.1,264.6823634560727,1.0
1.16,247.91770041159316,1.0746520333154055
1.2,238.19975135034676,1.1274910623518595
1.3,217.8719145571023,1.2712360956833246
