rho0,v0,vesc,dVsun,k,frame_idx,frame,vE_june,vE_sun,vmax_june,deltamax_june,deltamax_sun,a1_300,phase_300,a1_350,phase_350,a1_366,phase_366,a1_380,phase_380,a1_L10,phase_L10,Niso_300__sun,Niso_300__june,Niso_300__annual,Niso_300,pct248_300__sun,pct248_300__june,pct248_300__annual,pct248_300,Niso_350__sun,Niso_350__june,Niso_350__annual,Niso_350,pct248_350__sun,pct248_350__june,pct248_350__annual,pct248_350,Niso_366__sun,Niso_366__june,Niso_366__annual,Niso_366,Niso_380__sun,Niso_380__june,Niso_380__annual,Niso_380,deltaH_N1__sun,deltaH_N1__june,deltaH_N1__annual,deltaH_N1,Nhig_300__sun,Nhig_300__june,Nhig_300__annual,Nhig_300,Nhig_366__sun,Nhig_366__june,Nhig_366__annual,Nhig_366,NL10_lz__sun,NL10_lz__june,NL10_lz__annual,NL10_lz,log10kappa_300,log10kappa_300__sun,log10kappa_300__june,log10kappa_300__annual,log10kappa_350,log10kappa_350__sun,log10kappa_350__june,log10kappa_350__annual,log10kappa_366,log10kappa_366__sun,log10kappa_366__june,log10kappa_366__annual,log10kappa_380,log10kappa_380__sun,log10kappa_380__june,log10kappa_380__annual,d10,log10d10,d10__sun,log10d10__sun,d10__june,log10d10__june,d10__annual,log10d10__annual
0.338605,245.418,577.042,-0.907779,0.288442,0,sun,272.466,257.053,849.509,419.808,407.142,0.315759,152.051,0.667148,152.052,0.906728,152.052,1.18489,152.053,0.0183192,152.05,29155.2,40402.8,30679,29155.2,99.5568,99.5774,99.5612,99.5568,1978.25,3959.81,2318.52,1978.25,98.8067,99.048,98.8932,98.8067,460.758,1240,615.575,460.758,75.7536,322.402,132.287,75.7536,387.899,399.772,392.777,387.899,1779.35,2492.35,1876.26,1779.35,22.247,62.8138,30.528,22.247,14.6785,14.9562,14.7024,14.6785,-4.46472,-4.46472,-4.60641,-4.48684,-3.29628,-3.29628,-3.59767,-3.36521,-2.66347,-2.66347,-3.09342,-2.78928,-1.8794,-1.8794,-2.5084,-2.12152,0.261011,-0.583341,0.261011,-0.583341,0.258577,-0.58741,0.260799,-0.583694
0.359804,232.549,560.677,-1.60493,0.5708,1,june,258.945,243.506,819.622,395.246,382.558,0.448866,151.726,1.10075,151.727,1.4336,151.728,1.63353,151.728,0.0239348,151.725,9982.8,15870.3,10884.6,15870.3,99.468,99.5086,99.4789,99.5086,137.5,503.743,219.341,503.743,97.1329,98.2002,97.7712,98.2002,7.46768,66.1179,22.4608,66.1179,0.135235,4.37876,1.198,4.37876,360.92,372.508,365.964,372.508,579.349,942.535,635.884,942.535,0.496093,3.20544,1.16582,3.20544,15.1298,15.5083,15.1657,15.5083,-4.20059,-3.99925,-4.20059,-4.03681,-2.70221,-2.1383,-2.70221,-2.34112,-1.82032,-0.873186,-1.82032,-1.35143,-0.641352,0.86891,-0.641352,-0.0784566,0.253932,-0.595282,0.257089,-0.589916,0.253932,-0.595282,0.256785,-0.590431
0.345985,228.259,558.278,7.01257,1.85535,2,annual,263.258,247.828,821.536,396.82,384.138,0.611387,151.834,1.25512,151.835,1.51266,151.836,1.65718,151.836,0.0294844,151.833,2064.67,3952.46,2395.22,2395.22,99.3435,99.4062,99.3659,99.3659,8.74478,45.2928,17.4931,17.4931,95.7176,97.3396,96.8382,96.8382,0.289254,3.7873,1.18492,1.18492,0.00437877,0.167628,0.0442911,0.0442911,343.845,354.871,348.04,348.04,113.824,223.893,133.403,133.403,0.0276449,0.21151,0.0730263,0.0730263,14.4238,14.8672,14.4648,14.4648,-3.37934,-3.31485,-3.59687,-3.37934,-1.24287,-0.941749,-1.65603,-1.24287,-0.0736888,0.538721,-0.57833,-0.0736888,1.35368,2.35865,0.775654,1.35368,0.262933,-0.580155,0.263306,-0.57954,0.259349,-0.586115,0.262933,-0.580155
0.486878,244.861,564.831,-2.26049,1.72225,2,annual,270.563,255.147,835.394,408.209,395.539,0.516421,152.008,1.05278,152.009,1.32143,152.009,1.53368,152.01,0.0235674,152.007,7932.5,13621.4,8851.49,8851.49,99.4201,99.4653,99.4341,99.4341,97.7887,337.408,150.23,150.23,97.3715,98.1482,97.8182,97.8182,8.10545,49.5603,18.204,18.204,0.340582,5.03826,1.53879,1.53879,360.022,371.292,364.493,364.493,451.696,792.923,507.651,507.651,0.452437,2.44567,0.931071,0.931071,20.8247,21.3329,20.8692,20.8692,-3.94702,-3.89941,-4.13422,-3.94702,-2.17676,-1.99029,-2.52816,-2.17676,-1.26017,-0.908777,-1.69513,-1.26017,-0.187179,0.467778,-0.702281,-0.187179,0.218901,-0.659753,0.219134,-0.659289,0.216509,-0.664525,0.218901,-0.659753
0.4526,237.684,559.578,9.56785,0.32195,2,annual,275.2,259.792,834.778,407.702,395.039,0.361542,152.113,0.83646,152.114,1.14625,152.114,1.43849,152.115,0.0203557,152.112,27283.5,39559,28982,28982,99.5283,99.5545,99.5342,99.5342,1080.77,2645.76,1377.91,1377.91,98.3616,98.8029,98.5573,98.5573,157.243,617.491,260.418,260.418,11.5243,102.703,34.6497,34.6497,378.07,390.02,383.146,383.146,1637.5,2411.43,1745.59,1745.59,7.48185,29.8584,12.5682,12.5682,19.5994,20.0108,19.6342,19.6342,-4.46213,-4.4359,-4.59725,-4.46213,-3.13922,-3.03373,-3.42255,-3.13922,-2.41567,-2.19657,-2.79063,-2.41567,-1.5397,-1.06162,-2.01158,-1.5397,0.22568,-0.646507,0.225881,-0.646121,0.223546,-0.650633,0.22568,-0.646507
0.353633,239.873,571.166,4.39713,1.2675,2,annual,272.227,256.814,843.394,414.783,402.116,0.437425,152.046,0.894684,152.047,1.15425,152.047,1.40221,152.048,0.022018,152.045,10761.2,16951.1,11696.5,11696.5,99.477,99.5106,99.4861,99.4861,274.34,740.384,368.19,368.19,98.1125,98.5847,98.3426,98.3426,37.2395,152.936,63.5924,63.5924,3.10305,24.4211,8.42935,8.42935,369.117,380.513,373.58,373.58,629.524,1009.51,687.677,687.677,1.83444,7.47352,3.12411,3.12411,15.2084,15.5546,15.2384,15.2384,-4.06806,-4.03186,-4.2292,-4.06806,-2.56607,-2.43829,-2.86946,-2.56607,-1.80341,-1.571,-2.18451,-1.80341,-0.925794,-0.491789,-1.38777,-0.925794,0.256172,-0.591469,0.256424,-0.591041,0.253554,-0.59593,0.256172,-0.591469
0.432671,235.415,549.056,-5.32909,0.25993,2,annual,258.09,242.649,807.146,384.993,372.303,0.465282,151.704,1.27033,151.706,1.58417,151.707,1.69313,151.707,0.0229465,151.703,12927.2,20830.1,14133,14133,99.4581,99.5055,99.4709,99.4709,93.6859,481.932,187.139,187.139,95.6547,97.7367,97.1119,97.1119,1.74941,38.473,11.2888,11.2888,0.0198055,0.989163,0.248815,0.248815,357.515,369.402,363.021,363.021,744.152,1232.68,820.198,820.198,0.273983,2.08564,0.714412,0.714412,18.2255,18.6628,18.2672,18.2672,-4.15023,-4.11151,-4.31869,-4.15023,-2.27217,-1.97167,-2.68299,-2.27217,-1.05265,-0.242891,-1.58516,-1.05265,0.604123,1.70321,0.00473226,0.604123,0.233972,-0.630836,0.23424,-0.630339,0.231479,-0.635489,0.233972,-0.630836
0.464758,243.928,535.202,-5.85533,0.117247,1,june,266.05,250.625,801.252,380.149,367.472,0.476753,151.901,1.36217,151.903,1.64468,151.904,1.71052,151.904,0.0197136,151.9,18196.8,29553.3,19892.5,29553.3,99.4531,99.5053,99.4671,99.5053,84.6291,558.365,202.46,558.365,94.2593,97.3759,96.6204,97.3759,0.8272,31.0366,8.42735,31.0366,0.00293511,0.514989,0.12837,0.514989,357.015,369.224,362.702,369.224,1042.58,1745.89,1150.13,1745.89,0.243576,2.00153,0.669405,2.00153,19.9438,20.3523,19.9808,20.3523,-4.47061,-4.26,-4.47061,-4.29869,-2.74692,-1.92752,-2.74692,-2.30634,-1.49187,0.0823897,-1.49187,-0.925691,0.288202,2.53238,0.288202,0.891535,0.221663,-0.654307,0.223921,-0.649904,0.221663,-0.654307,0.223714,-0.650306
0.418204,230.317,546.536,4.18188,1.97699,0,sun,262.488,247.056,809.023,386.536,373.854,0.703952,151.815,1.43645,151.817,1.64341,151.817,1.71707,151.817,0.0305056,151.814,1391.6,2968.66,1683.86,1391.6,99.2616,99.3483,99.2966,99.2616,1.57287,14.2655,4.7854,1.57287,92.2436,96.0042,95.2432,92.2436,0.015753,0.556855,0.150781,0.015753,0.000103089,0.00974849,0.0023928,0.000103089,335.873,346.887,340.304,335.873,74.377,164.024,91.2743,74.377,0.00422642,0.0471319,0.0149865,0.00422642,17.3661,17.9188,17.4174,17.3661,-3.14352,-3.14352,-3.47256,-3.22631,-0.196693,-0.196693,-1.15429,-0.679918,1.80264,1.80264,0.254258,0.821653,3.98679,3.98679,2.01106,2.62109,0.239966,-0.619851,0.239966,-0.619851,0.236236,-0.626654,0.239612,-0.620491
0.414418,236.709,535.198,-1.14185,1.7374,0,sun,263.553,248.123,798.75,378.093,365.412,0.746537,151.842,1.54692,151.843,1.70779,151.843,1.79025,151.843,0.0281812,151.84,1464.72,3276.84,1806.08,1464.72,99.2217,99.3273,99.2662,99.2217,0.536722,8.59786,2.60941,0.536722,86.4603,94.4917,93.4038,86.4603,0.00230679,0.159646,0.0395344,0.00230679,3.20261e-08,0.00175343,0.000390765,3.20261e-08,333.315,344.511,338.064,333.315,77.07,179.217,96.6823,77.07,0.00117553,0.0247586,0.00726648,0.00117553,17.3478,17.8571,17.3946,17.3478,-3.16576,-3.16576,-3.51545,-3.25674,0.270251,0.270251,-0.93439,-0.416543,2.63699,2.63699,0.796843,1.40303,7.4945,7.4945,2.75611,3.40808,0.240092,-0.619622,0.240092,-0.619622,0.236644,-0.625905,0.239769,-0.620207
0.402819,237.982,545.612,-3.91338,1.96212,1,june,262.059,246.627,807.672,385.425,372.742,0.707114,151.805,1.45173,151.806,1.65352,151.806,1.72333,151.806,0.028805,151.803,1505.64,3221.58,1823.92,3221.58,99.2586,99.3479,99.2947,99.3479,1.50174,14.5189,4.80903,14.5189,91.7278,95.8514,95.0554,95.8514,0.0132962,0.519887,0.138964,0.519887,7.02182e-05,0.00842867,0.00205638,0.00842867,336.001,347.057,340.511,347.057,80.3522,177.884,98.7612,177.884,0.00397825,0.0468339,0.0147678,0.0468339,16.794,17.2986,16.8409,17.2986,-3.50807,-3.17772,-3.50807,-3.26101,-1.16193,-0.176595,-1.16193,-0.682057,0.284091,1.87627,0.284091,0.857099,2.07424,4.15355,2.07424,2.6869,0.240433,-0.619005,0.244019,-0.612577,0.240433,-0.619005,0.243679,-0.613182
0.428121,229.291,562.258,-7.797,0.978733,0,sun,249.53,234.071,811.788,388.808,376.104,0.547444,151.477,1.28873,151.478,1.56935,151.479,1.68756,151.478,0.0268839,151.475,5098.2,9046.68,5765.53,5098.2,99.3932,99.4516,99.4121,99.3932,23.5513,131.146,49.9053,23.5513,95.3057,97.3898,96.7937,95.3057,0.496057,9.66402,2.87751,0.496057,0.00574784,0.283034,0.072033,0.00574784,350.038,361.437,354.969,350.038,285.782,521.866,326.41,285.782,0.0691533,0.55543,0.189614,0.0691533,17.5996,18.098,17.6499,17.5996,-3.70742,-3.70742,-3.95649,-3.76084,-1.37201,-1.37201,-2.11776,-1.69815,0.304469,0.304469,-0.985158,-0.459017,2.2405,2.2405,0.548161,1.14247,0.238368,-0.622751,0.238368,-0.622751,0.235063,-0.628816,0.238028,-0.623371
0.383232,249.559,559.568,-0.0456311,0.544862,0,sun,277.454,262.05,837.022,409.546,396.887,0.369661,152.162,0.845545,152.163,1.143,152.164,1.42549,152.165,0.0172256,152.162,27775.4,40576,29543.4,27775.4,99.5237,99.5519,99.5302,99.5237,1034.18,2569.67,1327.98,1034.18,98.3254,98.7705,98.526,98.3254,150.164,589.305,248.498,150.164,11.6419,98.3608,33.4803,11.6419,377.906,389.825,382.946,377.906,1662.04,2468.46,1774.71,1662.04,7.19459,28.5654,12.0363,7.19459,16.7392,17.0358,16.7639,16.7392,-4.44366,-4.44366,-4.60827,-4.47046,-3.0146,-3.0146,-3.40988,-3.12319,-2.17657,-2.17657,-2.77034,-2.39532,-1.06602,-1.06602,-1.99282,-1.52479,0.244418,-0.611867,0.244418,-0.611867,0.24228,-0.615682,0.244238,-0.612187
0.378944,244.463,536.65,7.78793,0.0166027,1,june,280.184,264.785,816.834,392.955,380.3,0.395565,152.222,1.06004,152.223,1.4279,152.224,1.64196,152.223,0.0181309,152.221,24594.7,36770.2,26268.4,36770.2,99.5087,99.5426,99.5164,99.5426,497.185,1652.95,742.112,1652.95,97.467,98.4314,98.0086,98.4314,29.3503,245.445,83.9566,245.445,0.503326,17.0944,4.60188,17.0944,368.65,380.882,374.021,380.882,1455.87,2223.62,1563.12,2223.62,1.8232,11.5504,4.20318,11.5504,16.5726,16.8812,16.5978,16.8812,-4.5655,-4.39084,-4.5655,-4.41943,-3.21826,-2.69652,-3.21826,-2.87047,-2.38995,-1.46761,-2.38995,-1.92405,-1.23285,0.298151,-1.23285,-0.662935,0.243387,-0.613702,0.245643,-0.609696,0.243387,-0.613702,0.245456,-0.610026
0.364024,232.406,573.9,-0.165401,1.25117,1,june,260.238,244.802,834.137,407.176,394.49,0.474709,151.759,1.00204,151.76,1.2863,151.76,1.5182,151.761,0.0252901,151.758,6751.42,11087,7441.8,11087,99.4485,99.4881,99.46,99.4881,111.082,352.212,163.001,352.212,97.6391,98.3298,98.0176,98.3298,10.4107,57.8034,21.9076,57.8034,0.477114,6.52777,2.03457,6.52777,361.197,372.445,365.636,372.445,389.36,652.676,431.871,652.676,0.552548,2.81309,1.09598,2.81309,15.2777,15.6812,15.3157,15.6812,-4.04481,-3.8294,-4.04481,-3.87168,-2.5468,-2.04564,-2.5468,-2.21219,-1.76195,-1.01748,-1.76195,-1.3406,-0.814765,0.321378,-0.814765,-0.308473,0.252528,-0.59769,0.255841,-0.592029,0.252528,-0.59769,0.255524,-0.592568
0.333304,239.558,541.659,-5.97022,0.746116,2,annual,261.58,246.147,803.239,381.782,369.098,0.560584,151.792,1.40146,151.794,1.64935,151.794,1.71728,151.795,0.0222592,151.791,6284.36,11232,7095.91,7095.91,99.3879,99.4543,99.4092,99.4092,16.0469,124.231,43.3602,43.3602,93.2992,96.8346,96.0591,96.0591,0.14812,5.72293,1.54294,1.54294,0.000628545,0.0934867,0.0230954,0.0230954,348.389,360.042,353.684,353.684,350.369,647.147,400.157,400.157,0.0448416,0.423941,0.138805,0.138805,14.1329,14.461,14.1635,14.1635,-3.85101,-3.79826,-4.05046,-3.85101,-1.63709,-1.20539,-2.09423,-1.63709,-0.188348,0.829386,-0.757618,-0.188348,1.63648,3.20166,1.02925,1.63648,0.265714,-0.575585,0.266002,-0.575115,0.262967,-0.580099,0.265714,-0.575585
0.349554,248.203,572.503,0.192307,1.63436,1,june,276.339,260.934,848.843,419.261,406.6,0.452553,152.138,0.888968,152.139,1.12835,152.14,1.3626,152.14,0.0213328,152.137,9840.15,15760.4,10742.8,15760.4,99.467,99.5016,99.4767,99.5016,241.526,649.255,323.422,649.255,98.1257,98.5676,98.3404,98.5676,34.4957,135.608,57.2457,135.608,3.31244,22.8547,8.11845,22.8547,368.73,380.051,373.022,380.051,573.161,934.493,628.97,934.493,1.70324,6.66863,2.82505,6.66863,15.1343,15.4669,15.1622,15.4669,-4.19757,-3.993,-4.19757,-4.03112,-2.81242,-2.38296,-2.81242,-2.50977,-2.13229,-1.53777,-2.13229,-1.75774,-1.35898,-0.520147,-1.35898,-0.909473,0.254272,-0.594702,0.257051,-0.589981,0.254272,-0.594702,0.256814,-0.590381
0.431626,226.196,557.115,-10.3669,1.71736,0,sun,243.887,228.416,801.001,379.943,367.228,0.728092,151.317,1.51553,151.319,1.6921,151.319,1.76405,151.318,0.0320961,151.316,1070.91,2359.94,1319.59,1070.91,99.2324,99.3317,99.2742,99.2324,0.546048,7.41962,2.33333,0.546048,88.446,94.9906,94.0077,88.446,0.00282818,0.170084,0.0434107,0.00282818,8.88558e-07,0.00206965,0.000484864,8.88558e-07,332.226,343.275,336.775,332.226,56.5967,129.405,70.8868,56.5967,0.0012999,0.0219261,0.00665878,0.0012999,17.2655,17.8522,17.3269,17.2655,-3.02975,-3.02975,-3.3729,-3.12044,0.262769,0.262769,-0.870382,-0.367976,2.54849,2.54849,0.769336,1.3624,6.05131,6.05131,2.6841,3.31438,0.240664,-0.618589,0.240664,-0.618589,0.236676,-0.625846,0.240237,-0.61936
0.427237,222.918,544.328,-0.861219,1.42894,0,sun,250.09,234.633,794.418,374.533,361.83,0.743415,151.492,1.57766,151.494,1.7221,151.494,1.83151,151.495,0.0314365,151.491,1240.03,2768.34,1532.47,1240.03,99.2206,99.3297,99.2668,99.2206,0.304974,6.25013,1.84602,0.304974,82.881,93.8737,92.6236,82.881,0.000984316,0.0860659,0.0209872,0.000984316,0,0.000783421,0.00016261,0,331.768,342.925,336.56,331.768,65.1432,151.426,81.9756,65.1432,0.000551896,0.017572,0.0050115,0.000551896,17.3155,17.8892,17.3733,17.3155,-3.09343,-3.09343,-3.44222,-3.18539,0.515738,0.515738,-0.795889,-0.266236,3.00687,3.00687,1.06517,1.67805,,,3.106,3.78885,0.240316,-0.619218,0.240316,-0.619218,0.236431,-0.626295,0.239916,-0.619941
0.417578,220.119,534.876,-1.1963,1.54237,2,annual,246.968,231.504,781.844,364.199,351.49,0.885529,151.406,1.70382,151.407,1.80113,151.409,1.9332,149.801,0.0338995,151.404,471.91,1268.48,636.862,636.862,99.0603,99.2281,99.1437,99.1437,0.00573303,0.447849,0.113019,0.113019,38.4053,85.8542,83.1729,83.1729,1.94974e-10,0.00180234,0.000397082,0.000397082,0,6.14908e-10,1.13432e-10,1.13432e-10,321.472,332.547,326.294,326.294,23.6445,66.8599,32.7648,32.7648,3.45177e-09,0.00095245,0.000213712,0.000213712,16.6893,17.2872,16.7507,16.7507,-2.80405,-2.67386,-3.10328,-2.80405,0.94685,2.24162,0.348868,0.94685,3.40112,9.71002,2.74416,3.40112,9.94526,,9.21119,9.94526,0.244333,-0.612017,0.244783,-0.611219,0.240512,-0.618862,0.244333,-0.612017
0.422406,246.226,557.619,-3.3477,0.264399,1,june,270.84,255.424,828.459,402.509,389.84,0.368312,152.014,0.907574,152.015,1.24681,152.016,1.52325,152.016,0.0184156,152.013,28341.5,41327.1,30144.8,41327.1,99.5237,99.5526,99.5302,99.5526,914.666,2454.41,1219.86,2454.41,98.1211,98.6954,98.3976,98.6954,103.18,499.852,196.706,499.852,4.64117,65.0646,20.2744,65.0646,375.074,387.221,380.357,387.221,1694.63,2515.23,1809.92,2515.23,5.05465,23.7887,9.48888,23.7887,18.2773,18.6255,18.3077,18.6255,-4.61623,-4.45242,-4.61623,-4.47921,-3.38995,-2.96126,-3.38995,-3.08631,-2.69884,-2.01359,-2.69884,-2.29382,-1.81334,-0.666628,-1.81334,-1.30695,0.231711,-0.635053,0.233907,-0.630956,0.231711,-0.635053,0.233713,-0.631317
0.482317,223.879,531.473,8.22052,1.03489,1,june,260.097,244.66,791.57,372.192,359.506,0.706977,151.756,1.58998,151.757,1.72897,151.757,1.85995,151.751,0.0284964,151.754,2680.22,5676.08,3226.73,5676.08,99.2612,99.365,99.3024,99.365,0.676078,15.1675,4.41779,15.1675,81.3291,93.8996,92.5628,93.8996,0.00187015,0.185491,0.0445995,0.185491,0,0.00147885,0.0002864,0.00147885,336.504,347.928,341.745,347.928,142.331,314.201,174.401,314.201,0.00106969,0.0427063,0.011995,0.0427063,20.0562,20.6536,20.1126,20.6536,-3.75405,-3.42817,-3.75405,-3.50876,-1.18091,0.170003,-1.18091,-0.645205,0.731678,2.72812,0.731678,1.35067,2.83008,,2.83008,3.54303,0.22004,-0.657498,0.223293,-0.651124,0.22004,-0.657498,0.22298,-0.651734
0.307916,240.356,561.704,0.958239,0.621677,2,annual,269.28,253.862,830.985,404.585,391.913,0.404908,151.978,0.9389,151.979,1.25505,151.98,1.51554,151.98,0.0205246,151.977,14015.5,21264.3,15068.2,15068.2,99.4993,99.532,99.5074,99.5074,360.954,1022.36,495.891,495.891,97.973,98.5786,98.2785,98.2785,38.8015,194.378,75.7349,75.7349,1.83473,24.4809,7.66928,7.66928,369.141,380.828,374.099,374.099,827.591,1279.63,894.13,894.13,1.94769,9.31506,3.6947,3.6947,13.2368,13.5183,13.2617,13.2617,-4.17806,-4.14661,-4.32765,-4.17806,-2.69539,-2.55745,-3.0096,-2.69539,-1.8793,-1.58885,-2.28865,-1.8793,-0.884755,-0.263571,-1.38883,-0.884755,0.2746,-0.561299,0.274858,-0.560891,0.271981,-0.565461,0.2746,-0.561299
0.464105,244.716,572.46,-7.52276,1.95816,0,sun,265.173,249.747,837.633,410.049,397.371,0.532517,151.881,1.05625,151.882,1.31454,151.882,1.52241,151.882,0.0251465,151.879,5672.3,9937.72,6379.59,5672.3,99.4063,99.4529,99.4213,99.4063,64.4382,225.153,99.9378,64.4382,97.3303,98.0996,97.7763,97.3303,5.38943,32.6144,12.0336,5.38943,0.241726,3.36306,1.03885,0.241726,357.255,368.429,361.581,357.255,321.273,575.384,364.015,321.273,0.301304,1.61839,0.618309,0.301304,19.6281,20.1414,19.6747,19.6281,-3.75376,-3.75376,-3.99729,-3.80479,-1.80914,-1.80914,-2.35248,-1.99973,-0.731543,-0.731543,-1.51341,-1.08039,0.616677,0.616677,-0.526735,-0.0165527,0.225715,-0.646439,0.225715,-0.646439,0.222821,-0.652045,0.225448,-0.646954
0.361967,230.867,537.028,-0.411482,1.51967,1,june,258.459,243.019,795.487,375.411,362.722,0.744688,151.714,1.5715,151.716,1.71964,151.716,1.82157,151.717,0.0288542,151.713,1294.47,2887.38,1595.5,2887.38,99.2223,99.3309,99.2681,99.3309,0.352733,6.78817,2.013,6.78817,83.8676,94.0304,92.8196,94.0304,0.00122606,0.100548,0.0245173,0.100548,3.30462e-16,0.000967122,0.000204016,0.000967122,332.16,343.329,336.933,343.329,68.0487,158.006,85.3884,158.006,0.000676867,0.019178,0.00549582,0.019178,14.9999,15.4528,15.0431,15.4528,-3.4605,-3.11209,-3.4605,-3.2029,-0.831753,0.452554,-0.831753,-0.303845,0.997625,2.91149,0.997625,1.61053,3.01452,15.4809,3.01452,3.69034,0.254388,-0.594503,0.258199,-0.588045,0.254388,-0.594503,0.257829,-0.588668
0.318605,220.55,528.864,6.34688,1.5222,0,sun,254.912,239.465,783.776,365.787,353.092,0.862824,151.622,1.68879,151.624,1.78226,151.623,1.93197,151.335,0.0328043,151.621,470.353,1221.6,622.371,470.353,99.092,99.2481,99.1672,99.092,0.0097178,0.612826,0.157546,0.0097178,49.2085,87.8833,85.5395,49.2085,1.51796e-07,0.00291531,0.000658439,1.51796e-07,0,1.41675e-07,2.40646e-08,0,322.155,333.206,326.854,322.155,23.765,64.8197,32.2373,23.765,2.53371e-07,0.00142676,0.000333144,2.53371e-07,12.9675,13.4142,13.0112,12.9675,-2.67242,-2.67242,-3.08693,-2.79405,2.01243,2.01243,0.212663,0.802592,6.81874,6.81874,2.53532,3.18148,,,6.84871,7.61862,0.277697,-0.556428,0.277697,-0.556428,0.273034,-0.563783,0.277231,-0.557158
0.306924,227.539,575.577,-2.88544,0.912125,1,june,252.678,237.226,828.254,402.341,389.642,0.460306,151.562,1.02668,151.563,1.33471,151.564,1.56363,151.564,0.0267042,151.561,5725.99,9256.61,6287.88,9256.61,99.4574,99.4965,99.4685,99.4965,92.036,302.207,138.013,302.207,97.5194,98.3106,97.9636,98.3106,7.3933,46.8351,17.1911,46.8351,0.242007,4.53744,1.35327,4.53744,359.478,370.724,363.967,370.724,331.338,547.038,366.143,547.038,0.40966,2.26634,0.864214,2.26634,12.6837,13.0397,12.7189,13.0397,-3.96645,-3.75785,-3.96645,-3.7985,-2.4803,-1.96396,-2.4803,-2.13992,-1.67057,-0.868838,-1.67057,-1.2353,-0.656811,0.616172,-0.656811,-0.131385,0.276928,-0.557633,0.280787,-0.551624,0.276928,-0.557633,0.280398,-0.552226
0.339416,224.244,542.134,0.304286,0.318172,2,annual,252.573,237.121,794.707,374.77,362.071,0.559269,151.559,1.49399,151.561,1.70208,151.562,1.78914,151.57,0.0275858,151.558,4747.43,8457.89,5359.15,5359.15,99.3882,99.458,99.4102,99.4102,6.2174,73.5996,23.8362,23.8362,89.7601,96.1526,95.1423,95.1423,0.0300419,1.88056,0.471281,0.471281,0,0.0234674,0.00534124,0.00534124,344.695,356.323,350.154,350.154,264.003,487.522,301.753,301.753,0.0158336,0.220659,0.069386,0.069386,13.9834,14.389,14.0236,14.0236,-3.7291,-3.67646,-3.92726,-3.7291,-1.37724,-0.793609,-1.86688,-1.37724,0.32672,1.52227,-0.274288,0.32672,2.27236,,1.62954,2.27236,0.267036,-0.57343,0.267419,-0.572807,0.263624,-0.579015,0.267036,-0.57343
0.42356,227.768,545.064,1.61312,1.3502,2,annual,257.388,241.946,802.452,381.136,368.445,0.665393,151.687,1.47122,151.688,1.67492,151.688,1.74051,151.688,0.0285266,151.685,2396.38,4860.47,2841.06,2841.06,99.297,99.3818,99.3293,99.3293,2.44334,25.7549,8.42997,8.42997,90.9406,95.8657,94.9883,94.9883,0.0163529,0.805634,0.209691,0.209691,2.52823e-05,0.0111843,0.00269148,0.00269148,339.305,350.555,344.117,344.117,129.295,271.618,155.483,155.483,0.00636491,0.0801926,0.0251596,0.0251596,17.537,18.0609,17.5873,17.5873,-3.45348,-3.37956,-3.68668,-3.45348,-0.925826,-0.387984,-1.41086,-0.925826,0.678421,1.7864,0.0938622,0.678421,2.57001,4.59718,1.95139,2.57001,0.238452,-0.622599,0.238794,-0.621977,0.235305,-0.62837,0.238452,-0.622599
0.307491,239.213,569.276,-5.14652,0.401771,0,sun,262.057,246.624,831.333,404.871,392.188,0.378312,151.804,0.892784,151.805,1.21525,151.806,1.49312,151.806,0.0212444,151.803,14898,22004.3,15923.6,14898,99.5152,99.5444,99.5222,99.5152,472.294,1252.08,628.162,472.294,98.1523,98.6902,98.41,98.1523,57.0408,260.341,104.731,57.0408,3.07213,36.3937,11.6941,3.07213,371.436,383.139,376.45,371.436,887.404,1333.63,952.517,887.404,2.7788,12.4718,5.06506,2.7788,13.0798,13.3693,13.1067,13.0798,-4.17313,-4.17313,-4.34251,-4.20204,-2.67421,-2.67421,-3.09763,-2.79807,-1.75619,-1.75619,-2.41554,-2.02008,-0.487439,-0.487439,-1.56103,-1.06797,0.276503,-0.558301,0.276503,-0.558301,0.273492,-0.563055,0.276219,-0.558746
0.441105,221.976,529.625,1.72085,1.164,1,june,251.725,236.271,781.35,363.793,351.092,0.829484,151.537,1.69759,151.539,1.79539,151.54,1.93326,149.752,0.0308959,151.535,1050.46,2597.32,1357.29,2597.32,99.1308,99.2822,99.2009,99.2822,0.0198392,1.42165,0.361593,1.42165,41.7505,87.4219,84.8659,87.4219,9.97014e-11,0.00620943,0.00138136,0.00620943,0,6.91319e-10,1.25978e-10,6.91319e-10,326.78,338.084,331.969,338.084,53.5049,139.167,70.8755,139.167,6.85751e-09,0.00324305,0.00073702,0.00324305,17.9594,18.5434,18.0176,18.5434,-3.41453,-3.02138,-3.41453,-3.13267,-0.152792,1.70248,-0.152792,0.44178,2.20695,10.0013,2.20695,2.85969,9.16032,,9.16032,9.89971,0.232223,-0.634094,0.235969,-0.627146,0.232223,-0.634094,0.235587,-0.627848
