rho0,v0,vesc,dVsun,k,frame_idx,frame,vE_june,vE_sun,vmax_june,deltamax_june,deltamax_sun,a1_300,phase_300,a1_350,phase_350,a1_366,phase_366,a1_380,phase_380,a1_L10,phase_L10,Niso_300__sun,Niso_300__june,Niso_300__annual,Niso_300,pct248_300__sun,pct248_300__june,pct248_300__annual,pct248_300,Niso_350__sun,Niso_350__june,Niso_350__annual,Niso_350,pct248_350__sun,pct248_350__june,pct248_350__annual,pct248_350,Niso_366__sun,Niso_366__june,Niso_366__annual,Niso_366,Niso_380__sun,Niso_380__june,Niso_380__annual,Niso_380,deltaH_N1__sun,deltaH_N1__june,deltaH_N1__annual,deltaH_N1,Nhig_300__sun,Nhig_300__june,Nhig_300__annual,Nhig_300,Nhig_366__sun,Nhig_366__june,Nhig_366__annual,Nhig_366,NL10_lz__sun,NL10_lz__june,NL10_lz__annual,NL10_lz,log10kappa_300,log10kappa_300__sun,log10kappa_300__june,log10kappa_300__annual,log10kappa_350,log10kappa_350__sun,log10kappa_350__june,log10kappa_350__annual,log10kappa_366,log10kappa_366__sun,log10kappa_366__june,log10kappa_366__annual,log10kappa_380,log10kappa_380__sun,log10kappa_380__june,log10kappa_380__annual,d10,log10d10,d10__sun,log10d10__sun,d10__june,log10d10__june,d10__annual,log10d10__annual
0.447703,249.783,597.231,6.24977,0.0934481,0,sun,283.955,268.562,881.186,445.842,433.192,0.259869,152.301,0.437372,152.301,0.561925,152.301,0.716906,152.302,0.0159292,152.3,66843.5,87662.4,69542.4,66843.5,99.5997,99.6154,99.603,99.5997,9137.34,14283.2,9873.56,9137.34,99.2274,99.3112,99.2481,99.2274,3649.67,6499.39,4097.38,3649.67,1323.25,2801,1581.62,1323.25,415.653,427.765,420.176,415.653,4158.32,5469.93,4327.5,4158.32,195.119,359.892,221.746,195.119,19.7168,20.0378,19.7421,19.7168,-4.82506,-4.82506,-4.94281,-4.84225,-3.96082,-3.96082,-4.15482,-3.99447,-3.56225,-3.56225,-3.81287,-3.61251,-3.12164,-3.12164,-3.44731,-3.1991,0.225207,-0.647418,0.225207,-0.647418,0.223396,-0.650925,0.225063,-0.647696
0.347424,223.357,509.071,2.65259,1.0457,0,sun,254.029,238.58,763.099,348.794,336.097,1.05048,151.599,1.8084,151.6,,,,,0.0304936,151.597,338.677,1143.79,515.462,338.677,98.8234,99.1222,98.9964,98.8234,0,0.0124662,0.00269098,0,,26.6469,22.417,,0,0,0,0,0,0,0,0,315.334,326.565,320.755,315.334,15.9724,58.0204,25.4087,15.9724,0,0,0,0,14.2205,14.6759,14.2652,14.2205,-2.52979,-2.52979,-3.05835,-2.7122,,,1.90427,2.57009,,,,,,,,,0.265182,-0.576457,0.265182,-0.576457,0.261034,-0.583303,0.264766,-0.577138
0.315815,224.277,539.457,-6.5341,1.30234,2,annual,245.793,230.326,785.25,366.998,354.287,0.808338,151.372,1.66699,151.374,1.76323,151.373,1.93183,151.275,0.0311392,151.37,714.207,1726.95,915.419,915.419,99.1513,99.2904,99.2147,99.2147,0.0291734,1.44845,0.385095,0.385095,59.4637,89.9976,87.9835,87.9835,4.89797e-06,0.00838592,0.00195407,0.00195407,0,3.7837e-06,6.5049e-07,6.5049e-07,325.751,336.851,330.58,330.58,36.6495,92.9185,48.0614,48.0614,4.34865e-06,0.00366099,0.000901511,0.000901511,12.7178,13.1365,12.7611,12.7611,-2.96162,-2.85382,-3.23728,-2.96162,0.414432,1.53501,-0.160903,0.414432,2.70906,5.30998,2.07645,2.70906,6.18676,,5.42208,6.18676,0.279934,-0.552944,0.280411,-0.552206,0.275906,-0.559239,0.279934,-0.552944
0.312336,228.345,577.726,-0.0712651,1.24575,0,sun,256.285,240.841,834.011,407.072,394.379,0.477565,151.658,1.00342,151.659,1.28738,151.659,1.51888,151.66,0.0268833,151.656,4951.13,8164.92,5469.1,4951.13,99.4454,99.485,99.457,99.4454,79.8391,254.258,117.604,79.8391,97.6243,98.3192,98.0066,97.6243,7.42341,41.4704,15.7146,7.42341,0.33678,4.65184,1.45018,0.33678,358.982,370.139,363.247,358.982,285.189,480.028,317.014,285.189,0.395048,2.01941,0.78696,0.395048,12.9714,13.3369,13.0068,12.9714,-3.6947,-3.6947,-3.91195,-3.73792,-1.90222,-1.90222,-2.40527,-2.07042,-0.870604,-0.870604,-1.61774,-1.1963,0.472654,0.472654,-0.667625,-0.16142,0.277655,-0.556494,0.277655,-0.556494,0.273825,-0.562527,0.277278,-0.557085
0.427401,244.426,569.625,0.0845938,1.89145,1,june,272.467,257.055,842.092,413.713,401.046,0.507226,152.052,0.997489,152.053,1.24944,152.053,1.46922,152.053,0.0240526,152.05,6875.39,11699,7650.17,11699,99.4269,99.4689,99.4398,99.4689,103.12,326.392,150.763,326.392,97.6544,98.2801,97.9959,98.2801,10.6562,54.2957,21.0063,54.2957,0.650702,6.80185,2.20677,6.80185,361.112,372.295,365.387,372.295,393.046,682.628,440.215,682.628,0.558221,2.67051,1.05575,2.67051,18.3088,18.7641,18.3482,18.7641,-4.06815,-3.8373,-4.06815,-3.88367,-2.51374,-2.01334,-2.51374,-2.17829,-1.73477,-1.0276,-1.73477,-1.32235,-0.832627,0.186618,-0.832627,-0.343756,0.230853,-0.636664,0.233706,-0.63133,0.230853,-0.636664,0.233455,-0.631796
0.348944,221.925,501.908,-2.60398,0.182928,2,annual,247.365,231.902,749.274,337.432,324.723,1.13831,151.417,1.93433,149.029,,,,,0.0295866,151.415,483.525,1843.16,792.173,792.173,98.6468,99.1042,98.9336,98.9336,0,6.04933e-06,1.157e-06,1.157e-06,,0,0,0,0,0,0,0,0,0,0,0,314.106,325.798,320.471,320.471,21.7728,92.0172,38.1855,38.1855,0,0,0,0,14.1621,14.6047,14.2076,14.2076,-2.89882,-2.68442,-3.26556,-2.89882,5.93667,,5.21829,5.93667,,,,,,,,,0.265302,-0.57626,0.265727,-0.575565,0.26167,-0.582247,0.265302,-0.57626
0.331593,245.414,533.874,-1.41617,1.00768,2,annual,271.956,256.542,805.83,383.911,371.244,0.582313,152.04,1.39022,152.042,1.63653,152.042,1.71182,152.042,0.0210418,152.039,5971.2,10931.9,6787.46,6787.46,99.3726,99.4411,99.3953,99.3953,15.2183,112.72,39.5307,39.5307,93.6251,96.8331,96.0963,96.0963,0.167104,5.5748,1.52336,1.52336,0.00113361,0.101331,0.0249814,0.0249814,348.032,359.623,353.196,353.196,331.161,626.334,380.819,380.819,0.0426318,0.396455,0.129611,0.129611,14.2882,14.5991,14.3151,14.3151,-3.83171,-3.77606,-4.03869,-3.83171,-1.59693,-1.18237,-2.052,-1.59693,-0.182802,0.777014,-0.74623,-0.182802,1.60238,2.94554,0.994259,1.60238,0.264303,-0.577898,0.264552,-0.577488,0.26172,-0.582163,0.264303,-0.577898
0.321634,246.647,586.652,-6.55169,0.664445,2,annual,268.066,252.645,854.718,424.09,411.417,0.336438,151.949,0.682688,151.95,0.903344,151.95,1.15567,151.951,0.0186521,151.948,22901.7,32448.5,24236.5,24236.5,99.5431,99.5656,99.5482,99.5482,1372.36,2815.82,1627.89,1627.89,98.7544,98.9974,98.8454,98.8454,315.724,854.908,424.275,424.275,54.3375,221.415,92.4216,92.4216,385.8,397.465,390.467,390.467,1387.03,1988.58,1471.66,1471.66,15.3691,43.3562,21.1292,21.1292,13.8675,14.1356,13.8914,13.8914,-4.38447,-4.35987,-4.51119,-4.38447,-3.21162,-3.13747,-3.4496,-3.21162,-2.62765,-2.49931,-2.93192,-2.62765,-1.96577,-1.7351,-2.34521,-1.96577,0.268304,-0.571372,0.268535,-0.571,0.265976,-0.575157,0.268304,-0.571372
0.449396,226.473,510.109,-0.883426,1.92663,1,june,253.611,238.161,763.72,349.304,336.607,1.1741,151.589,1.82262,151.59,,,,,0.0354839,151.586,78.0117,337.086,138.581,337.086,98.575,98.9492,98.8185,98.9492,0,0.0011899,0.000249905,0.0011899,,19.0206,16.2495,19.0206,0,0,0,0,0,0,0,0,306.874,317.892,311.831,317.892,3.55862,16.469,6.61793,16.469,0,0,0,0,18.1002,18.7754,18.1666,18.7754,-2.52774,-1.89216,-2.52774,-2.14171,2.92449,,2.92449,3.60222,,,,,,,,,0.230784,-0.636794,0.235049,-0.628842,0.230784,-0.636794,0.234619,-0.629637
0.342258,231.617,523.5,-0.539338,1.35456,2,annual,259.079,243.641,782.579,364.803,352.115,0.844364,151.73,1.69386,151.732,1.7889,151.732,1.93198,151.294,0.0283949,151.728,866.532,2183.51,1127.7,1127.7,99.1163,99.2703,99.1886,99.1886,0.0173917,1.16478,0.296982,0.296982,45.7488,87.6852,85.2316,85.2316,2.33433e-08,0.00530916,0.00118664,0.00118664,0,3.00767e-08,5.0611e-09,5.0611e-09,325.699,336.91,330.74,330.74,43.9978,116.571,58.7044,58.7044,9.59388e-08,0.00268832,0.000617599,0.000617599,14.2167,14.6388,14.2567,14.2567,-3.0522,-2.93778,-3.33915,-3.0522,0.52727,1.75966,-0.0662436,0.52727,2.92568,7.63184,2.27497,2.92568,8.29576,,7.52177,8.29576,0.264844,-0.577009,0.265217,-0.576399,0.261365,-0.582752,0.264844,-0.577009
0.375243,244.931,554.181,-11.032,1.23155,0,sun,261.89,246.457,816.072,392.329,379.645,0.550387,151.8,1.25422,151.802,1.53541,151.802,1.67444,151.802,0.0224659,151.799,6063.09,10774,6843.36,6063.09,99.3939,99.4517,99.4125,99.3939,32.5835,165.873,64.4622,32.5835,95.7716,97.5149,96.9744,95.7716,0.92725,13.947,4.28506,0.92725,0.0121619,0.529589,0.136632,0.0121619,351.895,363.333,356.789,351.895,340.161,621.613,387.649,340.161,0.0996213,0.765546,0.263675,0.0996213,15.9109,16.2835,15.9455,15.9109,-3.78269,-3.78269,-4.03238,-3.83527,-1.513,-1.513,-2.21978,-1.8093,0.032803,0.032803,-1.14448,-0.631957,1.915,1.915,0.276061,0.864446,0.250699,-0.600847,0.250699,-0.600847,0.247814,-0.605873,0.250427,-0.601319
0.418157,247.132,566.564,-6.28065,0.630453,0,sun,268.82,253.4,835.383,408.2,395.527,0.38591,151.967,0.880205,151.968,1.18179,151.969,1.45594,151.969,0.0186822,151.966,23661.5,35200.2,25313.2,23661.5,99.5116,99.5418,99.5189,99.5116,752.652,1966.82,992.83,752.652,98.1937,98.6919,98.4295,98.1937,98.4032,419.807,172.338,98.4032,6.53049,63.6456,21.1047,6.53049,375.037,386.909,380.131,375.037,1406.69,2129.69,1511.46,1406.69,4.77701,20.2608,8.36342,4.77701,18.0442,18.3935,18.0751,18.0442,-4.37404,-4.37404,-4.54655,-4.40335,-2.87659,-2.87659,-3.29376,-2.99688,-1.99301,-1.99301,-2.62305,-2.23638,-0.814946,-0.814946,-1.80377,-1.32438,0.235413,-0.628169,0.235413,-0.628169,0.233167,-0.632332,0.235212,-0.628541
0.364635,237.566,506.278,6.37505,1.15697,1,june,271.899,256.485,778.177,361.185,348.517,0.861754,152.039,1.7237,152.04,1.83287,152.04,,,0.0250353,152.037,1337.24,3415.15,1743.63,3415.15,99.1021,99.2703,99.1815,99.2703,0.0115055,1.12803,0.273892,1.12803,23.114,83.7984,80.5124,83.7984,0,0.00377302,0.000772648,0.00377302,0,0,0,0,326.869,338.314,332.299,338.314,67.4668,181.939,90.4073,181.939,0,0.00212089,0.000437633,0.00212089,15.5758,15.9793,15.6109,15.9793,-3.53341,-3.12621,-3.53341,-3.24145,-0.0523207,1.93909,-0.0523207,0.56242,2.42331,,2.42331,3.11202,,,,,0.250162,-0.601779,0.253381,-0.596225,0.250162,-0.601779,0.253097,-0.596713
0.314372,233.788,523.452,1.20063,1.99671,2,annual,262.976,247.546,786.428,367.966,355.285,0.900387,151.828,1.68228,151.829,1.77389,151.829,1.93088,151.819,0.0315382,151.826,355.856,975.606,483.013,483.013,99.0481,99.2116,99.1301,99.1301,0.00751054,0.424197,0.109642,0.109642,54.8731,88.0411,85.8556,85.8556,1.38585e-06,0.00218187,0.000495448,0.000495448,0,1.01311e-06,1.68636e-07,1.68636e-07,320.142,331.081,324.684,324.684,17.8174,51.238,24.798,24.798,1.09912e-06,0.000993391,0.000235897,0.000235897,13.0311,13.4597,13.0707,13.0707,-2.68396,-2.55127,-2.98927,-2.68396,0.960021,2.12433,0.372432,0.960021,3.305,5.85828,2.66117,3.305,6.77305,,5.99434,6.77305,0.276599,-0.558149,0.277019,-0.55749,0.272573,-0.564517,0.276599,-0.558149
0.430759,229.77,548.924,-7.07091,1.62977,0,sun,250.731,235.275,799.655,378.837,366.134,0.725391,151.51,1.52723,151.512,1.6992,151.512,1.77566,151.512,0.0301327,151.508,1378.43,3016.18,1689.46,1378.43,99.2381,99.3381,99.2796,99.2381,0.649788,9.36364,2.90845,0.649788,87.7649,94.8708,93.8454,87.7649,0.00309861,0.198263,0.0499559,0.00309861,2.37213e-07,0.00231657,0.000531997,2.37213e-07,333.659,344.818,338.346,333.659,72.9251,165.687,90.8674,72.9251,0.00150533,0.0273985,0.00822775,0.00150533,17.5556,18.1125,17.6113,17.5556,-3.13938,-3.13938,-3.47946,-3.22775,0.187228,0.187228,-0.971445,-0.463661,2.50883,2.50883,0.702758,1.30141,6.62486,6.62486,2.63515,3.27409,0.238667,-0.622207,0.238667,-0.622207,0.234969,-0.628989,0.238289,-0.622896
0.366056,241.361,553.178,1.05886,1.81541,0,sun,270.383,254.967,823.561,398.484,385.814,0.587443,152.004,1.22103,152.005,1.48587,152.006,1.64339,152.006,0.0255093,152.003,3523.54,6545.69,4036.42,3523.54,99.3652,99.4243,99.3855,99.3652,18.9405,90.1362,35.6616,18.9405,96.1117,97.5329,97.063,96.1117,0.750647,8.45824,2.71069,0.750647,0.012959,0.438151,0.117709,0.012959,348.666,359.876,353.066,348.666,195.843,373.599,226.514,195.843,0.0627509,0.454092,0.158774,0.0627509,15.5846,15.9965,15.6208,15.5846,-3.54698,-3.54698,-3.81596,-3.606,-1.27739,-1.27739,-1.9549,-1.5522,0.124564,0.124564,-0.92728,-0.433081,1.88743,1.88743,0.358376,0.92919,0.25331,-0.596348,0.25331,-0.596348,0.250028,-0.602012,0.253016,-0.596851
0.353722,239.827,574.34,3.8505,1.14289,0,sun,271.636,256.222,845.976,416.905,404.237,0.415208,152.032,0.847462,152.033,1.09992,152.034,1.35316,152.034,0.0215332,152.031,12768,19643.3,13789.1,12768,99.492,99.5228,99.5,99.492,396.263,1002,515.079,396.263,98.2816,98.689,98.4697,98.2816,61.1922,226.726,97.9951,61.1922,6.12267,40.7624,14.6516,6.12267,372.597,384.017,377.1,372.597,752.638,1177.29,816.445,752.638,2.97518,11.1336,4.80495,2.97518,15.2162,15.5552,15.2457,15.2162,-4.10612,-4.10612,-4.29321,-4.13953,-2.59798,-2.59798,-3.00087,-2.71187,-1.7867,-1.7867,-2.3555,-1.9912,-0.786941,-0.786941,-1.61026,-1.16588,0.256358,-0.591153,0.256358,-0.591153,0.253549,-0.595937,0.25611,-0.591574
0.303198,236.192,514.96,-4.47535,1.64522,0,sun,259.715,244.278,774.675,358.308,345.621,0.982386,151.747,1.75333,151.748,1.89573,151.748,,,0.0297601,151.744,301.581,925.867,434.628,301.581,98.9347,99.1568,99.0555,98.9347,0.000416952,0.074513,0.0173418,0.000416952,4.0181,72.3782,67.8106,4.0181,0,0.000107997,1.93711e-05,0,0,0,0,0,316.77,327.844,321.672,316.77,14.6483,47.6725,21.8224,14.6483,0,6.41289e-05,1.17002e-05,0,12.5603,12.9509,12.5971,12.5603,-2.4794,-2.4794,-2.96655,-2.63812,3.37991,3.37991,1.12777,1.76091,,,3.96659,4.71285,,,,,0.282163,-0.5495,0.282163,-0.5495,0.277876,-0.55615,0.28175,-0.550135
0.471996,220.609,517.565,4.70969,0.627075,0,sun,253.34,237.89,770.904,355.208,342.511,0.859983,151.581,1.75595,151.582,1.92953,151.638,,,0.0296452,151.579,1567.34,3977.17,2044.38,1567.34,99.0987,99.284,99.1862,99.0987,0.00309549,0.602592,0.140054,0.00309549,0.308216,73.1177,67.8445,0.308216,0,0.0005672,9.58946e-05,0,0,0,0,0,326.294,337.899,332.104,326.294,78.6126,212.16,105.792,78.6126,0,0.000368384,6.30275e-05,0,19.3435,19.9464,19.4031,19.3435,-3.19516,-3.19516,-3.59957,-3.31056,2.50927,2.50927,0.219977,0.853706,,,3.24626,4.01821,,,,,0.22737,-0.643268,0.22737,-0.643268,0.223907,-0.649932,0.22702,-0.643935
0.486145,239.973,515.319,3.71322,1.83084,2,annual,271.645,256.231,786.964,368.406,355.738,0.869754,152.033,1.67325,152.035,1.76684,152.035,1.9293,152.034,0.0284191,152.032,935.986,2445.59,1236.69,1236.69,99.09,99.2432,99.1639,99.1639,0.0288033,1.43892,0.375733,0.375733,59.5653,89.1879,87.1404,87.1404,9.71347e-06,0.00819395,0.00187238,0.00187238,0,6.95621e-06,1.14819e-06,1.14819e-06,326.162,337.383,331.151,331.151,47.324,129.647,64.0456,64.0456,6.97403e-06,0.00351955,0.000850878,0.000850878,20.6054,21.2116,20.6581,20.6581,-3.09226,-2.97127,-3.38838,-3.09226,0.42512,1.54056,-0.158036,0.42512,2.72761,5.01263,2.08651,2.72761,5.93998,,5.15763,5.93998,0.220016,-0.657545,0.220298,-0.65699,0.217127,-0.663286,0.220016,-0.657545
0.473418,249,585.597,-6.65735,1.74458,1,june,270.306,254.889,855.903,425.063,412.393,0.439362,152.002,0.835122,152.003,1.05299,152.003,1.27765,152.003,0.0218014,152.001,13049,20643.2,14213.6,20643.2,99.4748,99.5068,99.4836,99.5068,379.867,953.466,492.951,953.466,98.3009,98.6629,98.4678,98.6629,63.4773,219.759,97.7428,219.759,7.86119,42.9763,16.2915,42.9763,373.367,384.687,377.66,384.687,763.408,1227.6,835.424,1227.6,3.11415,10.909,4.83663,10.909,20.3223,20.781,20.3625,20.781,-4.31478,-4.11558,-4.31478,-4.1527,-2.97931,-2.57963,-2.97931,-2.6928,-2.34195,-1.80262,-2.34195,-1.99008,-1.63323,-0.895488,-1.63323,-1.21196,0.219365,-0.658833,0.221826,-0.653987,0.219365,-0.658833,0.221607,-0.654416
0.461146,221.656,530.855,-5.09162,0.408724,1,june,244.619,229.149,775.474,358.964,346.25,0.756364,151.338,1.72251,151.339,1.84349,151.311,,,0.0297118,151.337,2435.89,5425.68,2999.2,5425.68,99.2107,99.3525,99.27,99.3525,0.0307662,3.10765,0.764335,3.10765,16.2639,85.0905,81.7216,85.0905,0,0.0107276,0.00217692,0.0107276,0,0,0,0,331.21,342.865,337.037,342.865,126.23,297.072,159.361,297.072,0,0.006086,0.0012428,0.006086,18.6217,19.2073,18.6829,19.2073,-3.73445,-3.38666,-3.73445,-3.47701,-0.492432,1.51193,-0.492432,0.116716,1.9695,,1.9695,2.66216,,,,,0.228174,-0.641734,0.231734,-0.63501,0.228174,-0.641734,0.231355,-0.635722
0.492873,243.773,524.239,2.01718,0.373929,0,sun,273.743,258.332,797.982,377.461,364.797,0.535415,152.08,1.45002,152.082,1.68362,152.082,1.74831,152.083,0.0194237,152.079,15777.4,27234.5,17545.1,15777.4,99.4122,99.4774,99.4315,99.4122,33.841,312.722,104.961,33.841,91.9388,96.6525,95.7586,91.9388,0.211393,11.0599,2.83227,0.211393,1.13126e-05,0.150184,0.0359273,1.13126e-05,352.755,364.923,358.523,352.755,886.242,1583.88,996.818,886.242,0.0925291,0.986873,0.317059,0.0925291,21.3521,21.7805,21.3889,21.3521,-4.19804,-4.19804,-4.43512,-4.24416,-1.52944,-1.52944,-2.49516,-2.02103,0.67491,0.67491,-1.04375,-0.452134,4.94644,4.94644,0.823376,1.44458,0.216411,-0.664721,0.216411,-0.664721,0.214273,-0.669034,0.216225,-0.665094
0.480756,231.225,552.415,5.10394,1.86459,1,june,264.312,248.883,816.726,392.867,380.187,0.638637,151.86,1.32198,151.861,1.5664,151.862,1.68328,151.862,0.0289735,151.858,2614.16,5159.13,3065.98,5159.13,99.3209,99.3908,99.3468,99.3908,7.40667,45.55,16.7418,45.55,94.8212,96.972,96.3901,96.972,0.163402,3.004,0.889977,3.004,0.00196173,0.0940256,0.0239651,0.0940256,343.39,354.542,347.855,354.542,142.784,290.166,169.387,290.166,0.0217586,0.185245,0.062147,0.185245,20.105,20.7118,20.1606,20.7118,-3.71258,-3.41733,-3.71258,-3.48657,-1.65849,-0.869623,-1.65849,-1.2238,-0.4777,0.786744,-0.4777,0.0506213,1.02675,2.70736,1.02675,1.62042,0.219731,-0.658109,0.223022,-0.651653,0.219731,-0.658109,0.222714,-0.652252
0.415798,225.113,570.606,-3.19671,0.905031,0,sun,249.95,234.493,820.556,396.014,383.31,0.494812,151.488,1.13955,151.489,1.44997,151.49,1.63573,151.49,0.0279545,151.487,5945.65,9972.98,6604.45,5945.65,99.4324,99.4784,99.4461,99.4324,59.3251,237.177,100.341,59.3251,96.811,97.9917,97.5498,96.811,2.87642,27.7977,9.29746,2.87642,0.0508031,1.68446,0.460412,0.0508031,355.753,367.094,360.53,355.753,339.668,583.625,380.198,339.668,0.206916,1.3866,0.500292,0.206916,17.041,17.5428,17.0916,17.041,-3.7742,-3.7742,-3.99882,-3.81984,-1.77324,-1.77324,-2.37507,-2.00148,-0.458853,-0.458853,-1.44401,-0.968364,1.29411,1.29411,-0.226461,0.336853,0.242244,-0.615748,0.242244,-0.615748,0.238754,-0.62205,0.241885,-0.616391
0.324733,223.754,513.867,-6.17118,1.16641,2,annual,245.634,230.166,759.5,345.836,333.125,1.12541,151.368,1.84336,151.37,,,,,0.0319109,151.366,163.46,633.728,271.498,271.498,98.6743,99.0417,98.9037,98.9037,0,0.00202426,0.000410944,0.000410944,,6.99867,5.93251,5.93251,0,0,0,0,0,0,0,0,310.702,321.869,316.055,316.055,7.51147,31.4734,13.1199,13.1199,0,0,0,0,13.0388,13.4788,13.0844,13.0844,-2.43377,-2.21341,-2.8019,-2.43377,3.38622,,2.69373,3.38622,,,,,,,,,0.276454,-0.558377,0.276937,-0.557619,0.272379,-0.564826,0.276454,-0.558377
0.472598,227.395,515.872,5.62051,1.08261,0,sun,261.009,245.575,776.881,360.12,347.435,0.86649,151.779,1.72987,151.78,1.84654,151.777,,,0.0281652,151.777,1312.77,3385.15,1724.89,1312.77,99.0921,99.2645,99.1745,99.0921,0.00856858,0.941891,0.227377,0.00856858,16.5026,82.2783,78.7124,16.5026,0,0.0028115,0.000561044,0,0,0,0,0,326.442,337.894,331.931,326.442,66.0342,179.97,89.2383,66.0342,0,0.00159971,0.000321571,0,19.7016,20.2811,19.7559,19.7016,-3.11819,-3.11819,-3.52958,-3.23676,2.06709,2.06709,0.0259994,0.643253,,,2.55106,3.251,,,,,0.225294,-0.647251,0.225294,-0.647251,0.222052,-0.653545,0.224984,-0.647848
0.345923,249.381,596.015,0.700755,1.19503,2,annual,278.021,262.618,874.036,439.966,427.307,0.342074,152.175,0.620468,152.175,0.784072,152.176,0.972009,152.176,0.0181759,152.174,24138.7,34430.3,25571.9,25571.9,99.5418,99.5632,99.5468,99.5468,1643.17,3155.41,1900.51,1900.51,98.8838,99.0555,98.9436,98.9436,456.574,1065.18,571.26,571.26,109.991,331.609,156.184,156.184,392.217,403.677,396.466,396.466,1461.07,2105.46,1551.35,1551.35,23.0128,55.5662,29.2698,29.2698,15.0925,15.3746,15.1158,15.1158,-4.40776,-4.38271,-4.53694,-4.40776,-3.27887,-3.21568,-3.49906,-3.27887,-2.75683,-2.65951,-3.02742,-2.75683,-2.19364,-2.04136,-2.52063,-2.19364,0.257208,-0.589716,0.257407,-0.58938,0.255034,-0.593401,0.257208,-0.589716
0.315686,242.729,554.646,2.93017,1.97747,1,june,273.612,258.201,828.257,402.343,389.678,0.581375,152.078,1.1782,152.079,1.44043,152.079,1.6134,152.079,0.0256216,152.076,3043.65,5618.76,3477.93,5618.76,99.3705,99.4267,99.3897,99.4267,19.7029,85.767,34.929,85.767,96.5029,97.6863,97.2657,97.6863,0.997946,9.14331,3.04564,9.14331,0.0226953,0.59368,0.165562,0.59368,348.874,359.996,353.084,359.996,169.665,321.214,195.634,321.214,0.0711288,0.476091,0.169968,0.476091,13.5008,13.8582,13.5315,13.8582,-3.74964,-3.4834,-3.74964,-3.54132,-1.93332,-1.29453,-1.93332,-1.54319,-0.961103,0.000893132,-0.961103,-0.483679,0.226448,1.64406,0.226448,0.78104,0.268625,-0.570854,0.272157,-0.56518,0.268625,-0.570854,0.271849,-0.565673
0.446844,249.901,545.628,0.586068,1.02235,1,june,278.425,263.023,824.053,398.888,386.23,0.480001,152.184,1.10522,152.185,1.41355,152.186,1.61386,152.186,0.0189641,152.183,15299.8,25092.7,16784.3,25092.7,99.4499,99.4945,99.4625,99.4945,188.215,696.206,300.315,696.206,97.115,98.1261,97.7195,98.1261,11.3057,91.2646,31.3005,91.2646,0.252888,6.72721,1.87776,6.72721,363.042,374.773,368.12,374.773,880.585,1479.07,972.967,1479.07,0.717421,4.47934,1.63171,4.47934,19.4807,19.8607,19.5122,19.8607,-4.39955,-4.18469,-4.39955,-4.2249,-2.84274,-2.27465,-2.84274,-2.47758,-1.9603,-1.0533,-1.9603,-1.49555,-0.827835,0.597071,-0.827835,-0.273641,0.22439,-0.648997,0.226567,-0.644802,0.22439,-0.648997,0.226385,-0.645153
0.423559,248.172,598.133,2.09222,0.681539,1,june,278.203,262.8,876.335,441.856,429.197,0.296909,152.179,0.534803,152.179,0.685066,152.179,0.864217,152.18,0.0171965,152.178,43844.7,59685,45966.3,59685,99.5718,99.5899,99.5757,99.5899,4222.22,7342.75,4715.48,7342.75,99.0598,99.1884,99.0986,99.1884,1387.6,2854.07,1644.66,2854.07,401.906,1031.76,524.864,1031.76,403.211,414.988,407.699,414.988,2694.6,3694.25,2828.63,3694.25,71.4916,152.592,86.0631,152.592,18.5123,18.8394,18.5393,18.8394,-4.77587,-4.64192,-4.77587,-4.66244,-3.86586,-3.62554,-3.86586,-3.67353,-3.45546,-3.14227,-3.45546,-3.21608,-3.01358,-2.60412,-3.01358,-2.72005,0.230391,-0.637534,0.232418,-0.63373,0.230391,-0.637534,0.232249,-0.634047
0.459294,220.162,566.696,2.6823,0.236858,2,annual,250.875,235.419,817.57,393.56,380.858,0.428566,151.513,1.07863,151.515,1.43178,151.516,1.6386,151.516,0.0292203,151.512,9084.89,14168.9,9869.35,9869.35,99.4799,99.5154,99.4891,99.4891,146.429,513.841,228.056,228.056,97.2767,98.3065,97.8791,97.8791,8.0525,71.0379,24.287,24.287,0.137217,4.70124,1.28091,1.28091,361.268,372.852,366.35,366.35,530.781,845.512,579.975,579.975,0.5256,3.39107,1.23969,1.23969,18.7698,19.3474,18.8277,18.8277,-3.99429,-3.95832,-4.15134,-3.99429,-2.35804,-2.16563,-2.71083,-2.35804,-1.38537,-0.905931,-1.85149,-1.38537,-0.107519,0.862592,-0.672213,-0.107519,0.230463,-0.637399,0.230818,-0.63673,0.227347,-0.643311,0.230463,-0.637399
0.361237,235.044,558.709,-3.13748,0.959024,1,june,259.905,244.468,818.614,394.418,381.731,0.505142,151.75,1.17819,151.752,1.48308,151.752,1.65296,151.752,0.0239604,151.749,6980.14,11802.8,7754.72,11802.8,99.4277,99.4769,99.4424,99.4769,59.6936,255.861,105.208,255.861,96.5328,97.8746,97.3985,97.8746,2.43162,27.1942,8.80822,27.1942,0.0377729,1.40535,0.373986,1.40535,355.606,367.038,360.511,367.038,397.553,689.608,445.287,689.608,0.197112,1.38423,0.490247,1.38423,15.2107,15.5914,15.2466,15.5914,-4.07199,-3.84386,-4.07199,-3.88957,-2.408,-1.77593,-2.408,-2.02205,-1.43448,-0.385896,-1.43448,-0.944888,-0.147783,1.42282,-0.147783,0.427145,0.253255,-0.596443,0.256404,-0.591075,0.253255,-0.596443,0.256102,-0.591587
