m_chi_GeV,kind,ff,T_GeV,E_R_max_keV,N_lo
1.0,vecD,helm,1.8975598765218504,115388.84859276572,350.46265253860156
1.0,vecD,helm,1.941871784128255,119343.41370658204,350.4471980960008
1.0,vecD,helm,1.9872184654880534,123448.01700161726,350.4320854597753
1.0,vecD,helm,2.0336240846866724,127708.76005766467,350.4173121968805
1.0,vecD,helm,2.081113370090395,132132.00090183833,350.40287565444333
1.0,vecD,helm,2.129711627523478,136724.3647882061,350.3887729694118
1.0,vecD,helm,2.1794447537529833,141492.75541629145,350.37500107834234
1.0,vecD,helm,2.2303392502884964,146444.36660502237,350.36155672728904
1.0,vecD,helm,2.2824222375040977,151586.69443923965,350.34843648176826
1.0,vecD,helm,2.3357214690901213,156927.54990642116,350.3356367367664
1.0,vecD,helm,2.3902653468423893,162475.0720418295,350.3231537267639
1.0,vecD,helm,2.446082935796798,168237.74160085595,350.31098353574777
1.0,vecD,helm,2.5032039797173256,174224.39527790734,350.2991221071858
1.0,vecD,helm,2.561658916945727,180444.24049176666,350.2875652539366
1.0,vecD,helm,2.6214788966213534,186906.87075794727,350.27630866807414
1.0,vecD,helm,2.6826957952797246,193622.28166916035,350.2653479306
1.0,vecD,helm,2.745342233838714,200600.88750562537,350.2546785210249
1.0,vecD,helm,2.809451594981406,207853.53849756712,350.2442958267987
1.0,vecD,helm,2.8750580409448774,215391.53876286282,350.23419515256876
1.0,vecD,helm,2.942196531724374,223226.66494342746,350.2243717292521
1.0,vecD,helm,3.0109028437025924,231371.18556456032,350.2148207229018
1.0,vecD,helm,3.081213588714002,239837.88114210876,350.2055372433565
1.0,vecD,helm,3.1531662335543613,248640.06506294242,350.1965163526577
1.0,vecD,helm,3.2267991199458086,257791.6052648664,350.1877530732234
1.0,vecD,helm,3.3021514849681757,267306.94674274616,350.17924239576865
1.0,vecD,helm,3.379263481967431,277201.1349082536,350.1709792869629
1.0,vecD,helm,3.4581762019523774,287489.83983127825,350.16295869681625
1.0,vecD,helm,3.538931695490988,298189.38139167515,350.15517556578976
1.0,vecD,helm,3.6215729951180746,309316.7553706546,350.1476248316215
1.0,vecD,helm,3.706144138266228,320889.66051173373,350.14030143586797
1.0,vecD,helm,3.792690190732246,332926.52658178104,350.13320033015407
1.0,vecD,helm,3.881257270691536,345446.5434632773,350.12631648213335
1.0,vecD,helm,3.971892573273302,358469.6913095108,350.1196448811548
1.0,vecD,helm,4.064644395709628,372016.77179499395,350.11318054363807
1.0,vecD,helm,4.1595621630718425,386109.44049393525,350.10691851815716
1.0,vecD,helm,4.256696454607871,400770.24042013765,350.10085389023567
1.0,vecD,helm,4.356099030694608,416022.6367622032,350.0949817868545
1.0,vecD,helm,4.457822860419706,431891.05284841877,350.0892973806778
1.0,vecD,helm,4.561922149807459,448400.907376143,350.0837958939988
1.0,vecD,helm,4.66845237070379,465578.6529409449,350.0784726024135
1.0,vecD,helm,4.777470290335773,483451.81590114674,350.07332283822296
1.0,vecD,helm,4.889034001561443,502049.03761377686,350.0683419935765
1.0,vecD,helm,5.003202953825999,521400.1170782549,350.06352552335494
1.0,vecD,helm,5.120037984840887,541536.055024403,350.05886894780696
1.0,vecD,helm,5.239601353002644,562489.0994816159,350.0543678549419
1.0,vecD,helm,5.361956770568817,584292.7928661959,350.0500179026878
1.0,vecD,helm,5.487169437608599,606982.0206239859,350.04581482082256
1.0,vecD,helm,5.615306076746273,630593.0614654961,350.0417544126855
1.0,vecD,helm,5.746434968715974,655163.6392307378,350.0378325566778
1.0,vecD,helm,5.880625988746757,680732.9764209259,350.03404520756123
1.0,vecD,helm,6.017950643797328,707341.8494340738,350.03038839756016
1.0,vecD,helm,6.158482110660261,735032.6455413176,350.0268582372801
1.0,vecD,helm,6.302295274956023,763849.42164054,350.0234509164468
1.0,vecD,helm,6.449466771037621,793837.9648235131,350.02016270447695
1.0,vecD,helm,6.600075022827088,825045.8547923493,350.0169899508881
1.0,vecD,helm,6.754200285605586,857522.5281605212,350.0139290855559
1.0,vecD,helm,6.911924688779366,891319.3446731147,350.01097661882693
1.0,vecD,helm,7.073332279644439,926489.6553802878,350.00812914149674
1.0,vecD,helm,7.238509068173248,963088.8727970942,350.00538332465806
1.0,vecD,helm,7.4075430728471625,1001174.5430819317,350.0027359194298
1.0,vecD,helm,7.580524367559261,1040806.4202648959,350.000183756574
1.0,vecD,helm,7.757545129612414,1082046.542556209,349.997723746006
1.0,vecD,helm,7.9386996888382235,1124959.3107636755,349.9953528762088
1.0,vecD,helm,8.124084577862966,1169611.5688468022,349.9930682135555
1.0,vecD,helm,8.313798583547333,1216072.6866337727,349.9908669015486
1.0,vecD,helm,8.507942799627445,1264414.644725972,349.9887461599814
1.0,vecD,helm,8.706620680585118,1314712.1216130329,349.9867032840297
1.0,vecD,helm,8.909938096776107,1367042.5830196408,349.98473564327816
1.0,vecD,helm,9.118003390845681,1421486.373503445,349.98284068068796
1.0,vecD,helm,9.330927435461664,1478126.8103214295,349.9810159115121
1.0,vecD,helm,9.548823692395656,1537050.2795799633,349.9792589221632
1.0,vecD,helm,9.771808272983899,1598346.3346815489,349.9775673690386
1.0,vecD,helm,10.0,1662107.7970789247,349.97593897730826
1.0,vecD,shell,0.007802442493165045,251.83974153390602,1213.4540254781184
1.0,vecD,shell,0.007984645497739086,257.7433475979593,1204.2990213712828
1.0,vecD,shell,0.008171103315457203,263.7858841834967,1200.5560713453829
1.0,vecD,shell,0.008361915304916317,269.97064611323583,1198.817524145402
1.0,vecD,shell,0.008557183144940002,276.3010075366261,1198.800286018997
1.0,vecD,shell,0.008757010888760509,282.78042389496926,1198.7945852325026
1.0,vecD,shell,0.00896150501946605,289.41243393774965,1198.7887548797569
1.0,vecD,shell,0.00917077450674293,296.20066179162257,1198.782792100189
1.0,vecD,shell,0.009384930864942721,303.1488190835526,1198.7766939740109
1.0,vecD,shell,0.009604088212505378,310.2607071196392,1198.770457521175
1.0,vecD,shell,0.00982836333277003,317.5402191212217,1198.764079700327
1.0,vecD,shell,0.010057875736205835,324.99134251990205,1198.7575574077473
1.0,vecD,shell,0.010292747724096083,332.6181613131784,1198.7508874762846
1.0,vecD,shell,0.01053310445370937,340.42485848243194,1198.7440666742823
1.0,vecD,shell,0.01077907400499273,348.41571847507595,1198.7370917044989
1.0,vecD,shell,0.011030787448822152,356.59512975272384,1198.7299592030186
1.0,vecD,shell,0.011288378916846888,364.96758740729905,1198.7226657381584
1.0,vecD,shell,0.011551985672964792,373.5376958470736,1198.715207809369
1.0,vecD,shell,0.011821748186466717,382.3101715546823,1198.7075818461315
1.0,vecD,shell,0.012097810206889013,391.2898459192316,1198.69978420685
1.0,vecD,shell,0.012380318840613974,400.4816681446901,1198.6918111777402
1.0,vecD,shell,0.012669424629259064,409.8907082368211,1198.6836589717177
1.0,vecD,shell,0.012965281629896682,419.522160070992,1198.675323727283
1.0,vecD,shell,0.013268047497147245,429.38134454327417,1198.6668015074104
1.0,vecD,shell,0.013577883567189284,439.4737128073284,1198.6580882984292
1.0,vecD,shell,0.013894954943731374,449.8048495996547,1198.6491800089163
1.0,vecD,shell,0.014219430585991668,460.3804766558718,1198.6400724685864
1.0,vecD,shell,0.014551483398731937,471.2064562207837,1198.6307614271875
1.0,vecD,shell,0.014891290324394095,482.2887946550854,1198.6212425534015
1.0,vecD,shell,0.015239032437388288,493.6336461416536,1198.611511433753
1.0,vecD,shell,0.015594895040582823,505.2473164944762,1198.6015635715264
1.0,vecD,shell,0.01595906776404731,517.136267073372,1198.5913943856913
1.0,vecD,shell,0.016331744666101676,529.3071188077698,1198.5809992098405
1.0,vecD,shell,0.016713124336724876,541.7666563329217,1198.5703732911413
1.0,vecD,shell,0.017103410003378405,554.5218322420498,1198.5595117893017
1.0,vecD,shell,0.017502809639301013,567.5797714580449,1198.5484097755539
1.0,vecD,shell,0.01791153607433231,580.9477757284635,1198.537062231655
1.0,vecD,shell,0.018329807108324356,594.6333282477045,1198.5254640489097
1.0,vecD,shell,0.018757845627201602,608.6440984103781,1198.5136100272173
1.0,vecD,shell,0.01919587972173111,622.9879467000335,1198.501494874142
1.0,vecD,shell,0.019644142809066276,637.6729297175486,1198.4891132040107
1.0,vecD,shell,0.020102873757128856,652.7073053536499,1198.476459537044
1.0,vecD,shell,0.02057231701189556,668.0995381101811,1198.4635282985148
1.0,vecD,shell,0.02105272272765707,683.8583045749216,1198.4503138179489
1.0,vecD,shell,0.021544346900318832,699.9924990549086,1198.4368103283566
1.0,vecD,shell,0.022047451503814746,716.5112393734205,1198.4230119655113
1.0,vecD,shell,0.02256230462970634,733.423872835949,1198.4089127672712
1.0,vecD,shell,0.023089180630041926,750.7399823706942,1198.3945066729448
1.0,vecD,shell,0.023628360263551765,768.4693928493151,1198.3797875227117
1.0,vecD,shell,0.024180130845257206,786.622177593883,1198.3647490570963
1.0,vecD,shell,0.024744786399573514,805.2086650762034,1198.349384916497
1.0,vecD,shell,0.025322627816987946,824.2394458159044,1198.3336886407817
1.0,vecD,shell,0.025913963014396586,843.7253794839254,1198.3176536689436
1.0,vecD,shell,0.02651910709918538,863.6776022182902,1198.3012733388307
1.0,vecD,shell,0.027138382537142788,884.1075341593098,1198.2845408869453
1.0,vecD,shell,0.02777211932429355,905.0268872116233,1198.267449448326
1.0,vecD,shell,0.028420655162745122,926.4476730407745,1198.249992056508
1.0,vecD,shell,0.029084335640640478,948.3822113123072,1198.2321616435722
1.0,vecD,shell,0.029763514416313176,970.8431381816689,1198.2139510402876
1.0,vecD,shell,0.03045855340674284,993.8434150435318,1198.1953529763475
1.0,vecD,shell,0.03116982298041145,1017.3963375494681,1198.1763600807099
1.0,vecD,shell,0.03189770215466321,1041.5155449032568,1198.156964882046
1.0,vecD,shell,0.03264257879767322,1066.21502944347,1198.1371598092976
1.0,vecD,shell,0.03340484983513244,1091.5091465233431,1198.1169371923568
1.0,vecD,shell,0.03418492146175929,1117.4126246983337,1198.0962892628677
1.0,vecD,shell,0.03498320935775036,1143.9405762321826,1198.0752081551577
1.0,vecD,shell,0.035800138910285786,1171.1085079326965,1198.0536859073063
1.0,vecD,shell,0.036636145440207164,1198.932332328931,1198.0317144623546
1.0,vecD,shell,0.037491674433988875,1227.4283792018978,1198.0092856696624
1.0,vecD,shell,0.03836718178112645,1256.613407481412,1197.9863912864255
1.0,vecD,shell,0.03926313401706837,1286.5046175221685,1197.9630229793472
1.0,vecD,shell,0.04018000857182091,1317.1196637726975,1197.9391723264855
1.0,vecD,shell,0.04111829402435831,1348.4766678513447,1197.9148308192687
1.0,vecD,shell,0.04207849036297403,1380.5942320440236,1197.8899898647019
1.0,vecD,shell,0.043061109251711714,1413.491453239057,1197.8646407877552
1.0,vecD,shell,0.04406667430301786,1447.1879373150448,1197.8387748339544
1.0,vecD,shell,0.045095721356761466,1481.7038139983363,1197.812383172175
1.0,vecD,shell,0.04614879876576939,1517.0597522073529,1197.7854568976463
1.0,vecD,shell,0.047226467688029516,1553.2769759017037,1197.7579870351774
1.0,vecD,shell,0.04832930238571752,1590.3772804547682,1197.7299645426112
1.0,vecD,shell,0.049457890531206423,1628.3830495691627,1197.7013803145117
1.0,vecD,shell,0.05061283352022219,1667.3172727553272,1197.6722251860938
1.0,vecD,shell,0.0517947467923121,1707.2035633942637,1197.642489937409
1.0,vecD,shell,0.05300426015879673,1748.066177406335,1197.612165297783
1.0,vecD,shell,0.05424201813838027,1789.9300325489394,1197.5812419505246
1.0,vecD,shell,0.05550868030059805,1832.8207283667814,1197.5497105379097
1.0,vecD,shell,0.05680492161728426,1876.764566819481,1197.517561666444
1.0,vecD,shell,0.058131432822247135,1921.788573612248,1197.4847859124188
1.0,vecD,shell,0.05948892077934334,1967.9205202564342,1197.4513738277656
1.0,vecD,shell,0.06087810885914762,2015.1889468878749,1197.4173159462111
1.0,vecD,shell,0.06229973732441844,2063.6231858721035,1197.3826027897546
1.0,vecD,shell,0.06375456372456506,2113.2533862267287,1197.3472248754542
1.0,vecD,shell,0.06524336329932624,2164.1105388925166,1197.3111727225505
1.0,vecD,shell,0.06676692939187563,2216.22650288606,1197.2744368599185
1.0,vecD,shell,0.06832607387157402,2269.6340323682884,1197.2370078338627
1.0,vecD,shell,0.06992162756659374,2324.3668046644793,1197.1988762162587
1.0,vecD,shell,0.07155444070664578,2380.4594492729984,1197.1600326130501
1.0,vecD,shell,0.07322538337604534,2437.947577901481,1197.1204676731013
1.0,vecD,shell,0.07493534597735753,2496.8678155708753,1197.0801720974152
1.0,vecD,shell,0.0766852397058701,2557.2578328294294,1197.0391366487224
1.0,vecD,shell,0.07847599703514611,2619.1563791205076,1196.9973521614388
1.0,vecD,shell,0.08030857221391513,2682.6033173499704,1196.954809552003
1.0,vecD,shell,0.08218394177456802,2747.639659700818,1196.9114998295954
1.0,vecD,shell,0.08410310505352604,2814.3076047447953,1196.8674141072324
1.0,vecD,shell,0.08606708472376164,2882.650575902809,1196.8225436132534
1.0,vecD,shell,0.08807692733975461,2952.7132613081885,1196.7768797031852
1.0,vecD,shell,0.09013370389517433,3024.5416551291655,1196.7304138719965
1.0,vecD,shell,0.09223851039358476,3098.1831004093337,1196.6831377667334
1.0,vecD,shell,0.09439246843247669,3173.6863334873797,1196.635043199541
1.0,vecD,shell,0.09659672580093832,3251.101530060016,1196.58612216106
1.0,vecD,shell,0.09885245709128276,3330.4803529547967,1196.5363668342045
1.0,vecD,shell,0.10116086432495808,3411.8760016823308,1196.485769608309
1.0,vecD,shell,0.10352317759307378,3495.3432638404724,1196.4343230936404
1.0,vecD,shell,0.1059406557118851,3580.938568446148,1196.3820201362698
1.0,vecD,shell,0.10841458689358349,3668.7200412737343,1196.328853833293
1.0,vecD,shell,0.11094628943275218,3758.7475622824086,1196.2748175483896
1.0,vecD,shell,0.11353711240885178,3851.0828252183583,1196.2199049277153
1.0,vecD,shell,0.11618843640511002,3945.7893994815036,1196.164109916105
1.0,vecD,shell,0.118901674244199,4042.9327943502913,1196.107426773579
1.0,vecD,shell,0.1216782717410923,4142.580525662184,1196.049850092136
1.0,vecD,shell,0.12451970847350319,4244.8021850516925,1195.9913748128135
1.0,vecD,shell,0.12742749857031335,4349.669511852246,1195.9319962429968
1.0,vecD,shell,0.13040319151841315,4457.256467772808,1195.871710073955
1.0,vecD,shell,0.13344837298838383,4567.6393144650565,1195.8105123985831
1.0,vecD,shell,0.13656466567946096,4680.896694101927,1195.7483997293257
1.0,vecD,shell,0.1397537301842291,4797.109713093591,1195.6853690162504
1.0,vecD,shell,0.1430172658735088,4916.362029072513,1195.6214176652522
1.0,vecD,shell,0.14635701180190797,5038.739941284984,1195.5565435563465
1.0,vecD,shell,0.14977474763452,5164.332484532517,1195.4907450620317
1.0,vecD,shell,0.15327229459526134,5293.231526812747,1195.4240210656733
1.0,vecD,shell,0.1568515164373548,5425.531870816112,1195.3563709798852
1.0,vecD,shell,0.16051432043647615,5561.331359441448,1195.2877947648633
1.0,vecD,shell,0.16426265840709303,5700.730985500728,1195.2182929466294
1.0,vecD,shell,0.16809852774253636,5843.835005790681,1195.1478666351525
1.0,vecD,shell,0.1720239724793599,5990.751059716868,1195.0765175422912
1.0,vecD,shell,0.17604108438655525,6141.590292663976,1195.0042479995216
1.0,vecD,shell,0.18015200408020238,6296.46748431453,1194.9310609753943
1.0,vecD,shell,0.1843589221641488,6455.501182127197,1194.8569600926796
1.0,vecD,shell,0.18866408039732582,6618.8138401950955,1194.7819496451416
1.0,vecD,shell,0.19306977288832497,6786.531963714364,1194.7060346138906
1.0,vecD,shell,0.19757834731786994,6958.786259303235,1194.6292206832645
1.0,vecD,shell,0.20219220618983536,7135.711791422508,1194.5515142561735
1.0,vecD,shell,0.20691380811147903,7317.448145159404,1194.4729224688617
1.0,vecD,shell,0.21174566910357118,7504.139595648363,1194.3934532050164
1.0,vecD,shell,0.2166903639411181,7695.935284414364,1194.3131151091739
1.0,vecD,shell,0.22175052752539318,7892.989402936876,1194.23191759936
1.0,vecD,shell,0.2269288562880081,8095.461383745902,1194.149870878899
1.0,vecD,shell,0.23222810962777246,8303.516099375152,1194.0669859473371
1.0,vecD,shell,0.23765111138110728,8517.324069511847,1193.9832746104144
1.0,vecD,shell,0.24320075132679475,8737.061676697473,1193.8987494890255
1.0,vecD,shell,0.24887998672586673,8962.91139094961,1193.8134240271017
1.0,vecD,shell,0.25469184389745403,9195.062003691322,1193.7273124983676
1.0,vecD,shell,0.26063941983143474,9433.708871391442,1193.6404300118948
1.0,vecD,shell,0.2667258838387405,9679.054169337072,1193.5527925164045
1.0,vecD,shell,0.2729544792402007,9931.307155978107,1193.4644168032596
1.0,vecD,shell,0.2793285250948253,10190.68444830313,1193.3753205080843
1.0,vecD,shell,0.28585141796844715,10457.410308726121,1193.285522110964
1.0,vecD,shell,0.2925266337436645,10731.716943984637,1193.195040935168
1.0,vecD,shell,0.29935772947204903,11013.844816572138,1193.1038971443472
1.0,vecD,shell,0.3063483452696084,11304.042969250413,1193.0121117381584
1.0,vecD,shell,0.3135022062565112,11602.569363211715,1192.9197065462736
1.0,vecD,shell,0.32082312454210776,11909.691230485578,1192.82670422073
1.0,vecD,shell,0.3283150012563047,12225.685441211372,1192.7331282265889
1.0,vecD,shell,0.3359818286283781,12550.838886425092,1192.6390028308654
1.0,vecD,shell,0.34382769211433073,12885.448877037279,1192.544353089706
1.0,vecD,shell,0.3518567725739263,13229.823559708633,1192.4492048337852
1.0,vecD,shell,0.360073348498562,13584.282350361145,1192.3535846519092
1.0,vecD,shell,0.3684817982911677,13949.156386094915,1192.2575198728057
1.0,vecD,shell,0.3770866025993452,14324.788996314417,1192.1610385451002
1.0,vecD,shell,0.3858923467029903,14711.536193903372,1192.0641694154683
1.0,vecD,shell,0.3949037229576702,15109.767187324122,1191.9669419049796
1.0,vecD,shell,0.40412553329506,15519.864914555776,1191.8693860836302
1.0,vecD,shell,0.4135626917817706,15942.226599825346,1191.771532643093
1.0,vecD,shell,0.4232202272379275,16377.264334127649,1191.6734128677022
1.0,vecD,shell,0.4331032859169001,16825.405680573425,1191.5750586037027
1.0,vecD,shell,0.44321713424760856,17287.09430565052,1191.4765022268084
1.0,vecD,shell,0.45356716164087024,17762.790637529943,1191.3777766081014
1.0,vecD,shell,0.46415888336127775,18252.972552598065,1191.2789150783374
1.0,vecD,shell,0.47499794346614127,18758.136091447577,1191.1799513907024
1.0,vecD,shell,0.48609011781306305,19278.796205613417,1191.0809196820949
1.0,vecD,shell,0.49744131713774514,19815.487536395536,1190.9818544330003
1.0,vecD,shell,0.5090575902036681,20368.765227168467,1190.8827904260397
1.0,vecD,shell,0.5209451270253211,20939.20577063833,1190.783762703273
1.0,vecD,shell,0.5331102621667033,21527.4078925712,1190.6848065223533
1.0,vecD,shell,0.5455594781168515,22133.99347358211,1190.5859573116272
1.0,vecD,shell,0.5582994087441919,22759.608510642713,1190.487250624284
1.0,vecD,shell,0.571336842831558,23404.92412003669,1190.3887220916658
1.0,vecD,shell,0.584678727693759,24070.63758356682,1190.2904073758455
1.0,vecD,shell,0.5983321728796283,24757.473439894376,1190.1923421216027
1.0,vecD,shell,0.6123044539605184,25466.184622972112,1190.0945619079077
1.0,vecD,shell,0.6266030164072656,26197.553649616188,1189.997102199052
1.0,vecD,shell,0.6412354795576917,26952.393858349616,1189.8999982955468
1.0,vecD,shell,0.6562096406767555,27731.550701740336,1189.803285284928
1.0,vecD,shell,0.6715334791115142,28535.903094551544,1189.7069979925996
1.0,vecD,shell,0.6872151605431122,29366.364820120325,1189.6111709328559
1.0,vecD,shell,0.7032630413380644,30223.885997483172,1189.5158382602172
1.0,vecD,shell,0.7196856730011514,31109.454611872567,1189.421033721218
1.0,vecD,shell,0.7364918067322965,32024.09811132006,1189.3267906067867
1.0,vecD,shell,0.7536903980898542,32968.885072215795,1189.2331417053567
1.0,vecD,shell,0.7712906117627992,33944.9269367947,1189.1401192568374
1.0,vecD,shell,0.7893018264543568,34953.37982564298,1189.0477549075883
1.0,vecD,shell,0.8077336398796711,35995.44642844792,1188.9560796665169
1.0,vecD,shell,0.8265958738801813,37072.37797634852,1188.8651238624393
1.0,vecD,shell,0.84589857965743,38185.47629938364,1188.7749171028167
1.0,vecD,shell,0.8656520431290936,39336.09597267912,1188.6854882339921
1.0,vecD,shell,0.8858667904100823,40525.64655516523,1188.5968653030425
1.0,vecD,shell,0.9065535934216359,41755.59492477256,1188.5090755213469
1.0,vecD,shell,0.927723475631406,43027.467714216415,1188.4221452299835
1.0,vecD,shell,0.949387717927582,44342.85385164731,1188.3360998670378
1.0,vecD,shell,0.9715578646301858,45703.407210619844,1188.2509639369202
1.0,vecD,shell,0.9942457296427418,47110.84937401341,1188.1667609817705
1.0,vecD,shell,1.0174634027476064,48566.97251672581,1188.0835135550135
1.0,vecD,shell,1.0412232560483043,50073.642412155285,1188.0012431971436
1.0,vecD,shell,1.0655379505623053,51632.8015676875,1187.9199704137836
1.0,vecD,shell,1.0904204429677526,53246.47249461407,1187.8397146560649
1.0,vecD,shell,1.115883992507748,54916.76111812523,1187.7604943033728
1.0,vecD,shell,1.1419421680558648,56645.860333243516,1187.682326648479
1.0,vecD,shell,1.168608855346651,58436.053712796645,1187.6052278850857
1.0,vecD,shell,1.1958982643749794,60289.71937376944,1187.5292130977887
1.0,vecD,shell,1.2238249369681924,62209.33400862286,1187.4542962544597
1.0,vecD,shell,1.252403754535072,64197.47708842497,1187.3804902010465
1.0,vecD,shell,1.2816499459957584,66256.83524490458,1187.307806658768
1.0,vecD,shell,1.3115790958968503,68390.2068388142,1187.2362562236785
1.0,vecD,shell,1.342207152716012,70600.50672227272,1187.1658483685774
1.0,vecD,shell,1.3735504373605123,72890.77120305154,1187.0965914472079
1.0,vecD,shell,1.405625651864215,75264.16321907102,1187.0284927007106
1.0,vecD,shell,1.438449888287663,77723.97773168741,1186.9615582662625
1.0,vecD,shell,1.4720406378260014,80273.6473466739,1186.8957931878456
1.0,vecD,shell,1.506415800129591,82916.7481721318,1186.831201429071
1.0,vecD,shell,1.5415936928422718,85657.00592291096,1186.767785887983
1.0,vecD,shell,1.5775930613623614,88498.30228147346,1186.705548413764
1.0,vecD,shell,1.6144330888316019,91444.68152549953,1186.6444898252428
1.0,vecD,shell,1.6521334063573685,94500.35743290957,1186.5846099311302
1.0,vecD,shell,1.69071410347358,97669.72047536144,1186.525907551871
1.0,vecD,shell,1.7301957388458944,100957.34531168207,1186.4683805430225
1.0,vecD,shell,1.770599351226898,104367.99859309995,1186.4120258200517
1.0,vecD,shell,1.8119464706671222,107906.6470925654,1186.3568393844482
1.0,vecD,shell,1.8542591299878524,111578.46617087562,1186.3028163510492
1.0,vecD,shell,1.8975598765218504,115388.84859276572,1186.2499509764586
1.0,vecD,shell,1.941871784128255,119343.41370658204,1186.1982366884667
1.0,vecD,shell,1.9872184654880534,123448.01700161726,1186.1476661163445
1.0,vecD,shell,2.0336240846866724,127708.76005766467,1186.098231121915
1.0,vecD,shell,2.081113370090395,132132.00090183833,1186.0499228312888
1.0,vecD,shell,2.129711627523478,136724.3647882061,1186.0027316671599
1.0,vecD,shell,2.1794447537529833,141492.75541629145,1185.9566473815476
1.0,vecD,shell,2.2303392502884964,146444.36660502237,1185.9116590888937
1.0,vecD,shell,2.2824222375040977,151586.69443923965,1185.8677552994027
1.0,vecD,shell,2.3357214690901213,156927.54990642116,1185.8249239525308
1.0,vecD,shell,2.3902653468423893,162475.0720418295,1185.78315245053
1.0,vecD,shell,2.446082935796798,168237.74160085595,1185.7424276919533
1.0,vecD,shell,2.5032039797173256,174224.39527790734,1185.7027361050295
1.0,vecD,shell,2.561658916945727,180444.24049176666,1185.66406368083
1.0,vecD,shell,2.6214788966213534,186906.87075794727,1185.6263960061399
1.0,vecD,shell,2.6826957952797246,193622.28166916035,1185.589718295965
1.0,vecD,shell,2.745342233838714,200600.88750562537,1185.5540154255916
1.0,vecD,shell,2.809451594981406,207853.53849756712,1185.519271962146
1.0,vecD,shell,2.8750580409448774,215391.53876286282,1185.485472195577
1.0,vecD,shell,2.942196531724374,223226.66494342746,1185.4526001690149
1.0,vecD,shell,3.0109028437025924,231371.18556456032,1185.4206397084456
1.0,vecD,shell,3.081213588714002,239837.88114210876,1185.389574451653
1.0,vecD,shell,3.1531662335543613,248640.06506294242,1185.3593878763922
1.0,vecD,shell,3.2267991199458086,257791.6052648664,1185.3300633277397
1.0,vecD,shell,3.3021514849681757,267306.94674274616,1185.3015840446024
1.0,vecD,shell,3.379263481967431,277201.1349082536,1185.2739331853445
1.0,vecD,shell,3.4581762019523774,287489.83983127825,1185.2470938525034
1.0,vecD,shell,3.538931695490988,298189.38139167515,1185.2210491165904
1.0,vecD,shell,3.6215729951180746,309316.7553706546,1185.1957820389316
1.0,vecD,shell,3.706144138266228,320889.66051173373,1185.1712756935594
1.0,vecD,shell,3.792690190732246,332926.52658178104,1185.1475131881352
1.0,vecD,shell,3.881257270691536,345446.5434632773,1185.1244776838894
1.0,vecD,shell,3.971892573273302,358469.6913095108,1185.102152414592
1.0,vecD,shell,4.064644395709628,372016.77179499395,1185.0805207045398
1.0,vecD,shell,4.1595621630718425,386109.44049393525,1185.0595659855724
1.0,vecD,shell,4.256696454607871,400770.24042013765,1185.0392718131186
1.0,vecD,shell,4.356099030694608,416022.6367622032,1185.0196218812855
1.0,vecD,shell,4.457822860419706,431891.05284841877,1185.0006000370006
1.0,vecD,shell,4.561922149807459,448400.907376143,1184.9821902932194
1.0,vecD,shell,4.66845237070379,465578.6529409449,1184.9643768412182
1.0,vecD,shell,4.777470290335773,483451.81590114674,1184.9471440619875
1.0,vecD,shell,4.889034001561443,502049.03761377686,1184.930476536744
1.0,vecD,shell,5.003202953825999,521400.1170782549,1184.9143590565884
1.0,vecD,shell,5.120037984840887,541536.055024403,1184.8987766313244
1.0,vecD,shell,5.239601353002644,562489.0994816159,1184.8837144974714
1.0,vecD,shell,5.361956770568817,584292.7928661959,1184.8691581254848
1.0,vecD,shell,5.487169437608599,606982.0206239859,1184.8550932262224
1.0,vecD,shell,5.615306076746273,630593.0614654961,1184.8415057566722
1.0,vecD,shell,5.746434968715974,655163.6392307378,1184.828381924976
1.0,vecD,shell,5.880625988746757,680732.9764209259,1184.815708194776
1.0,vecD,shell,6.017950643797328,707341.8494340738,1184.8034712889055
1.0,vecD,shell,6.158482110660261,735032.6455413176,1184.791658192462
1.0,vecD,shell,6.302295274956023,763849.42164054,1184.7802561552837
1.0,vecD,shell,6.449466771037621,793837.9648235131,1184.7692526938597
1.0,vecD,shell,6.600075022827088,825045.8547923493,1184.7586355927037
1.0,vecD,shell,6.754200285605586,857522.5281605212,1184.748392905215
1.0,vecD,shell,6.911924688779366,891319.3446731147,1184.7385129540598
1.0,vecD,shell,7.073332279644439,926489.6553802878,1184.7289843310932
1.0,vecD,shell,7.238509068173248,963088.8727970942,1184.7197958968595
1.0,vecD,shell,7.4075430728471625,1001174.5430819317,1184.7109367796813
1.0,vecD,shell,7.580524367559261,1040806.4202648959,1184.7023963743798
1.0,vecD,shell,7.757545129612414,1082046.542556209,1184.694164340638
1.0,vecD,shell,7.9386996888382235,1124959.3107636755,1184.6862306010407
1.0,vecD,shell,8.124084577862966,1169611.5688468022,1184.6785853388071
1.0,vecD,shell,8.313798583547333,1216072.6866337727,1184.6712189952477
1.0,vecD,shell,8.507942799627445,1264414.644725972,1184.664122266958
1.0,vecD,shell,8.706620680585118,1314712.1216130329,1184.6572861027782
1.0,vecD,shell,8.909938096776107,1367042.5830196408,1184.6507017005395
1.0,vecD,shell,9.118003390845681,1421486.373503445,1184.6443605036063
1.0,vecD,shell,9.330927435461664,1478126.8103214295,1184.6382541972503
1.0,vecD,shell,9.548823692395656,1537050.2795799633,1184.6323747048582
