m_chi_GeV,kind,ff,T_GeV,E_R_max_keV,N_lo
0.01,scaD,helm,2.2824222375040977,82775.95952301101,35.558559180880785
0.01,scaD,helm,2.3357214690901213,86597.1896755959,35.55855918088078
0.01,scaD,helm,2.3902653468423893,90593.51829408082,35.558559180880785
0.01,scaD,helm,2.446082935796798,94772.86013837733,35.558559180880785
0.01,scaD,helm,2.5032039797173256,99143.47984306014,35.55855918088078
0.01,scaD,helm,2.561658916945727,103714.00683782816,35.55855918088078
0.01,scaD,helm,2.6214788966213534,108493.45086731992,35.558559180880785
0.01,scaD,helm,2.6826957952797246,113491.21813189442,35.558559180880785
0.01,scaD,helm,2.745342233838714,118717.12807160785,35.55855918088078
0.01,scaD,helm,2.809451594981406,124181.43081623706,35.55855918088078
0.01,scaD,helm,2.8750580409448774,129894.82532482906,35.558559180880785
0.01,scaD,helm,2.942196531724374,135868.4782388867,35.558559180880785
0.01,scaD,helm,3.0109028437025924,142114.04347394087,35.558559180880785
0.01,scaD,helm,3.081213588714002,148643.68257489734,35.558559180880785
0.01,scaD,helm,3.1531662335543613,155470.0858611877,35.55855918088078
0.01,scaD,helm,3.2267991199458086,162606.49438839365,35.558559180880785
0.01,scaD,helm,3.3021514849681757,170066.72275365758,35.558559180880785
0.01,scaD,helm,3.379263481967431,177865.18277283123,35.558559180880785
0.01,scaD,helm,3.4581762019523774,186016.90805794712,35.55855918088078
0.01,scaD,helm,3.538931695490988,194537.57952422512,35.55855918088078
0.01,scaD,helm,3.6215729951180746,203443.5518564549,35.558559180880785
0.01,scaD,helm,3.706144138266228,212751.8809652049,35.558559180880785
0.01,scaD,helm,3.792690190732246,222480.35246391167,35.55855918088078
0.01,scaD,helm,3.881257270691536,232647.51119849226,35.558559180880785
0.01,scaD,helm,3.971892573273302,243272.6918616997,35.55855918088079
0.01,scaD,helm,4.064644395709628,254376.05072500097,35.55855918088078
0.01,scaD,helm,4.1595621630718425,265978.5985212905,35.55855918088078
0.01,scaD,helm,4.256696454607871,278102.2345122698,35.55855918088078
0.01,scaD,helm,4.356099030694608,290769.78177481564,35.55855918088078
0.01,scaD,helm,4.457822860419706,304005.0237411258,35.558559180880785
0.01,scaD,helm,4.561922149807459,317832.7420278629,35.55855918088078
0.01,scaD,helm,4.66845237070379,332278.75558990677,35.558559180880785
0.01,scaD,helm,4.777470290335773,347369.96123470867,35.558559180880785
0.01,scaD,helm,4.889034001561443,363134.37553355,35.55855918088079
0.01,scaD,helm,5.003202953825999,379601.17816629674,35.558559180880785
0.01,scaD,helm,5.120037984840887,396800.75673646596,35.55855918088078
0.01,scaD,helm,5.239601353002644,414764.75309361634,35.558559180880785
0.01,scaD,helm,5.361956770568817,433526.1112002058,35.558559180880785
0.01,scaD,helm,5.487169437608599,453119.126580127,35.558559180880785
0.01,scaD,helm,5.615306076746273,473579.4973861479,35.558559180880785
0.01,scaD,helm,5.746434968715974,494944.3771234365,35.558559180880785
0.01,scaD,helm,5.880625988746757,517252.4290662355,35.558559180880785
0.01,scaD,helm,6.017950643797328,540543.8824045548,35.558559180880785
0.01,scaD,helm,6.158482110660261,564860.5901574808,35.55855918088078
0.01,scaD,helm,6.302295274956023,590246.0888893673,35.55855918088078
0.01,scaD,helm,6.449466771037621,616745.6602647415,35.55855918088078
0.01,scaD,helm,6.600075022827088,644406.3944772406,35.55855918088078
0.01,scaD,helm,6.754200285605586,673277.2555872819,35.558559180880785
0.01,scaD,helm,6.911924688779366,703409.148802484,35.558559180880785
0.01,scaD,helm,7.073332279644439,734854.989734054,35.558559180880785
0.01,scaD,helm,7.238509068173248,767669.7756614598,35.55855918088078
0.01,scaD,helm,7.4075430728471625,801910.6588366912,35.558559180880785
0.01,scaD,helm,7.580524367559261,837637.0218583259,35.558559180880785
0.01,scaD,helm,7.757545129612414,874910.5551443981,35.558559180880785
0.01,scaD,helm,7.9386996888382235,913795.3365317292,35.55855918088078
0.01,scaD,helm,8.124084577862966,954357.9130279408,35.55855918088079
0.01,scaD,helm,8.313798583547333,996667.3847408184,35.55855918088078
0.01,scaD,helm,8.507942799627445,1040795.4910080445,35.558559180880785
0.01,scaD,helm,8.706620680585118,1086816.698748488,35.55855918088078
0.01,scaD,helm,8.909938096776107,1134808.293054377,35.558559180880785
0.01,scaD,helm,9.118003390845681,1184850.4700416203,35.55855918088079
0.01,scaD,helm,9.330927435461664,1237026.4319734664,35.55855918088078
0.01,scaD,helm,9.548823692395656,1291422.4846703794,35.558559180880785
0.01,scaD,helm,9.771808272983899,1348128.1372166818,35.55855918088078
0.01,scaD,helm,10.0,1407236.2039720342,35.558559180880785
0.01,scaD,shell,0.11618843640511002,258.050034456548,122.17217369672498
0.01,scaD,shell,0.118901674244199,269.32521476178164,121.54870700511306
0.01,scaD,shell,0.1216782717410923,281.11122234457764,121.52930641471748
0.01,scaD,shell,0.12451970847350319,293.4316464397923,121.52930641471748
0.01,scaD,shell,0.12742749857031335,306.3111755667634,121.52930641471747
0.01,scaD,shell,0.13040319151841315,319.77564893283306,121.52930641471748
0.01,scaD,shell,0.13344837298838383,333.8521102402848,121.52930641471748
0.01,scaD,shell,0.13656466567946096,348.5688640087427,121.52930641471748
0.01,scaD,shell,0.1397537301842291,363.95553453028054,121.52930641471748
0.01,scaD,shell,0.1430172658735088,380.04312757992034,121.52930641471747
0.01,scaD,shell,0.14635701180190797,396.8640950098874,121.52930641471745
0.01,scaD,shell,0.14977474763452,414.45240236192404,121.52930641471747
0.01,scaD,shell,0.15327229459526134,432.8435996381763,121.52930641471744
0.01,scaD,shell,0.1568515164373548,452.0748953776781,121.52930641471747
0.01,scaD,shell,0.16051432043647615,472.1852341922508,121.52930641471745
0.01,scaD,shell,0.16426265840709303,493.2153779227387,121.52930641471747
0.01,scaD,shell,0.16809852774253636,515.2079905839314,121.52930641471747
0.01,scaD,shell,0.1720239724793599,538.2077272743055,121.52930641471745
0.01,scaD,shell,0.17604108438655525,562.2613272348392,121.52930641471745
0.01,scaD,shell,0.18015200408020238,587.4177112496492,121.52930641471744
0.01,scaD,shell,0.1843589221641488,613.7280835900723,121.52930641471745
0.01,scaD,shell,0.18866408039732582,641.2460387131192,121.52930641471745
0.01,scaD,shell,0.19306977288832497,670.0276729349318,121.52930641471745
0.01,scaD,shell,0.19757834731786994,700.1317013100146,121.52930641471747
0.01,scaD,shell,0.20219220618983536,731.6195799576287,121.52930641471748
0.01,scaD,shell,0.20691380811147903,764.5556340878288,121.52930641471747
0.01,scaD,shell,0.21174566910357118,799.0071919912209,121.52930641471747
0.01,scaD,shell,0.2166903639411181,835.0447252686317,121.52930641471748
0.01,scaD,shell,0.22175052752539318,872.7419955895309,121.52930641471747
0.01,scaD,shell,0.2269288562880081,912.1762082813128,121.52930641471747
0.01,scaD,shell,0.23222810962777246,953.4281730653612,121.52930641471747
0.01,scaD,shell,0.23765111138110728,996.5824722702818,121.52930641471747
0.01,scaD,shell,0.24320075132679475,1041.7276368677753,121.52930641471745
0.01,scaD,shell,0.24887998672586673,1088.9563306924363,121.52930641471745
0.01,scaD,shell,0.25469184389745403,1138.3655432232515,121.52930641471748
0.01,scaD,shell,0.26063941983143474,1190.0567913217853,121.52930641471748
0.01,scaD,shell,0.2667258838387405,1244.136330340055,121.52930641471745
0.01,scaD,shell,0.2729544792402007,1300.715375029903,121.52930641471744
0.01,scaD,shell,0.2793285250948253,1359.9103307053397,121.52930641471747
0.01,scaD,shell,0.28585141796844715,1421.8430351298312,121.52930641471747
0.01,scaD,shell,0.2925266337436645,1486.6410116219379,121.52930641471748
0.01,scaD,shell,0.29935772947204903,1554.4377338951153,121.52930641471744
0.01,scaD,shell,0.3063483452696084,1625.3729031708865,121.52930641471747
0.01,scaD,shell,0.3135022062565112,1699.5927381289796,121.52930641471744
0.01,scaD,shell,0.32082312454210776,1777.2502782835288,121.52930641471748
0.01,scaD,shell,0.3283150012563047,1858.505701401079,121.52930641471745
0.01,scaD,shell,0.3359818286283781,1943.5266556039417,121.52930641471747
0.01,scaD,shell,0.34382769211433073,2032.4886068314427,121.52930641471747
0.01,scaD,shell,0.3518567725739263,2125.5752023619016,121.52930641471747
0.01,scaD,shell,0.360073348498562,2222.9786511298284,121.52930641471747
0.01,scaD,shell,0.3684817982911677,2324.9001216058464,121.52930641471744
0.01,scaD,shell,0.3770866025993452,2431.5501580412583,121.52930641471745
0.01,scaD,shell,0.3858923467029903,2543.1491159151565,121.52930641471747
0.01,scaD,shell,0.3949037229576702,2659.927617459481,121.52930641471745
0.01,scaD,shell,0.40412553329506,2782.1270281766224,121.5293064147175
0.01,scaD,shell,0.4135626917817706,2909.9999553049747,121.52930641471747
0.01,scaD,shell,0.4232202272379275,3043.810769230424,121.52930641471745
0.01,scaD,shell,0.4331032859169001,3183.836148886261,121.52930641471747
0.01,scaD,shell,0.44321713424760856,3330.365652230396,121.52930641471744
0.01,scaD,shell,0.45356716164087024,3483.7023129370355,121.52930641471745
0.01,scaD,shell,0.46415888336127775,3644.163264490414,121.52930641471744
0.01,scaD,shell,0.47499794346614127,3812.080392920791,121.52930641471745
0.01,scaD,shell,0.48609011781306305,3987.8010194777835,121.52930641471745
0.01,scaD,shell,0.49744131713774514,4171.68861459316,121.52930641471745
0.01,scaD,shell,0.5090575902036681,4364.123544544824,121.52930641471747
0.01,scaD,shell,0.5209451270253211,4565.503852295831,121.52930641471747
0.01,scaD,shell,0.5331102621667033,4776.2460740470715,121.52930641471748
0.01,scaD,shell,0.5455594781168515,4996.786093109489,121.52930641471745
0.01,scaD,shell,0.5582994087441919,5227.580032772129,121.52930641471745
0.01,scaD,shell,0.571336842831558,5469.105189915386,121.52930641471745
0.01,scaD,shell,0.584678727693759,5721.861011195201,121.52930641471745
0.01,scaD,shell,0.5983321728796283,5986.37011370322,121.52930641471745
0.01,scaD,shell,0.6123044539605184,6263.179352090611,121.52930641471747
0.01,scaD,shell,0.6266030164072656,6552.860934229409,121.52930641471747
0.01,scaD,shell,0.6412354795576917,6856.0135875749065,121.52930641471745
0.01,scaD,shell,0.6562096406767555,7173.263778485772,121.52930641471747
0.01,scaD,shell,0.6715334791115142,7505.266986855715,121.52930641471744
