m_chi_GeV,beta,T_GeV,E_R_max_keV,E_R_max_NR_formula_keV,N_lo_helm,N_lo_shell
1000.0,0.005,0.012500234380041775,4857.684161080733,4857.574517122632,349.93474144588447,1184.4834036485386
1000.0,0.01,0.050003750312610507,19432.052493206014,19430.298068490527,349.93474144588436,1184.4834036485383
1000.0,0.02,0.20006002000694245,77749.27090148164,77721.19227396211,349.93474144588436,1184.4834036485383
4000.0,0.005,0.0500009375201671,5761.527244902143,5761.387355920648,349.93474144588436,1184.4834036485381
4000.0,0.01,0.20001500125044203,23047.78781054526,23045.54942368259,349.93474144588447,1184.4834036485386
4000.0,0.02,0.8002400800277698,92218.02240244918,92182.19769473036,349.9347414458844,1184.4834036485386
