m_chi_GeV,T_min_248_MeV,T_min_200_MeV,T_min_270_MeV,beta_min_248,p_min_MeV,E_R_max_at_2Tmin_keV
0.001,122.3188784073296,109.73313060989346,127.67773868848742,0.9999671210445537,123.31482381142075,982.0614351436845
0.01,113.72002811620473,101.17965461522117,119.06224994639308,0.996728092239532,123.31522759608599,916.1161033498088
0.1,58.79343056743943,49.22644889000994,62.991521819162664,0.7767987059526726,123.35053137857254,608.0999582879078
1.0,7.683919432079143,6.201141371649964,8.362820846362467,0.12325789408655752,124.20499781408543,497.83682325213465
10.0,0.8878356369653995,0.7160009145715807,0.9665925069730633,0.013324544368511796,133.25727369050537,496.0158670222829
1000.0,0.6381784539095724,0.5146600629713939,0.6947910467193071,0.0011297591274385366,1129.7598484150885,496.0000967425087
