E_MeV,p_ss_roi,p_ss_200_270,p_ss_200_270_err,F
8.5,0.004613333333333333,0.00025,2.8867513459481293e-05,0.05419075144508671
10.0,0.004406666666666666,0.00026333333333333336,2.9627314724385296e-05,0.05975794251134645
15.0,0.00513,0.00021666666666666666,2.6874192494328498e-05,0.04223521767381416
50.0,0.006513333333333334,0.00011666666666666667,1.9720265943665386e-05,0.017911975435005115
100.0,0.007173333333333334,0.00010333333333333333,1.8559214542766737e-05,0.014405204460966542
200.0,0.009026666666666667,0.00015333333333333334,2.260776661041756e-05,0.016986706056129983
