E_MeV,dNdE_prod,J_wall,lam_rem_cm,S,N_tank_perMeV,N_lxe_perMeV
225.35314432959132,6.033644313780044e-05,1.1336802125015868e-14,100.0,0.0820849986238988,0.24953541630994172,0.000817659109028794
228.71147326336305,5.857752877859112e-05,1.1044010338908824e-14,100.0,0.0820849986238988,0.2430907488073544,0.0007965417014636603
232.1198497492156,5.686988989340944e-05,1.0758655044371918e-14,100.0,0.0820849986238988,0.23680976661914205,0.0007759606457731104
235.57901962161543,5.521203171122074e-05,1.0480551489613288e-14,100.0,0.0820849986238988,0.2306884031562623,0.0007559026168603614
239.0897398298398,5.3602503036217694e-05,1.0209519374802648e-14,100.0,0.0820849986238988,0.2247226898222173,0.000736354610723318
242.65277860361508,5.203989497752526e-05,9.945382749513028e-15,100.0,0.0820849986238988,0.21890875375563396,0.0007173039370576275
246.268915621223,5.052283971593721e-05,9.687969912358668e-15,100.0,0.0820849986238988,0.21324281562118436,0.0006987382120181324
249.9389421801144,4.905000930660348e-05,9.437113312787952e-15,100.0,0.0820849986238988,0.20772118744794082,0.0006806453511357523
253.6636613700634,4.7620114516622315e-05,9.192649454991411e-15,100.0,0.0820849986238988,0.2023402705142858,0.0006630135623869139
257.44388824890194,4.62319036965185e-05,8.954418803884706e-15,100.0,0.0820849986238988,0.1970965532784946,0.0006458313394126389
261.28045002087543,4.488416168461923e-05,8.722265693127178e-15,100.0,0.0820849986238988,0.19198660935412298,0.0006290874548844437
265.17418621765404,4.357570874337037e-05,8.496038235137485e-15,100.0,0.0820849986238988,0.18700709552935302,0.0006127709540142794
269.1259488820421,4.230539952666051e-05,8.275588233067835e-15,100.0,0.0820849986238988,0.18215474982944954,0.0005968711482057333
273.1366027544256,4.1072122077249394e-05,8.060771094699105e-15,100.0,0.0820849986238988,0.17742638962149748,0.0005813776088437728
277.207025461999,3.9874796853422803e-05,7.851445748219682e-15,100.0,0.0820849986238988,0.17281890976060216,0.0005662801612203522
281.33810771081056,3.8712375784022706e-05,7.647474559851479e-15,100.0,0.0820849986238988,0.1683292807767478,0.0005515688785932458
285.5307534806689,3.758384135102491e-05,7.448723253286892e-15,100.0,0.0820849986238988,0.16395454710151666,0.0005372340763754926
289.7858802229577,3.6488205698860614e-05,7.255060830901048e-15,100.0,0.0820849986238988,0.1596918253338845,0.0005232663064528833
294.1044190613949,3.54245097697033e-05,7.066359496704477e-15,100.0,0.0820849986238988,0.15553830254432474,0.0005096563516269763
298.4873149957839,3.439182246396383e-05,6.882494581001634e-15,100.0,0.0820849986238988,0.15149123461645997,0.0004963952201811428
