Y,delta_keV,N_wimpydd,N_from_P007_grid_scaled,ratio
0.5,300.0,727.088531403146,727.0885314031465,0.9999999999999993
0.5,370.0,0.20529842850924407,0.2052984285092442,0.9999999999999993
1.0,300.0,2908.354125612584,2908.354125612586,0.9999999999999993
1.0,370.0,0.8211937140369763,0.8211937140369768,0.9999999999999993
